data,method1,method2,criteria,value,methods
Psychiatrist,Gaussian MM,HC (single),ARI,0.15544944235421077,Gaussian MM:HC (single)
Psychiatrist,Gaussian MM,HC (single),MI,0.13811529801661507,Gaussian MM:HC (single)
Psychiatrist,Gaussian MM,HC (single),Fowlkes Mallows,0.8139200121140301,Gaussian MM:HC (single)
Psychiatrist,Gaussian MM,HC (single),V Measure,0.1991582191351887,Gaussian MM:HC (single)
Psychiatrist,HC (single),HC (single),ARI,1.0,HC (single):HC (single)
Psychiatrist,HC (single),HC (single),MI,1.0,HC (single):HC (single)
Psychiatrist,HC (single),HC (single),Fowlkes Mallows,1.0,HC (single):HC (single)
Psychiatrist,HC (single),HC (single),V Measure,1.0,HC (single):HC (single)
Psychiatrist,HC (single),K-Means,ARI,0.22821681325681098,HC (single):K-Means
Psychiatrist,HC (single),K-Means,MI,0.18660943519277592,HC (single):K-Means
Psychiatrist,HC (single),K-Means,Fowlkes Mallows,0.8118225750348256,HC (single):K-Means
Psychiatrist,HC (single),K-Means,V Measure,0.24564516944613868,HC (single):K-Means
Psychiatrist,HC (single),K-Means (minibatch),ARI,0.17669272598770988,HC (single):K-Means (minibatch)
Psychiatrist,HC (single),K-Means (minibatch),MI,0.1578433287013309,HC (single):K-Means (minibatch)
Psychiatrist,HC (single),K-Means (minibatch),Fowlkes Mallows,0.8144783688739394,HC (single):K-Means (minibatch)
Psychiatrist,HC (single),K-Means (minibatch),V Measure,0.2175410147639708,HC (single):K-Means (minibatch)
Psychiatrist,HC (single),K-Means++,ARI,0.2301856222412148,HC (single):K-Means++
Psychiatrist,HC (single),K-Means++,MI,0.19347021213281934,HC (single):K-Means++
Psychiatrist,HC (single),K-Means++,Fowlkes Mallows,0.815407528014153,HC (single):K-Means++
Psychiatrist,HC (single),K-Means++,V Measure,0.2519191345667202,HC (single):K-Means++
Psychiatrist,Birch,HC (single),ARI,0.28659994331639754,Birch:HC (single)
Psychiatrist,Birch,HC (single),MI,0.24880190597507376,Birch:HC (single)
Psychiatrist,Birch,HC (single),Fowlkes Mallows,0.8282761492465716,Birch:HC (single)
Psychiatrist,Birch,HC (single),V Measure,0.3033996883823955,Birch:HC (single)
Psychiatrist,Gaussian MM,HC (ward),ARI,0.23877999819920667,Gaussian MM:HC (ward)
Psychiatrist,Gaussian MM,HC (ward),MI,0.22623879706542505,Gaussian MM:HC (ward)
Psychiatrist,Gaussian MM,HC (ward),Fowlkes Mallows,0.7575630424950529,Gaussian MM:HC (ward)
Psychiatrist,Gaussian MM,HC (ward),V Measure,0.27422131424259083,Gaussian MM:HC (ward)
Psychiatrist,HC (average),HC (ward),ARI,0.3278916450323041,HC (average):HC (ward)
Psychiatrist,HC (average),HC (ward),MI,0.30561148996419185,HC (average):HC (ward)
Psychiatrist,HC (average),HC (ward),Fowlkes Mallows,0.8231062117977688,HC (average):HC (ward)
Psychiatrist,HC (average),HC (ward),V Measure,0.35607398596977524,HC (average):HC (ward)
Psychiatrist,HC (complete),HC (ward),ARI,0.4472091388972639,HC (complete):HC (ward)
Psychiatrist,HC (complete),HC (ward),MI,0.43743213592031155,HC (complete):HC (ward)
Psychiatrist,HC (complete),HC (ward),Fowlkes Mallows,0.8315641433161286,HC (complete):HC (ward)
Psychiatrist,HC (complete),HC (ward),V Measure,0.47510789341299636,HC (complete):HC (ward)
Psychiatrist,HC (single),HC (ward),ARI,0.2508360496699191,HC (single):HC (ward)
Psychiatrist,HC (single),HC (ward),MI,0.21521610057495888,HC (single):HC (ward)
Psychiatrist,HC (single),HC (ward),Fowlkes Mallows,0.814833911505115,HC (single):HC (ward)
Psychiatrist,HC (single),HC (ward),V Measure,0.27242544164919297,HC (single):HC (ward)
Psychiatrist,HC (ward),HC (ward),ARI,1.0,HC (ward):HC (ward)
Psychiatrist,HC (ward),HC (ward),MI,1.0,HC (ward):HC (ward)
Psychiatrist,HC (ward),HC (ward),Fowlkes Mallows,1.0,HC (ward):HC (ward)
Psychiatrist,HC (ward),HC (ward),V Measure,1.0,HC (ward):HC (ward)
Psychiatrist,HC (ward),K-Means,ARI,0.475564213772838,HC (ward):K-Means
Psychiatrist,HC (ward),K-Means,MI,0.4545614950156965,HC (ward):K-Means
Psychiatrist,HC (ward),K-Means,Fowlkes Mallows,0.8103053153679194,HC (ward):K-Means
Psychiatrist,HC (ward),K-Means,V Measure,0.4863192985742846,HC (ward):K-Means
Psychiatrist,HC (ward),K-Means (minibatch),ARI,0.27787951180088816,HC (ward):K-Means (minibatch)
Psychiatrist,HC (ward),K-Means (minibatch),MI,0.2645061056498479,HC (ward):K-Means (minibatch)
Psychiatrist,HC (ward),K-Means (minibatch),Fowlkes Mallows,0.7671657514226145,HC (ward):K-Means (minibatch)
Psychiatrist,HC (ward),K-Means (minibatch),V Measure,0.31009550400060115,HC (ward):K-Means (minibatch)
Psychiatrist,HC (ward),K-Means++,ARI,0.6540309876619476,HC (ward):K-Means++
Psychiatrist,HC (ward),K-Means++,MI,0.6265524524831715,HC (ward):K-Means++
Psychiatrist,HC (ward),K-Means++,Fowlkes Mallows,0.8760164630161263,HC (ward):K-Means++
Psychiatrist,HC (ward),K-Means++,V Measure,0.6485604244014768,HC (ward):K-Means++
Psychiatrist,Birch,HC (ward),ARI,0.8810789180325451,Birch:HC (ward)
Psychiatrist,Birch,HC (ward),MI,0.8837455265659913,Birch:HC (ward)
Psychiatrist,Birch,HC (ward),Fowlkes Mallows,0.9558420071068483,Birch:HC (ward)
Psychiatrist,Birch,HC (ward),V Measure,0.8905791312378993,Birch:HC (ward)
Psychiatrist,K-Means,K-Means,ARI,1.0,K-Means:K-Means
Psychiatrist,K-Means,K-Means,MI,1.0,K-Means:K-Means
Psychiatrist,K-Means,K-Means,Fowlkes Mallows,1.0,K-Means:K-Means
Psychiatrist,K-Means,K-Means,V Measure,1.0,K-Means:K-Means
Psychiatrist,Gaussian MM,K-Means (minibatch),ARI,0.17825290981031666,Gaussian MM:K-Means (minibatch)
Psychiatrist,Gaussian MM,K-Means (minibatch),MI,0.16187041803278174,Gaussian MM:K-Means (minibatch)
Psychiatrist,Gaussian MM,K-Means (minibatch),Fowlkes Mallows,0.7570729239936831,Gaussian MM:K-Means (minibatch)
Psychiatrist,Gaussian MM,K-Means (minibatch),V Measure,0.2155571060440712,Gaussian MM:K-Means (minibatch)
Psychiatrist,K-Means,K-Means (minibatch),ARI,0.27460988211253257,K-Means:K-Means (minibatch)
Psychiatrist,K-Means,K-Means (minibatch),MI,0.2638468668453086,K-Means:K-Means (minibatch)
Psychiatrist,K-Means,K-Means (minibatch),Fowlkes Mallows,0.7688366171953172,K-Means:K-Means (minibatch)
Psychiatrist,K-Means,K-Means (minibatch),V Measure,0.3097629844112961,K-Means:K-Means (minibatch)
Psychiatrist,K-Means (minibatch),K-Means (minibatch),ARI,1.0,K-Means (minibatch):K-Means (minibatch)
Psychiatrist,K-Means (minibatch),K-Means (minibatch),MI,1.0,K-Means (minibatch):K-Means (minibatch)
Psychiatrist,K-Means (minibatch),K-Means (minibatch),Fowlkes Mallows,1.0,K-Means (minibatch):K-Means (minibatch)
Psychiatrist,K-Means (minibatch),K-Means (minibatch),V Measure,1.0,K-Means (minibatch):K-Means (minibatch)
Psychiatrist,Birch,K-Means (minibatch),ARI,0.2894101839358126,Birch:K-Means (minibatch)
Psychiatrist,Birch,K-Means (minibatch),MI,0.27420297430498936,Birch:K-Means (minibatch)
Psychiatrist,Birch,K-Means (minibatch),Fowlkes Mallows,0.7781884315700919,Birch:K-Means (minibatch)
Psychiatrist,Birch,K-Means (minibatch),V Measure,0.3201708107571816,Birch:K-Means (minibatch)
Psychiatrist,Gaussian MM,K-Means++,ARI,0.25142881025898406,Gaussian MM:K-Means++
Psychiatrist,Gaussian MM,K-Means++,MI,0.22011398585434638,Gaussian MM:K-Means++
Psychiatrist,Gaussian MM,K-Means++,Fowlkes Mallows,0.7657685743894977,Gaussian MM:K-Means++
Psychiatrist,Gaussian MM,K-Means++,V Measure,0.2683789186580637,Gaussian MM:K-Means++
Psychiatrist,K-Means,K-Means++,ARI,0.5950592214386221,K-Means:K-Means++
Psychiatrist,K-Means,K-Means++,MI,0.57364202047576,K-Means:K-Means++
Psychiatrist,K-Means,K-Means++,Fowlkes Mallows,0.8536894008333307,K-Means:K-Means++
Psychiatrist,K-Means,K-Means++,V Measure,0.5980900730973344,K-Means:K-Means++
Psychiatrist,K-Means (minibatch),K-Means++,ARI,0.2948053945736516,K-Means (minibatch):K-Means++
Psychiatrist,K-Means (minibatch),K-Means++,MI,0.28023272522199105,K-Means (minibatch):K-Means++
Psychiatrist,K-Means (minibatch),K-Means++,Fowlkes Mallows,0.7762794997033236,K-Means (minibatch):K-Means++
Psychiatrist,K-Means (minibatch),K-Means++,V Measure,0.32516142837145295,K-Means (minibatch):K-Means++
Psychiatrist,K-Means++,K-Means++,ARI,1.0,K-Means++:K-Means++
Psychiatrist,K-Means++,K-Means++,MI,1.0,K-Means++:K-Means++
Psychiatrist,K-Means++,K-Means++,Fowlkes Mallows,1.0,K-Means++:K-Means++
Psychiatrist,K-Means++,K-Means++,V Measure,1.0,K-Means++:K-Means++
Psychiatrist,Birch,K-Means++,ARI,0.6211987040640301,Birch:K-Means++
Psychiatrist,Birch,K-Means++,MI,0.5962192037804921,Birch:K-Means++
Psychiatrist,Birch,K-Means++,Fowlkes Mallows,0.8685679554145254,Birch:K-Means++
Psychiatrist,Birch,K-Means++,V Measure,0.6207463801998473,Birch:K-Means++
Psychiatrist,Birch,Gaussian MM,ARI,0.21791621092016264,Birch:Gaussian MM
Psychiatrist,Birch,Gaussian MM,MI,0.21418103091486526,Birch:Gaussian MM
Psychiatrist,Birch,Gaussian MM,Fowlkes Mallows,0.7566570859932068,Birch:Gaussian MM
Psychiatrist,Birch,Gaussian MM,V Measure,0.2636204185057857,Birch:Gaussian MM
Psychiatrist,Birch,K-Means,ARI,0.48127925700661295,Birch:K-Means
Psychiatrist,Birch,K-Means,MI,0.4627439415310356,Birch:K-Means
Psychiatrist,Birch,K-Means,Fowlkes Mallows,0.8195622633322253,Birch:K-Means
Psychiatrist,Birch,K-Means,V Measure,0.494950771375827,Birch:K-Means
Psychiatrist,Birch,Birch,ARI,1.0,Birch:Birch
Psychiatrist,Birch,Birch,MI,1.0,Birch:Birch
Psychiatrist,Birch,Birch,Fowlkes Mallows,1.0,Birch:Birch
Psychiatrist,Birch,Birch,V Measure,1.0,Birch:Birch
Psychiatrist,Gaussian MM,Spectral (NN),ARI,0.2358975132833237,Gaussian MM:Spectral (NN)
Psychiatrist,Gaussian MM,Spectral (NN),MI,0.2141926184268814,Gaussian MM:Spectral (NN)
Psychiatrist,Gaussian MM,Spectral (NN),Fowlkes Mallows,0.738309350542953,Gaussian MM:Spectral (NN)
Psychiatrist,Gaussian MM,Spectral (NN),V Measure,0.2616454141364695,Gaussian MM:Spectral (NN)
Psychiatrist,HC (average),Spectral (NN),ARI,0.018424152875082363,HC (average):Spectral (NN)
Psychiatrist,HC (average),Spectral (NN),MI,0.02835638709018811,HC (average):Spectral (NN)
Psychiatrist,HC (average),Spectral (NN),Fowlkes Mallows,0.731405544739441,HC (average):Spectral (NN)
Psychiatrist,HC (average),Spectral (NN),V Measure,0.099028695329981,HC (average):Spectral (NN)
Psychiatrist,HC (complete),Spectral (NN),ARI,0.1215356038944966,HC (complete):Spectral (NN)
Psychiatrist,HC (complete),Spectral (NN),MI,0.1158860328339407,HC (complete):Spectral (NN)
Psychiatrist,HC (complete),Spectral (NN),Fowlkes Mallows,0.7291659647211474,HC (complete):Spectral (NN)
Psychiatrist,HC (complete),Spectral (NN),V Measure,0.17494936856926785,HC (complete):Spectral (NN)
Psychiatrist,HC (single),Spectral (NN),ARI,0.008678029696472484,HC (single):Spectral (NN)
Psychiatrist,HC (single),Spectral (NN),MI,0.0061000148209207385,HC (single):Spectral (NN)
Psychiatrist,HC (single),Spectral (NN),Fowlkes Mallows,0.7380315945557048,HC (single):Spectral (NN)
Psychiatrist,HC (single),Spectral (NN),V Measure,0.07994079148421386,HC (single):Spectral (NN)
Psychiatrist,HC (ward),Spectral (NN),ARI,0.2965780884964459,HC (ward):Spectral (NN)
Psychiatrist,HC (ward),Spectral (NN),MI,0.2890067222816264,HC (ward):Spectral (NN)
Psychiatrist,HC (ward),Spectral (NN),Fowlkes Mallows,0.7521439398888805,HC (ward):Spectral (NN)
Psychiatrist,HC (ward),Spectral (NN),V Measure,0.33141879005863295,HC (ward):Spectral (NN)
Psychiatrist,K-Means,Spectral (NN),ARI,0.2888923500824523,K-Means:Spectral (NN)
Psychiatrist,K-Means,Spectral (NN),MI,0.2684727422136647,K-Means:Spectral (NN)
Psychiatrist,K-Means,Spectral (NN),Fowlkes Mallows,0.7487917861305361,K-Means:Spectral (NN)
Psychiatrist,K-Means,Spectral (NN),V Measure,0.3113720926215225,K-Means:Spectral (NN)
Psychiatrist,K-Means (minibatch),Spectral (NN),ARI,0.17506306198692453,K-Means (minibatch):Spectral (NN)
Psychiatrist,K-Means (minibatch),Spectral (NN),MI,0.17517431581909396,K-Means (minibatch):Spectral (NN)
Psychiatrist,K-Means (minibatch),Spectral (NN),Fowlkes Mallows,0.72086915233694,K-Means (minibatch):Spectral (NN)
Psychiatrist,K-Means (minibatch),Spectral (NN),V Measure,0.22552976095233912,K-Means (minibatch):Spectral (NN)
Psychiatrist,K-Means++,Spectral (NN),ARI,0.310812173409606,K-Means++:Spectral (NN)
Psychiatrist,K-Means++,Spectral (NN),MI,0.2998763958547985,K-Means++:Spectral (NN)
Psychiatrist,K-Means++,Spectral (NN),Fowlkes Mallows,0.7605101518342735,K-Means++:Spectral (NN)
Psychiatrist,K-Means++,Spectral (NN),V Measure,0.3418197554933185,K-Means++:Spectral (NN)
Psychiatrist,Birch,Spectral (NN),ARI,0.25512660446126356,Birch:Spectral (NN)
Psychiatrist,Birch,Spectral (NN),MI,0.26268833290697224,Birch:Spectral (NN)
Psychiatrist,Birch,Spectral (NN),Fowlkes Mallows,0.7425851806845688,Birch:Spectral (NN)
Psychiatrist,Birch,Spectral (NN),V Measure,0.3074247752974194,Birch:Spectral (NN)
Psychiatrist,Spectral (NN),Spectral (NN),ARI,1.0,Spectral (NN):Spectral (NN)
Psychiatrist,Spectral (NN),Spectral (NN),MI,1.0,Spectral (NN):Spectral (NN)
Psychiatrist,Spectral (NN),Spectral (NN),Fowlkes Mallows,1.0,Spectral (NN):Spectral (NN)
Psychiatrist,Spectral (NN),Spectral (NN),V Measure,1.0,Spectral (NN):Spectral (NN)
Psychiatrist,Spectral (NN),Spectral (RBF),ARI,0.23894967645986642,Spectral (NN):Spectral (RBF)
Psychiatrist,Spectral (NN),Spectral (RBF),MI,0.22508626553675956,Spectral (NN):Spectral (RBF)
Psychiatrist,Spectral (NN),Spectral (RBF),Fowlkes Mallows,0.7577349876174625,Spectral (NN):Spectral (RBF)
Psychiatrist,Spectral (NN),Spectral (RBF),V Measure,0.2748826100065478,Spectral (NN):Spectral (RBF)
Psychiatrist,Gaussian MM,Spectral (RBF),ARI,0.1128607260185117,Gaussian MM:Spectral (RBF)
Psychiatrist,Gaussian MM,Spectral (RBF),MI,0.12356057591830265,Gaussian MM:Spectral (RBF)
Psychiatrist,Gaussian MM,Spectral (RBF),Fowlkes Mallows,0.7612660584539879,Gaussian MM:Spectral (RBF)
Psychiatrist,Gaussian MM,Spectral (RBF),V Measure,0.18100124980816976,Gaussian MM:Spectral (RBF)
Psychiatrist,HC (average),Spectral (RBF),ARI,-0.013926055313432797,HC (average):Spectral (RBF)
Psychiatrist,HC (average),Spectral (RBF),MI,0.006090006060697369,HC (average):Spectral (RBF)
Psychiatrist,HC (average),Spectral (RBF),Fowlkes Mallows,0.8129731669606243,HC (average):Spectral (RBF)
Psychiatrist,HC (average),Spectral (RBF),V Measure,0.07306199284599937,HC (average):Spectral (RBF)
Psychiatrist,HC (complete),Spectral (RBF),ARI,0.030122245457607638,HC (complete):Spectral (RBF)
Psychiatrist,HC (complete),Spectral (RBF),MI,0.05573145928195342,HC (complete):Spectral (RBF)
Psychiatrist,HC (complete),Spectral (RBF),Fowlkes Mallows,0.775696575356312,HC (complete):Spectral (RBF)
Psychiatrist,HC (complete),Spectral (RBF),V Measure,0.11868111395186393,HC (complete):Spectral (RBF)
Psychiatrist,HC (single),Spectral (RBF),ARI,-0.020200553966208745,HC (single):Spectral (RBF)
Psychiatrist,HC (single),Spectral (RBF),MI,-0.00987196762518534,HC (single):Spectral (RBF)
Psychiatrist,HC (single),Spectral (RBF),Fowlkes Mallows,0.8221330557291884,HC (single):Spectral (RBF)
Psychiatrist,HC (single),Spectral (RBF),V Measure,0.05869180877004359,HC (single):Spectral (RBF)
Psychiatrist,HC (ward),Spectral (RBF),ARI,0.17993527560590572,HC (ward):Spectral (RBF)
Psychiatrist,HC (ward),Spectral (RBF),MI,0.18657928498388546,HC (ward):Spectral (RBF)
Psychiatrist,HC (ward),Spectral (RBF),Fowlkes Mallows,0.7703534286502866,HC (ward):Spectral (RBF)
Psychiatrist,HC (ward),Spectral (RBF),V Measure,0.24027607182312263,HC (ward):Spectral (RBF)
Psychiatrist,K-Means,Spectral (RBF),ARI,0.19331146864830068,K-Means:Spectral (RBF)
Psychiatrist,K-Means,Spectral (RBF),MI,0.19892801330539858,K-Means:Spectral (RBF)
Psychiatrist,K-Means,Spectral (RBF),Fowlkes Mallows,0.7733446575977675,K-Means:Spectral (RBF)
Psychiatrist,K-Means,Spectral (RBF),V Measure,0.2515203361444763,K-Means:Spectral (RBF)
Psychiatrist,K-Means (minibatch),Spectral (RBF),ARI,0.16146445431795997,K-Means (minibatch):Spectral (RBF)
Psychiatrist,K-Means (minibatch),Spectral (RBF),MI,0.15912980057856416,K-Means (minibatch):Spectral (RBF)
Psychiatrist,K-Means (minibatch),Spectral (RBF),Fowlkes Mallows,0.7731612185152223,K-Means (minibatch):Spectral (RBF)
Psychiatrist,K-Means (minibatch),Spectral (RBF),V Measure,0.21452814955462468,K-Means (minibatch):Spectral (RBF)
Psychiatrist,K-Means++,Spectral (RBF),ARI,0.22716360487419884,K-Means++:Spectral (RBF)
Psychiatrist,K-Means++,Spectral (RBF),MI,0.22620340196903535,K-Means++:Spectral (RBF)
Psychiatrist,K-Means++,Spectral (RBF),Fowlkes Mallows,0.7862344811578703,K-Means++:Spectral (RBF)
Psychiatrist,K-Means++,Spectral (RBF),V Measure,0.2772503289337488,K-Means++:Spectral (RBF)
Psychiatrist,Birch,Spectral (RBF),ARI,0.16808946706783978,Birch:Spectral (RBF)
Psychiatrist,Birch,Spectral (RBF),MI,0.17570399135159387,Birch:Spectral (RBF)
Psychiatrist,Birch,Spectral (RBF),Fowlkes Mallows,0.7740920887510989,Birch:Spectral (RBF)
Psychiatrist,Birch,Spectral (RBF),V Measure,0.23044309836125262,Birch:Spectral (RBF)
Psychiatrist,Spectral (RBF),Spectral (RBF),ARI,1.0,Spectral (RBF):Spectral (RBF)
Psychiatrist,Spectral (RBF),Spectral (RBF),MI,1.0,Spectral (RBF):Spectral (RBF)
Psychiatrist,Spectral (RBF),Spectral (RBF),Fowlkes Mallows,1.0,Spectral (RBF):Spectral (RBF)
Psychiatrist,Spectral (RBF),Spectral (RBF),V Measure,1.0,Spectral (RBF):Spectral (RBF)
Religion,Gaussian MM,Gaussian MM,ARI,1.0,Gaussian MM:Gaussian MM
Religion,Gaussian MM,Gaussian MM,MI,1.0,Gaussian MM:Gaussian MM
Religion,Gaussian MM,Gaussian MM,Fowlkes Mallows,1.0,Gaussian MM:Gaussian MM
Religion,Gaussian MM,Gaussian MM,V Measure,1.0,Gaussian MM:Gaussian MM
Religion,Gaussian MM,K-Means,ARI,0.027918797788667574,Gaussian MM:K-Means
Religion,Gaussian MM,K-Means,MI,0.02550863847504655,Gaussian MM:K-Means
Religion,Gaussian MM,K-Means,Fowlkes Mallows,0.955611341973841,Gaussian MM:K-Means
Religion,Gaussian MM,K-Means,V Measure,0.04603105440128526,Gaussian MM:K-Means
Religion,Gaussian MM,HC (average),ARI,0.17066536800181617,Gaussian MM:HC (average)
Religion,Gaussian MM,HC (average),MI,0.17073318594538495,Gaussian MM:HC (average)
Religion,Gaussian MM,HC (average),Fowlkes Mallows,0.968935108356338,Gaussian MM:HC (average)
Religion,Gaussian MM,HC (average),V Measure,0.18722900215856078,Gaussian MM:HC (average)
Religion,HC (average),HC (average),ARI,1.0,HC (average):HC (average)
Religion,HC (average),HC (average),MI,1.0,HC (average):HC (average)
Religion,HC (average),HC (average),Fowlkes Mallows,1.0,HC (average):HC (average)
Religion,HC (average),HC (average),V Measure,1.0,HC (average):HC (average)
Religion,HC (average),HC (single),ARI,0.7324820850334715,HC (average):HC (single)
Religion,HC (average),HC (single),MI,0.7338385162650194,HC (average):HC (single)
Religion,HC (average),HC (single),Fowlkes Mallows,0.9909976281700414,HC (average):HC (single)
Religion,HC (average),HC (single),V Measure,0.7389881144087036,HC (average):HC (single)
Religion,HC (average),K-Means,ARI,0.07907122598119179,HC (average):K-Means
Religion,HC (average),K-Means,MI,0.07495605154601778,HC (average):K-Means
Religion,HC (average),K-Means,Fowlkes Mallows,0.9614431046955252,HC (average):K-Means
Religion,HC (average),K-Means,V Measure,0.09393110388196048,HC (average):K-Means
Religion,HC (average),K-Means (minibatch),ARI,0.006581404238433944,HC (average):K-Means (minibatch)
Religion,HC (average),K-Means (minibatch),MI,0.005907943084392674,HC (average):K-Means (minibatch)
Religion,HC (average),K-Means (minibatch),Fowlkes Mallows,0.9617108618989698,HC (average):K-Means (minibatch)
Religion,HC (average),K-Means (minibatch),V Measure,0.025612578431822255,HC (average):K-Means (minibatch)
Religion,HC (average),K-Means++,ARI,0.2995115085897109,HC (average):K-Means++
Religion,HC (average),K-Means++,MI,0.3033048846972269,HC (average):K-Means++
Religion,HC (average),K-Means++,Fowlkes Mallows,0.9746789966051211,HC (average):K-Means++
Religion,HC (average),K-Means++,V Measure,0.3170805529567051,HC (average):K-Means++
Religion,Birch,HC (average),ARI,0.1514512956874101,Birch:HC (average)
Religion,Birch,HC (average),MI,0.2562615951665254,Birch:HC (average)
Religion,Birch,HC (average),Fowlkes Mallows,0.8575883960844918,Birch:HC (average)
Religion,Birch,HC (average),V Measure,0.27749879364392877,Birch:HC (average)
Religion,Gaussian MM,HC (complete),ARI,0.17804656623405277,Gaussian MM:HC (complete)
Religion,Gaussian MM,HC (complete),MI,0.16639720723555396,Gaussian MM:HC (complete)
Religion,Gaussian MM,HC (complete),Fowlkes Mallows,0.9426639396249243,Gaussian MM:HC (complete)
Religion,Gaussian MM,HC (complete),V Measure,0.18655609546499283,Gaussian MM:HC (complete)
Religion,HC (average),HC (complete),ARI,0.5560071588275041,HC (average):HC (complete)
Religion,HC (average),HC (complete),MI,0.5679291180776128,HC (average):HC (complete)
Religion,HC (average),HC (complete),Fowlkes Mallows,0.9638785005571273,HC (average):HC (complete)
Religion,HC (average),HC (complete),V Measure,0.578450407744486,HC (average):HC (complete)
Religion,HC (complete),HC (complete),ARI,1.0,HC (complete):HC (complete)
Religion,HC (complete),HC (complete),MI,1.0,HC (complete):HC (complete)
Religion,HC (complete),HC (complete),Fowlkes Mallows,1.0,HC (complete):HC (complete)
Religion,HC (complete),HC (complete),V Measure,1.0,HC (complete):HC (complete)
Religion,HC (complete),HC (single),ARI,0.5682746253095052,HC (complete):HC (single)
Religion,HC (complete),HC (single),MI,0.5734048355321552,HC (complete):HC (single)
Religion,HC (complete),HC (single),Fowlkes Mallows,0.9642715385208847,HC (complete):HC (single)
Religion,HC (complete),HC (single),V Measure,0.583809631527473,HC (complete):HC (single)
Religion,HC (complete),K-Means,ARI,0.08050153908218943,HC (complete):K-Means
Religion,HC (complete),K-Means,MI,0.07259335677984571,HC (complete):K-Means
Religion,HC (complete),K-Means,Fowlkes Mallows,0.9315333864513506,HC (complete):K-Means
Religion,HC (complete),K-Means,V Measure,0.09565597641695742,HC (complete):K-Means
Religion,HC (complete),K-Means (minibatch),ARI,0.003819778922430234,HC (complete):K-Means (minibatch)
Religion,HC (complete),K-Means (minibatch),MI,0.0039209159198889945,HC (complete):K-Means (minibatch)
Religion,HC (complete),K-Means (minibatch),Fowlkes Mallows,0.9299644281943933,HC (complete):K-Means (minibatch)
Religion,HC (complete),K-Means (minibatch),V Measure,0.027786044295855596,HC (complete):K-Means (minibatch)
Religion,HC (complete),K-Means++,ARI,0.27323454253563917,HC (complete):K-Means++
Religion,HC (complete),K-Means++,MI,0.272893373405545,HC (complete):K-Means++
Religion,HC (complete),K-Means++,Fowlkes Mallows,0.9474076377298666,HC (complete):K-Means++
Religion,HC (complete),K-Means++,V Measure,0.2905314724414293,HC (complete):K-Means++
Religion,Birch,HC (complete),ARI,0.3478186249205832,Birch:HC (complete)
Religion,Birch,HC (complete),MI,0.4010445592177972,Birch:HC (complete)
Religion,Birch,HC (complete),Fowlkes Mallows,0.8796137832121951,Birch:HC (complete)
Religion,Birch,HC (complete),V Measure,0.41948094197704394,Birch:HC (complete)
Religion,Gaussian MM,HC (single),ARI,0.17075191971084397,Gaussian MM:HC (single)
Religion,Gaussian MM,HC (single),MI,0.17118119317057517,Gaussian MM:HC (single)
Religion,Gaussian MM,HC (single),Fowlkes Mallows,0.9689838750016949,Gaussian MM:HC (single)
Religion,Gaussian MM,HC (single),V Measure,0.18765959901889995,Gaussian MM:HC (single)
Religion,HC (single),HC (single),ARI,1.0,HC (single):HC (single)
Religion,HC (single),HC (single),MI,1.0,HC (single):HC (single)
Religion,HC (single),HC (single),Fowlkes Mallows,1.0,HC (single):HC (single)
Religion,HC (single),HC (single),V Measure,1.0,HC (single):HC (single)
Religion,HC (single),K-Means,ARI,0.09808726008820702,HC (single):K-Means
Religion,HC (single),K-Means,MI,0.09479567541150047,HC (single):K-Means
Religion,HC (single),K-Means,Fowlkes Mallows,0.9619983858145252,HC (single):K-Means
Religion,HC (single),K-Means,V Measure,0.1133840970984945,HC (single):K-Means
Religion,HC (single),K-Means (minibatch),ARI,0.008034421976081984,HC (single):K-Means (minibatch)
Religion,HC (single),K-Means (minibatch),MI,0.007361123850283909,HC (single):K-Means (minibatch)
Religion,HC (single),K-Means (minibatch),Fowlkes Mallows,0.961759758085797,HC (single):K-Means (minibatch)
Religion,HC (single),K-Means (minibatch),V Measure,0.027037643570803616,HC (single):K-Means (minibatch)
Religion,HC (single),K-Means++,ARI,0.34565800281977305,HC (single):K-Means++
Religion,HC (single),K-Means++,MI,0.35003210915767896,HC (single):K-Means++
Religion,HC (single),K-Means++,Fowlkes Mallows,0.9763450024732754,HC (single):K-Means++
Religion,HC (single),K-Means++,V Measure,0.3628743195950514,HC (single):K-Means++
Religion,Birch,HC (single),ARI,0.15776209264947652,Birch:HC (single)
Religion,Birch,HC (single),MI,0.3088787608749389,Birch:HC (single)
Religion,Birch,HC (single),Fowlkes Mallows,0.8587372735092863,Birch:HC (single)
Religion,Birch,HC (single),V Measure,0.328613266935571,Birch:HC (single)
Religion,Gaussian MM,HC (ward),ARI,0.08883147324882809,Gaussian MM:HC (ward)
Religion,Gaussian MM,HC (ward),MI,0.09508607306889186,Gaussian MM:HC (ward)
Religion,Gaussian MM,HC (ward),Fowlkes Mallows,0.8444608478737833,Gaussian MM:HC (ward)
Religion,Gaussian MM,HC (ward),V Measure,0.12112082973271496,Gaussian MM:HC (ward)
Religion,HC (average),HC (ward),ARI,0.1514512956874101,HC (average):HC (ward)
Religion,HC (average),HC (ward),MI,0.2562615951665253,HC (average):HC (ward)
Religion,HC (average),HC (ward),Fowlkes Mallows,0.8575883960844918,HC (average):HC (ward)
Religion,HC (average),HC (ward),V Measure,0.27749879364392877,HC (average):HC (ward)
