data,method1,method2,criteria,value,methods
Call,Gaussian MM,HC (complete),ARI,0.3359476614311399,Gaussian MM:HC (complete)
Call,Gaussian MM,HC (complete),MI,0.4933079958458256,Gaussian MM:HC (complete)
Call,Gaussian MM,HC (complete),Fowlkes Mallows,0.5319488274000596,Gaussian MM:HC (complete)
Call,Gaussian MM,HC (complete),V Measure,0.49573882348925297,Gaussian MM:HC (complete)
Call,HC (average),HC (complete),ARI,0.6007884818389344,HC (average):HC (complete)
Call,HC (average),HC (complete),MI,0.5987579845166394,HC (average):HC (complete)
Call,HC (average),HC (complete),Fowlkes Mallows,0.7475733174565997,HC (average):HC (complete)
Call,HC (average),HC (complete),V Measure,0.6006519651573942,HC (average):HC (complete)
Call,HC (complete),HC (complete),ARI,1.0,HC (complete):HC (complete)
Call,HC (complete),HC (complete),MI,1.0,HC (complete):HC (complete)
Call,HC (complete),HC (complete),Fowlkes Mallows,1.0,HC (complete):HC (complete)
Call,HC (complete),HC (complete),V Measure,1.0,HC (complete):HC (complete)
Call,HC (complete),HC (single),ARI,0.004248215268143847,HC (complete):HC (single)
Call,HC (complete),HC (single),MI,0.013574099043033184,HC (complete):HC (single)
Call,HC (complete),HC (single),Fowlkes Mallows,0.6229463442974861,HC (complete):HC (single)
Call,HC (complete),HC (single),V Measure,0.017054916363989522,HC (complete):HC (single)
Call,HC (complete),K-Means,ARI,0.3468669550160856,HC (complete):K-Means
Call,HC (complete),K-Means,MI,0.5369141417748514,HC (complete):K-Means
Call,HC (complete),K-Means,Fowlkes Mallows,0.5419146780353177,HC (complete):K-Means
Call,HC (complete),K-Means,V Measure,0.5391371240217921,HC (complete):K-Means
Call,HC (complete),K-Means (minibatch),ARI,0.3565725770762574,HC (complete):K-Means (minibatch)
Call,HC (complete),K-Means (minibatch),MI,0.5332561802039972,HC (complete):K-Means (minibatch)
Call,HC (complete),K-Means (minibatch),Fowlkes Mallows,0.5513535637830628,HC (complete):K-Means (minibatch)
Call,HC (complete),K-Means (minibatch),V Measure,0.5354988417475129,HC (complete):K-Means (minibatch)
Call,HC (complete),K-Means++,ARI,0.3881953133077162,HC (complete):K-Means++
Call,HC (complete),K-Means++,MI,0.5519476467686931,HC (complete):K-Means++
Call,HC (complete),K-Means++,Fowlkes Mallows,0.577641882253893,HC (complete):K-Means++
Call,HC (complete),K-Means++,V Measure,0.5541199968722483,HC (complete):K-Means++
Call,Birch,HC (complete),ARI,0.41524077348025273,Birch:HC (complete)
Call,Birch,HC (complete),MI,0.5718206879412334,Birch:HC (complete)
Call,Birch,HC (complete),Fowlkes Mallows,0.5998070911860719,Birch:HC (complete)
Call,Birch,HC (complete),V Measure,0.5739050294159972,Birch:HC (complete)
Call,Gaussian MM,HC (single),ARI,0.0007935161027286698,Gaussian MM:HC (single)
Call,Gaussian MM,HC (single),MI,0.0014500660153513676,Gaussian MM:HC (single)
Call,Gaussian MM,HC (single),Fowlkes Mallows,0.3833835329685744,Gaussian MM:HC (single)
Call,Gaussian MM,HC (single),V Measure,0.004999888453183003,Gaussian MM:HC (single)
Call,HC (single),HC (single),ARI,1.0,HC (single):HC (single)
Call,HC (single),HC (single),MI,1.0,HC (single):HC (single)
Call,HC (single),HC (single),Fowlkes Mallows,1.0,HC (single):HC (single)
Call,HC (single),HC (single),V Measure,1.0,HC (single):HC (single)
Call,HC (single),K-Means,ARI,0.0006270898508006033,HC (single):K-Means
Call,HC (single),K-Means,MI,0.0013700228573316064,HC (single):K-Means
Call,HC (single),K-Means,Fowlkes Mallows,0.3872203149398289,HC (single):K-Means
Call,HC (single),K-Means,V Measure,0.004919334824244594,HC (single):K-Means
Call,HC (single),K-Means (minibatch),ARI,0.000628183676928758,HC (single):K-Means (minibatch)
Call,HC (single),K-Means (minibatch),MI,0.0012925593958674833,HC (single):K-Means (minibatch)
Call,HC (single),K-Means (minibatch),Fowlkes Mallows,0.39417446788650223,HC (single):K-Means (minibatch)
Call,HC (single),K-Means (minibatch),V Measure,0.004841825855998906,HC (single):K-Means (minibatch)
Call,HC (single),K-Means++,ARI,0.0007649240711063882,HC (single):K-Means++
Call,HC (single),K-Means++,MI,0.0015566921557660148,HC (single):K-Means++
Call,HC (single),K-Means++,Fowlkes Mallows,0.40825441712197214,HC (single):K-Means++
Call,HC (single),K-Means++,V Measure,0.005104505982981299,HC (single):K-Means++
Call,Birch,HC (single),ARI,0.0006863744480675132,Birch:HC (single)
Call,Birch,HC (single),MI,0.001390469252677904,Birch:HC (single)
Call,Birch,HC (single),Fowlkes Mallows,0.4242864005592393,Birch:HC (single)
Call,Birch,HC (single),V Measure,0.004937779801596432,Birch:HC (single)
Call,Gaussian MM,HC (ward),ARI,0.5376894096066952,Gaussian MM:HC (ward)
Call,Gaussian MM,HC (ward),MI,0.6808781858814469,Gaussian MM:HC (ward)
Call,Gaussian MM,HC (ward),Fowlkes Mallows,0.6164813838509671,Gaussian MM:HC (ward)
Call,Gaussian MM,HC (ward),V Measure,0.6821646761069412,Gaussian MM:HC (ward)
Call,HC (average),HC (ward),ARI,0.5419332253475516,HC (average):HC (ward)
Call,HC (average),HC (ward),MI,0.6934420208270399,HC (average):HC (ward)
Call,HC (average),HC (ward),Fowlkes Mallows,0.670400872050127,HC (average):HC (ward)
Call,HC (average),HC (ward),V Measure,0.6948360582926039,HC (average):HC (ward)
Call,HC (complete),HC (ward),ARI,0.4089328406692957,HC (complete):HC (ward)
Call,HC (complete),HC (ward),MI,0.5653241361245986,HC (complete):HC (ward)
Call,HC (complete),HC (ward),Fowlkes Mallows,0.5950962199866855,HC (complete):HC (ward)
Call,HC (complete),HC (ward),V Measure,0.5674423921959743,HC (complete):HC (ward)
Call,HC (single),HC (ward),ARI,0.0006319671079406257,HC (single):HC (ward)
Call,HC (single),HC (ward),MI,0.0012521501976937197,HC (single):HC (ward)
Call,HC (single),HC (ward),Fowlkes Mallows,0.4219892956145133,HC (single):HC (ward)
Call,HC (single),HC (ward),V Measure,0.004800206276942538,HC (single):HC (ward)
Call,HC (ward),HC (ward),ARI,1.0,HC (ward):HC (ward)
Call,HC (ward),HC (ward),MI,1.0,HC (ward):HC (ward)
Call,HC (ward),HC (ward),Fowlkes Mallows,1.0,HC (ward):HC (ward)
Call,HC (ward),HC (ward),V Measure,1.0,HC (ward):HC (ward)
Call,HC (ward),K-Means,ARI,0.5837126526442062,HC (ward):K-Means
Call,HC (ward),K-Means,MI,0.7404505522542887,HC (ward):K-Means
Call,HC (ward),K-Means,Fowlkes Mallows,0.6549314355920085,HC (ward):K-Means
Call,HC (ward),K-Means,V Measure,0.7415115410405393,HC (ward):K-Means
Call,HC (ward),K-Means (minibatch),ARI,0.614206000781739,HC (ward):K-Means (minibatch)
Call,HC (ward),K-Means (minibatch),MI,0.742855505103664,HC (ward):K-Means (minibatch)
Call,HC (ward),K-Means (minibatch),Fowlkes Mallows,0.6810212776347779,HC (ward):K-Means (minibatch)
Call,HC (ward),K-Means (minibatch),V Measure,0.7439115802681816,HC (ward):K-Means (minibatch)
Call,HC (ward),K-Means++,ARI,0.6633153046386279,HC (ward):K-Means++
Call,HC (ward),K-Means++,MI,0.7697103606326255,HC (ward):K-Means++
Call,HC (ward),K-Means++,Fowlkes Mallows,0.7226348746809215,HC (ward):K-Means++
Call,HC (ward),K-Means++,V Measure,0.7706666435371392,HC (ward):K-Means++
Call,Birch,HC (ward),ARI,0.7450086014441346,Birch:HC (ward)
Call,Birch,HC (ward),MI,0.8476558948946769,Birch:HC (ward)
Call,Birch,HC (ward),Fowlkes Mallows,0.7926436110040522,Birch:HC (ward)
Call,Birch,HC (ward),V Measure,0.8483038328490209,Birch:HC (ward)
Call,K-Means,K-Means,ARI,1.0,K-Means:K-Means
Call,K-Means,K-Means,MI,1.0,K-Means:K-Means
Call,K-Means,K-Means,Fowlkes Mallows,1.0,K-Means:K-Means
Call,K-Means,K-Means,V Measure,1.0,K-Means:K-Means
Call,Gaussian MM,K-Means (minibatch),ARI,0.49757603047676574,Gaussian MM:K-Means (minibatch)
Call,Gaussian MM,K-Means (minibatch),MI,0.6415528708965035,Gaussian MM:K-Means (minibatch)
Call,Gaussian MM,K-Means (minibatch),Fowlkes Mallows,0.575920552217081,Gaussian MM:K-Means (minibatch)
Call,Gaussian MM,K-Means (minibatch),V Measure,0.6429620274115251,Gaussian MM:K-Means (minibatch)
Call,K-Means,K-Means (minibatch),ARI,0.6650284585934076,K-Means:K-Means (minibatch)
Call,K-Means,K-Means (minibatch),MI,0.7979075446796386,K-Means:K-Means (minibatch)
Call,K-Means,K-Means (minibatch),Fowlkes Mallows,0.7182656952946693,K-Means:K-Means (minibatch)
Call,K-Means,K-Means (minibatch),V Measure,0.7987135949465238,K-Means:K-Means (minibatch)
Call,K-Means (minibatch),K-Means (minibatch),ARI,1.0,K-Means (minibatch):K-Means (minibatch)
Call,K-Means (minibatch),K-Means (minibatch),MI,1.0,K-Means (minibatch):K-Means (minibatch)
Call,K-Means (minibatch),K-Means (minibatch),Fowlkes Mallows,1.0,K-Means (minibatch):K-Means (minibatch)
Call,K-Means (minibatch),K-Means (minibatch),V Measure,1.0,K-Means (minibatch):K-Means (minibatch)
Call,Birch,K-Means (minibatch),ARI,0.6108713690175019,Birch:K-Means (minibatch)
Call,Birch,K-Means (minibatch),MI,0.7405557509708375,Birch:K-Means (minibatch)
Call,Birch,K-Means (minibatch),Fowlkes Mallows,0.6790780850860331,Birch:K-Means (minibatch)
Call,Birch,K-Means (minibatch),V Measure,0.7416286746633858,Birch:K-Means (minibatch)
Call,Gaussian MM,K-Means++,ARI,0.5323791585401166,Gaussian MM:K-Means++
Call,Gaussian MM,K-Means++,MI,0.662082038089592,Gaussian MM:K-Means++
Call,Gaussian MM,K-Means++,Fowlkes Mallows,0.6081202454300805,Gaussian MM:K-Means++
Call,Gaussian MM,K-Means++,V Measure,0.6634237657932528,Gaussian MM:K-Means++
Call,K-Means,K-Means++,ARI,0.7064512886481409,K-Means:K-Means++
Call,K-Means,K-Means++,MI,0.8354853400861999,K-Means:K-Means++
Call,K-Means,K-Means++,Fowlkes Mallows,0.7551748047632221,K-Means:K-Means++
Call,K-Means,K-Means++,V Measure,0.8361479384547884,K-Means:K-Means++
Call,K-Means (minibatch),K-Means++,ARI,0.6888602755550606,K-Means (minibatch):K-Means++
Call,K-Means (minibatch),K-Means++,MI,0.806881622930365,K-Means (minibatch):K-Means++
Call,K-Means (minibatch),K-Means++,Fowlkes Mallows,0.7401501642788152,K-Means (minibatch):K-Means++
Call,K-Means (minibatch),K-Means++,V Measure,0.8076613058526185,K-Means (minibatch):K-Means++
Call,K-Means++,K-Means++,ARI,1.0,K-Means++:K-Means++
Call,K-Means++,K-Means++,MI,1.0,K-Means++:K-Means++
Call,K-Means++,K-Means++,Fowlkes Mallows,1.0,K-Means++:K-Means++
Call,K-Means++,K-Means++,V Measure,1.0,K-Means++:K-Means++
Call,Birch,K-Means++,ARI,0.6537071811180429,Birch:K-Means++
Call,Birch,K-Means++,MI,0.7648572269335212,Birch:K-Means++
Call,Birch,K-Means++,Fowlkes Mallows,0.7150968220912566,Birch:K-Means++
Call,Birch,K-Means++,V Measure,0.7658407776588916,Birch:K-Means++
Call,Birch,Gaussian MM,ARI,0.5333141638784019,Birch:Gaussian MM
Call,Birch,Gaussian MM,MI,0.6775869956438371,Birch:Gaussian MM
Call,Birch,Gaussian MM,Fowlkes Mallows,0.6133208213262971,Birch:Gaussian MM
Call,Birch,Gaussian MM,V Measure,0.6788957923382979,Birch:Gaussian MM
Call,Birch,K-Means,ARI,0.5972778050191981,Birch:K-Means
Call,Birch,K-Means,MI,0.7438043446068187,Birch:K-Means
Call,Birch,K-Means,Fowlkes Mallows,0.6668686254191616,Birch:K-Means
Call,Birch,K-Means,V Measure,0.7448588891383863,Birch:K-Means
Call,Birch,Birch,ARI,1.0,Birch:Birch
Call,Birch,Birch,MI,1.0,Birch:Birch
Call,Birch,Birch,Fowlkes Mallows,1.0,Birch:Birch
Call,Birch,Birch,V Measure,1.0,Birch:Birch
Call,Gaussian MM,Spectral (NN),ARI,0.44305532015093924,Gaussian MM:Spectral (NN)
Call,Gaussian MM,Spectral (NN),MI,0.6217154240968121,Gaussian MM:Spectral (NN)
Call,Gaussian MM,Spectral (NN),Fowlkes Mallows,0.581707834382915,Gaussian MM:Spectral (NN)
Call,Gaussian MM,Spectral (NN),V Measure,0.6234200112776636,Gaussian MM:Spectral (NN)
Call,HC (average),Spectral (NN),ARI,0.6628398064198177,HC (average):Spectral (NN)
Call,HC (average),Spectral (NN),MI,0.6679508586615595,HC (average):Spectral (NN)
Call,HC (average),Spectral (NN),Fowlkes Mallows,0.7638564032876061,HC (average):Spectral (NN)
Call,HC (average),Spectral (NN),V Measure,0.6695518885569147,HC (average):Spectral (NN)
Call,HC (complete),Spectral (NN),ARI,0.4736591380036,HC (complete):Spectral (NN)
Call,HC (complete),Spectral (NN),MI,0.5193510774909468,HC (complete):Spectral (NN)
Call,HC (complete),Spectral (NN),Fowlkes Mallows,0.6580145878040947,HC (complete):Spectral (NN)
Call,HC (complete),Spectral (NN),V Measure,0.5217773801415675,HC (complete):Spectral (NN)
Call,HC (single),Spectral (NN),ARI,0.0002215872667147639,HC (single):Spectral (NN)
Call,HC (single),Spectral (NN),MI,-6.348418279011035e-05,HC (single):Spectral (NN)
Call,HC (single),Spectral (NN),Fowlkes Mallows,0.5353458431656368,HC (single):Spectral (NN)
Call,HC (single),Spectral (NN),V Measure,0.0034820024953763655,HC (single):Spectral (NN)
Call,HC (ward),Spectral (NN),ARI,0.5105876438090726,HC (ward):Spectral (NN)
Call,HC (ward),Spectral (NN),MI,0.696119847159445,HC (ward):Spectral (NN)
Call,HC (ward),Spectral (NN),Fowlkes Mallows,0.636431230179182,HC (ward):Spectral (NN)
Call,HC (ward),Spectral (NN),V Measure,0.6975458431056958,HC (ward):Spectral (NN)
Call,K-Means,Spectral (NN),ARI,0.42609488453911093,K-Means:Spectral (NN)
Call,K-Means,Spectral (NN),MI,0.6540113732286333,K-Means:Spectral (NN)
Call,K-Means,Spectral (NN),Fowlkes Mallows,0.567664366135253,K-Means:Spectral (NN)
Call,K-Means,Spectral (NN),V Measure,0.6555883698500503,K-Means:Spectral (NN)
Call,K-Means (minibatch),Spectral (NN),ARI,0.46288032283020036,K-Means (minibatch):Spectral (NN)
Call,K-Means (minibatch),Spectral (NN),MI,0.6632587606470404,K-Means (minibatch):Spectral (NN)
Call,K-Means (minibatch),Spectral (NN),Fowlkes Mallows,0.5981599942745015,K-Means (minibatch):Spectral (NN)
Call,K-Means (minibatch),Spectral (NN),V Measure,0.6648007016034404,K-Means (minibatch):Spectral (NN)
Call,K-Means++,Spectral (NN),ARI,0.49572050061942313,K-Means++:Spectral (NN)
Call,K-Means++,Spectral (NN),MI,0.6759324338002588,K-Means++:Spectral (NN)
Call,K-Means++,Spectral (NN),Fowlkes Mallows,0.624615978910108,K-Means++:Spectral (NN)
Call,K-Means++,Spectral (NN),V Measure,0.6774327720663743,K-Means++:Spectral (NN)
Call,Birch,Spectral (NN),ARI,0.5002454487506259,Birch:Spectral (NN)
Call,Birch,Spectral (NN),MI,0.6896710885856946,Birch:Spectral (NN)
Call,Birch,Spectral (NN),Fowlkes Mallows,0.6281642086079082,Birch:Spectral (NN)
Call,Birch,Spectral (NN),V Measure,0.6911329263702798,Birch:Spectral (NN)
Call,Spectral (NN),Spectral (NN),ARI,1.0,Spectral (NN):Spectral (NN)
Call,Spectral (NN),Spectral (NN),MI,1.0,Spectral (NN):Spectral (NN)
Call,Spectral (NN),Spectral (NN),Fowlkes Mallows,1.0,Spectral (NN):Spectral (NN)
Call,Spectral (NN),Spectral (NN),V Measure,1.0,Spectral (NN):Spectral (NN)
Call,Spectral (NN),Spectral (RBF),ARI,0.14699195813218568,Spectral (NN):Spectral (RBF)
Call,Spectral (NN),Spectral (RBF),MI,0.2474986628074514,Spectral (NN):Spectral (RBF)
Call,Spectral (NN),Spectral (RBF),Fowlkes Mallows,0.5340868971240116,Spectral (NN):Spectral (RBF)
Call,Spectral (NN),Spectral (RBF),V Measure,0.25133186835641785,Spectral (NN):Spectral (RBF)
Call,Gaussian MM,Spectral (RBF),ARI,0.18381248160329938,Gaussian MM:Spectral (RBF)
Call,Gaussian MM,Spectral (RBF),MI,0.24782021253913417,Gaussian MM:Spectral (RBF)
Call,Gaussian MM,Spectral (RBF),Fowlkes Mallows,0.44830685944837834,Gaussian MM:Spectral (RBF)
Call,Gaussian MM,Spectral (RBF),V Measure,0.2516398328483428,Gaussian MM:Spectral (RBF)
Call,HC (average),Spectral (RBF),ARI,0.035208573499819186,HC (average):Spectral (RBF)
Call,HC (average),Spectral (RBF),MI,0.1178955612118556,HC (average):Spectral (RBF)
Call,HC (average),Spectral (RBF),Fowlkes Mallows,0.5089366253586181,HC (average):Spectral (RBF)
Call,HC (average),Spectral (RBF),V Measure,0.12244334748678391,HC (average):Spectral (RBF)
Call,HC (complete),Spectral (RBF),ARI,0.15097858980048895,HC (complete):Spectral (RBF)
Call,HC (complete),Spectral (RBF),MI,0.24423946258599577,HC (complete):Spectral (RBF)
Call,HC (complete),Spectral (RBF),Fowlkes Mallows,0.5899280312529055,HC (complete):Spectral (RBF)
Call,HC (complete),Spectral (RBF),V Measure,0.24772478433832884,HC (complete):Spectral (RBF)
Call,HC (single),Spectral (RBF),ARI,0.06874938836015876,HC (single):Spectral (RBF)
Call,HC (single),Spectral (RBF),MI,0.06828823900364238,HC (single):Spectral (RBF)
Call,HC (single),Spectral (RBF),Fowlkes Mallows,0.7599665626132645,HC (single):Spectral (RBF)
Call,HC (single),Spectral (RBF),V Measure,0.07115322641016328,HC (single):Spectral (RBF)
Call,HC (ward),Spectral (RBF),ARI,0.2342257968323079,HC (ward):Spectral (RBF)
Call,HC (ward),Spectral (RBF),MI,0.28343513312068375,HC (ward):Spectral (RBF)
Call,HC (ward),Spectral (RBF),Fowlkes Mallows,0.511582212708266,HC (ward):Spectral (RBF)
Call,HC (ward),Spectral (RBF),V Measure,0.2870606954712805,HC (ward):Spectral (RBF)
Call,K-Means,Spectral (RBF),ARI,0.26288089425613564,K-Means:Spectral (RBF)
Call,K-Means,Spectral (RBF),MI,0.3037583695500448,K-Means:Spectral (RBF)
Call,K-Means,Spectral (RBF),Fowlkes Mallows,0.5167794435996884,K-Means:Spectral (RBF)
Call,K-Means,Spectral (RBF),V Measure,0.3073137236830924,K-Means:Spectral (RBF)
Call,K-Means (minibatch),Spectral (RBF),ARI,0.2403904781800532,K-Means (minibatch):Spectral (RBF)
Call,K-Means (minibatch),Spectral (RBF),MI,0.2919732064197992,K-Means (minibatch):Spectral (RBF)
Call,K-Means (minibatch),Spectral (RBF),Fowlkes Mallows,0.5040083660367558,K-Means (minibatch):Spectral (RBF)
Call,K-Means (minibatch),Spectral (RBF),V Measure,0.29558484383895883,K-Means (minibatch):Spectral (RBF)
Call,K-Means++,Spectral (RBF),ARI,0.27127797042615925,K-Means++:Spectral (RBF)
Call,K-Means++,Spectral (RBF),MI,0.3081301308019442,K-Means++:Spectral (RBF)
Call,K-Means++,Spectral (RBF),Fowlkes Mallows,0.5376145231822845,K-Means++:Spectral (RBF)
Call,K-Means++,Spectral (RBF),V Measure,0.3116666817629284,K-Means++:Spectral (RBF)
Call,Birch,Spectral (RBF),ARI,0.1255598246823975,Birch:Spectral (RBF)
Call,Birch,Spectral (RBF),MI,0.21389452698808778,Birch:Spectral (RBF)
Call,Birch,Spectral (RBF),Fowlkes Mallows,0.4659893961440196,Birch:Spectral (RBF)
Call,Birch,Spectral (RBF),V Measure,0.21793549106953716,Birch:Spectral (RBF)
Call,Spectral (RBF),Spectral (RBF),ARI,1.0,Spectral (RBF):Spectral (RBF)
Call,Spectral (RBF),Spectral (RBF),MI,1.0,Spectral (RBF):Spectral (RBF)
Call,Spectral (RBF),Spectral (RBF),Fowlkes Mallows,1.0,Spectral (RBF):Spectral (RBF)
Call,Spectral (RBF),Spectral (RBF),V Measure,1.0,Spectral (RBF):Spectral (RBF)
Ceramic,Gaussian MM,Gaussian MM,ARI,1.0,Gaussian MM:Gaussian MM
Ceramic,Gaussian MM,Gaussian MM,MI,1.0,Gaussian MM:Gaussian MM
Ceramic,Gaussian MM,Gaussian MM,Fowlkes Mallows,1.0,Gaussian MM:Gaussian MM
Ceramic,Gaussian MM,Gaussian MM,V Measure,1.0,Gaussian MM:Gaussian MM
Ceramic,Gaussian MM,K-Means,ARI,0.8745852504617163,Gaussian MM:K-Means
Ceramic,Gaussian MM,K-Means,MI,0.8693946562167502,Gaussian MM:K-Means
Ceramic,Gaussian MM,K-Means,Fowlkes Mallows,0.9379030974073329,Gaussian MM:K-Means
Ceramic,Gaussian MM,K-Means,V Measure,0.8710104400468548,Gaussian MM:K-Means
Ceramic,Gaussian MM,HC (average),ARI,0.7989007531823783,Gaussian MM:HC (average)
Ceramic,Gaussian MM,HC (average),MI,0.7829814996885842,Gaussian MM:HC (average)
Ceramic,Gaussian MM,HC (average),Fowlkes Mallows,0.9000965923467183,Gaussian MM:HC (average)
Ceramic,Gaussian MM,HC (average),V Measure,0.7856568068764801,Gaussian MM:HC (average)
Ceramic,HC (average),HC (average),ARI,1.0,HC (average):HC (average)
Ceramic,HC (average),HC (average),MI,1.0,HC (average):HC (average)
Ceramic,HC (average),HC (average),Fowlkes Mallows,1.0,HC (average):HC (average)
Ceramic,HC (average),HC (average),V Measure,1.0,HC (average):HC (average)
Ceramic,HC (average),HC (single),ARI,0.003225731936666447,HC (average):HC (single)
Ceramic,HC (average),HC (single),MI,0.0021745600588438385,HC (average):HC (single)
Ceramic,HC (average),HC (single),Fowlkes Mallows,0.6922953498836162,HC (average):HC (single)
Ceramic,HC (average),HC (single),V Measure,0.03170928289782198,HC (average):HC (single)
Ceramic,HC (average),K-Means,ARI,0.9125823430634087,HC (average):K-Means
Ceramic,HC (average),K-Means,MI,0.8818133913657352,HC (average):K-Means
Ceramic,HC (average),K-Means,Fowlkes Mallows,0.9558730902086549,HC (average):K-Means
Ceramic,HC (average),K-Means,V Measure,0.8832530548616022,HC (average):K-Means
Ceramic,HC (average),K-Means (minibatch),ARI,0.8301308410292232,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),MI,0.8054027277615006,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Fowlkes Mallows,0.9151335712263422,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),V Measure,0.8077910533744399,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means++,ARI,0.9113802750383964,HC (average):K-Means++
Ceramic,HC (average),K-Means++,MI,0.880624468634202,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Fowlkes Mallows,0.9552662037272384,HC (average):K-Means++
Ceramic,HC (average),K-Means++,V Measure,0.8820786112199049,HC (average):K-Means++
Ceramic,Birch,HC (average),ARI,0.5107020826110865,Birch:HC (average)
Ceramic,Birch,HC (average),MI,0.5310202824900128,Birch:HC (average)
Ceramic,Birch,HC (average),Fowlkes Mallows,0.7604937817755669,Birch:HC (average)
Ceramic,Birch,HC (average),V Measure,0.5368778134435161,Birch:HC (average)
Ceramic,Gaussian MM,HC (complete),ARI,0.8166794768037277,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),MI,0.8007951115597559,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Fowlkes Mallows,0.9095736391703038,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),V Measure,0.8032666701744482,Gaussian MM:HC (complete)
Ceramic,HC (average),HC (complete),ARI,0.8303196428250921,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),MI,0.8235537877992962,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Fowlkes Mallows,0.9164994698508502,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),V Measure,0.8257444395040839,HC (average):HC (complete)
Ceramic,HC (complete),HC (complete),ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (single),ARI,-0.0019068286394529471,HC (complete):HC (single)
Ceramic,HC (complete),HC (single),MI,-0.001292145678555112,HC (complete):HC (single)
Ceramic,HC (complete),HC (single),Fowlkes Mallows,0.6953677358108854,HC (complete):HC (single)
Ceramic,HC (complete),HC (single),V Measure,0.028314410894130858,HC (complete):HC (single)
Ceramic,HC (complete),K-Means,ARI,0.861577123591365,HC (complete):K-Means
Ceramic,HC (complete),K-Means,MI,0.8493886575795848,HC (complete):K-Means
Ceramic,HC (complete),K-Means,Fowlkes Mallows,0.9317174225614326,HC (complete):K-Means
Ceramic,HC (complete),K-Means,V Measure,0.8512552775620073,HC (complete):K-Means
Ceramic,HC (complete),K-Means (minibatch),ARI,0.8122791102959634,HC (complete):K-Means (minibatch)
Ceramic,HC (complete),K-Means (minibatch),MI,0.7988867058499319,HC (complete):K-Means (minibatch)
Ceramic,HC (complete),K-Means (minibatch),Fowlkes Mallows,0.9073303174822156,HC (complete):K-Means (minibatch)
Ceramic,HC (complete),K-Means (minibatch),V Measure,0.8013792909365928,HC (complete):K-Means (minibatch)
Ceramic,HC (complete),K-Means++,ARI,0.8615990101156464,HC (complete):K-Means++
Ceramic,HC (complete),K-Means++,MI,0.8497200445714119,HC (complete):K-Means++
Ceramic,HC (complete),K-Means++,Fowlkes Mallows,0.9317288911016299,HC (complete):K-Means++
Ceramic,HC (complete),K-Means++,V Measure,0.8515826531487865,HC (complete):K-Means++
Ceramic,Birch,HC (complete),ARI,0.6325968476470828,Birch:HC (complete)
Ceramic,Birch,HC (complete),MI,0.6377998111202529,Birch:HC (complete)
Ceramic,Birch,HC (complete),Fowlkes Mallows,0.8203084344414502,Birch:HC (complete)
Ceramic,Birch,HC (complete),V Measure,0.6423277897709236,Birch:HC (complete)
Ceramic,Gaussian MM,HC (single),ARI,-0.0031184375637980043,Gaussian MM:HC (single)
Ceramic,Gaussian MM,HC (single),MI,-0.002107085455808891,Gaussian MM:HC (single)
Ceramic,Gaussian MM,HC (single),Fowlkes Mallows,0.6940275360797821,Gaussian MM:HC (single)
Ceramic,Gaussian MM,HC (single),V Measure,0.027529590535983056,Gaussian MM:HC (single)
Ceramic,HC (single),HC (single),ARI,1.0,HC (single):HC (single)
Ceramic,HC (single),HC (single),MI,1.0,HC (single):HC (single)
Ceramic,HC (single),HC (single),Fowlkes Mallows,1.0,HC (single):HC (single)
Ceramic,HC (single),HC (single),V Measure,1.0,HC (single):HC (single)
Ceramic,HC (single),K-Means,ARI,2.2386393049891708e-05,HC (single):K-Means
Ceramic,HC (single),K-Means,MI,1.490151543148134e-05,HC (single):K-Means
Ceramic,HC (single),K-Means,Fowlkes Mallows,0.6898722102463857,HC (single):K-Means
Ceramic,HC (single),K-Means,V Measure,0.02962086908725154,HC (single):K-Means
Ceramic,HC (single),K-Means (minibatch),ARI,-0.0024658685895622818,HC (single):K-Means (minibatch)
Ceramic,HC (single),K-Means (minibatch),MI,-0.0016653975762895249,HC (single):K-Means (minibatch)
Ceramic,HC (single),K-Means (minibatch),Fowlkes Mallows,0.6923892410506973,HC (single):K-Means (minibatch)
Ceramic,HC (single),K-Means (minibatch),V Measure,0.027969780958909018,HC (single):K-Means (minibatch)
Ceramic,HC (single),K-Means++,ARI,-2.0800080685449686e-05,HC (single):K-Means++
Ceramic,HC (single),K-Means++,MI,-1.419841232402162e-05,HC (single):K-Means++
Ceramic,HC (single),K-Means++,Fowlkes Mallows,0.6898563905229815,HC (single):K-Means++
