data,method1,method2,noise,sigma,criteria,value,methods
Author,HC (single),Spectral (RBF),Normal,1.5,V Measure,0.5209517060788765,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,2.0,ARI,0.32868128088898124,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,2.0,MI,0.3262457434684691,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,2.0,Fowlkes Mallows,0.99545765743627,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,2.0,V Measure,0.3286877321393428,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,3.0,ARI,0.0,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,3.0,MI,0.0,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,3.0,Fowlkes Mallows,0.9964306947488828,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,3.0,V Measure,0.0,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,4.0,ARI,0.0012410357910992034,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,4.0,MI,0.001102025837128175,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,4.0,Fowlkes Mallows,0.8726052071796896,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,4.0,V Measure,0.007809667125816147,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,5.0,ARI,-0.002546000657588861,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,5.0,MI,-0.0018984577283857227,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,5.0,Fowlkes Mallows,0.8852359079176847,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Normal,5.0,V Measure,0.0048158221618720895,HC (single):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,0.0,ARI,-0.0008199963252255402,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,0.0,MI,-0.001102775562910649,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,0.0,Fowlkes Mallows,0.5551099143472205,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,0.0,V Measure,0.005894155446272042,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,0.5,ARI,-0.00039689858538657935,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,0.5,MI,-9.657577348809943e-05,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,0.5,Fowlkes Mallows,0.5567757809005738,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,0.5,V Measure,0.006969932162789191,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,1.0,ARI,0.00019261130412395055,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,1.0,MI,0.00034944629784083284,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,1.0,Fowlkes Mallows,0.5627369312845071,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,1.0,V Measure,0.006724194523704875,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,1.5,ARI,0.0004274889694595886,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,1.5,MI,0.000487157942132929,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,1.5,Fowlkes Mallows,0.5437739478719336,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,1.5,V Measure,0.007413435112334789,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,2.0,ARI,6.755382977837457e-05,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,2.0,MI,0.0003669424880046747,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,2.0,Fowlkes Mallows,0.5311688705511451,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,2.0,V Measure,0.004991716833937125,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,3.0,ARI,0.0002800252784686769,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,3.0,MI,0.00030816579425136515,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,3.0,Fowlkes Mallows,0.4747898777574977,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,3.0,V Measure,0.0066591557397350605,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,4.0,ARI,-0.0009690272538779119,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,4.0,MI,0.0003523826271513775,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,4.0,Fowlkes Mallows,0.469534363635357,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,4.0,V Measure,0.006652269156747409,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,5.0,ARI,-0.00018613745980768727,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,5.0,MI,-0.0001713707165001274,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,5.0,Fowlkes Mallows,0.4733913348127318,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Laplace,5.0,V Measure,0.006231049032272208,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,0.0,ARI,-0.0008199963252255402,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,0.0,MI,-0.001102775562910649,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,0.0,Fowlkes Mallows,0.5551099143472205,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,0.0,V Measure,0.005894155446272042,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,0.5,ARI,-0.0005447096501581272,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,0.5,MI,-0.00017267629956785254,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,0.5,Fowlkes Mallows,0.5563389657838165,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,0.5,V Measure,0.0069450954512541045,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,1.0,ARI,-0.00043006296877809414,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,1.0,MI,-0.0002807833891082701,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,1.0,Fowlkes Mallows,0.5581936037609229,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,1.0,V Measure,0.006527176971122358,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,1.5,ARI,0.00014314876886975376,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,1.5,MI,0.00032718749270796514,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,1.5,Fowlkes Mallows,0.5668631111783271,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,1.5,V Measure,0.0064088568635218895,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,2.0,ARI,0.0004728050906153079,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,2.0,MI,0.0006214807632862683,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,2.0,Fowlkes Mallows,0.5488482625611012,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,2.0,V Measure,0.006628222244822447,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,3.0,ARI,0.0,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,3.0,MI,3.6220873342016005e-16,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,3.0,Fowlkes Mallows,0.5304719434320736,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,3.0,V Measure,3.129677091596822e-16,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,4.0,ARI,2.393614324202914e-06,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,4.0,MI,-0.00011165139475331931,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,4.0,Fowlkes Mallows,0.4640484286163556,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,4.0,V Measure,0.006116849611311247,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,5.0,ARI,0.0005594193114635647,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,5.0,MI,-6.901029987186184e-05,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,5.0,Fowlkes Mallows,0.4709782884206462,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Normal,5.0,V Measure,0.006330594987256126,HC (ward):Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,0.0,ARI,-0.0005958383017513702,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,0.0,MI,-0.0009201576850894098,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,0.0,Fowlkes Mallows,0.553931886581157,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,0.0,V Measure,0.006075911184112969,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,0.5,ARI,-3.716240598036318e-05,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,0.5,MI,0.0002861543115014993,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,0.5,Fowlkes Mallows,0.5529245350469875,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,0.5,V Measure,0.007351608118904455,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,1.0,ARI,0.00016220608252585366,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,1.0,MI,0.00034160752746683004,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,1.0,Fowlkes Mallows,0.5450309046884901,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,1.0,V Measure,0.006722245955187587,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,1.5,ARI,0.00016893693875162576,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,1.5,MI,0.00021878023431076292,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,1.5,Fowlkes Mallows,0.5173979301835563,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,1.5,V Measure,0.0071550151567082955,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,2.0,ARI,-5.372965101616111e-05,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,2.0,MI,5.0494112588740083e-05,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,2.0,Fowlkes Mallows,0.5014206860278853,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,2.0,V Measure,0.0046606648955436715,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,3.0,ARI,-4.965102543011323e-05,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,3.0,MI,-0.0002616374086434141,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,3.0,Fowlkes Mallows,0.4490943765546332,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,3.0,V Measure,0.005874378656875864,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,4.0,ARI,0.0001489273059777987,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,4.0,MI,9.894706873517055e-05,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,4.0,Fowlkes Mallows,0.4463407428945221,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,4.0,V Measure,0.006184280642674413,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,5.0,ARI,-0.0002096097330678017,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,5.0,MI,-7.137915437473597e-08,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,5.0,Fowlkes Mallows,0.4480632975938618,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Laplace,5.0,V Measure,0.006173387965644943,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,0.0,ARI,-0.0005965326740849213,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,0.0,MI,-0.0009206401366730894,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,0.0,Fowlkes Mallows,0.5539223915681954,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,0.0,V Measure,0.0060754340173012214,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,0.5,ARI,-0.00025227154058039716,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,0.5,MI,8.863461375285609e-05,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,0.5,Fowlkes Mallows,0.5531234563257433,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,0.5,V Measure,0.007206067260996022,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,1.0,ARI,-0.00019623600026636844,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,1.0,MI,-7.258216606390106e-05,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,1.0,Fowlkes Mallows,0.550968508704708,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,1.0,V Measure,0.0067362810943052106,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,1.5,ARI,0.00019068236486321767,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,1.5,MI,0.00028136564819885283,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,1.5,Fowlkes Mallows,0.5428202204134365,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,1.5,V Measure,0.00637046554734782,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,2.0,ARI,0.00016900605980502012,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,2.0,MI,0.00017959010290543345,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,2.0,Fowlkes Mallows,0.5217082426049058,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,2.0,V Measure,0.006197919876707068,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,3.0,ARI,0.0,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,3.0,MI,5.252725670393149e-16,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,3.0,Fowlkes Mallows,0.5028521701715691,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,3.0,V Measure,4.542513238106911e-16,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,4.0,ARI,-8.084008163529628e-05,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,4.0,MI,-0.00045699343329252403,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,4.0,Fowlkes Mallows,0.4398928406935591,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,4.0,V Measure,0.0055750547320895716,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,5.0,ARI,0.00016960025591129937,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,5.0,MI,0.00025669154266651136,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,5.0,Fowlkes Mallows,0.44812447223732543,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Normal,5.0,V Measure,0.006460011350574512,K-Means:Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,0.0,ARI,0.0008631036888371629,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,0.0,MI,0.0008860920140798947,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,0.0,Fowlkes Mallows,0.5364219856009584,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,0.0,V Measure,0.00787529266395643,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,0.5,ARI,0.000659267908937999,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,0.5,MI,0.0012997648093182176,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,0.5,Fowlkes Mallows,0.5302872971585075,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,0.5,V Measure,0.008372270692689743,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,1.0,ARI,0.00024567407643129416,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,1.0,MI,0.00038511275918575913,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,1.0,Fowlkes Mallows,0.5297591416007031,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,1.0,V Measure,0.006770487383228092,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,1.5,ARI,0.00030909216503618954,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,1.5,MI,0.00028547054593328,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,1.5,Fowlkes Mallows,0.5274442587747465,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,1.5,V Measure,0.0072167164639663295,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,2.0,ARI,4.964233566088608e-05,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,2.0,MI,6.13216340870949e-05,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,2.0,Fowlkes Mallows,0.5259523084074998,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,2.0,V Measure,0.004651034751456983,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,3.0,ARI,-0.0004156090123901121,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,3.0,MI,0.0001072783287706907,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,3.0,Fowlkes Mallows,0.4789128851972368,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,3.0,V Measure,0.0064923803669982285,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,4.0,ARI,-0.0004931777686507964,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,4.0,MI,0.00019066170570811319,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,4.0,Fowlkes Mallows,0.4801936424296683,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,4.0,V Measure,0.006490900836603317,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,5.0,ARI,0.0001009615868458863,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,5.0,MI,5.1685333726289974e-05,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,5.0,Fowlkes Mallows,0.4808519183478273,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Laplace,5.0,V Measure,0.006483207848160802,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,0.0,ARI,0.0002885662560417395,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,0.0,MI,0.00021919068343213103,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,0.0,Fowlkes Mallows,0.5348152306899682,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,0.0,V Measure,0.007213214833542719,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,0.5,ARI,0.0006846080621027255,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,0.5,MI,0.0011941334532061026,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,0.5,Fowlkes Mallows,0.5328309298189375,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,0.5,V Measure,0.008317804421704031,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,1.0,ARI,0.0004559513412482171,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,1.0,MI,0.0007653536559769003,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,1.0,Fowlkes Mallows,0.5285786399496036,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,1.0,V Measure,0.0075806161529920705,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,1.5,ARI,0.0002685958433216301,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,1.5,MI,0.0003646098032647213,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,1.5,Fowlkes Mallows,0.5181274217985521,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,1.5,V Measure,0.006463079225942719,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,2.0,ARI,0.00024394957965630638,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,2.0,MI,0.000283797609281913,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,2.0,Fowlkes Mallows,0.5150169387314693,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,2.0,V Measure,0.0063018492263489465,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,3.0,ARI,0.0,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,3.0,MI,3.889604324668232e-16,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,3.0,Fowlkes Mallows,0.5162523434942689,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,3.0,V Measure,3.212574388213831e-16,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,4.0,ARI,0.00011365244767653746,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,4.0,MI,-7.378216834582765e-05,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,4.0,Fowlkes Mallows,0.4541153430624978,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,4.0,V Measure,0.006080227727877029,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,5.0,ARI,-0.00019542324938424762,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,5.0,MI,3.029325980741889e-05,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,5.0,Fowlkes Mallows,0.4612122800679229,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Normal,5.0,V Measure,0.006356526772957754,K-Means (minibatch):Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,0.0,ARI,-0.0005608743935042908,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,0.0,MI,-0.0008759540281562278,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,0.0,Fowlkes Mallows,0.5537060430715939,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,0.0,V Measure,0.006119887499511356,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,0.5,ARI,-4.0981299991729774e-05,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,0.5,MI,0.0002634441606986585,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,0.5,Fowlkes Mallows,0.5526630046319102,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,0.5,V Measure,0.007329220363192123,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,1.0,ARI,9.841693346553202e-05,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,1.0,MI,0.0002461559535280574,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,1.0,Fowlkes Mallows,0.5452526554426038,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,1.0,V Measure,0.0066271832871013115,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,1.5,ARI,0.00017888200937936932,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,1.5,MI,0.000215508905338757,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,1.5,Fowlkes Mallows,0.5175159946302986,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,1.5,V Measure,0.007151562757825988,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,2.0,ARI,6.894937282732638e-05,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,2.0,MI,0.00035506723872415186,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,2.0,Fowlkes Mallows,0.5011314946144445,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,2.0,V Measure,0.0049637666411207065,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,3.0,ARI,0.00048388430055213653,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,3.0,MI,-0.00012385547998387141,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,3.0,Fowlkes Mallows,0.4496285180581437,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,3.0,V Measure,0.006016056406531372,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,4.0,ARI,0.0002429443380840621,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Laplace,4.0,MI,4.862298098967513e-05,K-Means++:Spectral (RBF)
