data,method1,method2,noise,sigma,criteria,value,methods
Iris,HC (average),HC (average),Laplace,1.5,V Measure,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Laplace,2.0,ARI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Laplace,2.0,MI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Laplace,2.0,Fowlkes Mallows,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Laplace,2.0,V Measure,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,0.0,ARI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,0.0,MI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,0.0,Fowlkes Mallows,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,0.0,V Measure,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,0.5,ARI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,0.5,MI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,0.5,Fowlkes Mallows,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,0.5,V Measure,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,1.0,ARI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,1.0,MI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,1.0,Fowlkes Mallows,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,1.0,V Measure,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,1.5,ARI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,1.5,MI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,1.5,Fowlkes Mallows,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,1.5,V Measure,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,2.0,ARI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,2.0,MI,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,2.0,Fowlkes Mallows,1.0,HC (average):HC (average)
Iris,HC (average),HC (average),Normal,2.0,V Measure,1.0,HC (average):HC (average)
Iris,HC (average),HC (single),Laplace,0.0,ARI,0.9388370905018871,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,0.0,MI,0.910610281747115,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,0.0,Fowlkes Mallows,0.9718875798158244,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,0.0,V Measure,0.9122145160688809,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,0.5,ARI,0.01601345457116568,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,0.5,MI,0.014694574093415829,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,0.5,Fowlkes Mallows,0.7984628084957817,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,0.5,V Measure,0.03642906020762091,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,1.0,ARI,0.004308752911026261,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,1.0,MI,0.0010052859212940914,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,1.0,Fowlkes Mallows,0.953419247855592,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,1.0,V Measure,0.01937627117724993,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,1.5,ARI,-0.004369768741546723,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,1.5,MI,-0.0044782067962824915,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,1.5,Fowlkes Mallows,0.9603040025850091,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,1.5,V Measure,0.0132269831648089,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,2.0,ARI,-0.0038373304404727745,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,2.0,MI,-0.0033266434303054933,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,2.0,Fowlkes Mallows,0.9572029989000954,HC (average):HC (single)
Iris,HC (average),HC (single),Laplace,2.0,V Measure,0.014788627011370297,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,0.0,ARI,0.9388370905018871,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,0.0,MI,0.910610281747115,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,0.0,Fowlkes Mallows,0.9718875798158244,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,0.0,V Measure,0.9122145160688809,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,0.5,ARI,0.0637575766195709,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,0.5,MI,0.07673141786346958,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,0.5,Fowlkes Mallows,0.7305498124051879,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,0.5,V Measure,0.09890112961333815,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,1.0,ARI,0.004661948245216349,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,1.0,MI,0.0037971154969867137,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,1.0,Fowlkes Mallows,0.7861281387912836,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,1.0,V Measure,0.026263848861226843,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,1.5,ARI,0.009744483143204983,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,1.5,MI,0.007919791656157343,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,1.5,Fowlkes Mallows,0.9178762923617788,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,1.5,V Measure,0.027321787690449875,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,2.0,ARI,-0.003963027461641202,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,2.0,MI,-0.0031335666504114738,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,2.0,Fowlkes Mallows,0.9330915231221314,HC (average):HC (single)
Iris,HC (average),HC (single),Normal,2.0,V Measure,0.016546783589113725,HC (average):HC (single)
Iris,HC (average),K-Means,Laplace,0.0,ARI,0.5684039539683247,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,0.0,MI,0.7106578618334816,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,0.0,Fowlkes Mallows,0.7639002715699473,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,0.0,V Measure,0.7155474513930697,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,0.5,ARI,0.29266510042796867,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,0.5,MI,0.3259934810921752,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,0.5,Fowlkes Mallows,0.6451493864810852,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,0.5,V Measure,0.34001255723965185,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,1.0,ARI,0.0022773666159049176,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,1.0,MI,0.006812254587674666,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,1.0,Fowlkes Mallows,0.5648335964630623,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,1.0,V Measure,0.03209624553283274,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,1.5,ARI,0.0010184307717752284,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,1.5,MI,0.0016908635501006123,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,1.5,Fowlkes Mallows,0.5740371187862343,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,1.5,V Measure,0.027031578233523767,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,2.0,ARI,-0.0001583410632104081,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,2.0,MI,0.002050896525287541,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,2.0,Fowlkes Mallows,0.5763779429567405,HC (average):K-Means
Iris,HC (average),K-Means,Laplace,2.0,V Measure,0.027516849222257368,HC (average):K-Means
Iris,HC (average),K-Means,Normal,0.0,ARI,0.5679548751226776,HC (average):K-Means
Iris,HC (average),K-Means,Normal,0.0,MI,0.7104875190463763,HC (average):K-Means
Iris,HC (average),K-Means,Normal,0.0,Fowlkes Mallows,0.7636168645465573,HC (average):K-Means
Iris,HC (average),K-Means,Normal,0.0,V Measure,0.7153797586552821,HC (average):K-Means
Iris,HC (average),K-Means,Normal,0.5,ARI,0.5007548834617083,HC (average):K-Means
Iris,HC (average),K-Means,Normal,0.5,MI,0.5911931081610245,HC (average):K-Means
Iris,HC (average),K-Means,Normal,0.5,Fowlkes Mallows,0.7251163719548518,HC (average):K-Means
Iris,HC (average),K-Means,Normal,0.5,V Measure,0.5980969815209902,HC (average):K-Means
Iris,HC (average),K-Means,Normal,1.0,ARI,0.19250058346425772,HC (average):K-Means
Iris,HC (average),K-Means,Normal,1.0,MI,0.20372435392692478,HC (average):K-Means
Iris,HC (average),K-Means,Normal,1.0,Fowlkes Mallows,0.5806163109961409,HC (average):K-Means
Iris,HC (average),K-Means,Normal,1.0,V Measure,0.21934339671151995,HC (average):K-Means
Iris,HC (average),K-Means,Normal,1.5,ARI,0.013785275721380153,HC (average):K-Means
Iris,HC (average),K-Means,Normal,1.5,MI,0.022914275289827302,HC (average):K-Means
Iris,HC (average),K-Means,Normal,1.5,Fowlkes Mallows,0.5504670283915543,HC (average):K-Means
Iris,HC (average),K-Means,Normal,1.5,V Measure,0.046310443380864035,HC (average):K-Means
Iris,HC (average),K-Means,Normal,2.0,ARI,0.0016475043257882338,HC (average):K-Means
Iris,HC (average),K-Means,Normal,2.0,MI,0.008872805654579853,HC (average):K-Means
Iris,HC (average),K-Means,Normal,2.0,Fowlkes Mallows,0.5502299256233061,HC (average):K-Means
Iris,HC (average),K-Means,Normal,2.0,V Measure,0.0330531154327756,HC (average):K-Means
Iris,HC (average),K-Means (minibatch),Laplace,0.0,ARI,0.5666490443331029,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,0.0,MI,0.7062496484669538,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,0.0,Fowlkes Mallows,0.7628875689760988,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,0.0,V Measure,0.7112152633972535,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,0.5,ARI,0.2996153402985051,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,0.5,MI,0.3281088828455054,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,0.5,Fowlkes Mallows,0.6522710968519552,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,0.5,V Measure,0.34209039683631187,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,1.0,ARI,0.0028947466769704295,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,1.0,MI,0.00766793837987037,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,1.0,Fowlkes Mallows,0.5762305814246024,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,1.0,V Measure,0.03290762282295211,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,1.5,ARI,-0.000476990574308632,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,1.5,MI,0.0022186736673658848,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,1.5,Fowlkes Mallows,0.5789555314405213,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,1.5,V Measure,0.027554524940953035,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,2.0,ARI,-0.0003986091489770689,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,2.0,MI,-3.197397219904255e-05,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,2.0,Fowlkes Mallows,0.5843156582886718,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Laplace,2.0,V Measure,0.025408892618223867,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,0.0,ARI,0.5623794847790977,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,0.0,MI,0.7000467519924246,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,0.0,Fowlkes Mallows,0.7602880676896072,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,0.0,V Measure,0.705117161109016,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,0.5,ARI,0.5131220992946155,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,0.5,MI,0.5966032273101942,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,0.5,Fowlkes Mallows,0.7329328656113873,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,0.5,V Measure,0.6034444199386413,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,1.0,ARI,0.1924396362052155,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,1.0,MI,0.199262701157931,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,1.0,Fowlkes Mallows,0.5842317615403896,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,1.0,V Measure,0.2149636896577539,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,1.5,ARI,0.014267409815963679,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,1.5,MI,0.025852273849232638,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,1.5,Fowlkes Mallows,0.5524123671388524,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,1.5,V Measure,0.04920078165858022,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,2.0,ARI,0.0007258994305452429,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,2.0,MI,0.008783819826605284,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,2.0,Fowlkes Mallows,0.55370634415535,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means (minibatch),Normal,2.0,V Measure,0.033024189607397905,HC (average):K-Means (minibatch)
Iris,HC (average),K-Means++,Laplace,0.0,ARI,0.5675043022276978,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,0.0,MI,0.7103175744761377,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,0.0,Fowlkes Mallows,0.7633322432417786,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,0.0,V Measure,0.7152124475987393,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,0.5,ARI,0.2994552542348598,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,0.5,MI,0.33441969471209154,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,0.5,Fowlkes Mallows,0.6485625694762931,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,0.5,V Measure,0.3482990251234612,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,1.0,ARI,0.0015440541061745119,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,1.0,MI,0.008439809539617937,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,1.0,Fowlkes Mallows,0.568794368307393,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,1.0,V Measure,0.03370056016573282,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,1.5,ARI,0.0004877634723200424,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,1.5,MI,0.003168188218966768,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,1.5,Fowlkes Mallows,0.5752865481257277,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,1.5,V Measure,0.028491265757408707,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,2.0,ARI,7.602172756348287e-05,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,2.0,MI,-0.00012280145626671556,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,2.0,Fowlkes Mallows,0.5760181967075821,HC (average):K-Means++
Iris,HC (average),K-Means++,Laplace,2.0,V Measure,0.025393449714829947,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,0.0,ARI,0.5677796740285573,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,0.0,MI,0.7104207646085534,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,0.0,Fowlkes Mallows,0.7635063539378105,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,0.0,V Measure,0.7153140461106535,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,0.5,ARI,0.5025648079070861,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,0.5,MI,0.5919698257418426,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,0.5,Fowlkes Mallows,0.7261060884024809,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,0.5,V Measure,0.5988751820427077,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,1.0,ARI,0.1847416001763232,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,1.0,MI,0.1964928777266837,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,1.0,Fowlkes Mallows,0.5745142291312945,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,1.0,V Measure,0.21219944803145058,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,1.5,ARI,0.012883270584222496,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,1.5,MI,0.022849117358641674,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,1.5,Fowlkes Mallows,0.5488205930499419,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,1.5,V Measure,0.046220624724113424,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,2.0,ARI,0.002202784950192627,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,2.0,MI,0.009866375036763034,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,2.0,Fowlkes Mallows,0.5500113636846895,HC (average):K-Means++
Iris,HC (average),K-Means++,Normal,2.0,V Measure,0.03404296449037168,HC (average):K-Means++
Iris,Birch,HC (average),Laplace,0.0,ARI,0.6311751426440185,Birch:HC (average)
Iris,Birch,HC (average),Laplace,0.0,MI,0.70350460251536,Birch:HC (average)
Iris,Birch,HC (average),Laplace,0.0,Fowlkes Mallows,0.8035829277805105,Birch:HC (average)
Iris,Birch,HC (average),Laplace,0.0,V Measure,0.7085744914961238,Birch:HC (average)
Iris,Birch,HC (average),Laplace,0.5,ARI,0.29312986892577686,Birch:HC (average)
Iris,Birch,HC (average),Laplace,0.5,MI,0.30674602329408385,Birch:HC (average)
Iris,Birch,HC (average),Laplace,0.5,Fowlkes Mallows,0.6582688772935897,Birch:HC (average)
Iris,Birch,HC (average),Laplace,0.5,V Measure,0.3211302935774794,Birch:HC (average)
Iris,Birch,HC (average),Laplace,1.0,ARI,0.0040425938414688336,Birch:HC (average)
Iris,Birch,HC (average),Laplace,1.0,MI,0.005723050817107623,Birch:HC (average)
Iris,Birch,HC (average),Laplace,1.0,Fowlkes Mallows,0.6032952257258871,Birch:HC (average)
Iris,Birch,HC (average),Laplace,1.0,V Measure,0.031089915126725896,Birch:HC (average)
Iris,Birch,HC (average),Laplace,1.5,ARI,-0.0012737962362010225,Birch:HC (average)
Iris,Birch,HC (average),Laplace,1.5,MI,-0.0002685984280243652,Birch:HC (average)
Iris,Birch,HC (average),Laplace,1.5,Fowlkes Mallows,0.6062074713886991,Birch:HC (average)
Iris,Birch,HC (average),Laplace,1.5,V Measure,0.025119626439977782,Birch:HC (average)
Iris,Birch,HC (average),Laplace,2.0,ARI,0.00022094981253233895,Birch:HC (average)
Iris,Birch,HC (average),Laplace,2.0,MI,0.001081159911593138,Birch:HC (average)
Iris,Birch,HC (average),Laplace,2.0,Fowlkes Mallows,0.6101515917977522,Birch:HC (average)
Iris,Birch,HC (average),Laplace,2.0,V Measure,0.026543657153951527,Birch:HC (average)
Iris,Birch,HC (average),Normal,0.0,ARI,0.6311751426440185,Birch:HC (average)
Iris,Birch,HC (average),Normal,0.0,MI,0.70350460251536,Birch:HC (average)
Iris,Birch,HC (average),Normal,0.0,Fowlkes Mallows,0.8035829277805105,Birch:HC (average)
Iris,Birch,HC (average),Normal,0.0,V Measure,0.7085744914961238,Birch:HC (average)
Iris,Birch,HC (average),Normal,0.5,ARI,0.527541996026939,Birch:HC (average)
Iris,Birch,HC (average),Normal,0.5,MI,0.5843709239881256,Birch:HC (average)
Iris,Birch,HC (average),Normal,0.5,Fowlkes Mallows,0.7439413070420092,Birch:HC (average)
Iris,Birch,HC (average),Normal,0.5,V Measure,0.5914538967511935,Birch:HC (average)
Iris,Birch,HC (average),Normal,1.0,ARI,0.17074234804363136,Birch:HC (average)
Iris,Birch,HC (average),Normal,1.0,MI,0.1797211218775433,Birch:HC (average)
Iris,Birch,HC (average),Normal,1.0,Fowlkes Mallows,0.5823932493065723,Birch:HC (average)
Iris,Birch,HC (average),Normal,1.0,V Measure,0.19583768439524035,Birch:HC (average)
Iris,Birch,HC (average),Normal,1.5,ARI,0.015470981370843373,Birch:HC (average)
Iris,Birch,HC (average),Normal,1.5,MI,0.022999723998252043,Birch:HC (average)
Iris,Birch,HC (average),Normal,1.5,Fowlkes Mallows,0.5758104905093133,Birch:HC (average)
Iris,Birch,HC (average),Normal,1.5,V Measure,0.04654222223327758,Birch:HC (average)
Iris,Birch,HC (average),Normal,2.0,ARI,0.002358633753148628,Birch:HC (average)
Iris,Birch,HC (average),Normal,2.0,MI,0.0054679533431738,Birch:HC (average)
Iris,Birch,HC (average),Normal,2.0,Fowlkes Mallows,0.5771483305486448,Birch:HC (average)
Iris,Birch,HC (average),Normal,2.0,V Measure,0.02994535784852016,Birch:HC (average)
Iris,Gaussian MM,HC (complete),Laplace,0.0,ARI,0.5781153404746672,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,0.0,MI,0.5957912315532089,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,0.0,Fowlkes Mallows,0.73853464646132,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,0.0,V Measure,0.6012897091268289,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,0.5,ARI,0.27379404041409644,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,0.5,MI,0.2927246841887254,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,0.5,Fowlkes Mallows,0.5499021181975245,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,0.5,V Measure,0.3023699622772396,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,1.0,ARI,0.057203945278992856,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,1.0,MI,0.06416149270426134,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,1.0,Fowlkes Mallows,0.4357326046812047,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,1.0,V Measure,0.07746727803834823,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,1.5,ARI,0.010320259663595469,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,1.5,MI,0.012585909937516224,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,1.5,Fowlkes Mallows,0.4286656573799519,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,1.5,V Measure,0.027267094459497175,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,2.0,ARI,0.0015385477391848198,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,2.0,MI,0.004927075347308519,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,2.0,Fowlkes Mallows,0.42849448742283774,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Laplace,2.0,V Measure,0.019806633155495305,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,0.0,ARI,0.5785232595725863,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,0.0,MI,0.59624145892492,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,0.0,Fowlkes Mallows,0.738245935996901,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,0.0,V Measure,0.6017114967030242,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,0.5,ARI,0.3829059366953308,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,0.5,MI,0.42833981538724974,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,0.5,Fowlkes Mallows,0.6176896814493972,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,0.5,V Measure,0.4361199602237283,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,1.0,ARI,0.12476949129890863,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,1.0,MI,0.13319068449760962,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,1.0,Fowlkes Mallows,0.4630519799092834,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,1.0,V Measure,0.14510175827873875,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,1.5,ARI,0.03268472808417808,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,1.5,MI,0.036803809979802676,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,1.5,Fowlkes Mallows,0.4023589620347859,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,1.5,V Measure,0.04985552495008066,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,2.0,ARI,0.010348140299220739,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,2.0,MI,0.013304291833609294,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,2.0,Fowlkes Mallows,0.38624809634891105,Gaussian MM:HC (complete)
Iris,Gaussian MM,HC (complete),Normal,2.0,V Measure,0.026669488817137647,Gaussian MM:HC (complete)
Iris,HC (average),HC (complete),Laplace,0.0,ARI,0.511374534817245,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,0.0,MI,0.5489140175272438,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,0.0,Fowlkes Mallows,0.7399062509491983,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,0.0,V Measure,0.5566568291514622,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,0.5,ARI,0.1913599476264297,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,0.5,MI,0.2223858027799465,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,0.5,Fowlkes Mallows,0.6128893929907772,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,0.5,V Measure,0.23820464186911025,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,1.0,ARI,-0.001120169947545369,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,1.0,MI,0.00406691684624035,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,1.0,Fowlkes Mallows,0.621281510290855,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,1.0,V Measure,0.029514406973025806,HC (average):HC (complete)
