data,method,noise,sigma,criteria,rank,AUC
Amphibians,DAE,Laplace,0.0,Kendall,2,0.9800000000000001
Amphibians,DAE,Laplace,0.0,Kendall,5,0.9800000000000001
Amphibians,DAE,Laplace,0.0,Kendall,10,0.9800000000000001
Amphibians,DAE,Laplace,0.0,RBO,2,0.9800000000000001
Amphibians,DAE,Laplace,0.0,RBO,5,0.9800000000000001
Amphibians,DAE,Laplace,0.0,RBO,10,0.9800000000000001
Amphibians,DAE,Laplace,0.0,jaccard,2,0.9800000000000001
Amphibians,DAE,Laplace,0.0,jaccard,5,0.9800000000000001
Amphibians,DAE,Laplace,0.0,jaccard,10,0.9800000000000001
Amphibians,DAE,Laplace,0.5,Kendall,2,0.9800000000000001
Amphibians,DAE,Laplace,0.5,Kendall,5,0.9800000000000001
Amphibians,DAE,Laplace,0.5,Kendall,10,0.9800000000000001
Amphibians,DAE,Laplace,0.5,RBO,2,0.9800000000000001
Amphibians,DAE,Laplace,0.5,RBO,5,0.9800000000000001
Amphibians,DAE,Laplace,0.5,RBO,10,0.9800000000000001
Amphibians,DAE,Laplace,0.5,jaccard,2,0.9800000000000001
Amphibians,DAE,Laplace,0.5,jaccard,5,0.9800000000000001
Amphibians,DAE,Laplace,0.5,jaccard,10,0.9800000000000001
Amphibians,DAE,Laplace,1.0,Kendall,2,0.9800000000000001
Amphibians,DAE,Laplace,1.0,Kendall,5,0.9800000000000001
Amphibians,DAE,Laplace,1.0,Kendall,10,0.9800000000000001
Amphibians,DAE,Laplace,1.0,RBO,2,0.9800000000000001
Amphibians,DAE,Laplace,1.0,RBO,5,0.9800000000000001
Amphibians,DAE,Laplace,1.0,RBO,10,0.9800000000000001
Amphibians,DAE,Laplace,1.0,jaccard,2,0.9800000000000001
Amphibians,DAE,Laplace,1.0,jaccard,5,0.9800000000000001
Amphibians,DAE,Laplace,1.0,jaccard,10,0.9800000000000001
Amphibians,DAE,Laplace,2.0,Kendall,2,0.9800000000000001
Amphibians,DAE,Laplace,2.0,Kendall,5,0.9800000000000001
Amphibians,DAE,Laplace,2.0,Kendall,10,0.9800000000000001
Amphibians,DAE,Laplace,2.0,RBO,2,0.9800000000000001
Amphibians,DAE,Laplace,2.0,RBO,5,0.9800000000000001
Amphibians,DAE,Laplace,2.0,RBO,10,0.9800000000000001
Amphibians,DAE,Laplace,2.0,jaccard,2,0.9800000000000001
Amphibians,DAE,Laplace,2.0,jaccard,5,0.9800000000000001
Amphibians,DAE,Laplace,2.0,jaccard,10,0.9800000000000001
Amphibians,DAE,Normal,0.0,Kendall,2,0.9800000000000001
Amphibians,DAE,Normal,0.0,Kendall,5,0.9800000000000001
Amphibians,DAE,Normal,0.0,Kendall,10,0.9800000000000001
Amphibians,DAE,Normal,0.0,RBO,2,0.9800000000000001
Amphibians,DAE,Normal,0.0,RBO,5,0.9800000000000001
Amphibians,DAE,Normal,0.0,RBO,10,0.9800000000000001
Amphibians,DAE,Normal,0.0,jaccard,2,0.9800000000000001
Amphibians,DAE,Normal,0.0,jaccard,5,0.9800000000000001
Amphibians,DAE,Normal,0.0,jaccard,10,0.9800000000000001
Amphibians,DAE,Normal,0.5,Kendall,2,0.9800000000000001
Amphibians,DAE,Normal,0.5,Kendall,5,0.9800000000000001
Amphibians,DAE,Normal,0.5,Kendall,10,0.9800000000000001
Amphibians,DAE,Normal,0.5,RBO,2,0.9800000000000001
Amphibians,DAE,Normal,0.5,RBO,5,0.9800000000000001
Amphibians,DAE,Normal,0.5,RBO,10,0.9800000000000001
Amphibians,DAE,Normal,0.5,jaccard,2,0.9800000000000001
Amphibians,DAE,Normal,0.5,jaccard,5,0.9800000000000001
Amphibians,DAE,Normal,0.5,jaccard,10,0.9800000000000001
Amphibians,DAE,Normal,1.0,Kendall,2,0.9800000000000001
Amphibians,DAE,Normal,1.0,Kendall,5,0.9800000000000001
Amphibians,DAE,Normal,1.0,Kendall,10,0.9800000000000001
Amphibians,DAE,Normal,1.0,RBO,2,0.9800000000000001
Amphibians,DAE,Normal,1.0,RBO,5,0.9800000000000001
Amphibians,DAE,Normal,1.0,RBO,10,0.9800000000000001
Amphibians,DAE,Normal,1.0,jaccard,2,0.9800000000000001
Amphibians,DAE,Normal,1.0,jaccard,5,0.9800000000000001
Amphibians,DAE,Normal,1.0,jaccard,10,0.9800000000000001
Amphibians,DAE,Normal,2.0,Kendall,2,0.9800000000000001
Amphibians,DAE,Normal,2.0,Kendall,5,0.9800000000000001
Amphibians,DAE,Normal,2.0,Kendall,10,0.9800000000000001
Amphibians,DAE,Normal,2.0,RBO,2,0.9800000000000001
Amphibians,DAE,Normal,2.0,RBO,5,0.9800000000000001
Amphibians,DAE,Normal,2.0,RBO,10,0.9800000000000001
Amphibians,DAE,Normal,2.0,jaccard,2,0.9800000000000001
Amphibians,DAE,Normal,2.0,jaccard,5,0.9800000000000001
Amphibians,DAE,Normal,2.0,jaccard,10,0.9800000000000001
Amphibians,Isomap,Laplace,0.0,Kendall,2,0.9797177431819432
Amphibians,Isomap,Laplace,0.0,Kendall,5,0.9798315853066751
Amphibians,Isomap,Laplace,0.0,Kendall,10,0.9799317729292987
Amphibians,Isomap,Laplace,0.0,RBO,2,0.9796240101356372
Amphibians,Isomap,Laplace,0.0,RBO,5,0.9797838013995048
Amphibians,Isomap,Laplace,0.0,RBO,10,0.9798406592233014
Amphibians,Isomap,Laplace,0.0,jaccard,2,0.9798955305237038
Amphibians,Isomap,Laplace,0.0,jaccard,5,0.9799067227335058
Amphibians,Isomap,Laplace,0.0,jaccard,10,0.9799428664517597
Amphibians,Isomap,Laplace,0.5,Kendall,2,0.49288589942619315
Amphibians,Isomap,Laplace,0.5,Kendall,5,0.4933399033027408
Amphibians,Isomap,Laplace,0.5,Kendall,10,0.4943179333704381
Amphibians,Isomap,Laplace,0.5,RBO,2,0.43978022155239876
Amphibians,Isomap,Laplace,0.5,RBO,5,0.46858070944384
Amphibians,Isomap,Laplace,0.5,RBO,10,0.49986763725094335
Amphibians,Isomap,Laplace,0.5,jaccard,2,0.5486600222616907
Amphibians,Isomap,Laplace,0.5,jaccard,5,0.5470195475354971
Amphibians,Isomap,Laplace,0.5,jaccard,10,0.5599803911380539
Amphibians,Isomap,Laplace,1.0,Kendall,2,0.4902131056255782
Amphibians,Isomap,Laplace,1.0,Kendall,5,0.49032830356790386
Amphibians,Isomap,Laplace,1.0,Kendall,10,0.4909126353463386
Amphibians,Isomap,Laplace,1.0,RBO,2,0.3199055702268981
Amphibians,Isomap,Laplace,1.0,RBO,5,0.3315915096635983
Amphibians,Isomap,Laplace,1.0,RBO,10,0.34685157126461164
Amphibians,Isomap,Laplace,1.0,jaccard,2,0.44361824827528457
Amphibians,Isomap,Laplace,1.0,jaccard,5,0.44457915451048957
Amphibians,Isomap,Laplace,1.0,jaccard,10,0.452091529276467
Amphibians,Isomap,Laplace,2.0,Kendall,2,0.49003700320830523
Amphibians,Isomap,Laplace,2.0,Kendall,5,0.4901861462094916
Amphibians,Isomap,Laplace,2.0,Kendall,10,0.49051493280778863
Amphibians,Isomap,Laplace,2.0,RBO,2,0.2628740222773136
Amphibians,Isomap,Laplace,2.0,RBO,5,0.2686840308448289
Amphibians,Isomap,Laplace,2.0,RBO,10,0.27343237651436697
Amphibians,Isomap,Laplace,2.0,jaccard,2,0.3940789160858613
Amphibians,Isomap,Laplace,2.0,jaccard,5,0.3960655130945483
Amphibians,Isomap,Laplace,2.0,jaccard,10,0.3991345958002344
Amphibians,Isomap,Normal,0.0,Kendall,2,0.9797177431819432
Amphibians,Isomap,Normal,0.0,Kendall,5,0.9798315853066751
Amphibians,Isomap,Normal,0.0,Kendall,10,0.9799317729292987
Amphibians,Isomap,Normal,0.0,RBO,2,0.9796240101356372
Amphibians,Isomap,Normal,0.0,RBO,5,0.9797838013995048
Amphibians,Isomap,Normal,0.0,RBO,10,0.9798406592233014
Amphibians,Isomap,Normal,0.0,jaccard,2,0.9798955305237038
Amphibians,Isomap,Normal,0.0,jaccard,5,0.9799067227335058
Amphibians,Isomap,Normal,0.0,jaccard,10,0.9799428664517597
Amphibians,Isomap,Normal,0.5,Kendall,2,0.4941649382593108
Amphibians,Isomap,Normal,0.5,Kendall,5,0.49525662747925103
Amphibians,Isomap,Normal,0.5,Kendall,10,0.49520058420118496
Amphibians,Isomap,Normal,0.5,RBO,2,0.4858340520337203
Amphibians,Isomap,Normal,0.5,RBO,5,0.5267699082027243
Amphibians,Isomap,Normal,0.5,RBO,10,0.564496201620705
Amphibians,Isomap,Normal,0.5,jaccard,2,0.5880479426465697
Amphibians,Isomap,Normal,0.5,jaccard,5,0.5901194897823449
Amphibians,Isomap,Normal,0.5,jaccard,10,0.6038020825684234
Amphibians,Isomap,Normal,1.0,Kendall,2,0.49110802012044763
Amphibians,Isomap,Normal,1.0,Kendall,5,0.49158080869448734
Amphibians,Isomap,Normal,1.0,Kendall,10,0.4914261825857457
Amphibians,Isomap,Normal,1.0,RBO,2,0.37219818087057316
Amphibians,Isomap,Normal,1.0,RBO,5,0.3892879942382126
Amphibians,Isomap,Normal,1.0,RBO,10,0.40489955155941104
Amphibians,Isomap,Normal,1.0,jaccard,2,0.4898403076166806
Amphibians,Isomap,Normal,1.0,jaccard,5,0.48812965483514775
Amphibians,Isomap,Normal,1.0,jaccard,10,0.49264016283969775
Amphibians,Isomap,Normal,2.0,Kendall,2,0.4894486292126913
Amphibians,Isomap,Normal,2.0,Kendall,5,0.49069809886637894
Amphibians,Isomap,Normal,2.0,Kendall,10,0.4899122361337088
Amphibians,Isomap,Normal,2.0,RBO,2,0.27295160362130244
Amphibians,Isomap,Normal,2.0,RBO,5,0.2853204420264474
Amphibians,Isomap,Normal,2.0,RBO,10,0.2928659764600923
Amphibians,Isomap,Normal,2.0,jaccard,2,0.4024779002115186
Amphibians,Isomap,Normal,2.0,jaccard,5,0.4094508497486016
Amphibians,Isomap,Normal,2.0,jaccard,10,0.412533872176623
Amphibians,MDS,Laplace,0.0,Kendall,2,0.5346714871767271
Amphibians,MDS,Laplace,0.0,Kendall,5,0.5140119534107174
Amphibians,MDS,Laplace,0.0,Kendall,10,0.5289449261529545
Amphibians,MDS,Laplace,0.0,RBO,2,0.8334132144635971
Amphibians,MDS,Laplace,0.0,RBO,5,0.7813840360868173
Amphibians,MDS,Laplace,0.0,RBO,10,0.8617303937779478
Amphibians,MDS,Laplace,0.0,jaccard,2,0.8515137357975874
Amphibians,MDS,Laplace,0.0,jaccard,5,0.7933212533736888
Amphibians,MDS,Laplace,0.0,jaccard,10,0.8558332522981551
Amphibians,MDS,Laplace,0.5,Kendall,2,0.4956344622967412
Amphibians,MDS,Laplace,0.5,Kendall,5,0.49497383902332903
Amphibians,MDS,Laplace,0.5,Kendall,10,0.49541385331052434
Amphibians,MDS,Laplace,0.5,RBO,2,0.5249855113429476
Amphibians,MDS,Laplace,0.5,RBO,5,0.5206165913076691
Amphibians,MDS,Laplace,0.5,RBO,10,0.5517869623606417
Amphibians,MDS,Laplace,0.5,jaccard,2,0.6158474936867429
Amphibians,MDS,Laplace,0.5,jaccard,5,0.5867195335100882
Amphibians,MDS,Laplace,0.5,jaccard,10,0.6004159022333703
Amphibians,MDS,Laplace,1.0,Kendall,2,0.49138253867219084
Amphibians,MDS,Laplace,1.0,Kendall,5,0.49111922652003387
Amphibians,MDS,Laplace,1.0,Kendall,10,0.49092109263417055
Amphibians,MDS,Laplace,1.0,RBO,2,0.34593526819340636
Amphibians,MDS,Laplace,1.0,RBO,5,0.36663041588491324
Amphibians,MDS,Laplace,1.0,RBO,10,0.3768716707600405
Amphibians,MDS,Laplace,1.0,jaccard,2,0.4654184910341045
Amphibians,MDS,Laplace,1.0,jaccard,5,0.47234825589944235
Amphibians,MDS,Laplace,1.0,jaccard,10,0.4755651446336506
Amphibians,MDS,Laplace,2.0,Kendall,2,0.48969741493455277
Amphibians,MDS,Laplace,2.0,Kendall,5,0.48939098765754163
Amphibians,MDS,Laplace,2.0,Kendall,10,0.4899517449354845
Amphibians,MDS,Laplace,2.0,RBO,2,0.2692677525575389
Amphibians,MDS,Laplace,2.0,RBO,5,0.28136597119726664
Amphibians,MDS,Laplace,2.0,RBO,10,0.2892191211686601
Amphibians,MDS,Laplace,2.0,jaccard,2,0.40051079142627466
Amphibians,MDS,Laplace,2.0,jaccard,5,0.4071425005796381
Amphibians,MDS,Laplace,2.0,jaccard,10,0.4127523990645792
Amphibians,MDS,Normal,0.0,Kendall,2,0.5378724670856063
Amphibians,MDS,Normal,0.0,Kendall,5,0.5095563489690783
Amphibians,MDS,Normal,0.0,Kendall,10,0.527221194082221
Amphibians,MDS,Normal,0.0,RBO,2,0.8436273716840955
Amphibians,MDS,Normal,0.0,RBO,5,0.7508658203068175
Amphibians,MDS,Normal,0.0,RBO,10,0.8575046888120649
Amphibians,MDS,Normal,0.0,jaccard,2,0.8588328772245359
Amphibians,MDS,Normal,0.0,jaccard,5,0.7705634074925621
Amphibians,MDS,Normal,0.0,jaccard,10,0.8516224005457554
Amphibians,MDS,Normal,0.5,Kendall,2,0.5000221230279396
Amphibians,MDS,Normal,0.5,Kendall,5,0.49585565086039474
Amphibians,MDS,Normal,0.5,Kendall,10,0.4987354724453296
Amphibians,MDS,Normal,0.5,RBO,2,0.6089954393614677
Amphibians,MDS,Normal,0.5,RBO,5,0.588895215080512
Amphibians,MDS,Normal,0.5,RBO,10,0.6405653275777563
Amphibians,MDS,Normal,0.5,jaccard,2,0.6856605506867729
Amphibians,MDS,Normal,0.5,jaccard,5,0.6403115292776916
Amphibians,MDS,Normal,0.5,jaccard,10,0.6683123823846197
Amphibians,MDS,Normal,1.0,Kendall,2,0.49268903628033817
Amphibians,MDS,Normal,1.0,Kendall,5,0.49313253756680236
Amphibians,MDS,Normal,1.0,Kendall,10,0.49315372883509795
Amphibians,MDS,Normal,1.0,RBO,2,0.43289565657434986
Amphibians,MDS,Normal,1.0,RBO,5,0.43578800970082343
Amphibians,MDS,Normal,1.0,RBO,10,0.44950469414500144
Amphibians,MDS,Normal,1.0,jaccard,2,0.5412556303603158
Amphibians,MDS,Normal,1.0,jaccard,5,0.5257773836690497
Amphibians,MDS,Normal,1.0,jaccard,10,0.5315232592686303
Amphibians,MDS,Normal,2.0,Kendall,2,0.4903792341737488
Amphibians,MDS,Normal,2.0,Kendall,5,0.49062406831268296
Amphibians,MDS,Normal,2.0,Kendall,10,0.4907751407213073
Amphibians,MDS,Normal,2.0,RBO,2,0.2928115955347874
Amphibians,MDS,Normal,2.0,RBO,5,0.3129313549168923
Amphibians,MDS,Normal,2.0,RBO,10,0.31846269602992655
Amphibians,MDS,Normal,2.0,jaccard,2,0.42215186131806587
Amphibians,MDS,Normal,2.0,jaccard,5,0.43365672366186214
Amphibians,MDS,Normal,2.0,jaccard,10,0.4368501221077909
Amphibians,NMDS,Laplace,0.0,Kendall,2,0.4925871597070296
Amphibians,NMDS,Laplace,0.0,Kendall,5,0.4899847933004032
Amphibians,NMDS,Laplace,0.0,Kendall,10,0.49025803093515385
Amphibians,NMDS,Laplace,0.0,RBO,2,0.254017384707639
Amphibians,NMDS,Laplace,0.0,RBO,5,0.25358686979968137
Amphibians,NMDS,Laplace,0.0,RBO,10,0.25244739582424164
Amphibians,NMDS,Laplace,0.0,jaccard,2,0.3887755852857477
Amphibians,NMDS,Laplace,0.0,jaccard,5,0.38795528904905574
Amphibians,NMDS,Laplace,0.0,jaccard,10,0.3861804059241477
Amphibians,NMDS,Laplace,0.5,Kendall,2,0.49158331000489974
Amphibians,NMDS,Laplace,0.5,Kendall,5,0.4904238523483051
Amphibians,NMDS,Laplace,0.5,Kendall,10,0.49014545381350566
Amphibians,NMDS,Laplace,0.5,RBO,2,0.25384264387406114
Amphibians,NMDS,Laplace,0.5,RBO,5,0.2528823459994903
Amphibians,NMDS,Laplace,0.5,RBO,10,0.2534849538078585
Amphibians,NMDS,Laplace,0.5,jaccard,2,0.38833642521897993
Amphibians,NMDS,Laplace,0.5,jaccard,5,0.38711761844140713
Amphibians,NMDS,Laplace,0.5,jaccard,10,0.3865867468611819
Amphibians,NMDS,Laplace,1.0,Kendall,2,0.49176023144933123
Amphibians,NMDS,Laplace,1.0,Kendall,5,0.4906802462244095
Amphibians,NMDS,Laplace,1.0,Kendall,10,0.48982844792443486
Amphibians,NMDS,Laplace,1.0,RBO,2,0.25392414154236065
Amphibians,NMDS,Laplace,1.0,RBO,5,0.25304179594397697
Amphibians,NMDS,Laplace,1.0,RBO,10,0.25246060517008956
Amphibians,NMDS,Laplace,1.0,jaccard,2,0.38850927879427255
Amphibians,NMDS,Laplace,1.0,jaccard,5,0.387449194148685
Amphibians,NMDS,Laplace,1.0,jaccard,10,0.38674266596647
Amphibians,NMDS,Laplace,2.0,Kendall,2,0.4914936390476914
Amphibians,NMDS,Laplace,2.0,Kendall,5,0.49108979588949087
Amphibians,NMDS,Laplace,2.0,Kendall,10,0.4902622907849408
Amphibians,NMDS,Laplace,2.0,RBO,2,0.25315472785341986
Amphibians,NMDS,Laplace,2.0,RBO,5,0.2538101356536073
Amphibians,NMDS,Laplace,2.0,RBO,10,0.2527445133041147
Amphibians,NMDS,Laplace,2.0,jaccard,2,0.38768826670199313
Amphibians,NMDS,Laplace,2.0,jaccard,5,0.3884313325126874
Amphibians,NMDS,Laplace,2.0,jaccard,10,0.3867469962485255
Amphibians,NMDS,Normal,0.0,Kendall,2,0.49260591380791396
Amphibians,NMDS,Normal,0.0,Kendall,5,0.49044990982767445
Amphibians,NMDS,Normal,0.0,Kendall,10,0.48975675120458406
Amphibians,NMDS,Normal,0.0,RBO,2,0.2531579612947042
Amphibians,NMDS,Normal,0.0,RBO,5,0.25386567283474176
Amphibians,NMDS,Normal,0.0,RBO,10,0.2532414944468188
Amphibians,NMDS,Normal,0.0,jaccard,2,0.3886543696793867
Amphibians,NMDS,Normal,0.0,jaccard,5,0.3886632135241098
Amphibians,NMDS,Normal,0.0,jaccard,10,0.3866108980558324
Amphibians,NMDS,Normal,0.5,Kendall,2,0.4915541274506235
Amphibians,NMDS,Normal,0.5,Kendall,5,0.4906411692441566
Amphibians,NMDS,Normal,0.5,Kendall,10,0.49002441064117525
Amphibians,NMDS,Normal,0.5,RBO,2,0.2536820437581344
Amphibians,NMDS,Normal,0.5,RBO,5,0.25438818370917415
Amphibians,NMDS,Normal,0.5,RBO,10,0.25229552890532625
Amphibians,NMDS,Normal,0.5,jaccard,2,0.3885272832022454
Amphibians,NMDS,Normal,0.5,jaccard,5,0.38882340941117133
Amphibians,NMDS,Normal,0.5,jaccard,10,0.3861989793170535
Amphibians,NMDS,Normal,1.0,Kendall,2,0.49173828057557345
Amphibians,NMDS,Normal,1.0,Kendall,5,0.49081362641029874
Amphibians,NMDS,Normal,1.0,Kendall,10,0.4909278193555327
Amphibians,NMDS,Normal,1.0,RBO,2,0.2528159654244523
Amphibians,NMDS,Normal,1.0,RBO,5,0.25354480022380005
Amphibians,NMDS,Normal,1.0,RBO,10,0.25269497559523896
Amphibians,NMDS,Normal,1.0,jaccard,2,0.3884103893652898
Amphibians,NMDS,Normal,1.0,jaccard,5,0.3884440492315645
Amphibians,NMDS,Normal,1.0,jaccard,10,0.3866296175720354
Amphibians,NMDS,Normal,2.0,Kendall,2,0.4914238491720441
Amphibians,NMDS,Normal,2.0,Kendall,5,0.4909073750173065
Amphibians,NMDS,Normal,2.0,Kendall,10,0.4903509323622134
Amphibians,NMDS,Normal,2.0,RBO,2,0.25339742007850136
Amphibians,NMDS,Normal,2.0,RBO,5,0.2534782949255853
Amphibians,NMDS,Normal,2.0,RBO,10,0.2528494502164076
Amphibians,NMDS,Normal,2.0,jaccard,2,0.3885512531934806
Amphibians,NMDS,Normal,2.0,jaccard,5,0.38854364909278494
Amphibians,NMDS,Normal,2.0,jaccard,10,0.3864718005519616
Amphibians,PCA,Laplace,0.0,Kendall,2,0.9800000000000001
Amphibians,PCA,Laplace,0.0,Kendall,5,0.9800000000000001
Amphibians,PCA,Laplace,0.0,Kendall,10,0.9800000000000001
Amphibians,PCA,Laplace,0.0,RBO,2,0.9800000000000001
Amphibians,PCA,Laplace,0.0,RBO,5,0.9800000000000001
Amphibians,PCA,Laplace,0.0,RBO,10,0.9800000000000001
Amphibians,PCA,Laplace,0.0,jaccard,2,0.9800000000000001
Amphibians,PCA,Laplace,0.0,jaccard,5,0.9800000000000001
Amphibians,PCA,Laplace,0.0,jaccard,10,0.9800000000000001
Amphibians,PCA,Laplace,0.5,Kendall,2,0.49539280770601407
Amphibians,PCA,Laplace,0.5,Kendall,5,0.4946948509404359
Amphibians,PCA,Laplace,0.5,Kendall,10,0.494614561890531
Amphibians,PCA,Laplace,0.5,RBO,2,0.5440982136046997
Amphibians,PCA,Laplace,0.5,RBO,5,0.5378834821980915
Amphibians,PCA,Laplace,0.5,RBO,10,0.555536840871835
Amphibians,PCA,Laplace,0.5,jaccard,2,0.6392026540376586
Amphibians,PCA,Laplace,0.5,jaccard,5,0.6120608928250035
Amphibians,PCA,Laplace,0.5,jaccard,10,0.6120836088802265
Amphibians,PCA,Laplace,1.0,Kendall,2,0.49144043160144
Amphibians,PCA,Laplace,1.0,Kendall,5,0.49119082865697805
Amphibians,PCA,Laplace,1.0,Kendall,10,0.49150817038109224
Amphibians,PCA,Laplace,1.0,RBO,2,0.37318059494815536
Amphibians,PCA,Laplace,1.0,RBO,5,0.3702862551112562
Amphibians,PCA,Laplace,1.0,RBO,10,0.3751320989234458
Amphibians,PCA,Laplace,1.0,jaccard,2,0.49296306182255795
Amphibians,PCA,Laplace,1.0,jaccard,5,0.47970264088653086
Amphibians,PCA,Laplace,1.0,jaccard,10,0.4780850358051352
Amphibians,PCA,Laplace,2.0,Kendall,2,0.48991728062515427
Amphibians,PCA,Laplace,2.0,Kendall,5,0.48988399348893635
Amphibians,PCA,Laplace,2.0,Kendall,10,0.49021140989244644
Amphibians,PCA,Laplace,2.0,RBO,2,0.2700364944065834
Amphibians,PCA,Laplace,2.0,RBO,5,0.2794463814636852
Amphibians,PCA,Laplace,2.0,RBO,10,0.2862246949468047
Amphibians,PCA,Laplace,2.0,jaccard,2,0.4010912062263091
Amphibians,PCA,Laplace,2.0,jaccard,5,0.4069237907493339
Amphibians,PCA,Laplace,2.0,jaccard,10,0.4112829005113027
Amphibians,PCA,Normal,0.0,Kendall,2,0.9800000000000001
Amphibians,PCA,Normal,0.0,Kendall,5,0.9800000000000001
Amphibians,PCA,Normal,0.0,Kendall,10,0.9800000000000001
Amphibians,PCA,Normal,0.0,RBO,2,0.9800000000000001
Amphibians,PCA,Normal,0.0,RBO,5,0.9800000000000001
Amphibians,PCA,Normal,0.0,RBO,10,0.9800000000000001
Amphibians,PCA,Normal,0.0,jaccard,2,0.9800000000000001
Amphibians,PCA,Normal,0.0,jaccard,5,0.9800000000000001
Amphibians,PCA,Normal,0.0,jaccard,10,0.9800000000000001
Amphibians,PCA,Normal,0.5,Kendall,2,0.49847344160121987
Amphibians,PCA,Normal,0.5,Kendall,5,0.4979138117137218
Amphibians,PCA,Normal,0.5,Kendall,10,0.4980053603937843
Amphibians,PCA,Normal,0.5,RBO,2,0.628014566063015
Amphibians,PCA,Normal,0.5,RBO,5,0.618097357659631
Amphibians,PCA,Normal,0.5,RBO,10,0.6496619338822941
Amphibians,PCA,Normal,0.5,jaccard,2,0.7076640924306791
Amphibians,PCA,Normal,0.5,jaccard,5,0.6750395279587467
Amphibians,PCA,Normal,0.5,jaccard,10,0.6862669312358679
Amphibians,PCA,Normal,1.0,Kendall,2,0.4929809069270061
Amphibians,PCA,Normal,1.0,Kendall,5,0.4934745746375927
Amphibians,PCA,Normal,1.0,Kendall,10,0.4931794072559144
Amphibians,PCA,Normal,1.0,RBO,2,0.4509516493839588
Amphibians,PCA,Normal,1.0,RBO,5,0.44751152009803996
Amphibians,PCA,Normal,1.0,RBO,10,0.4577707260347211
Amphibians,PCA,Normal,1.0,jaccard,2,0.561529817902735
Amphibians,PCA,Normal,1.0,jaccard,5,0.5418723135224695
Amphibians,PCA,Normal,1.0,jaccard,10,0.5424742177075281
Amphibians,PCA,Normal,2.0,Kendall,2,0.49019454594985346
Amphibians,PCA,Normal,2.0,Kendall,5,0.48982191460139457
Amphibians,PCA,Normal,2.0,Kendall,10,0.49050942546932547
Amphibians,PCA,Normal,2.0,RBO,2,0.3051295531831249
Amphibians,PCA,Normal,2.0,RBO,5,0.3107431096092406
Amphibians,PCA,Normal,2.0,RBO,10,0.3188734380336742
Amphibians,PCA,Normal,2.0,jaccard,2,0.433408905897184
Amphibians,PCA,Normal,2.0,jaccard,5,0.4341030944104205
Amphibians,PCA,Normal,2.0,jaccard,10,0.43940455529865013
Amphibians,Random Projection,Laplace,0.0,Kendall,2,0.4904440384087923
Amphibians,Random Projection,Laplace,0.0,Kendall,5,0.4920375218873152
Amphibians,Random Projection,Laplace,0.0,Kendall,10,0.4938950118763957
Amphibians,Random Projection,Laplace,0.0,RBO,2,0.2916831184118833
Amphibians,Random Projection,Laplace,0.0,RBO,5,0.36880396603651155
Amphibians,Random Projection,Laplace,0.0,RBO,10,0.4477677976665307
Amphibians,Random Projection,Laplace,0.0,jaccard,2,0.4177307061321657
Amphibians,Random Projection,Laplace,0.0,jaccard,5,0.4655502612867747
Amphibians,Random Projection,Laplace,0.0,jaccard,10,0.5026462001978
Amphibians,Random Projection,Laplace,0.5,Kendall,2,0.4904099897387352
Amphibians,Random Projection,Laplace,0.5,Kendall,5,0.49080196488481054
Amphibians,Random Projection,Laplace,0.5,Kendall,10,0.4916090358271982
Amphibians,Random Projection,Laplace,0.5,RBO,2,0.2706506622569008
Amphibians,Random Projection,Laplace,0.5,RBO,5,0.3182980387603868
Amphibians,Random Projection,Laplace,0.5,RBO,10,0.36617536844790927
Amphibians,Random Projection,Laplace,0.5,jaccard,2,0.4024834983343748
Amphibians,Random Projection,Laplace,0.5,jaccard,5,0.4353128272737967
Amphibians,Random Projection,Laplace,0.5,jaccard,10,0.46452845596234266
Amphibians,Random Projection,Laplace,1.0,Kendall,2,0.4904716829327194
Amphibians,Random Projection,Laplace,1.0,Kendall,5,0.48982788733487703
Amphibians,Random Projection,Laplace,1.0,Kendall,10,0.4900982079858588
Amphibians,Random Projection,Laplace,1.0,RBO,2,0.26120984898190336
Amphibians,Random Projection,Laplace,1.0,RBO,5,0.2786637534886268
Amphibians,Random Projection,Laplace,1.0,RBO,10,0.3114120747915084
Amphibians,Random Projection,Laplace,1.0,jaccard,2,0.3929536695746144
Amphibians,Random Projection,Laplace,1.0,jaccard,5,0.40674097222051303
Amphibians,Random Projection,Laplace,1.0,jaccard,10,0.42936174245826764
Amphibians,Random Projection,Laplace,2.0,Kendall,2,0.48993449721997406
Amphibians,Random Projection,Laplace,2.0,Kendall,5,0.4908659653717872
Amphibians,Random Projection,Laplace,2.0,Kendall,10,0.4902307267005937
Amphibians,Random Projection,Laplace,2.0,RBO,2,0.25537542311443545
Amphibians,Random Projection,Laplace,2.0,RBO,5,0.25901141203868067
Amphibians,Random Projection,Laplace,2.0,RBO,10,0.2679924818535443
Amphibians,Random Projection,Laplace,2.0,jaccard,2,0.38778572790979793
Amphibians,Random Projection,Laplace,2.0,jaccard,5,0.39075653896026774
Amphibians,Random Projection,Laplace,2.0,jaccard,10,0.39773557173178564
Amphibians,Random Projection,Normal,0.0,Kendall,2,0.490067593260576
Amphibians,Random Projection,Normal,0.0,Kendall,5,0.4915648199322667
Amphibians,Random Projection,Normal,0.0,Kendall,10,0.49408860000421334
Amphibians,Random Projection,Normal,0.0,RBO,2,0.292984696639156
Amphibians,Random Projection,Normal,0.0,RBO,5,0.3702928899190307
Amphibians,Random Projection,Normal,0.0,RBO,10,0.46046435744623204
