data,method,noise,sigma,criteria,rank,AUC
Author,UMAP,Normal,1.0,jaccard,2,0.6235102715677273
Author,UMAP,Normal,1.0,jaccard,5,0.6379128302084857
Author,UMAP,Normal,1.0,jaccard,10,0.658734923554904
Author,UMAP,Normal,2.0,jaccard,2,0.46521680376376556
Author,UMAP,Normal,2.0,jaccard,5,0.4643413429599214
Author,UMAP,Normal,2.0,jaccard,10,0.4684188178738253
Author,UMAP,Normal,3.0,jaccard,2,0.39963953664864676
Author,UMAP,Normal,3.0,jaccard,5,0.40243649952959587
Author,UMAP,Normal,3.0,jaccard,10,0.40276866712219295
Author,UMAP,Normal,4.0,jaccard,2,0.38187305083669937
Author,UMAP,Normal,4.0,jaccard,5,0.3855354481565279
Author,UMAP,Normal,4.0,jaccard,10,0.3853637325491446
Author,UMAP,Normal,5.0,jaccard,2,0.3786060068008118
Author,UMAP,Normal,5.0,jaccard,5,0.38042532203551715
Author,UMAP,Normal,5.0,jaccard,10,0.38117607908425644
Author,t-SNE,Laplace,0.5,jaccard,2,0.6737148647976825
Author,t-SNE,Laplace,1.0,jaccard,2,0.5404431612785723
Author,t-SNE,Laplace,2.0,jaccard,2,0.40879677296277295
Author,t-SNE,Laplace,3.0,jaccard,2,0.38441513379569736
Author,t-SNE,Laplace,4.0,jaccard,2,0.38203131819966285
Author,t-SNE,Laplace,5.0,jaccard,2,0.38069232027167504
Author,t-SNE,Normal,0.0,jaccard,2,0.8728574803490109
Author,t-SNE,Normal,0.5,jaccard,2,0.7177202931397597
Author,t-SNE,Normal,1.0,jaccard,2,0.6177444493271309
Author,t-SNE,Normal,2.0,jaccard,2,0.4561427538767479
Author,t-SNE,Normal,3.0,jaccard,2,0.3963882260095861
Author,t-SNE,Normal,4.0,jaccard,2,0.38530088538091267
Author,t-SNE,Normal,5.0,jaccard,2,0.38257503069948456
DNase,DAE,Laplace,0.0,Kendall,10,0.5021911801782698
DNase,DAE,Laplace,0.0,RBO,10,0.7542024757178987
DNase,DAE,Laplace,0.0,jaccard,2,0.7048458960168283
DNase,DAE,Laplace,0.0,jaccard,10,0.7525594318070306
DNase,DAE,Laplace,0.5,jaccard,2,0.651709025707532
DNase,DAE,Laplace,0.5,jaccard,5,0.7500309395932087
DNase,DAE,Laplace,0.5,jaccard,10,0.7515874420618431
DNase,DAE,Laplace,1.0,jaccard,2,0.7022557493489763
DNase,DAE,Laplace,1.0,jaccard,5,0.7383940285453262
DNase,DAE,Laplace,1.0,jaccard,10,0.7523109529685114
DNase,DAE,Laplace,2.0,jaccard,2,0.6389124051808523
DNase,DAE,Laplace,2.0,jaccard,5,0.6936068974362958
DNase,DAE,Laplace,2.0,jaccard,10,0.6898332428663645
DNase,DAE,Laplace,3.0,jaccard,2,0.5605043569655214
DNase,DAE,Laplace,3.0,jaccard,5,0.617667335651045
DNase,DAE,Laplace,3.0,jaccard,10,0.623143048707064
DNase,DAE,Laplace,4.0,jaccard,2,0.46484378666727194
DNase,DAE,Laplace,4.0,jaccard,5,0.511110743894139
DNase,DAE,Laplace,4.0,jaccard,10,0.5132393592159352
DNase,DAE,Laplace,5.0,jaccard,2,0.40541315236585457
DNase,DAE,Laplace,5.0,jaccard,5,0.4340186815872186
DNase,DAE,Laplace,5.0,jaccard,10,0.4349529360449647
DNase,DAE,Laplace,6.0,jaccard,2,0.3896400277451799
DNase,DAE,Laplace,6.0,jaccard,5,0.40483883584179814
DNase,DAE,Laplace,6.0,jaccard,10,0.4011131527561498
DNase,DAE,Laplace,7.0,jaccard,2,0.3862318702787537
DNase,DAE,Laplace,7.0,jaccard,5,0.39056603524766587
DNase,DAE,Laplace,7.0,jaccard,10,0.3917460655810517
DNase,DAE,Laplace,8.0,jaccard,2,0.3833684457800023
DNase,DAE,Laplace,8.0,jaccard,5,0.38646349665474555
DNase,DAE,Laplace,8.0,jaccard,10,0.3874196769489411
DNase,DAE,Laplace,9.0,jaccard,2,0.3826599972260356
DNase,DAE,Laplace,9.0,jaccard,5,0.3834227822691861
DNase,DAE,Laplace,9.0,jaccard,10,0.385663616958543
DNase,DAE,Laplace,10.0,jaccard,2,0.38208895222193084
DNase,DAE,Laplace,10.0,jaccard,5,0.38354995055923463
DNase,DAE,Laplace,10.0,jaccard,10,0.3837411300783715
DNase,DAE,Normal,0.0,Kendall,10,0.5038264739230962
DNase,DAE,Normal,0.0,RBO,10,0.7663636854419545
DNase,DAE,Normal,0.0,jaccard,2,0.581960459739008
DNase,DAE,Normal,0.0,jaccard,10,0.7645946411333431
DNase,DAE,Normal,0.5,jaccard,2,0.7014906689060935
DNase,DAE,Normal,0.5,jaccard,5,0.7428131146783274
DNase,DAE,Normal,0.5,jaccard,10,0.7841803165611629
DNase,DAE,Normal,1.0,jaccard,2,0.7108075766917434
DNase,DAE,Normal,1.0,jaccard,5,0.7656396240836152
DNase,DAE,Normal,1.0,jaccard,10,0.7769721239790418
DNase,DAE,Normal,2.0,jaccard,2,0.6791624101518023
DNase,DAE,Normal,2.0,jaccard,5,0.7339128902909097
DNase,DAE,Normal,2.0,jaccard,10,0.7041900825474295
DNase,DAE,Normal,3.0,jaccard,2,0.6169916613601965
DNase,DAE,Normal,3.0,jaccard,5,0.6752109677024196
DNase,DAE,Normal,3.0,jaccard,10,0.6932908071793539
DNase,DAE,Normal,4.0,jaccard,2,0.5865079900750152
DNase,DAE,Normal,4.0,jaccard,5,0.6206156460294261
DNase,DAE,Normal,4.0,jaccard,10,0.6284062467644949
DNase,DAE,Normal,5.0,jaccard,2,0.5077253186917757
DNase,DAE,Normal,5.0,jaccard,5,0.5634463669964767
DNase,DAE,Normal,5.0,jaccard,10,0.5634899525542713
DNase,DAE,Normal,6.0,jaccard,2,0.4397841976538674
DNase,DAE,Normal,6.0,jaccard,5,0.49109347659066094
DNase,DAE,Normal,6.0,jaccard,10,0.48724117043624826
DNase,DAE,Normal,7.0,jaccard,2,0.40346229969435765
DNase,DAE,Normal,7.0,jaccard,5,0.43806479992741426
DNase,DAE,Normal,7.0,jaccard,10,0.4350019224383763
DNase,DAE,Normal,8.0,jaccard,2,0.39358858621961035
DNase,DAE,Normal,8.0,jaccard,5,0.40910921580484527
DNase,DAE,Normal,8.0,jaccard,10,0.4075090443610338
DNase,DAE,Normal,9.0,jaccard,2,0.38677410510290994
DNase,DAE,Normal,9.0,jaccard,5,0.3969870458776495
DNase,DAE,Normal,9.0,jaccard,10,0.3964939347227048
DNase,DAE,Normal,10.0,jaccard,2,0.3842363358177826
DNase,DAE,Normal,10.0,jaccard,5,0.3900354172930351
DNase,DAE,Normal,10.0,jaccard,10,0.3915026981542823
DNase,Isomap,Laplace,0.0,Kendall,10,0.9800000000000001
DNase,Isomap,Laplace,0.0,RBO,10,0.9800000000000001
DNase,Isomap,Laplace,0.0,jaccard,2,0.9800000000000001
DNase,Isomap,Laplace,0.0,jaccard,5,0.9800000000000001
DNase,Isomap,Laplace,0.0,jaccard,10,0.9800000000000001
DNase,Isomap,Laplace,0.5,Kendall,10,0.5030993028735251
DNase,Isomap,Laplace,0.5,RBO,10,0.737462218768417
DNase,Isomap,Laplace,0.5,jaccard,2,0.7079295070195842
DNase,Isomap,Laplace,0.5,jaccard,5,0.7104130177280235
DNase,Isomap,Laplace,0.5,jaccard,10,0.7247612577332945
DNase,Isomap,Laplace,1.0,jaccard,2,0.5373107241939934
DNase,Isomap,Laplace,1.0,jaccard,5,0.5682141083689999
DNase,Isomap,Laplace,1.0,jaccard,10,0.6294947723330687
DNase,Isomap,Laplace,2.0,jaccard,2,0.49246796344038835
DNase,Isomap,Laplace,2.0,jaccard,5,0.5282012525514749
DNase,Isomap,Laplace,2.0,jaccard,10,0.5296068102778688
DNase,Isomap,Laplace,3.0,jaccard,2,0.4342763368739521
DNase,Isomap,Laplace,3.0,jaccard,5,0.4409245483103404
DNase,Isomap,Laplace,3.0,jaccard,10,0.442981070325193
DNase,Isomap,Laplace,4.0,jaccard,2,0.39431113117652083
DNase,Isomap,Laplace,4.0,jaccard,5,0.40200126808034753
DNase,Isomap,Laplace,4.0,jaccard,10,0.4153825945547711
DNase,Isomap,Laplace,5.0,jaccard,2,0.39031747553907664
DNase,Isomap,Laplace,5.0,jaccard,5,0.39236358586593156
DNase,Isomap,Laplace,5.0,jaccard,10,0.3952597195128783
DNase,Isomap,Laplace,6.0,jaccard,2,0.3829030665862783
DNase,Isomap,Laplace,6.0,jaccard,5,0.3841961926957366
DNase,Isomap,Laplace,6.0,jaccard,10,0.3862916788387965
DNase,Isomap,Laplace,7.0,jaccard,2,0.3822096652268567
DNase,Isomap,Laplace,7.0,jaccard,5,0.3829739630678559
DNase,Isomap,Laplace,7.0,jaccard,10,0.38384543295036594
DNase,Isomap,Laplace,8.0,jaccard,2,0.38168708133077867
DNase,Isomap,Laplace,8.0,jaccard,5,0.3820287312273644
DNase,Isomap,Laplace,8.0,jaccard,10,0.38279229285034017
DNase,Isomap,Laplace,9.0,jaccard,2,0.3814975161630133
DNase,Isomap,Laplace,9.0,jaccard,5,0.38159265909571055
DNase,Isomap,Laplace,9.0,jaccard,10,0.38236803640108974
DNase,Isomap,Laplace,10.0,jaccard,2,0.3813071954390729
DNase,Isomap,Laplace,10.0,jaccard,5,0.38174491671946187
DNase,Isomap,Laplace,10.0,jaccard,10,0.3816579286101928
DNase,Isomap,Normal,0.0,Kendall,10,0.9800000000000001
DNase,Isomap,Normal,0.0,RBO,10,0.9800000000000001
DNase,Isomap,Normal,0.0,jaccard,2,0.9800000000000001
DNase,Isomap,Normal,0.0,jaccard,5,0.9800000000000001
DNase,Isomap,Normal,0.0,jaccard,10,0.9800000000000001
DNase,Isomap,Normal,0.5,Kendall,10,0.5080408143457156
DNase,Isomap,Normal,0.5,RBO,10,0.7834062488582745
DNase,Isomap,Normal,0.5,jaccard,2,0.7641445038487396
DNase,Isomap,Normal,0.5,jaccard,5,0.778095932276981
DNase,Isomap,Normal,0.5,jaccard,10,0.7916698732847377
DNase,Isomap,Normal,1.0,jaccard,2,0.6608993018870657
DNase,Isomap,Normal,1.0,jaccard,5,0.6815986127445197
DNase,Isomap,Normal,1.0,jaccard,10,0.682038138215707
DNase,Isomap,Normal,2.0,jaccard,2,0.5217619300937668
DNase,Isomap,Normal,2.0,jaccard,5,0.5932390778808903
DNase,Isomap,Normal,2.0,jaccard,10,0.5957432984815262
DNase,Isomap,Normal,3.0,jaccard,2,0.4802532221258763
DNase,Isomap,Normal,3.0,jaccard,5,0.5361596425695347
DNase,Isomap,Normal,3.0,jaccard,10,0.5355848113937379
DNase,Isomap,Normal,4.0,jaccard,2,0.4448530748028119
DNase,Isomap,Normal,4.0,jaccard,5,0.47132496952698355
DNase,Isomap,Normal,4.0,jaccard,10,0.4767410035840506
DNase,Isomap,Normal,5.0,jaccard,2,0.41706590413447475
DNase,Isomap,Normal,5.0,jaccard,5,0.4290415277768252
DNase,Isomap,Normal,5.0,jaccard,10,0.4363008042284994
DNase,Isomap,Normal,6.0,jaccard,2,0.39638398066240804
DNase,Isomap,Normal,6.0,jaccard,5,0.40442531391068426
DNase,Isomap,Normal,6.0,jaccard,10,0.4057492081559242
DNase,Isomap,Normal,7.0,jaccard,2,0.38767506462667783
DNase,Isomap,Normal,7.0,jaccard,5,0.39102177814450295
DNase,Isomap,Normal,7.0,jaccard,10,0.39423469350616264
DNase,Isomap,Normal,8.0,jaccard,2,0.38406565092267203
DNase,Isomap,Normal,8.0,jaccard,5,0.38655967887028364
DNase,Isomap,Normal,8.0,jaccard,10,0.3883539134182323
DNase,Isomap,Normal,9.0,jaccard,2,0.3823907979389047
DNase,Isomap,Normal,9.0,jaccard,5,0.3848445806821754
DNase,Isomap,Normal,9.0,jaccard,10,0.3861003824308266
DNase,Isomap,Normal,10.0,jaccard,2,0.38180918645598483
DNase,Isomap,Normal,10.0,jaccard,5,0.3827025054263742
DNase,Isomap,Normal,10.0,jaccard,10,0.38351130139459755
DNase,MDS,Laplace,0.0,Kendall,10,0.5330847783635921
DNase,MDS,Laplace,0.0,RBO,10,0.8812197725220512
DNase,MDS,Laplace,0.0,jaccard,2,0.9321355369966315
DNase,MDS,Laplace,0.0,jaccard,5,0.9028244508353388
DNase,MDS,Laplace,0.0,jaccard,10,0.8765264092182473
DNase,MDS,Laplace,0.5,Kendall,10,0.49864117648440653
DNase,MDS,Laplace,0.5,RBO,10,0.7241613739652661
DNase,MDS,Laplace,0.5,jaccard,2,0.7063202291670335
DNase,MDS,Laplace,0.5,jaccard,5,0.7302656579845656
DNase,MDS,Laplace,0.5,jaccard,10,0.7292111423263774
DNase,MDS,Laplace,1.0,jaccard,2,0.5846079693079641
DNase,MDS,Laplace,1.0,jaccard,5,0.5854728534647334
DNase,MDS,Laplace,1.0,jaccard,10,0.5843247575308045
DNase,MDS,Laplace,2.0,jaccard,2,0.4731465007868359
DNase,MDS,Laplace,2.0,jaccard,5,0.43323440097344623
DNase,MDS,Laplace,2.0,jaccard,10,0.44566598415086495
DNase,MDS,Laplace,3.0,jaccard,2,0.4045795709870695
DNase,MDS,Laplace,3.0,jaccard,5,0.3956579874133186
DNase,MDS,Laplace,3.0,jaccard,10,0.4022922342576635
DNase,MDS,Laplace,4.0,jaccard,2,0.3950356560947527
DNase,MDS,Laplace,4.0,jaccard,5,0.38727532579812496
DNase,MDS,Laplace,4.0,jaccard,10,0.39766487090650765
DNase,MDS,Laplace,5.0,jaccard,2,0.39016411223963776
DNase,MDS,Laplace,5.0,jaccard,5,0.3848642623192373
DNase,MDS,Laplace,5.0,jaccard,10,0.3865005401817125
DNase,MDS,Laplace,6.0,jaccard,2,0.38684552431303026
DNase,MDS,Laplace,6.0,jaccard,5,0.3834008363330904
DNase,MDS,Laplace,6.0,jaccard,10,0.3845193148345717
DNase,MDS,Laplace,7.0,jaccard,2,0.38537966590776646
DNase,MDS,Laplace,7.0,jaccard,5,0.3827575584004343
DNase,MDS,Laplace,7.0,jaccard,10,0.3833276673627708
DNase,MDS,Laplace,8.0,jaccard,2,0.38483914534780084
DNase,MDS,Laplace,8.0,jaccard,5,0.38211085220157553
DNase,MDS,Laplace,8.0,jaccard,10,0.38270881090170805
DNase,MDS,Laplace,9.0,jaccard,2,0.3834136405913481
DNase,MDS,Laplace,9.0,jaccard,5,0.38198861073939305
DNase,MDS,Laplace,9.0,jaccard,10,0.3824338183916226
DNase,MDS,Laplace,10.0,jaccard,2,0.38308862346209255
DNase,MDS,Laplace,10.0,jaccard,5,0.3817429805832308
DNase,MDS,Laplace,10.0,jaccard,10,0.382114607564084
DNase,MDS,Normal,0.0,Kendall,10,0.5295078875551106
DNase,MDS,Normal,0.0,RBO,10,0.8760959762151256
DNase,MDS,Normal,0.0,jaccard,2,0.9171307005915795
DNase,MDS,Normal,0.0,jaccard,5,0.8921011201458436
DNase,MDS,Normal,0.0,jaccard,10,0.9336919342138476
DNase,MDS,Normal,0.5,Kendall,10,0.5028859784718391
DNase,MDS,Normal,0.5,RBO,10,0.7800732692372518
DNase,MDS,Normal,0.5,jaccard,2,0.6630107366656952
DNase,MDS,Normal,0.5,jaccard,5,0.8007172087441112
DNase,MDS,Normal,0.5,jaccard,10,0.7844560712769494
DNase,MDS,Normal,1.0,jaccard,2,0.6556173439228604
DNase,MDS,Normal,1.0,jaccard,5,0.704804491528073
DNase,MDS,Normal,1.0,jaccard,10,0.6601778413740864
DNase,MDS,Normal,2.0,jaccard,2,0.4886263430652932
DNase,MDS,Normal,2.0,jaccard,5,0.5009746500215067
DNase,MDS,Normal,2.0,jaccard,10,0.5081270077439187
DNase,MDS,Normal,3.0,jaccard,2,0.42860140453952983
DNase,MDS,Normal,3.0,jaccard,5,0.4634409894461084
DNase,MDS,Normal,3.0,jaccard,10,0.4379657966087125
DNase,MDS,Normal,4.0,jaccard,2,0.41306830704272346
DNase,MDS,Normal,4.0,jaccard,5,0.3985610387304149
DNase,MDS,Normal,4.0,jaccard,10,0.4066177360376409
DNase,MDS,Normal,5.0,jaccard,2,0.40438357758204974
DNase,MDS,Normal,5.0,jaccard,5,0.3899805889027078
DNase,MDS,Normal,5.0,jaccard,10,0.3946366737695614
DNase,MDS,Normal,6.0,jaccard,2,0.3978095507256244
DNase,MDS,Normal,6.0,jaccard,5,0.3863952026541066
DNase,MDS,Normal,6.0,jaccard,10,0.3892902136847
DNase,MDS,Normal,7.0,jaccard,2,0.39370691261901786
DNase,MDS,Normal,7.0,jaccard,5,0.38473260583621277
DNase,MDS,Normal,7.0,jaccard,10,0.38625450483081336
DNase,MDS,Normal,8.0,jaccard,2,0.39133060681251414
DNase,MDS,Normal,8.0,jaccard,5,0.3838612721484849
DNase,MDS,Normal,8.0,jaccard,10,0.38498806676060704
DNase,MDS,Normal,9.0,jaccard,2,0.38909697800563614
DNase,MDS,Normal,9.0,jaccard,5,0.38309982465052894
DNase,MDS,Normal,9.0,jaccard,10,0.3839968570072037
DNase,MDS,Normal,10.0,jaccard,2,0.38738715465654056
DNase,MDS,Normal,10.0,jaccard,5,0.3825414503203554
DNase,MDS,Normal,10.0,jaccard,10,0.38336331647110566
DNase,NMDS,Laplace,0.0,jaccard,2,0.38653934665832435
DNase,NMDS,Laplace,0.0,jaccard,10,0.3838560032217173
DNase,NMDS,Laplace,0.5,jaccard,2,0.3872029951071922
DNase,NMDS,Laplace,0.5,jaccard,5,0.3853918865183993
DNase,NMDS,Laplace,0.5,jaccard,10,0.3842963636602047
DNase,NMDS,Laplace,1.0,jaccard,2,0.38643223733604726
DNase,NMDS,Laplace,1.0,jaccard,5,0.3853195421953262
DNase,NMDS,Laplace,1.0,jaccard,10,0.3839271707360138
DNase,NMDS,Laplace,2.0,jaccard,2,0.3863398340040824
DNase,NMDS,Laplace,2.0,jaccard,5,0.38580371648953626
DNase,NMDS,Laplace,2.0,jaccard,10,0.38412515148699306
DNase,NMDS,Laplace,3.0,jaccard,2,0.38621855832137436
DNase,NMDS,Laplace,3.0,jaccard,5,0.3852313397401049
DNase,NMDS,Laplace,3.0,jaccard,10,0.3837180309746301
DNase,NMDS,Laplace,4.0,jaccard,2,0.3862295538965436
DNase,NMDS,Laplace,4.0,jaccard,5,0.38532324811471586
DNase,NMDS,Laplace,4.0,jaccard,10,0.38407005211146616
DNase,NMDS,Laplace,5.0,jaccard,2,0.38618014240394505
DNase,NMDS,Laplace,5.0,jaccard,5,0.3856384277099973
DNase,NMDS,Laplace,5.0,jaccard,10,0.3841664286084923
DNase,NMDS,Laplace,6.0,jaccard,2,0.3859915364526591
DNase,NMDS,Laplace,6.0,jaccard,5,0.3855131414472784
DNase,NMDS,Laplace,6.0,jaccard,10,0.38396975792157345
DNase,NMDS,Laplace,7.0,jaccard,2,0.3862712231715951
DNase,NMDS,Laplace,7.0,jaccard,5,0.3854650713694973
DNase,NMDS,Laplace,7.0,jaccard,10,0.3837396430978439
DNase,NMDS,Laplace,8.0,jaccard,2,0.3863027202414259
DNase,NMDS,Laplace,8.0,jaccard,5,0.3856166183180468
DNase,NMDS,Laplace,8.0,jaccard,10,0.3838698983227383
DNase,NMDS,Laplace,9.0,jaccard,2,0.38684813171751326
DNase,NMDS,Laplace,9.0,jaccard,5,0.38599554710252937
DNase,NMDS,Laplace,9.0,jaccard,10,0.3838661961597765
DNase,NMDS,Laplace,10.0,jaccard,2,0.3863290844397888
DNase,NMDS,Laplace,10.0,jaccard,5,0.38542612361764306
DNase,NMDS,Laplace,10.0,jaccard,10,0.3837653110086323
DNase,NMDS,Normal,0.0,jaccard,2,0.3860246529586066
DNase,NMDS,Normal,0.0,jaccard,5,0.3855301647317952
DNase,NMDS,Normal,0.0,jaccard,10,0.3841262771810757
DNase,NMDS,Normal,0.5,jaccard,2,0.38620518411395144
DNase,NMDS,Normal,0.5,jaccard,5,0.38504656748313915
DNase,NMDS,Normal,0.5,jaccard,10,0.38434943263419963
DNase,NMDS,Normal,1.0,jaccard,2,0.3861764027433321
DNase,NMDS,Normal,1.0,jaccard,5,0.38545138500621745
DNase,NMDS,Normal,1.0,jaccard,10,0.38363333769769975
DNase,NMDS,Normal,2.0,jaccard,2,0.3861545976518882
DNase,NMDS,Normal,2.0,jaccard,5,0.3856445140930623
DNase,NMDS,Normal,2.0,jaccard,10,0.3840565114260018
DNase,NMDS,Normal,3.0,jaccard,2,0.38633370021851865
DNase,NMDS,Normal,3.0,jaccard,5,0.3855644476223441
DNase,NMDS,Normal,3.0,jaccard,10,0.3839108672441389
DNase,NMDS,Normal,4.0,jaccard,2,0.386346174659167
DNase,NMDS,Normal,4.0,jaccard,5,0.38490383080433976
DNase,NMDS,Normal,4.0,jaccard,10,0.3839512232484404
DNase,NMDS,Normal,5.0,jaccard,2,0.3862929935797813
DNase,NMDS,Normal,5.0,jaccard,5,0.3853827695240059
DNase,NMDS,Normal,5.0,jaccard,10,0.3840012073468201
DNase,NMDS,Normal,6.0,jaccard,2,0.3859172130405674
DNase,NMDS,Normal,6.0,jaccard,5,0.3857013903438778
DNase,NMDS,Normal,6.0,jaccard,10,0.38377394553904814
DNase,NMDS,Normal,7.0,jaccard,2,0.3865063575962389
DNase,NMDS,Normal,7.0,jaccard,5,0.38549933146654386
DNase,NMDS,Normal,7.0,jaccard,10,0.3840053837330848
DNase,NMDS,Normal,8.0,jaccard,2,0.38678287403650785
DNase,NMDS,Normal,8.0,jaccard,5,0.38500149254635246
DNase,NMDS,Normal,8.0,jaccard,10,0.3839478236904148
DNase,NMDS,Normal,9.0,jaccard,2,0.3863289374479951
DNase,NMDS,Normal,9.0,jaccard,5,0.3852814512102094
DNase,NMDS,Normal,9.0,jaccard,10,0.38404126118393833
DNase,NMDS,Normal,10.0,jaccard,2,0.38636350581103107
DNase,NMDS,Normal,10.0,jaccard,5,0.3852090927758013
DNase,NMDS,Normal,10.0,jaccard,10,0.38376509824309907
DNase,PCA,Laplace,0.0,jaccard,2,0.9800000000000001
DNase,PCA,Laplace,0.0,jaccard,10,0.9800000000000001
DNase,PCA,Laplace,0.5,jaccard,2,0.9088961632478251
DNase,PCA,Laplace,0.5,jaccard,5,0.9310149823471999
DNase,PCA,Laplace,0.5,jaccard,10,0.9288668345674865
DNase,PCA,Laplace,1.0,jaccard,2,0.8534985148404992
DNase,PCA,Laplace,1.0,jaccard,5,0.8878845217298256
DNase,PCA,Laplace,1.0,jaccard,10,0.8814257562624528
DNase,PCA,Laplace,2.0,jaccard,2,0.7647553265690574
DNase,PCA,Laplace,2.0,jaccard,5,0.8045677234443614
DNase,PCA,Laplace,2.0,jaccard,10,0.7809858520861991
DNase,PCA,Laplace,3.0,jaccard,2,0.6927037612464975
DNase,PCA,Laplace,3.0,jaccard,5,0.7166536960198936
DNase,PCA,Laplace,3.0,jaccard,10,0.6670842353594629
DNase,PCA,Laplace,4.0,jaccard,2,0.6240726802088111
DNase,PCA,Laplace,4.0,jaccard,5,0.6249903664525206
DNase,PCA,Laplace,4.0,jaccard,10,0.5584606962507469
DNase,PCA,Laplace,5.0,jaccard,2,0.5635718226524966
DNase,PCA,Laplace,5.0,jaccard,5,0.5333897476639992
DNase,PCA,Laplace,5.0,jaccard,10,0.4930354621011684
DNase,PCA,Laplace,6.0,jaccard,2,0.5040301281267698
DNase,PCA,Laplace,6.0,jaccard,5,0.47306598001073363
DNase,PCA,Laplace,6.0,jaccard,10,0.45212699389131183
DNase,PCA,Laplace,7.0,jaccard,2,0.45500896983511596
DNase,PCA,Laplace,7.0,jaccard,5,0.43626472245645864
DNase,PCA,Laplace,7.0,jaccard,10,0.42545662635323295
DNase,PCA,Laplace,8.0,jaccard,2,0.4200276629330939
DNase,PCA,Laplace,8.0,jaccard,5,0.413339534089512
DNase,PCA,Laplace,8.0,jaccard,10,0.4092935504615759
DNase,PCA,Laplace,9.0,jaccard,2,0.39852378195591054
DNase,PCA,Laplace,9.0,jaccard,5,0.3990953902869705
DNase,PCA,Laplace,9.0,jaccard,10,0.3984390731704581
DNase,PCA,Laplace,10.0,jaccard,2,0.3910669077512863
DNase,PCA,Laplace,10.0,jaccard,5,0.39248289082616594
DNase,PCA,Laplace,10.0,jaccard,10,0.39335387510387976
DNase,PCA,Normal,0.0,jaccard,2,0.9800000000000001
DNase,PCA,Normal,0.0,jaccard,5,0.9800000000000001
DNase,PCA,Normal,0.0,jaccard,10,0.9800000000000001
DNase,PCA,Normal,0.5,jaccard,2,0.9267335885972413
DNase,PCA,Normal,0.5,jaccard,5,0.9443726169537932
DNase,PCA,Normal,0.5,jaccard,10,0.9431925227550217
DNase,PCA,Normal,1.0,jaccard,2,0.8849528571209844
DNase,PCA,Normal,1.0,jaccard,5,0.9130673057446111
DNase,PCA,Normal,1.0,jaccard,10,0.908962770271712
DNase,PCA,Normal,2.0,jaccard,2,0.8131261233310436
DNase,PCA,Normal,2.0,jaccard,5,0.8535724686177103
DNase,PCA,Normal,2.0,jaccard,10,0.84123872090613
DNase,PCA,Normal,3.0,jaccard,2,0.7558836317357561
DNase,PCA,Normal,3.0,jaccard,5,0.793779275528121
DNase,PCA,Normal,3.0,jaccard,10,0.7687844678553258
DNase,PCA,Normal,4.0,jaccard,2,0.7036744460124332
DNase,PCA,Normal,4.0,jaccard,5,0.7330663032011568
DNase,PCA,Normal,4.0,jaccard,10,0.6888558070461667
DNase,PCA,Normal,5.0,jaccard,2,0.6540808208979395
DNase,PCA,Normal,5.0,jaccard,5,0.6693990377189927
DNase,PCA,Normal,5.0,jaccard,10,0.6038140718980936
DNase,PCA,Normal,6.0,jaccard,2,0.6113717930436217
DNase,PCA,Normal,6.0,jaccard,5,0.6027504277057911
DNase,PCA,Normal,6.0,jaccard,10,0.5413473701365493
DNase,PCA,Normal,7.0,jaccard,2,0.5681570257177639
DNase,PCA,Normal,7.0,jaccard,5,0.5393937991866109
DNase,PCA,Normal,7.0,jaccard,10,0.4974994631652163
DNase,PCA,Normal,8.0,jaccard,2,0.5226508987343004
DNase,PCA,Normal,8.0,jaccard,5,0.4924949231412861
DNase,PCA,Normal,8.0,jaccard,10,0.46444547871083286
DNase,PCA,Normal,9.0,jaccard,2,0.48462006982559985
DNase,PCA,Normal,9.0,jaccard,5,0.45854279699211814
DNase,PCA,Normal,9.0,jaccard,10,0.4417437147407306
DNase,PCA,Normal,10.0,jaccard,2,0.45311045147261053
DNase,PCA,Normal,10.0,jaccard,5,0.4356680143679036
DNase,PCA,Normal,10.0,jaccard,10,0.4252521410776646
DNase,Random Projection,Laplace,0.0,jaccard,2,0.4368394708192381
DNase,Random Projection,Laplace,0.0,jaccard,10,0.5870355292917525
DNase,Random Projection,Laplace,0.5,jaccard,2,0.4030999899443899
DNase,Random Projection,Laplace,0.5,jaccard,5,0.4440390651310666
DNase,Random Projection,Laplace,0.5,jaccard,10,0.4875532340116559
DNase,Random Projection,Laplace,1.0,jaccard,2,0.3961556371148454
DNase,Random Projection,Laplace,1.0,jaccard,5,0.41710834718625867
DNase,Random Projection,Laplace,1.0,jaccard,10,0.43740846613870704
DNase,Random Projection,Laplace,2.0,jaccard,2,0.38440455436202153
DNase,Random Projection,Laplace,2.0,jaccard,5,0.3922373977877156
DNase,Random Projection,Laplace,2.0,jaccard,10,0.3990598141823055
DNase,Random Projection,Laplace,3.0,jaccard,2,0.38286668781845856
DNase,Random Projection,Laplace,3.0,jaccard,5,0.38596450498581786
DNase,Random Projection,Laplace,3.0,jaccard,10,0.38973114318511404
DNase,Random Projection,Laplace,4.0,jaccard,2,0.3825136417042676
DNase,Random Projection,Laplace,4.0,jaccard,5,0.3840423042211181
DNase,Random Projection,Laplace,4.0,jaccard,10,0.3853363256423555
DNase,Random Projection,Laplace,5.0,jaccard,2,0.3814336359728499
DNase,Random Projection,Laplace,5.0,jaccard,5,0.38287529877155396
DNase,Random Projection,Laplace,5.0,jaccard,10,0.3840765453612839
