data,model,iter,test_acc
DNase,LogisticRidge,41,0.8448275862068966
DNase,LogisticLASSO,54,0.7758620689655172
DNase,LogisticRidge,55,0.8189655172413793
DNase,LogisticLASSO,40,0.8706896551724138
DNase,LogisticLASSO,68,0.8189655172413793
DNase,LogisticRidge,69,0.8017241379310345
DNase,LogisticLASSO,44,0.8275862068965517
DNase,LogisticRidge,51,0.8017241379310345
DNase,LogisticLASSO,50,0.8620689655172413
DNase,LogisticRidge,45,0.8965517241379308
DNase,LogisticLASSO,78,0.8879310344827587
DNase,LogisticRidge,79,0.8534482758620692
DNase,LogisticLASSO,87,0.913793103448276
DNase,LogisticRidge,92,0.8448275862068966
DNase,LogisticLASSO,93,0.8534482758620692
DNase,LogisticRidge,86,0.8362068965517241
DNase,Tree,17,0.7672413793103449
DNase,SVM,12,0.8793103448275862
DNase,SVM,0,0.8706896551724138
DNase,MLP,11,0.8448275923728943
DNase,XGB,74,0.8362068965517241
DNase,MLP,49,0.7068965435028076
DNase,MLP,1,0.8965517282485962
DNase,XGB,60,0.8793103448275862
DNase,XGB,48,0.8362068965517241
DNase,MLP,61,0.75
DNase,XGB,0,0.8706896551724138
DNase,MLP,75,0.7844827771186829
DNase,XGB,16,0.8706896551724138
DNase,RF,49,1.0
DNase,XGB,4,0.8706896551724138
DNase,XGB,53,0.7758620689655172
DNase,XGB,47,0.8793103448275862
DNase,XGB,90,0.8879310344827587
DNase,XGB,84,0.8620689655172413
DNase,XGB,85,0.8103448275862069
DNase,XGB,91,0.8362068965517241
DNase,XGB,46,0.8103448275862069
DNase,XGB,52,0.8879310344827587
DNase,XGB,5,0.8534482758620692
DNase,RF,48,1.0
DNase,XGB,17,0.8017241379310345
DNase,RF,60,1.0
DNase,MLP,74,0.5258620977401733
DNase,XGB,49,0.8275862068965517
DNase,XGB,1,0.8965517241379308
DNase,MLP,60,0.5603448152542114
DNase,MLP,48,0.6034482717514038
DNase,XGB,61,0.7931034482758621
DNase,MLP,0,0.7844827771186829
DNase,XGB,75,0.8706896551724138
DNase,MLP,10,0.8448275923728943
DNase,SVM,1,0.8620689655172413
DNase,Tree,16,0.7327586206896551
DNase,SVM,13,0.7844827586206896
DNase,LogisticRidge,87,0.913793103448276
DNase,LogisticLASSO,92,0.8620689655172413
DNase,LogisticRidge,93,0.8448275862068966
DNase,LogisticLASSO,86,0.8362068965517241
DNase,LogisticRidge,78,0.8793103448275862
DNase,LogisticLASSO,79,0.8448275862068966
DNase,LogisticLASSO,51,0.7758620689655172
DNase,LogisticLASSO,45,0.8793103448275862
DNase,LogisticRidge,46,0.7931034482758621
DNase,LogisticLASSO,53,0.7327586206896551
DNase,LogisticRidge,52,0.8879310344827587
DNase,LogisticLASSO,47,0.913793103448276
DNase,LogisticRidge,85,0.8362068965517241
DNase,LogisticLASSO,90,0.8879310344827587
DNase,SVM,39,0.8879310344827587
DNase,LogisticRidge,91,0.8362068965517241
DNase,LogisticLASSO,84,0.8706896551724138
DNase,Tree,28,0.7758620689655172
DNase,SVM,3,0.8189655172413793
DNase,SVM,11,0.7586206896551724
DNase,Tree,14,0.7413793103448276
DNase,MLP,89,0.6293103694915771
DNase,XGB,88,0.8879310344827587
DNase,MLP,2,0.8534482717514038
DNase,XGB,63,0.8362068965517241
DNase,XGB,77,0.8534482758620692
DNase,MLP,76,0.6034482717514038
DNase,MLP,62,0.5603448152542114
DNase,XGB,3,0.8189655172413793
DNase,XGB,15,0.8534482758620692
DNase,XGB,29,0.8793103448275862
DNase,XGB,7,0.8103448275862069
DNase,RF,89,1.0
DNase,XGB,78,0.8534482758620692
DNase,XGB,44,0.8448275862068966
DNase,RF,33,0.8448275862068966
DNase,XGB,50,0.8534482758620692
DNase,XGB,87,0.8620689655172413
DNase,XGB,93,0.8534482758620692
DNase,XGB,92,0.8103448275862069
DNase,XGB,86,0.8448275862068966
DNase,XGB,51,0.8362068965517241
DNase,XGB,45,0.8879310344827587
DNase,XGB,79,0.8275862068965517
DNase,RF,78,1.0
DNase,RF,79,1.0
DNase,RF,80,1.0
DNase,RF,81,1.0
DNase,RF,82,1.0
DNase,RF,83,1.0
DNase,RF,84,1.0
DNase,RF,85,1.0
DNase,RF,86,1.0
DNase,RF,87,1.0
DNase,RF,88,1.0
DNase,XGB,6,0.8793103448275862
DNase,LogisticRidge,44,0.937037037037037
DNase,LogisticRidge,50,0.9148148148148147
DNase,XGB,28,0.8189655172413793
DNase,RF,0,1.0
DNase,RF,1,1.0
DNase,RF,2,1.0
DNase,RF,3,1.0
DNase,RF,4,1.0
DNase,RF,5,1.0
DNase,RF,6,1.0
DNase,RF,7,1.0
DNase,RF,8,1.0
DNase,RF,9,1.0
DNase,RF,10,1.0
DNase,RF,11,1.0
DNase,RF,12,1.0
DNase,RF,13,1.0
DNase,RF,14,1.0
DNase,RF,15,1.0
DNase,RF,17,1.0
DNase,RF,18,1.0
DNase,RF,19,1.0
DNase,RF,20,1.0
DNase,RF,21,1.0
DNase,RF,22,1.0
DNase,RF,23,1.0
DNase,RF,24,1.0
DNase,RF,25,1.0
DNase,RF,26,1.0
DNase,RF,27,1.0
DNase,RF,28,1.0
DNase,RF,29,1.0
DNase,RF,30,1.0
DNase,RF,31,1.0
DNase,RF,32,1.0
DNase,RF,61,1.0
DNase,RF,62,1.0
DNase,RF,63,1.0
DNase,RF,64,1.0
DNase,RF,65,1.0
DNase,RF,66,1.0
DNase,RF,67,1.0
DNase,RF,68,1.0
DNase,RF,69,1.0
DNase,RF,70,1.0
DNase,RF,71,1.0
DNase,RF,72,1.0
DNase,RF,73,1.0
DNase,RF,74,1.0
DNase,RF,75,1.0
DNase,RF,76,1.0
DNase,RF,77,1.0
DNase,XGB,14,0.8448275862068966
DNase,XGB,2,0.8879310344827587
DNase,MLP,63,0.732758641242981
DNase,RF,16,0.7844827586206896
DNase,MLP,77,0.7413793206214905
DNase,XGB,76,0.8103448275862069
DNase,XGB,62,0.8103448275862069
DNase,MLP,3,0.8017241358757019
DNase,XGB,89,0.8793103448275862
DNase,MLP,88,0.8448275923728943
DNase,SVM,10,0.8189655172413793
DNase,Tree,15,0.8017241379310345
DNase,SVM,2,0.8879310344827587
DNase,Tree,29,0.8275862068965517
DNase,LogisticLASSO,85,0.8275862068965517
DNase,LogisticRidge,90,0.8706896551724138
DNase,LogisticLASSO,91,0.8448275862068966
DNase,LogisticRidge,84,0.8793103448275862
DNase,SVM,38,0.8362068965517241
DNase,LogisticLASSO,46,0.8103448275862069
DNase,LogisticRidge,53,0.7672413793103449
DNase,LogisticLASSO,52,0.8965517241379308
DNase,LogisticRidge,47,0.913793103448276
Madelon,SVM,5,0.51
Madelon,MLP,35,0.5450000166893005
Madelon,SVM,91,0.5266666666666666
Madelon,SVM,85,0.5666666666666667
Madelon,Tree,67,0.735
Madelon,Tree,22,0.785
Madelon,SVM,52,0.525
Madelon,SVM,46,0.5583333333333333
Madelon,SVM,47,0.5416666666666666
Madelon,SVM,53,0.5383333333333333
Madelon,SVM,84,0.53
Madelon,SVM,90,0.5366666666666666
Madelon,MLP,34,0.5316666960716248
Madelon,Tree,43,0.74
Madelon,SVM,4,0.535
Madelon,Tree,83,0.75
Madelon,Tree,99,0.7416666666666667
Madelon,Tree,72,0.69
Madelon,Tree,66,0.77
Madelon,Tree,58,0.7316666666666667
Madelon,Tree,64,0.7516666666666667
Madelon,Tree,81,0.6816666666666666
Madelon,SVM,6,0.5283333333333333
Madelon,MLP,36,0.5383333563804626
Madelon,SVM,86,0.5233333333333333
Madelon,SVM,92,0.51
Madelon,SVM,79,0.5516666666666666
Madelon,Tree,41,0.7166666666666667
Madelon,SVM,45,0.56
Madelon,SVM,51,0.5216666666666666
Madelon,SVM,50,0.545
Madelon,SVM,44,0.525
Madelon,SVM,78,0.5383333333333333
Madelon,SVM,93,0.5483333333333333
Madelon,SVM,87,0.5283333333333333
Madelon,MLP,37,0.550000011920929
Madelon,Tree,65,0.7033333333333334
Madelon,Tree,20,0.7566666666666667
Madelon,Tree,98,0.74
Madelon,SVM,7,0.53
Madelon,Tree,61,0.7166666666666667
Madelon,Tree,24,0.7266666666666667
Madelon,SVM,3,0.5083333333333333
Madelon,MLP,33,0.550000011920929
Madelon,SVM,83,0.52
Madelon,SVM,97,0.5383333333333333
Madelon,Tree,19,0.7633333333333333
Madelon,SVM,40,0.5516666666666666
Madelon,SVM,54,0.5083333333333333
Madelon,SVM,68,0.5383333333333333
Madelon,SVM,69,0.555
Madelon,SVM,55,0.4983333333333334
Madelon,SVM,41,0.54
Madelon,SVM,96,0.5316666666666666
Madelon,SVM,82,0.5433333333333333
Madelon,Tree,85,0.7233333333333334
Madelon,Tree,78,0.75
Madelon,Tree,45,0.7083333333333334
Madelon,SVM,2,0.5333333333333333
Madelon,Tree,47,0.7266666666666667
Madelon,SVM,0,0.5633333333333334
Madelon,SVM,94,0.52
Madelon,SVM,80,0.5383333333333333
Madelon,SVM,57,0.5433333333333333
Madelon,Tree,87,0.7183333333333334
Madelon,SVM,43,0.5283333333333333
Madelon,SVM,42,0.5116666666666667
Madelon,SVM,56,0.49
Madelon,SVM,81,0.5283333333333333
Madelon,SVM,95,0.5516666666666666
Madelon,Tree,63,0.7516666666666667
Madelon,Tree,26,0.7316666666666667
Madelon,SVM,1,0.56
Madelon,Tree,88,0.7516666666666667
Madelon,MLP,18,0.5583333373069763
Madelon,MLP,19,0.4950000047683716
Madelon,MLP,20,0.5350000262260437
Madelon,MLP,21,0.4733333289623261
Madelon,MLP,22,0.5699999928474426
Madelon,MLP,23,0.550000011920929
Madelon,MLP,24,0.5766666531562805
Madelon,MLP,25,0.4749999940395355
Madelon,MLP,26,0.5683333277702332
Madelon,MLP,27,0.4900000095367432
Madelon,MLP,30,0.5683333277702332
Madelon,MLP,31,0.5816666483879089
Madelon,MLP,32,0.5649999976158142
Madelon,Tree,77,0.6566666666666666
Madelon,RF,99,0.635
Madelon,Tree,38,0.7683333333333333
Madelon,Tree,40,0.7083333333333334
Madelon,LogisticLASSO,18,0.5466666666666666
Madelon,LogisticLASSO,19,0.55
Madelon,LogisticLASSO,20,0.545
Madelon,LogisticLASSO,21,0.5233333333333333
Madelon,LogisticLASSO,22,0.5083333333333333
Madelon,LogisticLASSO,23,0.5316666666666666
Madelon,LogisticLASSO,24,0.5133333333333333
Madelon,LogisticLASSO,25,0.5433333333333333
Madelon,LogisticLASSO,26,0.5316666666666666
Madelon,LogisticLASSO,27,0.5316666666666666
Madelon,LogisticLASSO,30,0.5616666666666666
Madelon,LogisticLASSO,31,0.5416666666666666
Madelon,LogisticLASSO,32,0.545
Madelon,LogisticLASSO,33,0.5016666666666667
Madelon,LogisticLASSO,34,0.5366666666666666
Madelon,LogisticLASSO,35,0.57
Madelon,LogisticLASSO,36,0.5233333333333333
Madelon,LogisticLASSO,37,0.5616666666666666
Madelon,LogisticLASSO,4,0.585
Madelon,MLP,81,0.5699999928474426
Madelon,MLP,95,0.5433333516120911
Madelon,MLP,42,0.5416666865348816
Madelon,MLP,56,0.5400000214576721
Madelon,LogisticLASSO,85,0.5866666666666667
Madelon,LogisticLASSO,91,0.56
Madelon,MLP,2,0.574999988079071
Madelon,LogisticLASSO,46,0.6033333333333334
Madelon,LogisticLASSO,52,0.565
Madelon,SVM,19,0.5383333333333333
Madelon,SVM,31,0.5583333333333333
Madelon,Tree,80,0.725
Madelon,SVM,25,0.5566666666666666
Madelon,SVM,24,0.5316666666666666
Madelon,SVM,30,0.5283333333333333
Madelon,LogisticLASSO,53,0.5483333333333333
Madelon,SVM,18,0.5166666666666667
Madelon,LogisticLASSO,47,0.5883333333333334
Madelon,MLP,3,0.5516666769981384
Madelon,LogisticLASSO,90,0.575
Madelon,LogisticLASSO,84,0.5766666666666667
Madelon,MLP,57,0.54666668176651
Madelon,MLP,43,0.5483333468437195
Madelon,MLP,94,0.5450000166893005
Madelon,MLP,80,0.550000011920929
Madelon,Tree,59,0.7266666666666667
Madelon,LogisticLASSO,5,0.5733333333333334
Madelon,Tree,21,0.725
Madelon,Tree,11,0.7816666666666666
Madelon,RF,98,0.6866666666666666
Madelon,Tree,39,0.7183333333333334
Madelon,Tree,13,0.7683333333333333
Madelon,Tree,23,0.7466666666666667
Madelon,LogisticLASSO,7,0.5766666666666667
Madelon,MLP,96,0.574999988079071
Madelon,MLP,82,0.5816666483879089
Madelon,MLP,69,0.5766666531562805
Madelon,MLP,55,0.5600000023841858
Madelon,MLP,41,0.5350000262260437
Madelon,LogisticLASSO,92,0.5766666666666667
Madelon,LogisticLASSO,86,0.5516666666666666
Madelon,MLP,1,0.5533333420753479
Madelon,LogisticLASSO,51,0.605
Madelon,LogisticLASSO,45,0.5883333333333334
Madelon,SVM,26,0.5633333333333334
Madelon,LogisticLASSO,79,0.5966666666666667
Madelon,SVM,32,0.52
Madelon,LogisticLASSO,78,0.57
Madelon,SVM,33,0.5316666666666666
Madelon,SVM,27,0.5183333333333333
Madelon,LogisticLASSO,44,0.54
Madelon,LogisticLASSO,50,0.575
Madelon,MLP,0,0.5566666722297668
Madelon,LogisticLASSO,87,0.5933333333333334
Madelon,LogisticLASSO,93,0.5666666666666667
Madelon,MLP,40,0.57833331823349
Madelon,Tree,82,0.7033333333333334
Madelon,MLP,54,0.5483333468437195
Madelon,MLP,68,0.5266666412353516
Madelon,MLP,83,0.5616666674613953
Madelon,MLP,97,0.5600000023841858
Madelon,LogisticLASSO,6,0.57
Madelon,Tree,42,0.7533333333333333
Madelon,Tree,12,0.7466666666666667
Madelon,Tree,16,0.74
Madelon,Tree,86,0.725
Madelon,LogisticLASSO,2,0.5783333333333334
Madelon,MLP,93,0.5350000262260437
Madelon,MLP,87,0.574999988079071
Madelon,MLP,50,0.5816666483879089
Madelon,MLP,44,0.5333333611488342
Madelon,MLP,78,0.5183333158493042
Madelon,MLP,4,0.54666668176651
Madelon,LogisticLASSO,97,0.6016666666666667
Madelon,LogisticLASSO,83,0.5916666666666667
Madelon,LogisticLASSO,68,0.6083333333333333
Madelon,SVM,23,0.5166666666666667
Madelon,SVM,37,0.4833333333333333
Madelon,LogisticLASSO,54,0.535
Madelon,LogisticLASSO,40,0.575
Madelon,Tree,46,0.6933333333333334
Madelon,LogisticLASSO,41,0.58
Madelon,LogisticLASSO,55,0.5766666666666667
Madelon,SVM,36,0.525
Madelon,LogisticLASSO,69,0.5716666666666667
Madelon,SVM,22,0.51
Madelon,LogisticLASSO,82,0.59
Madelon,LogisticLASSO,96,0.575
Madelon,MLP,5,0.5416666865348816
Madelon,MLP,79,0.5716666579246521
Madelon,Tree,27,0.7216666666666667
Madelon,Tree,62,0.7466666666666667
Madelon,MLP,45,0.5849999785423279
Madelon,MLP,51,0.5616666674613953
Madelon,MLP,86,0.5249999761581421
Madelon,MLP,92,0.5433333516120911
Madelon,LogisticLASSO,3,0.545
Madelon,Tree,18,0.7116666666666667
Madelon,LogisticLASSO,1,0.5833333333333334
Madelon,MLP,84,0.550000011920929
Madelon,MLP,90,0.5566666722297668
Madelon,MLP,47,0.54666668176651
Madelon,MLP,53,0.5366666913032532
Madelon,MLP,7,0.5416666865348816
Madelon,LogisticLASSO,80,0.565
Madelon,LogisticLASSO,94,0.58
Madelon,SVM,34,0.5283333333333333
Madelon,SVM,20,0.5316666666666666
Madelon,LogisticLASSO,43,0.56
Madelon,Tree,25,0.715
Madelon,Tree,7,0.725
Madelon,LogisticLASSO,57,0.5733333333333334
Madelon,Tree,60,0.7366666666666667
Madelon,LogisticLASSO,56,0.5566666666666666
Madelon,LogisticLASSO,42,0.5683333333333334
Madelon,SVM,21,0.545
Madelon,SVM,35,0.525
Madelon,LogisticLASSO,95,0.565
Madelon,LogisticLASSO,81,0.5716666666666667
Madelon,MLP,6,0.5350000262260437
Madelon,Tree,44,0.7366666666666667
Madelon,MLP,52,0.5199999809265137
Madelon,MLP,46,0.5616666674613953
Madelon,MLP,91,0.5583333373069763
Madelon,MLP,85,0.5983333587646484
Madelon,LogisticLASSO,0,0.6016666666666667
Madelon,Tree,84,0.725
Madelon,Tree,79,0.76
Madelon,LogisticRidge,68,0.605
Madelon,LogisticRidge,40,0.5683333333333334
Madelon,LogisticRidge,54,0.56
Madelon,Tree,75,0.7183333333333334
Madelon,LogisticRidge,83,0.5816666666666667
Madelon,Tree,30,0.7183333333333334
Madelon,LogisticRidge,97,0.5883333333333334
Madelon,MLP,88,0.5516666769981384
Madelon,XGB,30,0.7816666666666666
Madelon,XGB,24,0.7866666666666666
Madelon,MLP,63,0.5649999976158142
Madelon,XGB,18,0.78
Madelon,MLP,77,0.5516666769981384
Madelon,Tree,48,0.705
Madelon,LogisticLASSO,98,0.5833333333333334
Madelon,LogisticRidge,99,0.5066666666666667
Madelon,LogisticRidge,72,0.57
Madelon,LogisticLASSO,67,0.555
Madelon,LogisticRidge,66,0.5616666666666666
Madelon,LogisticLASSO,73,0.5633333333333334
Madelon,SVM,38,0.52
Madelon,SVM,10,0.5116666666666667
Madelon,LogisticRidge,6,0.5783333333333334
Madelon,LogisticRidge,7,0.5916666666666667
Madelon,SVM,11,0.4983333333333334
Madelon,LogisticLASSO,72,0.575
Madelon,LogisticRidge,67,0.5766666666666667
Madelon,SVM,39,0.515
Madelon,LogisticLASSO,66,0.5716666666666667
Madelon,LogisticRidge,73,0.575
Madelon,LogisticRidge,98,0.5566666666666666
Madelon,LogisticLASSO,99,0.575
Madelon,XGB,19,0.78
Madelon,MLP,76,0.57833331823349
Madelon,MLP,62,0.5733333230018616
Madelon,XGB,25,0.7916666666666666
Madelon,Tree,91,0.7
Madelon,XGB,31,0.7533333333333333
Madelon,Tree,29,0.725
Madelon,MLP,89,0.5049999952316284
Madelon,RF,0,0.6883333333333334
Madelon,RF,1,0.6466666666666666
Madelon,RF,2,0.6616666666666666
Madelon,RF,3,0.635
Madelon,RF,4,0.6633333333333333
Madelon,RF,5,0.6883333333333334
Madelon,RF,6,0.675
Madelon,RF,7,0.6383333333333333
Madelon,RF,10,0.6683333333333333
Madelon,RF,11,0.68
Madelon,RF,12,0.6766666666666666
Madelon,RF,13,0.6633333333333333
Madelon,RF,14,0.6716666666666666
Madelon,RF,15,0.6516666666666666
Madelon,RF,16,0.6816666666666666
Madelon,RF,17,0.6883333333333334
Madelon,RF,28,0.6283333333333333
Madelon,RF,29,0.6833333333333333
Madelon,RF,38,0.68
Madelon,RF,39,0.6616666666666666
Madelon,RF,48,0.665
Madelon,RF,49,0.63
Madelon,RF,58,0.6816666666666666
Madelon,RF,59,0.6583333333333333
Madelon,RF,60,0.6633333333333333
Madelon,RF,61,0.6733333333333333
Madelon,RF,62,0.6966666666666667
Madelon,RF,63,0.6733333333333333
Madelon,RF,64,0.6733333333333333
Madelon,RF,65,0.7
Madelon,RF,66,0.6583333333333333
Madelon,RF,67,0.675
Madelon,RF,70,0.655
Madelon,RF,71,0.6616666666666666
Madelon,RF,72,0.6633333333333333
Madelon,RF,73,0.6216666666666667
Madelon,RF,74,0.6366666666666667
Madelon,RF,75,0.6466666666666666
Madelon,RF,76,0.695
Madelon,RF,77,0.6566666666666666
Madelon,RF,88,0.6966666666666667
Madelon,RF,89,0.67
Madelon,Tree,51,0.7266666666666667
Madelon,Tree,14,0.715
Madelon,LogisticRidge,96,0.59
Madelon,LogisticRidge,82,0.5883333333333334
Madelon,LogisticRidge,55,0.5766666666666667
Madelon,LogisticRidge,41,0.5983333333333334
Madelon,LogisticRidge,69,0.5966666666666667
Madelon,LogisticRidge,57,0.56
Madelon,LogisticRidge,43,0.58
Madelon,Tree,53,0.725
Madelon,LogisticRidge,94,0.5383333333333333
Madelon,LogisticRidge,80,0.5816666666666667
Madelon,MLP,48,0.5933333039283752
Madelon,XGB,27,0.765
Madelon,XGB,61,0.765
Madelon,XGB,33,0.7816666666666666
Madelon,XGB,75,0.79
Madelon,MLP,74,0.5400000214576721
Madelon,LogisticRidge,8,0.56
Madelon,XGB,49,0.78
Madelon,MLP,60,0.5699999928474426
Madelon,XGB,89,0.78
Madelon,MLP,8,0.5649999976158142
Madelon,Tree,9,0.7183333333333334
Madelon,LogisticLASSO,70,0.5916666666666667
Madelon,LogisticRidge,65,0.5933333333333334
Madelon,Tree,93,0.7216666666666667
Madelon,LogisticLASSO,64,0.5866666666666667
Madelon,LogisticRidge,71,0.5516666666666666
Madelon,XGB,76,0.7533333333333333
Madelon,LogisticRidge,59,0.575
Madelon,XGB,62,0.7966666666666666
Madelon,LogisticLASSO,58,0.6033333333333334
Madelon,SVM,13,0.5283333333333333
Madelon,LogisticRidge,5,0.6016666666666667
Madelon,RF,9,0.6916666666666667
Madelon,LogisticLASSO,59,0.5783333333333334
Madelon,XGB,63,0.7933333333333333
Madelon,RF,8,0.6683333333333333
Madelon,SVM,12,0.55
Madelon,LogisticRidge,58,0.585
Madelon,XGB,77,0.7316666666666667
Madelon,LogisticRidge,70,0.535
Madelon,LogisticLASSO,65,0.59
Madelon,LogisticRidge,64,0.5516666666666666
Madelon,LogisticLASSO,71,0.5783333333333334
Madelon,MLP,9,0.5699999928474426
Madelon,XGB,88,0.7883333333333333
Madelon,XGB,48,0.7466666666666667
Madelon,LogisticRidge,9,0.595
Madelon,MLP,61,0.5550000071525574
Madelon,MLP,75,0.5533333420753479
Madelon,XGB,74,0.7533333333333333
Madelon,XGB,32,0.75
Madelon,MLP,49,0.5616666674613953
Madelon,XGB,60,0.7883333333333333
Madelon,XGB,26,0.8
Madelon,Tree,32,0.685
Madelon,LogisticRidge,81,0.5866666666666667
Madelon,LogisticRidge,95,0.5516666666666666
Madelon,LogisticRidge,42,0.58
Madelon,LogisticRidge,56,0.545
Madelon,LogisticRidge,52,0.5683333333333334
Madelon,LogisticRidge,46,0.5866666666666667
Madelon,LogisticRidge,91,0.5933333333333334
Madelon,LogisticRidge,85,0.585
Madelon,MLP,71,0.5666666626930237
Madelon,MLP,65,0.5699999928474426
Madelon,XGB,22,0.7583333333333333
Madelon,MLP,59,0.5699999928474426
Madelon,XGB,36,0.7366666666666667
Madelon,Tree,73,0.72
Madelon,LogisticLASSO,49,0.5766666666666667
Madelon,Tree,36,0.7716666666666666
Madelon,SVM,16,0.5633333333333334
Madelon,LogisticRidge,48,0.5816666666666667
Madelon,LogisticLASSO,75,0.5883333333333334
Madelon,LogisticRidge,60,0.5933333333333334
Madelon,LogisticLASSO,61,0.5883333333333334
Madelon,LogisticRidge,74,0.5866666666666667
Madelon,LogisticRidge,75,0.57
Madelon,LogisticLASSO,60,0.575
Madelon,LogisticRidge,61,0.5666666666666667
Madelon,LogisticLASSO,74,0.5583333333333333
Madelon,SVM,17,0.535
Madelon,LogisticRidge,49,0.585
Madelon,LogisticLASSO,48,0.6133333333333333
Madelon,MLP,58,0.5316666960716248
Madelon,XGB,37,0.75
Madelon,XGB,23,0.7816666666666666
Madelon,Tree,57,0.715
Madelon,MLP,64,0.5450000166893005
Madelon,MLP,70,0.5583333373069763
Madelon,Tree,97,0.6933333333333334
Madelon,LogisticRidge,84,0.5883333333333334
Madelon,LogisticRidge,90,0.585
Madelon,LogisticRidge,47,0.6083333333333333
Madelon,LogisticRidge,53,0.57
Madelon,LogisticRidge,45,0.5933333333333334
Madelon,Tree,68,0.7666666666666667
Madelon,LogisticRidge,51,0.6166666666666667
Madelon,LogisticRidge,79,0.6016666666666667
Madelon,LogisticRidge,86,0.5483333333333333
Madelon,LogisticRidge,92,0.5633333333333334
Madelon,Tree,95,0.7333333333333333
Madelon,LogisticLASSO,8,0.5883333333333334
Madelon,XGB,98,0.78
Madelon,MLP,99,0.5633333325386047
Madelon,MLP,66,0.5683333277702332
Madelon,MLP,72,0.5333333611488342
Madelon,XGB,73,0.8016666666666666
Madelon,XGB,35,0.7683333333333333
Madelon,XGB,67,0.7633333333333333
Madelon,XGB,21,0.7866666666666666
Madelon,LogisticRidge,88,0.5383333333333333
Madelon,LogisticLASSO,89,0.545
Madelon,XGB,64,0.78
Madelon,Tree,55,0.6983333333333334
Madelon,SVM,15,0.5033333333333333
Madelon,Tree,10,0.7133333333333334
Madelon,XGB,70,0.7733333333333333
Madelon,XGB,58,0.7733333333333333
Madelon,LogisticRidge,77,0.53
Madelon,LogisticLASSO,62,0.5933333333333334
Madelon,SVM,29,0.525
Madelon,LogisticRidge,63,0.5783333333333334
Madelon,LogisticLASSO,76,0.5916666666666667
Madelon,LogisticLASSO,77,0.5766666666666667
Madelon,LogisticRidge,62,0.5783333333333334
Madelon,LogisticLASSO,63,0.59
Madelon,LogisticRidge,76,0.535
Madelon,XGB,59,0.825
Madelon,SVM,28,0.5366666666666666
Madelon,XGB,71,0.8083333333333333
Madelon,XGB,65,0.7616666666666667
Madelon,SVM,14,0.5116666666666667
Madelon,LogisticLASSO,88,0.5983333333333334
Madelon,LogisticRidge,89,0.5316666666666666
Madelon,XGB,20,0.7633333333333333
Madelon,XGB,66,0.79
Madelon,XGB,34,0.7633333333333333
Madelon,XGB,72,0.7783333333333333
Madelon,MLP,73,0.5799999833106995
Madelon,Tree,71,0.73
Madelon,Tree,34,0.675
Madelon,MLP,67,0.5450000166893005
Madelon,MLP,98,0.5533333420753479
Madelon,XGB,99,0.7683333333333333
Madelon,LogisticLASSO,9,0.595
Madelon,LogisticRidge,93,0.5783333333333334
Madelon,LogisticRidge,87,0.6016666666666667
Madelon,LogisticRidge,78,0.5866666666666667
Madelon,LogisticRidge,50,0.5733333333333334
Madelon,LogisticRidge,44,0.5683333333333334
Madelon,RF,79,0.6983333333333334
Madelon,LogisticRidge,23,0.565
Madelon,Tree,8,0.7516666666666667
Madelon,RF,51,0.6983333333333334
Madelon,RF,45,0.6616666666666666
Madelon,LogisticRidge,37,0.5566666666666666
Madelon,RF,18,0.67
Madelon,Tree,92,0.7616666666666667
Madelon,RF,92,0.6766666666666666
Madelon,RF,24,0.6633333333333333
Madelon,RF,30,0.6633333333333333
Madelon,XGB,3,0.7416666666666667
Madelon,RF,86,0.6316666666666667
Madelon,XGB,90,0.7733333333333333
Madelon,XGB,84,0.7716666666666666
Madelon,XGB,53,0.7766666666666666
Madelon,MLP,28,0.5516666769981384
Madelon,XGB,47,0.7933333333333333
Madelon,MLP,14,0.5450000166893005
Madelon,SVM,98,0.5333333333333333
Madelon,LogisticRidge,11,0.585
Madelon,LogisticLASSO,10,0.5416666666666666
Madelon,Tree,17,0.6983333333333334
Madelon,LogisticLASSO,38,0.5933333333333334
Madelon,XGB,8,0.7816666666666666
Madelon,SVM,73,0.5416666666666666
Madelon,Tree,52,0.74
Madelon,SVM,67,0.535
Madelon,LogisticRidge,39,0.585
Madelon,SVM,66,0.53
Madelon,LogisticRidge,38,0.5833333333333334
Madelon,LogisticLASSO,39,0.57
Madelon,SVM,72,0.5433333333333333
Madelon,XGB,9,0.7833333333333333
Madelon,LogisticLASSO,11,0.575
Madelon,LogisticRidge,10,0.5516666666666666
Madelon,SVM,99,0.52
Madelon,MLP,15,0.5400000214576721
Madelon,Tree,33,0.665
Madelon,Tree,76,0.7033333333333334
Madelon,MLP,29,0.5833333134651184
Madelon,XGB,46,0.7383333333333333
Madelon,XGB,52,0.79
Madelon,Tree,6,0.7583333333333333
Madelon,XGB,85,0.795
Madelon,XGB,91,0.7833333333333333
Madelon,RF,31,0.6616666666666666
Madelon,RF,87,0.6583333333333333
Madelon,XGB,2,0.815
Madelon,RF,93,0.6333333333333333
Madelon,RF,25,0.66
Madelon,RF,19,0.675
Madelon,LogisticRidge,36,0.5316666666666666
Madelon,RF,44,0.6683333333333333
Madelon,RF,50,0.6683333333333333
Madelon,LogisticRidge,22,0.5833333333333334
Madelon,RF,78,0.6616666666666666
Madelon,RF,46,0.6283333333333333
Madelon,Tree,49,0.735
Madelon,LogisticRidge,34,0.585
Madelon,LogisticRidge,20,0.5933333333333334
