data,method,sigma,noise,criteria,Consistency,Accuracy
Religion,HC (average),1.0,normal,ARI,0.8981050852311808,0.20257192484296915
Religion,HC (average),1.0,normal,MI,0.8985537405657587,0.3500250452221521
Religion,HC (average),1.0,normal,fowlkes mallows,0.9975944695671173,0.4398295728055006
Religion,HC (average),1.0,normal,v_measure,0.8999197250351637,0.36874131829497486
Religion,HC (average),2.0,laplace,ARI,0.7813038447147769,0.019587467778362982
Religion,HC (average),2.0,laplace,MI,0.7821348522310646,0.031150104101423513
Religion,HC (average),2.0,laplace,fowlkes mallows,0.9948370312855953,0.19719043692634514
Religion,HC (average),2.0,laplace,v_measure,0.7850684291803063,0.05455901812105358
Religion,HC (average),2.0,normal,ARI,0.8594517678719538,0.06958138591636524
Religion,HC (average),2.0,normal,MI,0.860037936962889,0.1163632524709552
Religion,HC (average),2.0,normal,fowlkes mallows,0.9966819438394567,0.2566868502426176
Religion,HC (average),2.0,normal,v_measure,0.861922540746976,0.13846952343615807
Religion,HC (average),3.0,laplace,ARI,0.6984859359409777,0.0036248459339788667
Religion,HC (average),3.0,laplace,MI,0.6995086184466177,0.005540680240347318
Religion,HC (average),3.0,laplace,fowlkes mallows,0.9928818699274041,0.18040789323827358
Religion,HC (average),3.0,laplace,v_measure,0.7035547662558708,0.029409016771334718
Religion,HC (average),3.0,normal,ARI,0.7932332532392197,0.0148198093979387
Religion,HC (average),3.0,normal,MI,0.7940276619233448,0.023844169312992044
Religion,HC (average),3.0,normal,fowlkes mallows,0.9951186602100586,0.1920615154480946
Religion,HC (average),3.0,normal,v_measure,0.7968011009490654,0.04736533186873929
Religion,HC (average),4.0,laplace,ARI,0.5706817684663503,0.0009611339479127466
Religion,HC (average),4.0,laplace,MI,0.5718779029837875,0.002236354478439426
Religion,HC (average),4.0,laplace,fowlkes mallows,0.989864675055436,0.17856871416806794
Religion,HC (average),4.0,laplace,v_measure,0.5776426116951414,0.026198981978755902
Religion,HC (average),4.0,normal,ARI,0.7563169374966858,0.004955108014968044
Religion,HC (average),4.0,normal,MI,0.7572116594206162,0.007513779221529415
Religion,HC (average),4.0,normal,fowlkes mallows,0.9942471415361795,0.18216256758085783
Religion,HC (average),4.0,normal,v_measure,0.7604808297617959,0.03136533689443701
Religion,HC (average),5.0,laplace,ARI,0.3914674072240159,0.0012599841194464434
Religion,HC (average),5.0,laplace,MI,0.3926155233406832,0.0020881429883230227
Religion,HC (average),5.0,laplace,fowlkes mallows,0.9856337907078586,0.1794752065249949
Religion,HC (average),5.0,laplace,v_measure,0.4007940187001261,0.026090419439375463
Religion,HC (average),5.0,normal,ARI,0.7003852534156705,0.002648043870804519
Religion,HC (average),5.0,normal,MI,0.7014071670716949,0.003829368038014831
Religion,HC (average),5.0,normal,fowlkes mallows,0.9929267089264615,0.17941742349578366
Religion,HC (average),5.0,normal,v_measure,0.7054277507255952,0.027739375031856563
Religion,HC (complete),0.0,laplace,ARI,1.0,0.21698960197927417
Religion,HC (complete),0.0,laplace,MI,1.0,0.37185364523068165
Religion,HC (complete),0.0,laplace,fowlkes mallows,1.0,0.3840714090830394
Religion,HC (complete),0.0,laplace,v_measure,1.0,0.3879369626644042
Religion,HC (complete),0.0,normal,ARI,1.0,0.21698960197927417
Religion,HC (complete),0.0,normal,MI,1.0,0.37185364523068165
Religion,HC (complete),0.0,normal,fowlkes mallows,1.0,0.3840714090830394
Religion,HC (complete),0.0,normal,v_measure,1.0,0.3879369626644042
Religion,HC (complete),1.0,laplace,ARI,0.8092775828718236,0.04850891725453981
Religion,HC (complete),1.0,laplace,MI,0.7957277452647405,0.12077761472111634
Religion,HC (complete),1.0,laplace,fowlkes mallows,0.9941799876604858,0.21305306233584329
Religion,HC (complete),1.0,laplace,v_measure,0.7988894004052686,0.14165356793730774
Religion,HC (complete),1.0,normal,ARI,0.8139522756615681,0.08861313307371739
Religion,HC (complete),1.0,normal,MI,0.805522294389095,0.21915076761917682
Religion,HC (complete),1.0,normal,fowlkes mallows,0.9943484070606937,0.24661452885805038
Religion,HC (complete),1.0,normal,v_measure,0.8085191037382584,0.2376667715274225
Religion,HC (complete),2.0,laplace,ARI,0.6312790488014381,0.0026623789303745825
Religion,HC (complete),2.0,laplace,MI,0.6198151815649685,0.0078055498467422295
Religion,HC (complete),2.0,laplace,fowlkes mallows,0.9772662673380003,0.174004053254819
Religion,HC (complete),2.0,laplace,v_measure,0.6265720768520985,0.03136213536533257
Religion,HC (complete),2.0,normal,ARI,0.7832787256815134,0.010916476926294678
Religion,HC (complete),2.0,normal,MI,0.7660578918637374,0.02917022168841895
Religion,HC (complete),2.0,normal,fowlkes mallows,0.9931212099772784,0.18063468605694308
Religion,HC (complete),2.0,normal,v_measure,0.769745671366474,0.05220032314636857
Religion,HC (complete),3.0,laplace,ARI,0.3783671897419526,0.0012295594065339062
Religion,HC (complete),3.0,laplace,MI,0.3783539929476076,0.003599749919758774
Religion,HC (complete),3.0,laplace,fowlkes mallows,0.9157516940351815,0.1726537277802195
Religion,HC (complete),3.0,laplace,v_measure,0.39118088538307155,0.027251836769053833
Religion,HC (complete),3.0,normal,ARI,0.6631429382899181,0.002053912325565283
Religion,HC (complete),3.0,normal,MI,0.6385219465341015,0.006112153719886438
Religion,HC (complete),3.0,normal,fowlkes mallows,0.9764905264520763,0.17293068168474787
Religion,HC (complete),3.0,normal,v_measure,0.6451870628263024,0.029676905171477988
Religion,HC (complete),4.0,laplace,ARI,0.13019595726109287,0.0004400947713802303
Religion,HC (complete),4.0,laplace,MI,0.14365294273055842,0.002588033683835228
Religion,HC (complete),4.0,laplace,fowlkes mallows,0.7517167156346676,0.17088371839677066
Religion,HC (complete),4.0,laplace,v_measure,0.16330052746507753,0.02621341891169932
Religion,HC (complete),4.0,normal,ARI,0.426919302604825,0.001983636216584701
Religion,HC (complete),4.0,normal,MI,0.42305693118687093,0.0034537411720699466
Religion,HC (complete),4.0,normal,fowlkes mallows,0.9187864462985997,0.1735792474126466
Religion,HC (complete),4.0,normal,v_measure,0.43504565896183023,0.027118609829917654
Religion,HC (complete),5.0,laplace,ARI,0.027945422638855997,0.00024341320351555325
Religion,HC (complete),5.0,laplace,MI,0.03830898081748306,0.0017558849923204683
Religion,HC (complete),5.0,laplace,fowlkes mallows,0.5253780753946526,0.17115132407747752
Religion,HC (complete),5.0,laplace,v_measure,0.060429976107573835,0.025418076080809034
Religion,HC (complete),5.0,normal,ARI,0.20807274045116894,0.0002514823059588301
Religion,HC (complete),5.0,normal,MI,0.22433373016101485,0.0005174018625365753
Religion,HC (complete),5.0,normal,fowlkes mallows,0.8106898074073267,0.17141669794240244
Religion,HC (complete),5.0,normal,v_measure,0.24162526768330914,0.02422490752098949
Religion,HC (single),0.0,laplace,ARI,1.0,0.009267061685150147
Religion,HC (single),0.0,laplace,MI,1.0,0.014704806426653503
Religion,HC (single),0.0,laplace,fowlkes mallows,1.0,0.4638925803701282
Religion,HC (single),0.0,laplace,v_measure,1.0,0.03704495386392246
Religion,HC (single),0.0,normal,ARI,1.0,0.009267061685150147
Religion,HC (single),0.0,normal,MI,1.0,0.014704806426653503
Religion,HC (single),0.0,normal,fowlkes mallows,1.0,0.4638925803701282
Religion,HC (single),0.0,normal,v_measure,1.0,0.03704495386392246
Religion,HC (single),1.0,laplace,ARI,0.8628805264425925,0.009321529450674191
Religion,HC (single),1.0,laplace,MI,0.8634566763495097,0.014939889402355766
Religion,HC (single),1.0,laplace,fowlkes mallows,0.9967628898131449,0.4639387702293196
Religion,HC (single),1.0,laplace,v_measure,0.8652952464510142,0.037274706672207454
Religion,HC (single),1.0,normal,ARI,0.8955277535354039,0.00931498141328879
Religion,HC (single),1.0,normal,MI,0.8959825923764738,0.014910427442202844
Religion,HC (single),1.0,normal,fowlkes mallows,0.9975336240396933,0.46393321735007254
Religion,HC (single),1.0,normal,v_measure,0.8973831976245357,0.037245912719508445
Religion,HC (single),2.0,laplace,ARI,0.7549700891310123,0.009227475822774752
Religion,HC (single),2.0,laplace,MI,0.7558677033458544,0.014541422028179339
Religion,HC (single),2.0,laplace,fowlkes mallows,0.9942153452022914,0.4638590106910438
Religion,HC (single),2.0,laplace,v_measure,0.7591549701958309,0.03688527397103676
Religion,HC (single),2.0,normal,ARI,0.8329154957655169,0.0092807530360469
Religion,HC (single),2.0,normal,MI,0.8335918588529581,0.014766747248178995
Religion,HC (single),2.0,normal,fowlkes mallows,0.99605547675545,0.4639041909358265
Religion,HC (single),2.0,normal,v_measure,0.83583256183848,0.03710549026665622
Religion,HC (single),3.0,laplace,ARI,0.673521575394273,0.009177472628195302
Religion,HC (single),3.0,laplace,MI,0.6745884790622064,0.014360910849220572
Religion,HC (single),3.0,laplace,fowlkes mallows,0.992292512458772,0.46381660688588455
Religion,HC (single),3.0,laplace,v_measure,0.6789701791487114,0.03670885562271224
Religion,HC (single),3.0,normal,ARI,0.7915017495804383,0.009287896349558252
Religion,HC (single),3.0,normal,MI,0.7923033480641758,0.014799226109551568
Religion,HC (single),3.0,normal,fowlkes mallows,0.9950777829517936,0.46391024862227787
Religion,HC (single),3.0,normal,v_measure,0.7951000051559416,0.03713723271669098
Religion,HC (single),4.0,laplace,ARI,0.5258952520892407,0.008888614888080073
Religion,HC (single),4.0,laplace,MI,0.5271024884524476,0.013752721280868675
Religion,HC (single),4.0,laplace,fowlkes mallows,0.9888073570491845,0.4635716491900091
Religion,HC (single),4.0,laplace,v_measure,0.533470102792825,0.03611445587563973
Religion,HC (single),4.0,normal,ARI,0.7466520319074856,0.009238190793041777
Religion,HC (single),4.0,normal,MI,0.7475698669644874,0.014586819486305476
Religion,HC (single),4.0,normal,fowlkes mallows,0.9940189728922447,0.46386809722072075
Religion,HC (single),4.0,normal,v_measure,0.7509688650472174,0.03692964210727599
Religion,HC (single),5.0,laplace,ARI,0.35369169508965287,0.008082759832580862
Religion,HC (single),5.0,laplace,MI,0.3547993709331212,0.012480791809305683
Religion,HC (single),5.0,laplace,fowlkes mallows,0.9847419834437506,0.46288826643721914
Religion,HC (single),5.0,laplace,v_measure,0.36348706473088843,0.03487136557035895
Religion,HC (single),5.0,normal,ARI,0.6830284020838403,0.009148899374149904
Religion,HC (single),5.0,normal,MI,0.6840826067624849,0.014301558292981329
Religion,HC (single),5.0,normal,fowlkes mallows,0.9925169491833626,0.4637923761400794
Religion,HC (single),5.0,normal,v_measure,0.6883364674287833,0.03665084880008239
Religion,HC (ward),0.0,laplace,ARI,1.0,0.19504335158859867
Religion,HC (ward),0.0,laplace,MI,1.0,0.3545042142388413
Religion,HC (ward),0.0,laplace,fowlkes mallows,1.0,0.540237314670113
Religion,HC (ward),0.0,laplace,v_measure,1.0,0.36997667095128867
Religion,HC (ward),0.0,normal,ARI,1.0,0.19504335158859867
Religion,HC (ward),0.0,normal,MI,1.0,0.3545042142388413
Religion,HC (ward),0.0,normal,fowlkes mallows,1.0,0.540237314670113
Religion,HC (ward),0.0,normal,v_measure,1.0,0.36997667095128867
Religion,HC (ward),1.0,laplace,ARI,0.8379724466864058,0.1631345656527845
Religion,HC (ward),1.0,laplace,MI,0.7319928760581106,0.27997021743463735
Religion,HC (ward),1.0,laplace,fowlkes mallows,0.9538998647628307,0.5205674510114832
Religion,HC (ward),1.0,laplace,v_measure,0.7379819990738886,0.2973067636606524
Religion,HC (ward),1.0,normal,ARI,0.892560482268654,0.17290082017476216
Religion,HC (ward),1.0,normal,MI,0.8174115060828336,0.31000376856180234
Religion,HC (ward),1.0,normal,fowlkes mallows,0.9693694712343545,0.5284689895205721
Religion,HC (ward),1.0,normal,v_measure,0.8215033448833567,0.3266796005422691
Religion,HC (ward),2.0,laplace,ARI,0.6195140958208153,0.13207522327230006
Religion,HC (ward),2.0,laplace,MI,0.4846022138697629,0.19641202126551935
Religion,HC (ward),2.0,laplace,fowlkes mallows,0.895285061081252,0.49725041633014055
Religion,HC (ward),2.0,laplace,v_measure,0.4960368411284285,0.21560182158889493
Religion,HC (ward),2.0,normal,ARI,0.7491579686095041,0.1540154729733226
Religion,HC (ward),2.0,normal,MI,0.6212004863423347,0.24446403978038878
Religion,HC (ward),2.0,normal,fowlkes mallows,0.9268697928293858,0.5109493248248641
Religion,HC (ward),2.0,normal,v_measure,0.629603834260125,0.262478958737028
Religion,HC (ward),3.0,laplace,ARI,0.32644761479779116,0.06859440087500199
Religion,HC (ward),3.0,laplace,MI,0.21943970527232812,0.09376299943544102
Religion,HC (ward),3.0,laplace,fowlkes mallows,0.8333766766805936,0.458215059904378
Religion,HC (ward),3.0,laplace,v_measure,0.23962797968869293,0.1181815666308834
Religion,HC (ward),3.0,normal,ARI,0.6338224591338847,0.1333408464343992
Religion,HC (ward),3.0,normal,MI,0.5020315514392637,0.19888215887704863
Religion,HC (ward),3.0,normal,fowlkes mallows,0.8989206222452655,0.4974905848124919
Religion,HC (ward),3.0,normal,v_measure,0.5131406719381274,0.21813534785012048
Religion,HC (ward),4.0,laplace,ARI,0.00853181227946031,0.021340621314994215
Religion,HC (ward),4.0,laplace,MI,0.013187933020025147,0.020367191138788935
Religion,HC (ward),4.0,laplace,fowlkes mallows,0.2551860130510056,0.2467031473464928
Religion,HC (ward),4.0,laplace,v_measure,0.034269888194898554,0.04273002640709479
Religion,HC (ward),4.0,normal,ARI,0.43511040259049577,0.0855763608115698
Religion,HC (ward),4.0,normal,MI,0.30303707134395236,0.12433406053228056
Religion,HC (ward),4.0,normal,fowlkes mallows,0.8707779246941278,0.47506227202874046
Religion,HC (ward),4.0,normal,v_measure,0.320384374811024,0.1474904420336477
Religion,HC (ward),5.0,laplace,ARI,0.001289303385128821,0.007088517474678343
Religion,HC (ward),5.0,laplace,MI,0.0029994207105266736,0.005863398225105166
Religion,HC (ward),5.0,laplace,fowlkes mallows,0.17668739387683163,0.19914040954048015
Religion,HC (ward),5.0,laplace,v_measure,0.02397815726157578,0.028877206558264427
Religion,HC (ward),5.0,normal,ARI,0.024588353286682286,0.035958594437191
Religion,HC (ward),5.0,normal,MI,0.037550490734754555,0.04299774192568455
Religion,HC (ward),5.0,normal,fowlkes mallows,0.3447658511647982,0.29192943296825735
Religion,HC (ward),5.0,normal,v_measure,0.05813550717284031,0.06467287247268258
Religion,Spectral (NN),0.0,laplace,ARI,0.9974215039172895,0.0029825551304018478
Religion,Spectral (NN),0.0,laplace,MI,0.9954737101546014,0.06620078086065334
Religion,Spectral (NN),0.0,laplace,fowlkes mallows,0.9989505455938729,0.35844064234403866
Religion,Spectral (NN),0.0,laplace,v_measure,0.9956636634223065,0.09685967033325853
Religion,Spectral (NN),0.0,normal,ARI,0.9988323123663913,0.0030614300572193278
Religion,Spectral (NN),0.0,normal,MI,0.99763993896145,0.06631053700183624
Religion,Spectral (NN),0.0,normal,fowlkes mallows,0.999523459122164,0.35855608078708484
Religion,Spectral (NN),0.0,normal,v_measure,0.9977388938126185,0.096966923125213
Religion,Spectral (NN),1.0,laplace,ARI,0.0011351746535771927,0.004922964956897211
Religion,Spectral (NN),1.0,laplace,MI,0.0001865028872635114,0.00286356573279703
Religion,Spectral (NN),1.0,laplace,fowlkes mallows,0.14751510580717994,0.1807889930425812
Religion,Spectral (NN),1.0,laplace,v_measure,0.021911851393842406,0.0267377686920812
Religion,Spectral (NN),1.0,normal,ARI,0.008916361746812155,0.01576628521074847
Religion,Spectral (NN),1.0,normal,MI,0.002274386091343727,0.008818853211312509
Religion,Spectral (NN),1.0,normal,fowlkes mallows,0.17088190324562297,0.1994988963747334
Religion,Spectral (NN),1.0,normal,v_measure,0.024729986632420705,0.03295336465234523
Religion,Spectral (NN),2.0,laplace,ARI,7.545931557421216e-05,2.311077338027737e-05
Religion,Spectral (NN),2.0,laplace,MI,4.0837249637452944e-05,0.0007549085979624317
Religion,Spectral (NN),2.0,laplace,fowlkes mallows,0.14186183938622401,0.17380249857937521
Religion,Spectral (NN),2.0,laplace,v_measure,0.021643156660461942,0.024562908973866277
Religion,Spectral (NN),2.0,normal,ARI,0.0003755362022280948,0.0014597124462862813
Religion,Spectral (NN),2.0,normal,MI,6.467233723853913e-05,0.0015133817634699898
Religion,Spectral (NN),2.0,normal,fowlkes mallows,0.13982522330197672,0.17361186956381444
Religion,Spectral (NN),2.0,normal,v_measure,0.02145912816628772,0.025242261084473375
Religion,Spectral (NN),3.0,laplace,ARI,2.3619869589989174e-05,-0.0004730226796045114
Religion,Spectral (NN),3.0,laplace,MI,2.5203204427127162e-05,0.0004759600888691357
Religion,Spectral (NN),3.0,laplace,fowlkes mallows,0.1454672013961055,0.17561580707936794
Religion,Spectral (NN),3.0,laplace,v_measure,0.021857736149879983,0.02438089947374574
Religion,Spectral (NN),3.0,normal,ARI,0.00013746443684095822,-8.41208281346545e-05
Religion,Spectral (NN),3.0,normal,MI,6.260761362703945e-05,0.0005362543174263202
Religion,Spectral (NN),3.0,normal,fowlkes mallows,0.14000566578239856,0.1725435357052804
Religion,Spectral (NN),3.0,normal,v_measure,0.021550082228231272,0.02429477143271388
Religion,Spectral (NN),4.0,laplace,ARI,8.296706255709973e-05,-0.0010134578799383676
Religion,Spectral (NN),4.0,laplace,MI,6.0558296350834414e-05,0.0009696243116746624
Religion,Spectral (NN),4.0,laplace,fowlkes mallows,0.1506436792490977,0.1782493934698323
Religion,Spectral (NN),4.0,laplace,v_measure,0.022302660028113718,0.025005710745982002
Religion,Spectral (NN),4.0,normal,ARI,0.00010399335864136246,-0.0009040179050513231
Religion,Spectral (NN),4.0,normal,MI,0.00010029476703380133,0.00045443996888957534
Religion,Spectral (NN),4.0,normal,fowlkes mallows,0.14363093482058947,0.1741044550718402
Religion,Spectral (NN),4.0,normal,v_measure,0.021932900488848342,0.02431099160231702
Religion,Spectral (NN),5.0,laplace,ARI,6.698637442740905e-05,-0.001240030646983954
Religion,Spectral (NN),5.0,laplace,MI,4.572969942454745e-05,0.00017197181863844494
Religion,Spectral (NN),5.0,laplace,fowlkes mallows,0.1536938836183544,0.17987586507618808
Religion,Spectral (NN),5.0,laplace,v_measure,0.022507117200442805,0.02430415422174516
Religion,Spectral (NN),5.0,normal,ARI,0.00010994437835104531,-0.00152144546638721
Religion,Spectral (NN),5.0,normal,MI,6.256502826223779e-06,0.0007043386785692639
Religion,Spectral (NN),5.0,normal,fowlkes mallows,0.14664121250245568,0.1753975006596383
Religion,Spectral (NN),5.0,normal,v_measure,0.022003135808490566,0.02463847480714533
Religion,Spectral (RBF),0.0,laplace,ARI,0.6211956197058724,-0.0006134417766382868
Religion,Spectral (RBF),0.0,laplace,MI,0.6200651151131348,-0.00028020882585800085
Religion,Spectral (RBF),0.0,laplace,fowlkes mallows,0.9974352066243889,0.4602115592214855
Religion,Spectral (RBF),0.0,laplace,v_measure,0.6200709459508519,0.0013654455285184194
Religion,Spectral (RBF),0.0,normal,ARI,0.6212034775659909,-0.0006126363798722816
Religion,Spectral (RBF),0.0,normal,MI,0.6206113084936062,-0.0001915817657744485
Religion,Spectral (RBF),0.0,normal,fowlkes mallows,0.9974358394665743,0.46021240392714735
Religion,Spectral (RBF),0.0,normal,v_measure,0.6206143627419326,0.0013401467310955408
Religion,Spectral (RBF),1.0,laplace,ARI,0.0014245064398734069,0.0005927495765650345
Religion,Spectral (RBF),1.0,laplace,MI,0.00014880940799106966,0.001178452868498566
Religion,Spectral (RBF),1.0,laplace,fowlkes mallows,0.6081503768065647,0.36018717414970153
Religion,Spectral (RBF),1.0,laplace,v_measure,0.033076190162679035,0.030994093518047442
Religion,Spectral (RBF),1.0,normal,ARI,0.0014775656903687647,-0.00014258582874498716
Religion,Spectral (RBF),1.0,normal,MI,0.00011891899054065478,0.0008778278464898822
Religion,Spectral (RBF),1.0,normal,fowlkes mallows,0.6075802216839264,0.35947671426387245
Religion,Spectral (RBF),1.0,normal,v_measure,0.03360505901045512,0.030900069586447726
Religion,Spectral (RBF),2.0,laplace,ARI,0.0009167602042191801,-0.0012907778013766021
Religion,Spectral (RBF),2.0,laplace,MI,8.975954815676178e-05,-0.00042671314175350347
Religion,Spectral (RBF),2.0,laplace,fowlkes mallows,0.6203541809647329,0.3624080640284859
Religion,Spectral (RBF),2.0,laplace,v_measure,0.03252857276914591,0.02924098626922027
Religion,Spectral (RBF),2.0,normal,ARI,0.0008799030604253837,0.0003120460474725618
Religion,Spectral (RBF),2.0,normal,MI,-0.0001265841739472502,-0.00020963268249208074
Religion,Spectral (RBF),2.0,normal,fowlkes mallows,0.6135402147154846,0.3616648991961258
Religion,Spectral (RBF),2.0,normal,v_measure,0.03317237549002685,0.029860398689505126
Religion,Spectral (RBF),3.0,laplace,ARI,0.0016490921350330759,-0.0017098453366027524
Religion,Spectral (RBF),3.0,laplace,MI,9.368609537692e-05,-0.00016707443185336838
Religion,Spectral (RBF),3.0,laplace,fowlkes mallows,0.5947421262273832,0.3543901362573962
Religion,Spectral (RBF),3.0,laplace,v_measure,0.03276303289888099,0.029552461081683412
Religion,Spectral (RBF),3.0,normal,ARI,0.0021705755783570785,0.0006823085866182216
Religion,Spectral (RBF),3.0,normal,MI,-4.624036727634672e-05,-0.00028625992561410893
Religion,Spectral (RBF),3.0,normal,fowlkes mallows,0.6091774961865135,0.36049105867352443
Religion,Spectral (RBF),3.0,normal,v_measure,0.03372374117039608,0.029925658934526193
Religion,Spectral (RBF),4.0,laplace,ARI,0.0018327557496117578,-0.00020250618851074274
Religion,Spectral (RBF),4.0,laplace,MI,0.00018167041992465528,0.000248808726805262
Religion,Spectral (RBF),4.0,laplace,fowlkes mallows,0.6089489949834486,0.3597761645198914
Religion,Spectral (RBF),4.0,laplace,v_measure,0.033289892701491366,0.03012018935773952
Religion,Spectral (RBF),4.0,normal,ARI,0.0013418489195159572,-0.0010732890385788479
Religion,Spectral (RBF),4.0,normal,MI,0.00019755657729298145,-0.0008524218645882786
Religion,Spectral (RBF),4.0,normal,fowlkes mallows,0.6165472834179629,0.3614051641923362
Religion,Spectral (RBF),4.0,normal,v_measure,0.03358695047237708,0.029237295845281938
Religion,Spectral (RBF),5.0,laplace,ARI,0.0012266291556420877,-0.00035680687934278575
Religion,Spectral (RBF),5.0,laplace,MI,0.0001588848062271928,-0.00014527749413312233
Religion,Spectral (RBF),5.0,laplace,fowlkes mallows,0.6123904780180837,0.36075264942903595
Religion,Spectral (RBF),5.0,laplace,v_measure,0.03421730672011419,0.030206961372941436
Religion,Spectral (RBF),5.0,normal,ARI,0.0014998690937198934,0.00119991158817428
Religion,Spectral (RBF),5.0,normal,MI,0.00014081122466041385,0.0006068161699686215
Religion,Spectral (RBF),5.0,normal,fowlkes mallows,0.6146918713601993,0.36264622356344256
Religion,Spectral (RBF),5.0,normal,v_measure,0.03359635556738664,0.030744174766850697
Religion,Gaussian MM,0.0,laplace,ARI,0.04890860352338443,0.006841557657112965
Religion,Gaussian MM,0.0,laplace,MI,0.04815145622566838,0.012013385029447017
Religion,Gaussian MM,0.0,laplace,fowlkes mallows,0.9702596845276411,0.4602062650128386
Religion,Gaussian MM,0.0,laplace,v_measure,0.062020250598193605,0.034812663644864676
Religion,Gaussian MM,0.0,normal,ARI,0.04169089876223422,0.0057838382393022815
Religion,Gaussian MM,0.0,normal,MI,0.04107210390878274,0.009648277944417746
Religion,Gaussian MM,0.0,normal,fowlkes mallows,0.97440086069375,0.4600729442465738
Religion,Gaussian MM,0.0,normal,v_measure,0.05451861277115185,0.03242271400698756
Religion,Gaussian MM,1.0,laplace,ARI,0.004934479076198632,0.010170871519002476
Religion,Gaussian MM,1.0,laplace,MI,0.0040977584539672,0.006578852225914269
Religion,Gaussian MM,1.0,laplace,fowlkes mallows,0.6353197882900181,0.3739431177659254
Religion,Gaussian MM,1.0,laplace,v_measure,0.025139046001199688,0.0287090051983138
Religion,Gaussian MM,1.0,normal,ARI,0.018826815609450872,0.01244616591857054
Religion,Gaussian MM,1.0,normal,MI,0.01597205336466596,0.01509679924149497
Religion,Gaussian MM,1.0,normal,fowlkes mallows,0.7915625484402787,0.4201887112097494
Religion,Gaussian MM,1.0,normal,v_measure,0.035167937751259364,0.03723178253092266
Religion,Gaussian MM,2.0,laplace,ARI,0.0005867155612321957,0.002916880565383523
Religion,Gaussian MM,2.0,laplace,MI,0.00041810889436645334,0.00340639923326006
Religion,Gaussian MM,2.0,laplace,fowlkes mallows,0.4136725460490932,0.2985701526605072
Religion,Gaussian MM,2.0,laplace,v_measure,0.02301703344007699,0.027021349191365247
Religion,Gaussian MM,2.0,normal,ARI,0.0014223300678838974,0.007977211848809876
Religion,Gaussian MM,2.0,normal,MI,0.0009641691155972476,0.004269383880577678
Religion,Gaussian MM,2.0,normal,fowlkes mallows,0.43617846472032784,0.3106141428984501
Religion,Gaussian MM,2.0,normal,v_measure,0.022063788551541324,0.02633553099236439
Religion,Gaussian MM,3.0,laplace,ARI,7.500197819611564e-05,0.001769438356095062
Religion,Gaussian MM,3.0,laplace,MI,5.046483301556058e-05,0.0019887612807418576
Religion,Gaussian MM,3.0,laplace,fowlkes mallows,0.33043250376225936,0.2685175017975472
Religion,Gaussian MM,3.0,laplace,v_measure,0.02403478330834897,0.0266221149574764
Religion,Gaussian MM,3.0,normal,ARI,0.0004216623111025897,0.004964363527322722
Religion,Gaussian MM,3.0,normal,MI,0.0002551174797498217,0.0019056557339955265
Religion,Gaussian MM,3.0,normal,fowlkes mallows,0.31759734955415025,0.26480454391121677
Religion,Gaussian MM,3.0,normal,v_measure,0.02275067153346885,0.025500932845328613
Religion,Gaussian MM,4.0,laplace,ARI,-7.027441253501098e-05,0.00010208636438281404
Religion,Gaussian MM,4.0,laplace,MI,6.510776087377711e-05,0.0005619186986262785
Religion,Gaussian MM,4.0,laplace,fowlkes mallows,0.3239458217541096,0.26410257468386594
Religion,Gaussian MM,4.0,laplace,v_measure,0.025287147840674217,0.026051754127208414
Religion,Gaussian MM,4.0,normal,ARI,0.0001369311856794579,0.0015535532741990192
Religion,Gaussian MM,4.0,normal,MI,9.534099030575235e-05,0.0015461390844599208
Religion,Gaussian MM,4.0,normal,fowlkes mallows,0.27168352960666037,0.2410728552772164
Religion,Gaussian MM,4.0,normal,v_measure,0.023833899625350274,0.02604094658079534
Religion,Gaussian MM,5.0,laplace,ARI,-0.00039623111861868446,0.0011852029847934577
Religion,Gaussian MM,5.0,laplace,MI,-0.0001377984340592846,0.0005668770528655817
Religion,Gaussian MM,5.0,laplace,fowlkes mallows,0.31358355317181047,0.25680176453206177
Religion,Gaussian MM,5.0,laplace,v_measure,0.02593360613540919,0.026416905600732937
Religion,Gaussian MM,5.0,normal,ARI,4.876902333582365e-05,0.0009957492243951552
Religion,Gaussian MM,5.0,normal,MI,1.3937726848805838e-05,0.0011264184000301625
Religion,Gaussian MM,5.0,normal,fowlkes mallows,0.2408588886154039,0.22727878909612145
Religion,Gaussian MM,5.0,normal,v_measure,0.024214204893538233,0.025947799364492034
Religion,Birch,0.0,laplace,ARI,1.0,0.19504335158859867
Religion,Birch,0.0,laplace,MI,1.0,0.3545042142388413
Religion,Birch,0.0,laplace,fowlkes mallows,1.0,0.540237314670113
Religion,Birch,0.0,laplace,v_measure,1.0,0.36997667095128867
Religion,Birch,0.0,normal,ARI,1.0,0.19504335158859867
Religion,Birch,0.0,normal,MI,1.0,0.3545042142388413
Religion,Birch,0.0,normal,fowlkes mallows,1.0,0.540237314670113
Religion,Birch,0.0,normal,v_measure,1.0,0.36997667095128867
Religion,Birch,1.0,laplace,ARI,0.8287365372681321,0.1635063790956933
Religion,Birch,1.0,laplace,MI,0.7228976897653471,0.2800836115484737
Religion,Birch,1.0,laplace,fowlkes mallows,0.951129080110604,0.5207515923782986
Religion,Birch,1.0,laplace,v_measure,0.729095067907616,0.2974402204637705
Religion,Birch,1.0,normal,ARI,0.9001390069163878,0.17159899760566769
