data,method,sigma,noise,criteria,Consistency,Accuracy
Spam base,K-Means,1.0,normal,ARI,0.9190005964913555,0.04040094475486624
Spam base,K-Means,1.0,normal,MI,0.8225432344248595,0.03925239279748894
Spam base,K-Means,1.0,normal,fowlkes mallows,0.9913830037116688,0.697532777716979
Spam base,K-Means,1.0,normal,v_measure,0.8226333222747056,0.039488294996479635
Spam base,K-Means,2.0,laplace,ARI,0.7263871258030877,0.04724625520813956
Spam base,K-Means,2.0,laplace,MI,0.5379878195460783,0.040723639284342444
Spam base,K-Means,2.0,laplace,fowlkes mallows,0.9635089194741732,0.6899016822401413
Spam base,K-Means,2.0,laplace,v_measure,0.5381843135411407,0.04094872523063298
Spam base,K-Means,2.0,normal,ARI,0.8335134554111712,0.04304349346237074
Spam base,K-Means,2.0,normal,MI,0.6826369841830239,0.0407525849017097
Spam base,K-Means,2.0,normal,fowlkes mallows,0.9810375490037393,0.6956276686063894
Spam base,K-Means,2.0,normal,v_measure,0.6827895917546523,0.04098497803271925
Spam base,K-Means,3.0,laplace,ARI,0.4373627405141056,0.05767873674089734
Spam base,K-Means,3.0,laplace,MI,0.2394174134210608,0.0349835835610491
Spam base,K-Means,3.0,laplace,fowlkes mallows,0.8731582241437352,0.6583538790934955
Spam base,K-Means,3.0,laplace,v_measure,0.23963320828756798,0.03518270998595623
Spam base,K-Means,3.0,normal,ARI,0.7267060263605293,0.04710235539348313
Spam base,K-Means,3.0,normal,MI,0.5372015817186169,0.04190308997653752
Spam base,K-Means,3.0,normal,fowlkes mallows,0.9647829505934132,0.6915081019868956
Spam base,K-Means,3.0,normal,v_measure,0.5374036632600658,0.04212948807602055
Spam base,K-Means,4.0,laplace,ARI,0.21394415172441622,0.053714912281442366
Spam base,K-Means,4.0,laplace,MI,0.08993667305928164,0.02489467026230236
Spam base,K-Means,4.0,laplace,fowlkes mallows,0.7386256184428989,0.6129815957036622
Spam base,K-Means,4.0,laplace,v_measure,0.09012939696122257,0.02507375808598276
Spam base,K-Means,4.0,normal,ARI,0.4514713048815331,0.06172972681240405
Spam base,K-Means,4.0,normal,MI,0.2598998774624118,0.039837230215569834
Spam base,K-Means,4.0,normal,fowlkes mallows,0.8769518286722359,0.6610136322138598
Spam base,K-Means,4.0,normal,v_measure,0.26011321133140247,0.04003663757066666
Spam base,K-Means,5.0,laplace,ARI,0.049180750290420565,0.0325931046628293
Spam base,K-Means,5.0,laplace,MI,0.020356583544188508,0.014145073603500376
Spam base,K-Means,5.0,laplace,fowlkes mallows,0.5703974450112759,0.5503308430631814
Spam base,K-Means,5.0,laplace,v_measure,0.020522230636438786,0.014308273926450323
Spam base,K-Means,5.0,normal,ARI,0.14000464325897738,0.0528520104569564
Spam base,K-Means,5.0,normal,MI,0.05997918308330194,0.024064185167770348
Spam base,K-Means,5.0,normal,fowlkes mallows,0.6560760906005754,0.5833241565086736
Spam base,K-Means,5.0,normal,v_measure,0.06015283898355223,0.02423272962880706
Spam base,K-Means (minibatch),0.0,laplace,ARI,0.714493787437541,0.042867382652795986
Spam base,K-Means (minibatch),0.0,laplace,MI,0.6295542877017624,0.03923291962785582
Spam base,K-Means (minibatch),0.0,laplace,fowlkes mallows,0.9690545835427227,0.6954877751852631
Spam base,K-Means (minibatch),0.0,laplace,v_measure,0.6297616841579784,0.03946985160914226
Spam base,K-Means (minibatch),0.0,normal,ARI,0.6407434864221451,0.04932997293943992
Spam base,K-Means (minibatch),0.0,normal,MI,0.5698385056748579,0.04256627545170818
Spam base,K-Means (minibatch),0.0,normal,fowlkes mallows,0.9445575871079971,0.6902557491021781
Spam base,K-Means (minibatch),0.0,normal,v_measure,0.5700585339404601,0.04279863825770515
Spam base,K-Means (minibatch),1.0,laplace,ARI,0.5573269604025605,0.052504665551312835
Spam base,K-Means (minibatch),1.0,laplace,MI,0.46176759998859257,0.04249930795819266
Spam base,K-Means (minibatch),1.0,laplace,fowlkes mallows,0.9372931848489312,0.6860234174425933
Spam base,K-Means (minibatch),1.0,laplace,v_measure,0.46202053274509,0.042729225847832696
Spam base,K-Means (minibatch),1.0,normal,ARI,0.6150624116061293,0.046403998797985714
Spam base,K-Means (minibatch),1.0,normal,MI,0.5238725146934899,0.04039495263533639
Spam base,K-Means (minibatch),1.0,normal,fowlkes mallows,0.9573778467583787,0.6925977782193522
Spam base,K-Means (minibatch),1.0,normal,v_measure,0.5241359296651085,0.04063217254774048
Spam base,K-Means (minibatch),2.0,laplace,ARI,0.34255049206715493,0.061821177457178855
Spam base,K-Means (minibatch),2.0,laplace,MI,0.24752021543793687,0.03983161466284586
Spam base,K-Means (minibatch),2.0,laplace,fowlkes mallows,0.8176995957793968,0.6442264536894643
Spam base,K-Means (minibatch),2.0,laplace,v_measure,0.2477322278341345,0.04003081472620293
Spam base,K-Means (minibatch),2.0,normal,ARI,0.5005175404922431,0.06664151915879003
Spam base,K-Means (minibatch),2.0,normal,MI,0.3943338914889995,0.04758172706147785
Spam base,K-Means (minibatch),2.0,normal,fowlkes mallows,0.8922264010346204,0.6674579652885734
Spam base,K-Means (minibatch),2.0,normal,v_measure,0.3945392676014278,0.04778942064739894
Spam base,K-Means (minibatch),3.0,laplace,ARI,0.08905794819260357,0.03914454549613809
Spam base,K-Means (minibatch),3.0,laplace,MI,0.05713915915290077,0.021252134025049704
Spam base,K-Means (minibatch),3.0,laplace,fowlkes mallows,0.630705531797702,0.5767921805669272
Spam base,K-Means (minibatch),3.0,laplace,v_measure,0.05732408638470664,0.021425857405226272
Spam base,K-Means (minibatch),3.0,normal,ARI,0.24996759411361757,0.06463226270248541
Spam base,K-Means (minibatch),3.0,normal,MI,0.17496336376918917,0.03814652834040932
Spam base,K-Means (minibatch),3.0,normal,fowlkes mallows,0.7264532399859801,0.6085897265749253
Spam base,K-Means (minibatch),3.0,normal,v_measure,0.17513650517726476,0.03832362168175843
Spam base,K-Means (minibatch),4.0,laplace,ARI,0.014185911987291572,0.016888437555649862
Spam base,K-Means (minibatch),4.0,laplace,MI,0.009964684793448452,0.00948180360165373
Spam base,K-Means (minibatch),4.0,laplace,fowlkes mallows,0.5459708757328321,0.5388585362861392
Spam base,K-Means (minibatch),4.0,laplace,v_measure,0.010133083627368283,0.009646267749923545
Spam base,K-Means (minibatch),4.0,normal,ARI,0.09494650157476783,0.04204488369871666
Spam base,K-Means (minibatch),4.0,normal,MI,0.06205678278755257,0.022556427360272344
Spam base,K-Means (minibatch),4.0,normal,fowlkes mallows,0.6274550242526933,0.5748589148296106
Spam base,K-Means (minibatch),4.0,normal,v_measure,0.06223643349831567,0.022728378041440598
Spam base,K-Means (minibatch),5.0,laplace,ARI,0.004074294312366591,0.008947130663908412
Spam base,K-Means (minibatch),5.0,laplace,MI,0.002230626089607172,0.0044019217164234445
Spam base,K-Means (minibatch),5.0,laplace,fowlkes mallows,0.5244498205098586,0.5266496108523644
Spam base,K-Means (minibatch),5.0,laplace,v_measure,0.0023928779205609923,0.004563575351199726
Spam base,K-Means (minibatch),5.0,normal,ARI,0.024241029242587336,0.022911886625542822
Spam base,K-Means (minibatch),5.0,normal,MI,0.015821148162822846,0.012256241905817191
Spam base,K-Means (minibatch),5.0,normal,fowlkes mallows,0.549219638484142,0.5410169835879014
Spam base,K-Means (minibatch),5.0,normal,v_measure,0.01598993331277832,0.012420870183094563
Spam base,K-Means++,0.0,laplace,ARI,1.0,0.03941724900526077
Spam base,K-Means++,0.0,laplace,MI,1.0,0.03991010197335851
Spam base,K-Means++,0.0,laplace,fowlkes mallows,1.0,0.6993356510629254
Spam base,K-Means++,0.0,laplace,v_measure,1.0,0.04014832427905193
Spam base,K-Means++,0.0,normal,ARI,1.0,0.03941724900526077
Spam base,K-Means++,0.0,normal,MI,1.0,0.03991010197335851
Spam base,K-Means++,0.0,normal,fowlkes mallows,1.0,0.6993356510629254
Spam base,K-Means++,0.0,normal,v_measure,1.0,0.04014832427905193
Spam base,K-Means++,1.0,laplace,ARI,0.8898491101512878,0.04081938798880996
Spam base,K-Means++,1.0,laplace,MI,0.7714927722236153,0.039257740773717215
Spam base,K-Means++,1.0,laplace,fowlkes mallows,0.9880915051142198,0.6970102260662991
Spam base,K-Means++,1.0,laplace,v_measure,0.7716072950267059,0.039492885116563806
Spam base,K-Means++,1.0,normal,ARI,0.9206052784005319,0.04013726770351983
Spam base,K-Means++,1.0,normal,MI,0.8257390843138956,0.03911586714979314
Spam base,K-Means++,1.0,normal,fowlkes mallows,0.9916236437180812,0.6977332203438914
Spam base,K-Means++,1.0,normal,v_measure,0.8258281230861654,0.03935214052605623
Spam base,K-Means++,2.0,laplace,ARI,0.7292752383523634,0.04700613236258075
Spam base,K-Means++,2.0,laplace,MI,0.540689467675983,0.040845992277144375
Spam base,K-Means++,2.0,laplace,fowlkes mallows,0.9643493147434093,0.6904306459110218
Spam base,K-Means++,2.0,laplace,v_measure,0.5408866654483371,0.04107162029924393
Spam base,K-Means++,2.0,normal,ARI,0.8349235862021708,0.0434629930520656
Spam base,K-Means++,2.0,normal,MI,0.6855899120783429,0.0412601924362819
Spam base,K-Means++,2.0,normal,fowlkes mallows,0.9811263533140958,0.6955886654646054
Spam base,K-Means++,2.0,normal,v_measure,0.6857406509329911,0.04149227199488426
Spam base,K-Means++,3.0,laplace,ARI,0.4383387856825248,0.05721848863173004
Spam base,K-Means++,3.0,laplace,MI,0.24027153604022833,0.03486477322869374
Spam base,K-Means++,3.0,laplace,fowlkes mallows,0.8746096837066609,0.6590498283841802
Spam base,K-Means++,3.0,laplace,v_measure,0.24048879965611464,0.03506449220264339
Spam base,K-Means++,3.0,normal,ARI,0.7278311054386425,0.04819814862892184
Spam base,K-Means++,3.0,normal,MI,0.5393542278560022,0.0429831303805944
Spam base,K-Means++,3.0,normal,fowlkes mallows,0.9644903375221575,0.6912808270273681
Spam base,K-Means++,3.0,normal,v_measure,0.5395534710307796,0.043208685478008456
Spam base,K-Means++,4.0,laplace,ARI,0.22101933704774399,0.05374896629220428
Spam base,K-Means++,4.0,laplace,MI,0.0931990935106002,0.025092618908665733
Spam base,K-Means++,4.0,laplace,fowlkes mallows,0.7457826191054676,0.6156047126399712
Spam base,K-Means++,4.0,laplace,v_measure,0.09339381795056695,0.02527274922573145
Spam base,K-Means++,4.0,normal,ARI,0.46223695248397234,0.06103559108758499
Spam base,K-Means++,4.0,normal,MI,0.2690873272221056,0.039794306345136914
Spam base,K-Means++,4.0,normal,fowlkes mallows,0.8821999073918804,0.6626895779289635
Spam base,K-Means++,4.0,normal,v_measure,0.2693016232008325,0.03999493025144285
Spam base,K-Means++,5.0,laplace,ARI,0.05137763144349176,0.03289984168212571
Spam base,K-Means++,5.0,laplace,MI,0.021253138619680048,0.014260163190719226
Spam base,K-Means++,5.0,laplace,fowlkes mallows,0.5745098211569409,0.5520537754737229
Spam base,K-Means++,5.0,laplace,v_measure,0.02141969488055801,0.014423855988615914
Spam base,K-Means++,5.0,normal,ARI,0.13954079950130022,0.052737521791699174
Spam base,K-Means++,5.0,normal,MI,0.05988641809328475,0.02400900983751374
Spam base,K-Means++,5.0,normal,fowlkes mallows,0.6555550286847772,0.5831146086898119
Spam base,K-Means++,5.0,normal,v_measure,0.0600599931352509,0.024177522421251277
Spam base,HC (average),0.0,laplace,ARI,1.0,0.00046787540893952816
Spam base,HC (average),0.0,laplace,MI,1.0,0.000763673168768289
Spam base,HC (average),0.0,laplace,fowlkes mallows,1.0,0.7225778225613892
Spam base,HC (average),0.0,laplace,v_measure,1.0,0.001201105944609441
Spam base,HC (average),0.0,normal,ARI,1.0,0.00046787540893952816
Spam base,HC (average),0.0,normal,MI,1.0,0.000763673168768289
Spam base,HC (average),0.0,normal,fowlkes mallows,1.0,0.7225778225613892
Spam base,HC (average),0.0,normal,v_measure,1.0,0.001201105944609441
Spam base,HC (average),1.0,laplace,ARI,0.010405321533602742,-0.006364116817148693
Spam base,HC (average),1.0,laplace,MI,0.0005112194098072844,0.003134973757854342
Spam base,HC (average),1.0,laplace,fowlkes mallows,0.9408068285212215,0.6985501756285524
Spam base,HC (average),1.0,laplace,v_measure,0.0015110037496905402,0.0034080456637672557
Spam base,HC (average),1.0,normal,ARI,0.016849937873457618,-0.00854381102422893
Spam base,HC (average),1.0,normal,MI,0.0011725238692379043,0.00528710779703881
Spam base,HC (average),1.0,normal,fowlkes mallows,0.9336443367142765,0.6948901640944879
Spam base,HC (average),1.0,normal,v_measure,0.002059951042239499,0.005554597017591875
Spam base,HC (average),2.0,laplace,ARI,0.006119330122792627,-0.005753715679270454
Spam base,HC (average),2.0,laplace,MI,0.0001558408070250743,0.0017431364012405785
Spam base,HC (average),2.0,laplace,fowlkes mallows,0.9098176535277983,0.6870969430609454
Spam base,HC (average),2.0,laplace,v_measure,0.0008928596605873169,0.0020015377613090413
Spam base,HC (average),2.0,normal,ARI,0.012549076940535489,-0.00823476456762621
Spam base,HC (average),2.0,normal,MI,0.0005494689045920029,0.003163366476770013
Spam base,HC (average),2.0,normal,fowlkes mallows,0.8933445948286284,0.6795881377158602
Spam base,HC (average),2.0,normal,v_measure,0.001137217540158395,0.003411834244958291
Spam base,HC (average),3.0,laplace,ARI,0.005304367902937315,-0.0046378443716825245
Spam base,HC (average),3.0,laplace,MI,0.00010554780010735942,0.0009032613725408201
Spam base,HC (average),3.0,laplace,fowlkes mallows,0.8794505668859125,0.6758168141453794
Spam base,HC (average),3.0,laplace,v_measure,0.0006555015057223616,0.0011481335924875518
Spam base,HC (average),3.0,normal,ARI,0.009072873488682463,-0.007408552221262366
Spam base,HC (average),3.0,normal,MI,0.000267262346934389,0.002082569955829132
Spam base,HC (average),3.0,normal,fowlkes mallows,0.8660635146477078,0.6693617817550713
Spam base,HC (average),3.0,normal,v_measure,0.0007434111102075125,0.002320334957984159
Spam base,HC (average),4.0,laplace,ARI,0.003600615591678636,-0.0042871825808129555
Spam base,HC (average),4.0,laplace,MI,4.6222290694107036e-05,0.0006716252114033176
Spam base,HC (average),4.0,laplace,fowlkes mallows,0.8426611589300677,0.6616112957054839
Spam base,HC (average),4.0,laplace,v_measure,0.0005036282060609141,0.0009047255468025919
Spam base,HC (average),4.0,normal,ARI,0.008053725440937416,-0.0071607523922610624
Spam base,HC (average),4.0,normal,MI,0.0001863160683285935,0.0018100163909911555
Spam base,HC (average),4.0,normal,fowlkes mallows,0.8383534080334247,0.6585451765493794
Spam base,HC (average),4.0,normal,v_measure,0.0005821412899478445,0.0020376753465259994
Spam base,HC (average),5.0,laplace,ARI,0.002607319443927324,-0.003313927608872336
Spam base,HC (average),5.0,laplace,MI,2.124903063195188e-05,0.00035420406386299557
Spam base,HC (average),5.0,laplace,fowlkes mallows,0.8204478365566693,0.6531887467985678
Spam base,HC (average),5.0,laplace,v_measure,0.0004126224829124522,0.0005799917427282431
Spam base,HC (average),5.0,normal,ARI,0.005853355922613511,-0.006058091929466633
Spam base,HC (average),5.0,normal,MI,9.405190152547603e-05,0.0011889834871318264
Spam base,HC (average),5.0,normal,fowlkes mallows,0.8226267096502142,0.6527915051787417
Spam base,HC (average),5.0,normal,v_measure,0.0004670920940217756,0.001412539235756799
Spam base,HC (complete),0.0,laplace,ARI,1.0,0.0021986881123905516
Spam base,HC (complete),0.0,laplace,MI,1.0,0.13718509672753332
Spam base,HC (complete),0.0,laplace,fowlkes mallows,1.0,0.6020817531137229
Spam base,HC (complete),0.0,laplace,v_measure,1.0,0.1373472805062512
Spam base,HC (complete),0.0,normal,ARI,1.0,0.0021986881123905516
Spam base,HC (complete),0.0,normal,MI,1.0,0.13718509672753332
Spam base,HC (complete),0.0,normal,fowlkes mallows,1.0,0.6020817531137229
Spam base,HC (complete),0.0,normal,v_measure,1.0,0.1373472805062512
Spam base,HC (complete),1.0,laplace,ARI,-5.869710209384223e-05,0.0001534932871821759
Spam base,HC (complete),1.0,laplace,MI,-4.262849489345797e-06,5.4905140292370315e-05
Spam base,HC (complete),1.0,laplace,fowlkes mallows,0.5559425016393741,0.5389729945533932
Spam base,HC (complete),1.0,laplace,v_measure,0.00016852758636451016,0.0002221721899234885
Spam base,HC (complete),1.0,normal,ARI,7.104032869789326e-05,2.5968811214565644e-05
Spam base,HC (complete),1.0,normal,MI,3.407200339932423e-06,5.8532111952007724e-05
Spam base,HC (complete),1.0,normal,fowlkes mallows,0.559859609791262,0.5407872573629989
Spam base,HC (complete),1.0,normal,v_measure,0.0001774637868241259,0.00022638820943727354
Spam base,HC (complete),2.0,laplace,ARI,7.421535206906942e-05,3.6516900953645125e-05
Spam base,HC (complete),2.0,laplace,MI,6.877071672676866e-07,5.459419789034401e-05
Spam base,HC (complete),2.0,laplace,fowlkes mallows,0.5654304120781073,0.5434744783393014
Spam base,HC (complete),2.0,laplace,v_measure,0.0001774151992953154,0.00022366552900529785
Spam base,HC (complete),2.0,normal,ARI,-7.133777794301983e-05,8.319474306405892e-05
Spam base,HC (complete),2.0,normal,MI,-2.6275852551615896e-07,7.124835739914491e-05
Spam base,HC (complete),2.0,normal,fowlkes mallows,0.551307551021479,0.5366875685377867
Spam base,HC (complete),2.0,normal,v_measure,0.00017122719355863546,0.00023790418894313335
Spam base,HC (complete),3.0,laplace,ARI,9.853085341388758e-06,-0.00019567062712115362
Spam base,HC (complete),3.0,laplace,MI,-2.064835807331908e-06,9.445374432738579e-06
Spam base,HC (complete),3.0,laplace,fowlkes mallows,0.5503328460422594,0.5360771295569234
Spam base,HC (complete),3.0,laplace,v_measure,0.00016902954914444843,0.00017592651539263235
Spam base,HC (complete),3.0,normal,ARI,3.929662658545549e-07,-8.650002499244949e-05
Spam base,HC (complete),3.0,normal,MI,1.119462034388454e-06,4.1506913696667546e-05
Spam base,HC (complete),3.0,normal,fowlkes mallows,0.5485490950721462,0.5352532079834033
Spam base,HC (complete),3.0,normal,v_measure,0.00017119989570758866,0.00020750570393143183
Spam base,HC (complete),4.0,laplace,ARI,7.240417249953747e-05,-0.00018503973954578517
Spam base,HC (complete),4.0,laplace,MI,2.144856147311197e-06,-2.532227091757919e-05
Spam base,HC (complete),4.0,laplace,fowlkes mallows,0.5591857392806637,0.5403720974039674
Spam base,HC (complete),4.0,laplace,v_measure,0.00017638587135638918,0.0001426294238251692
Spam base,HC (complete),4.0,normal,ARI,2.178577026809434e-05,-2.7468226676243868e-05
Spam base,HC (complete),4.0,normal,MI,5.613793181471962e-06,3.702705197627692e-05
Spam base,HC (complete),4.0,normal,fowlkes mallows,0.5541052183044882,0.5379885474588515
Spam base,HC (complete),4.0,normal,v_measure,0.00017761076222836178,0.0002039296655369071
Spam base,HC (complete),5.0,laplace,ARI,-5.2859044689954065e-05,8.061277843550186e-05
Spam base,HC (complete),5.0,laplace,MI,-1.49250117118595e-06,3.1803026036346534e-05
Spam base,HC (complete),5.0,laplace,fowlkes mallows,0.5512870765516026,0.5366705997474108
Spam base,HC (complete),5.0,laplace,v_measure,0.0001703002015858758,0.0001986052989346323
Spam base,HC (complete),5.0,normal,ARI,6.177653998308354e-05,1.4977099157210252e-05
Spam base,HC (complete),5.0,normal,MI,-8.080696354759608e-07,3.390808458146838e-06
Spam base,HC (complete),5.0,normal,fowlkes mallows,0.5587425470415371,0.5402465222219082
Spam base,HC (complete),5.0,normal,v_measure,0.00017391111291240114,0.00017154929152787428
Spam base,HC (single),0.0,laplace,ARI,1.0,0.00023375822891462075
Spam base,HC (single),0.0,laplace,MI,1.0,0.00016864657032459682
Spam base,HC (single),0.0,laplace,fowlkes mallows,1.0,0.7226574652454063
Spam base,HC (single),0.0,laplace,v_measure,1.0,0.0006020066465542272
Spam base,HC (single),0.0,normal,ARI,1.0,0.00023375822891462075
Spam base,HC (single),0.0,normal,MI,1.0,0.00016864657032459682
Spam base,HC (single),0.0,normal,fowlkes mallows,1.0,0.7226574652454063
Spam base,HC (single),0.0,normal,v_measure,1.0,0.0006020066465542272
Spam base,HC (single),1.0,laplace,ARI,1.0,0.00023375822891462075
Spam base,HC (single),1.0,laplace,MI,1.0,0.00016864657032459682
Spam base,HC (single),1.0,laplace,fowlkes mallows,1.0,0.7226574652454063
Spam base,HC (single),1.0,laplace,v_measure,1.0,0.0006020066465542272
Spam base,HC (single),1.0,normal,ARI,1.0,0.00023375822891462075
Spam base,HC (single),1.0,normal,MI,1.0,0.00016864657032459682
Spam base,HC (single),1.0,normal,fowlkes mallows,1.0,0.7226574652454063
Spam base,HC (single),1.0,normal,v_measure,1.0,0.0006020066465542272
Spam base,HC (single),2.0,laplace,ARI,1.0,0.00023375822891462075
Spam base,HC (single),2.0,laplace,MI,1.0,0.00016864657032459682
Spam base,HC (single),2.0,laplace,fowlkes mallows,1.0,0.7226574652454063
Spam base,HC (single),2.0,laplace,v_measure,1.0,0.0006020066465542272
Spam base,HC (single),2.0,normal,ARI,1.0,0.00023375822891462075
Spam base,HC (single),2.0,normal,MI,1.0,0.00016864657032459682
Spam base,HC (single),2.0,normal,fowlkes mallows,1.0,0.7226574652454063
Spam base,HC (single),2.0,normal,v_measure,1.0,0.0006020066465542272
Spam base,HC (single),3.0,laplace,ARI,0.979995652173913,0.00023375822891462075
Spam base,HC (single),3.0,laplace,MI,0.9799956521738954,0.00016864657032459682
Spam base,HC (single),3.0,laplace,fowlkes mallows,0.999991304347826,0.7226574652454063
Spam base,HC (single),3.0,laplace,v_measure,0.9800004608716164,0.0006020066465542272
Spam base,HC (single),3.0,normal,ARI,1.0,0.00023375822891462075
Spam base,HC (single),3.0,normal,MI,1.0,0.00016864657032459682
Spam base,HC (single),3.0,normal,fowlkes mallows,1.0,0.7226574652454063
Spam base,HC (single),3.0,normal,v_measure,1.0,0.0006020066465542272
Spam base,HC (single),4.0,laplace,ARI,0.9411993412384673,0.00023375822891462075
Spam base,HC (single),4.0,laplace,MI,0.9411993412384159,0.00016864657032459682
Spam base,HC (single),4.0,laplace,fowlkes mallows,0.9999744400526939,0.7226574652454063
Spam base,HC (single),4.0,laplace,v_measure,0.9412134758953544,0.0006020066465542272
Spam base,HC (single),4.0,normal,ARI,1.0,0.00023375822891462075
Spam base,HC (single),4.0,normal,MI,1.0,0.00016864657032459682
Spam base,HC (single),4.0,normal,fowlkes mallows,1.0,0.7226574652454063
Spam base,HC (single),4.0,normal,v_measure,1.0,0.0006020066465542272
Spam base,HC (single),5.0,laplace,ARI,0.7284258234518954,0.00023375822891462075
Spam base,HC (single),5.0,laplace,MI,0.7284258234516626,0.00016864657032459682
Spam base,HC (single),5.0,laplace,fowlkes mallows,0.9998819499340984,0.7226574652454063
Spam base,HC (single),5.0,laplace,v_measure,0.7284911051661742,0.0006020066465542272
Spam base,HC (single),5.0,normal,ARI,0.9411993412384673,0.00023375822891462075
Spam base,HC (single),5.0,normal,MI,0.9411993412384159,0.00016864657032459682
Spam base,HC (single),5.0,normal,fowlkes mallows,0.9999744400526939,0.7226574652454063
Spam base,HC (single),5.0,normal,v_measure,0.9412134758953544,0.0006020066465542272
Spam base,HC (ward),0.0,laplace,ARI,1.0,0.0808523501288567
Spam base,HC (ward),0.0,laplace,MI,1.0,0.06104970564244281
Spam base,HC (ward),0.0,laplace,fowlkes mallows,1.0,0.6710475247661649
Spam base,HC (ward),0.0,laplace,v_measure,1.0,0.061245637823743586
Spam base,HC (ward),0.0,normal,ARI,1.0,0.0808523501288567
Spam base,HC (ward),0.0,normal,MI,1.0,0.06104970564244281
Spam base,HC (ward),0.0,normal,fowlkes mallows,1.0,0.6710475247661649
Spam base,HC (ward),0.0,normal,v_measure,1.0,0.061245637823743586
Spam base,HC (ward),1.0,laplace,ARI,0.5453048012549296,0.04842016648554609
Spam base,HC (ward),1.0,laplace,MI,0.43640955959689737,0.04026738467749873
Spam base,HC (ward),1.0,laplace,fowlkes mallows,0.9361358505501112,0.6888495052843066
Spam base,HC (ward),1.0,laplace,v_measure,0.4366772392222894,0.040497747275585055
Spam base,HC (ward),1.0,normal,ARI,0.6202685877564648,0.04407818230263064
Spam base,HC (ward),1.0,normal,MI,0.517041007336865,0.039448368305826126
Spam base,HC (ward),1.0,normal,fowlkes mallows,0.9542615781917018,0.6942557950438514
Spam base,HC (ward),1.0,normal,v_measure,0.5172928438857428,0.03968418071814579
Spam base,HC (ward),2.0,laplace,ARI,0.48756668394463526,0.05125845269134679
Spam base,HC (ward),2.0,laplace,MI,0.29195548048061265,0.03688167105835154
Spam base,HC (ward),2.0,laplace,fowlkes mallows,0.9109488118909014,0.6764040212644996
Spam base,HC (ward),2.0,laplace,v_measure,0.29220510544059697,0.03709553791371418
Spam base,HC (ward),2.0,normal,ARI,0.5537751526971505,0.05572888911349236
Spam base,HC (ward),2.0,normal,MI,0.40312595544594254,0.043338853510697196
Spam base,HC (ward),2.0,normal,fowlkes mallows,0.9273889516411882,0.6808713161442568
Spam base,HC (ward),2.0,normal,v_measure,0.4033595577596048,0.04355630154802138
Spam base,HC (ward),3.0,laplace,ARI,0.3939770893709432,0.030518617349532207
Spam base,HC (ward),3.0,laplace,MI,0.2108287811610684,0.022436988179777094
Spam base,HC (ward),3.0,laplace,fowlkes mallows,0.929272647126116,0.6906788894738414
Spam base,HC (ward),3.0,laplace,v_measure,0.21121822248270974,0.02267477417221946
Spam base,HC (ward),3.0,normal,ARI,0.4763498219543967,0.043494726604415675
Spam base,HC (ward),3.0,normal,MI,0.3045246038476751,0.033381206923518605
Spam base,HC (ward),3.0,normal,fowlkes mallows,0.9247264074586308,0.6849344573214702
Spam base,HC (ward),3.0,normal,v_measure,0.30482278288070697,0.03360751503378945
Spam base,HC (ward),4.0,laplace,ARI,0.36806081361191334,0.018113516163402888
Spam base,HC (ward),4.0,laplace,MI,0.19560204589384705,0.014182355542161804
Spam base,HC (ward),4.0,laplace,fowlkes mallows,0.9531609565971519,0.7024253509380443
Spam base,HC (ward),4.0,laplace,v_measure,0.19620091808838352,0.014442759097553546
Spam base,HC (ward),4.0,normal,ARI,0.42995762736205406,0.0318144436684751
Spam base,HC (ward),4.0,normal,MI,0.256014968115267,0.02502659334232266
Spam base,HC (ward),4.0,normal,fowlkes mallows,0.9336943089367411,0.6920306504689545
Spam base,HC (ward),4.0,normal,v_measure,0.2563986551621847,0.0252659980209632
Spam base,HC (ward),5.0,laplace,ARI,0.27071497931382843,0.012644001679236324
Spam base,HC (ward),5.0,laplace,MI,0.12410984560599317,0.008897430711951825
Spam base,HC (ward),5.0,laplace,fowlkes mallows,0.956012815710538,0.7053421732456094
Spam base,HC (ward),5.0,laplace,v_measure,0.12490971515605018,0.009166970950380805
Spam base,HC (ward),5.0,normal,ARI,0.389697828174995,0.02207111508984354
Spam base,HC (ward),5.0,normal,MI,0.23065230278089852,0.01756581738537446
Spam base,HC (ward),5.0,normal,fowlkes mallows,0.9425308229294286,0.6979540078062456
Spam base,HC (ward),5.0,normal,v_measure,0.2311725573017685,0.017819921605978593
Spam base,Spectral (NN),0.0,laplace,ARI,1.0,-0.005226850394665183
Spam base,Spectral (NN),0.0,laplace,MI,1.0,0.010695679801347559
Spam base,Spectral (NN),0.0,laplace,fowlkes mallows,1.0,0.7153601038082642
Spam base,Spectral (NN),0.0,laplace,v_measure,1.0,0.011000515623265188
Spam base,Spectral (NN),0.0,normal,ARI,1.0,-0.005226850394665183
Spam base,Spectral (NN),0.0,normal,MI,1.0,0.010695679801347559
Spam base,Spectral (NN),0.0,normal,fowlkes mallows,1.0,0.7153601038082642
Spam base,Spectral (NN),0.0,normal,v_measure,1.0,0.011000515623265188
Spam base,Spectral (NN),1.0,laplace,ARI,0.9022506652487492,0.012780006625016048
Spam base,Spectral (NN),1.0,laplace,MI,0.8206619103733211,0.01505724204889521
Spam base,Spectral (NN),1.0,laplace,fowlkes mallows,0.9966485209227121,0.7142232378892966
Spam base,Spectral (NN),1.0,laplace,v_measure,0.8209186486144738,0.015340806231664896
