data,method1,method2,criteria,value,methods
Call,Gaussian MM,Spectral (NN),Fowlkes Mallows,0.5993934502276119,Gaussian MM:Spectral (NN)
Call,Gaussian MM,Spectral (NN),V Measure,0.6421187676998313,Gaussian MM:Spectral (NN)
Call,HC (average),Spectral (NN),ARI,0.6956020177774036,HC (average):Spectral (NN)
Call,HC (average),Spectral (NN),MI,0.6864704643494742,HC (average):Spectral (NN)
Call,HC (average),Spectral (NN),Fowlkes Mallows,0.7857613190975183,HC (average):Spectral (NN)
Call,HC (average),Spectral (NN),V Measure,0.6879755208887467,HC (average):Spectral (NN)
Call,HC (complete),Spectral (NN),ARI,0.4653085311884403,HC (complete):Spectral (NN)
Call,HC (complete),Spectral (NN),MI,0.6341239372078684,HC (complete):Spectral (NN)
Call,HC (complete),Spectral (NN),Fowlkes Mallows,0.5961194029743327,HC (complete):Spectral (NN)
Call,HC (complete),Spectral (NN),V Measure,0.6358252960657303,HC (complete):Spectral (NN)
Call,HC (single),Spectral (NN),ARI,-0.0005610538874062413,HC (single):Spectral (NN)
Call,HC (single),Spectral (NN),MI,-0.00033512639012994174,HC (single):Spectral (NN)
Call,HC (single),Spectral (NN),Fowlkes Mallows,0.5243251848740793,HC (single):Spectral (NN)
Call,HC (single),Spectral (NN),V Measure,0.0034036537107303057,HC (single):Spectral (NN)
Call,HC (ward),Spectral (NN),ARI,0.46821523732708614,HC (ward):Spectral (NN)
Call,HC (ward),Spectral (NN),MI,0.7009267963382794,HC (ward):Spectral (NN)
Call,HC (ward),Spectral (NN),Fowlkes Mallows,0.6030522452637695,HC (ward):Spectral (NN)
Call,HC (ward),Spectral (NN),V Measure,0.702241337749723,HC (ward):Spectral (NN)
Call,K-Means,Spectral (NN),ARI,0.4430134724459231,K-Means:Spectral (NN)
Call,K-Means,Spectral (NN),MI,0.6601899400970693,K-Means:Spectral (NN)
Call,K-Means,Spectral (NN),Fowlkes Mallows,0.5774202815588001,K-Means:Spectral (NN)
Call,K-Means,Spectral (NN),V Measure,0.6617272801675017,K-Means:Spectral (NN)
Call,K-Means (minibatch),Spectral (NN),ARI,0.4814378431594223,K-Means (minibatch):Spectral (NN)
Call,K-Means (minibatch),Spectral (NN),MI,0.6702674954503415,K-Means (minibatch):Spectral (NN)
Call,K-Means (minibatch),Spectral (NN),Fowlkes Mallows,0.6092845619435356,K-Means (minibatch):Spectral (NN)
Call,K-Means (minibatch),Spectral (NN),V Measure,0.6717652032060277,K-Means (minibatch):Spectral (NN)
Call,K-Means++,Spectral (NN),ARI,0.5231706344431781,K-Means++:Spectral (NN)
Call,K-Means++,Spectral (NN),MI,0.6893189672994058,K-Means++:Spectral (NN)
Call,K-Means++,Spectral (NN),Fowlkes Mallows,0.6430448257610883,K-Means++:Spectral (NN)
Call,K-Means++,Spectral (NN),V Measure,0.6907467895597535,K-Means++:Spectral (NN)
Call,Birch,Spectral (NN),ARI,0.5278747371298501,Birch:Spectral (NN)
Call,Birch,Spectral (NN),MI,0.698093934927541,Birch:Spectral (NN)
Call,Birch,Spectral (NN),Fowlkes Mallows,0.6467078889496983,Birch:Spectral (NN)
Call,Birch,Spectral (NN),V Measure,0.6995072063050712,Birch:Spectral (NN)
Call,Spectral (NN),Spectral (NN),ARI,1.0,Spectral (NN):Spectral (NN)
Call,Spectral (NN),Spectral (NN),MI,1.0,Spectral (NN):Spectral (NN)
Call,Spectral (NN),Spectral (NN),Fowlkes Mallows,1.0,Spectral (NN):Spectral (NN)
Call,Spectral (NN),Spectral (NN),V Measure,1.0,Spectral (NN):Spectral (NN)
Call,Spectral (NN),Spectral (RBF),ARI,0.4437827843403705,Spectral (NN):Spectral (RBF)
Call,Spectral (NN),Spectral (RBF),MI,0.6759268711676936,Spectral (NN):Spectral (RBF)
Call,Spectral (NN),Spectral (RBF),Fowlkes Mallows,0.5827982395271444,Spectral (NN):Spectral (RBF)
Call,Spectral (NN),Spectral (RBF),V Measure,0.6773451748208261,Spectral (NN):Spectral (RBF)
Call,Gaussian MM,Spectral (RBF),ARI,0.5018809025253286,Gaussian MM:Spectral (RBF)
Call,Gaussian MM,Spectral (RBF),MI,0.6273078187995291,Gaussian MM:Spectral (RBF)
Call,Gaussian MM,Spectral (RBF),Fowlkes Mallows,0.5723025219037391,Gaussian MM:Spectral (RBF)
Call,Gaussian MM,Spectral (RBF),V Measure,0.6287142206277174,Gaussian MM:Spectral (RBF)
Call,HC (average),Spectral (RBF),ARI,0.41694237799138684,HC (average):Spectral (RBF)
Call,HC (average),Spectral (RBF),MI,0.6440476040077519,HC (average):Spectral (RBF)
Call,HC (average),Spectral (RBF),Fowlkes Mallows,0.5753141210269106,HC (average):Spectral (RBF)
Call,HC (average),Spectral (RBF),V Measure,0.6455993944956012,HC (average):Spectral (RBF)
Call,HC (complete),Spectral (RBF),ARI,0.4823027647133197,HC (complete):Spectral (RBF)
Call,HC (complete),Spectral (RBF),MI,0.6468977175042535,HC (complete):Spectral (RBF)
Call,HC (complete),Spectral (RBF),Fowlkes Mallows,0.5653677586318459,HC (complete):Spectral (RBF)
Call,HC (complete),Spectral (RBF),V Measure,0.6483093071200571,HC (complete):Spectral (RBF)
Call,HC (single),Spectral (RBF),ARI,-0.00016866888609297587,HC (single):Spectral (RBF)
Call,HC (single),Spectral (RBF),MI,9.361085599541219e-05,HC (single):Spectral (RBF)
Call,HC (single),Spectral (RBF),Fowlkes Mallows,0.35197526357323367,HC (single):Spectral (RBF)
Call,HC (single),Spectral (RBF),V Measure,0.0038701328505755667,HC (single):Spectral (RBF)
Call,HC (ward),Spectral (RBF),ARI,0.5645535419991089,HC (ward):Spectral (RBF)
Call,HC (ward),Spectral (RBF),MI,0.7195083916628654,HC (ward):Spectral (RBF)
Call,HC (ward),Spectral (RBF),Fowlkes Mallows,0.6202546072256431,HC (ward):Spectral (RBF)
Call,HC (ward),Spectral (RBF),V Measure,0.720548113247331,HC (ward):Spectral (RBF)
Call,K-Means,Spectral (RBF),ARI,0.603632542667182,K-Means:Spectral (RBF)
Call,K-Means,Spectral (RBF),MI,0.7269395129720293,K-Means:Spectral (RBF)
Call,K-Means,Spectral (RBF),Fowlkes Mallows,0.6613158676204194,K-Means:Spectral (RBF)
Call,K-Means,Spectral (RBF),V Measure,0.7279839646346923,K-Means:Spectral (RBF)
Call,K-Means (minibatch),Spectral (RBF),ARI,0.5769649345547149,K-Means (minibatch):Spectral (RBF)
Call,K-Means (minibatch),Spectral (RBF),MI,0.7198479071115524,K-Means (minibatch):Spectral (RBF)
Call,K-Means (minibatch),Spectral (RBF),Fowlkes Mallows,0.6406024212691261,K-Means (minibatch):Spectral (RBF)
Call,K-Means (minibatch),Spectral (RBF),V Measure,0.7209253359237574,K-Means (minibatch):Spectral (RBF)
Call,K-Means++,Spectral (RBF),ARI,0.5786003414676947,K-Means++:Spectral (RBF)
Call,K-Means++,Spectral (RBF),MI,0.7281445479356082,K-Means++:Spectral (RBF)
Call,K-Means++,Spectral (RBF),Fowlkes Mallows,0.6460924839573049,K-Means++:Spectral (RBF)
Call,K-Means++,Spectral (RBF),V Measure,0.7291997114125237,K-Means++:Spectral (RBF)
Call,Birch,Spectral (RBF),ARI,0.4958227047897868,Birch:Spectral (RBF)
Call,Birch,Spectral (RBF),MI,0.6812254166307057,Birch:Spectral (RBF)
Call,Birch,Spectral (RBF),Fowlkes Mallows,0.5803356411148419,Birch:Spectral (RBF)
Call,Birch,Spectral (RBF),V Measure,0.6824894735579652,Birch:Spectral (RBF)
Call,Spectral (RBF),Spectral (RBF),ARI,1.0,Spectral (RBF):Spectral (RBF)
Call,Spectral (RBF),Spectral (RBF),MI,1.0,Spectral (RBF):Spectral (RBF)
Call,Spectral (RBF),Spectral (RBF),Fowlkes Mallows,1.0,Spectral (RBF):Spectral (RBF)
Call,Spectral (RBF),Spectral (RBF),V Measure,1.0,Spectral (RBF):Spectral (RBF)
Ceramic,Gaussian MM,Gaussian MM,ARI,1.0,Gaussian MM:Gaussian MM
Ceramic,Gaussian MM,Gaussian MM,MI,1.0,Gaussian MM:Gaussian MM
Ceramic,Gaussian MM,Gaussian MM,Fowlkes Mallows,1.0,Gaussian MM:Gaussian MM
Ceramic,Gaussian MM,Gaussian MM,V Measure,1.0,Gaussian MM:Gaussian MM
Ceramic,Gaussian MM,K-Means,ARI,0.8745852504617163,Gaussian MM:K-Means
Ceramic,Gaussian MM,K-Means,MI,0.8693946562167502,Gaussian MM:K-Means
Ceramic,Gaussian MM,K-Means,Fowlkes Mallows,0.9379030974073329,Gaussian MM:K-Means
Ceramic,Gaussian MM,K-Means,V Measure,0.8710104400468548,Gaussian MM:K-Means
Ceramic,Gaussian MM,HC (average),ARI,0.7815204992988675,Gaussian MM:HC (average)
Ceramic,Gaussian MM,HC (average),MI,0.7646699394266401,Gaussian MM:HC (average)
Ceramic,Gaussian MM,HC (average),Fowlkes Mallows,0.8914198719819474,Gaussian MM:HC (average)
Ceramic,Gaussian MM,HC (average),V Measure,0.7675704379636059,Gaussian MM:HC (average)
Ceramic,HC (average),HC (average),ARI,1.0,HC (average):HC (average)
Ceramic,HC (average),HC (average),MI,1.0,HC (average):HC (average)
Ceramic,HC (average),HC (average),Fowlkes Mallows,1.0,HC (average):HC (average)
Ceramic,HC (average),HC (average),V Measure,1.0,HC (average):HC (average)
Ceramic,HC (average),HC (single),ARI,0.3483720009115585,HC (average):HC (single)
Ceramic,HC (average),HC (single),MI,0.3615650238411027,HC (average):HC (single)
Ceramic,HC (average),HC (single),Fowlkes Mallows,0.7426772864229624,HC (average):HC (single)
Ceramic,HC (average),HC (single),V Measure,0.3753437015273286,HC (average):HC (single)
Ceramic,HC (average),K-Means,ARI,0.893264809138739,HC (average):K-Means
Ceramic,HC (average),K-Means,MI,0.8610305794907169,HC (average):K-Means
Ceramic,HC (average),K-Means,Fowlkes Mallows,0.9461624870515465,HC (average):K-Means
Ceramic,HC (average),K-Means,V Measure,0.8627247198735591,HC (average):K-Means
Ceramic,HC (average),K-Means (minibatch),ARI,0.8145505649759811,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),MI,0.7911406169318944,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),Fowlkes Mallows,0.9075011539363078,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means (minibatch),V Measure,0.793706829129509,HC (average):K-Means (minibatch)
Ceramic,HC (average),K-Means++,ARI,0.8920627411137266,HC (average):K-Means++
Ceramic,HC (average),K-Means++,MI,0.8598416567591838,HC (average):K-Means++
Ceramic,HC (average),K-Means++,Fowlkes Mallows,0.94555560057013,HC (average):K-Means++
Ceramic,HC (average),K-Means++,V Measure,0.8615502762318619,HC (average):K-Means++
Ceramic,Birch,HC (average),ARI,0.49556030610639856,Birch:HC (average)
Ceramic,Birch,HC (average),MI,0.5212914197669885,Birch:HC (average)
Ceramic,Birch,HC (average),Fowlkes Mallows,0.7533996660643784,Birch:HC (average)
Ceramic,Birch,HC (average),V Measure,0.52727635300272,Birch:HC (average)
Ceramic,Gaussian MM,HC (complete),ARI,0.8131329209377377,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),MI,0.796408075975108,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),Fowlkes Mallows,0.9077443713364655,Gaussian MM:HC (complete)
Ceramic,Gaussian MM,HC (complete),V Measure,0.7989330281447856,Gaussian MM:HC (complete)
Ceramic,HC (average),HC (complete),ARI,0.7956737656618281,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),MI,0.7895066713262812,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),Fowlkes Mallows,0.8995144828608571,HC (average):HC (complete)
Ceramic,HC (average),HC (complete),V Measure,0.7921214408565476,HC (average):HC (complete)
Ceramic,HC (complete),HC (complete),ARI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),MI,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),Fowlkes Mallows,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (complete),V Measure,1.0,HC (complete):HC (complete)
Ceramic,HC (complete),HC (single),ARI,0.43105653647170733,HC (complete):HC (single)
Ceramic,HC (complete),HC (single),MI,0.4320437063337356,HC (complete):HC (single)
Ceramic,HC (complete),HC (single),Fowlkes Mallows,0.7855776468169624,HC (complete):HC (single)
Ceramic,HC (complete),HC (single),V Measure,0.4449605371924725,HC (complete):HC (single)
Ceramic,HC (complete),K-Means,ARI,0.839591591700922,HC (complete):K-Means
Ceramic,HC (complete),K-Means,MI,0.8293832416018003,HC (complete):K-Means
Ceramic,HC (complete),K-Means,Fowlkes Mallows,0.9209758837824878,HC (complete):K-Means
Ceramic,HC (complete),K-Means,V Measure,0.8315002151802551,HC (complete):K-Means
Ceramic,HC (complete),K-Means (minibatch),ARI,0.8041212687896726,HC (complete):K-Means (minibatch)
Ceramic,HC (complete),K-Means (minibatch),MI,0.7934859666648778,HC (complete):K-Means (minibatch)
Ceramic,HC (complete),K-Means (minibatch),Fowlkes Mallows,0.9035658269661028,HC (complete):K-Means (minibatch)
Ceramic,HC (complete),K-Means (minibatch),V Measure,0.7960509886374331,HC (complete):K-Means (minibatch)
Ceramic,HC (complete),K-Means++,ARI,0.8393733473103105,HC (complete):K-Means++
Ceramic,HC (complete),K-Means++,MI,0.8285939898275891,HC (complete):K-Means++
Ceramic,HC (complete),K-Means++,Fowlkes Mallows,0.9208520982064248,HC (complete):K-Means++
Ceramic,HC (complete),K-Means++,V Measure,0.830720350519861,HC (complete):K-Means++
Ceramic,Birch,HC (complete),ARI,0.6594641074208683,Birch:HC (complete)
Ceramic,Birch,HC (complete),MI,0.6608000641958169,Birch:HC (complete)
Ceramic,Birch,HC (complete),Fowlkes Mallows,0.8334240402503644,Birch:HC (complete)
Ceramic,Birch,HC (complete),V Measure,0.665041111277175,Birch:HC (complete)
Ceramic,Gaussian MM,HC (single),ARI,0.46634052866140135,Gaussian MM:HC (single)
Ceramic,Gaussian MM,HC (single),MI,0.45988976123852715,Gaussian MM:HC (single)
Ceramic,Gaussian MM,HC (single),Fowlkes Mallows,0.8008530861700163,Gaussian MM:HC (single)
Ceramic,Gaussian MM,HC (single),V Measure,0.47245993343873627,Gaussian MM:HC (single)
Ceramic,HC (single),HC (single),ARI,1.0,HC (single):HC (single)
Ceramic,HC (single),HC (single),MI,1.0,HC (single):HC (single)
Ceramic,HC (single),HC (single),Fowlkes Mallows,1.0,HC (single):HC (single)
Ceramic,HC (single),HC (single),V Measure,1.0,HC (single):HC (single)
Ceramic,HC (single),K-Means,ARI,0.38389156092088667,HC (single):K-Means
Ceramic,HC (single),K-Means,MI,0.38506000494174336,HC (single):K-Means
Ceramic,HC (single),K-Means,Fowlkes Mallows,0.759236879558086,HC (single):K-Means
Ceramic,HC (single),K-Means,V Measure,0.3985523685374812,HC (single):K-Means
Ceramic,HC (single),K-Means (minibatch),ARI,0.4339588941917593,HC (single):K-Means (minibatch)
Ceramic,HC (single),K-Means (minibatch),MI,0.4308899293126667,HC (single):K-Means (minibatch)
Ceramic,HC (single),K-Means (minibatch),Fowlkes Mallows,0.7849000235888458,HC (single):K-Means (minibatch)
Ceramic,HC (single),K-Means (minibatch),V Measure,0.44382260774108245,HC (single):K-Means (minibatch)
Ceramic,HC (single),K-Means++,ARI,0.38443661688055186,HC (single):K-Means++
Ceramic,HC (single),K-Means++,MI,0.38550626160044404,HC (single):K-Means++
Ceramic,HC (single),K-Means++,Fowlkes Mallows,0.759506189382272,HC (single):K-Means++
Ceramic,HC (single),K-Means++,V Measure,0.39899348616671104,HC (single):K-Means++
Ceramic,Birch,HC (single),ARI,0.5928370527271891,Birch:HC (single)
Ceramic,Birch,HC (single),MI,0.5920858782745688,Birch:HC (single)
Ceramic,Birch,HC (single),Fowlkes Mallows,0.869835115808026,Birch:HC (single)
Ceramic,Birch,HC (single),V Measure,0.603012142225977,Birch:HC (single)
Ceramic,Gaussian MM,HC (ward),ARI,0.7159844326290987,Gaussian MM:HC (ward)
Ceramic,Gaussian MM,HC (ward),MI,0.7005001184423643,Gaussian MM:HC (ward)
Ceramic,Gaussian MM,HC (ward),Fowlkes Mallows,0.8604513354903887,Gaussian MM:HC (ward)
Ceramic,Gaussian MM,HC (ward),V Measure,0.7042324568087015,Gaussian MM:HC (ward)
Ceramic,HC (average),HC (ward),ARI,0.5580108996414769,HC (average):HC (ward)
Ceramic,HC (average),HC (ward),MI,0.5745929794483815,HC (average):HC (ward)
Ceramic,HC (average),HC (ward),Fowlkes Mallows,0.7832656709862442,HC (average):HC (ward)
Ceramic,HC (average),HC (ward),V Measure,0.5798975623657284,HC (average):HC (ward)
Ceramic,HC (complete),HC (ward),ARI,0.7141047862624389,HC (complete):HC (ward)
Ceramic,HC (complete),HC (ward),MI,0.7091986881380832,HC (complete):HC (ward)
Ceramic,HC (complete),HC (ward),Fowlkes Mallows,0.8598332641598612,HC (complete):HC (ward)
Ceramic,HC (complete),HC (ward),V Measure,0.7128285727521186,HC (complete):HC (ward)
Ceramic,HC (single),HC (ward),ARI,0.5602256187805642,HC (single):HC (ward)
Ceramic,HC (single),HC (ward),MI,0.5641376680807069,HC (single):HC (ward)
Ceramic,HC (single),HC (ward),Fowlkes Mallows,0.8523500049686054,HC (single):HC (ward)
Ceramic,HC (single),HC (ward),V Measure,0.5754149787804703,HC (single):HC (ward)
Ceramic,HC (ward),HC (ward),ARI,1.0,HC (ward):HC (ward)
Ceramic,HC (ward),HC (ward),MI,1.0,HC (ward):HC (ward)
Ceramic,HC (ward),HC (ward),Fowlkes Mallows,1.0,HC (ward):HC (ward)
Ceramic,HC (ward),HC (ward),V Measure,1.0,HC (ward):HC (ward)
Ceramic,HC (ward),K-Means,ARI,0.6308686873081476,HC (ward):K-Means
Ceramic,HC (ward),K-Means,MI,0.6292249499913374,HC (ward):K-Means
Ceramic,HC (ward),K-Means,Fowlkes Mallows,0.8185018855191365,HC (ward):K-Means
Ceramic,HC (ward),K-Means,V Measure,0.6338387978934363,HC (ward):K-Means
Ceramic,HC (ward),K-Means (minibatch),ARI,0.693033219585287,HC (ward):K-Means (minibatch)
Ceramic,HC (ward),K-Means (minibatch),MI,0.6823931777165879,HC (ward):K-Means (minibatch)
Ceramic,HC (ward),K-Means (minibatch),Fowlkes Mallows,0.8492619736062559,HC (ward):K-Means (minibatch)
Ceramic,HC (ward),K-Means (minibatch),V Measure,0.6863511131634182,HC (ward):K-Means (minibatch)
Ceramic,HC (ward),K-Means++,ARI,0.6318960570003394,HC (ward):K-Means++
Ceramic,HC (ward),K-Means++,MI,0.6299784421481461,HC (ward):K-Means++
Ceramic,HC (ward),K-Means++,Fowlkes Mallows,0.8190092049867852,HC (ward):K-Means++
Ceramic,HC (ward),K-Means++,V Measure,0.6345829382908438,HC (ward):K-Means++
Ceramic,Birch,HC (ward),ARI,0.9111863190269385,Birch:HC (ward)
Ceramic,Birch,HC (ward),MI,0.903853023670504,Birch:HC (ward)
Ceramic,Birch,HC (ward),Fowlkes Mallows,0.957148945555778,Birch:HC (ward)
Ceramic,Birch,HC (ward),V Measure,0.9050693038751905,Birch:HC (ward)
Ceramic,K-Means,K-Means,ARI,1.0,K-Means:K-Means
Ceramic,K-Means,K-Means,MI,1.0,K-Means:K-Means
Ceramic,K-Means,K-Means,Fowlkes Mallows,1.0,K-Means:K-Means
Ceramic,K-Means,K-Means,V Measure,1.0,K-Means:K-Means
Ceramic,Gaussian MM,K-Means (minibatch),ARI,0.8508475763214837,Gaussian MM:K-Means (minibatch)
Ceramic,Gaussian MM,K-Means (minibatch),MI,0.840703137735003,Gaussian MM:K-Means (minibatch)
Ceramic,Gaussian MM,K-Means (minibatch),Fowlkes Mallows,0.925976069083671,Gaussian MM:K-Means (minibatch)
Ceramic,Gaussian MM,K-Means (minibatch),V Measure,0.8426702230919328,Gaussian MM:K-Means (minibatch)
Ceramic,K-Means,K-Means (minibatch),ARI,0.9055294366625715,K-Means:K-Means (minibatch)
Ceramic,K-Means,K-Means (minibatch),MI,0.8989071684204057,K-Means:K-Means (minibatch)
Ceramic,K-Means,K-Means (minibatch),Fowlkes Mallows,0.9530586504244586,K-Means:K-Means (minibatch)
Ceramic,K-Means,K-Means (minibatch),V Measure,0.9001542225819584,K-Means:K-Means (minibatch)
Ceramic,K-Means (minibatch),K-Means (minibatch),ARI,1.0,K-Means (minibatch):K-Means (minibatch)
Ceramic,K-Means (minibatch),K-Means (minibatch),MI,1.0,K-Means (minibatch):K-Means (minibatch)
Ceramic,K-Means (minibatch),K-Means (minibatch),Fowlkes Mallows,1.0,K-Means (minibatch):K-Means (minibatch)
Ceramic,K-Means (minibatch),K-Means (minibatch),V Measure,1.0,K-Means (minibatch):K-Means (minibatch)
Ceramic,Birch,K-Means (minibatch),ARI,0.6397413461246733,Birch:K-Means (minibatch)
Ceramic,Birch,K-Means (minibatch),MI,0.6325130771151318,Birch:K-Means (minibatch)
Ceramic,Birch,K-Means (minibatch),Fowlkes Mallows,0.8236712619667814,Birch:K-Means (minibatch)
Ceramic,Birch,K-Means (minibatch),V Measure,0.6371039406249352,Birch:K-Means (minibatch)
Ceramic,Gaussian MM,K-Means++,ARI,0.873273469521965,Gaussian MM:K-Means++
Ceramic,Gaussian MM,K-Means++,MI,0.8672775566911339,Gaussian MM:K-Means++
Ceramic,Gaussian MM,K-Means++,Fowlkes Mallows,0.9372371825674223,Gaussian MM:K-Means++
Ceramic,Gaussian MM,K-Means++,V Measure,0.8689190377951239,Gaussian MM:K-Means++
Ceramic,K-Means,K-Means++,ARI,0.9986882190602487,K-Means:K-Means++
Ceramic,K-Means,K-Means++,MI,0.9978829004743838,K-Means:K-Means++
Ceramic,K-Means,K-Means++,Fowlkes Mallows,0.9993340851600893,K-Means:K-Means++
Ceramic,K-Means,K-Means++,V Measure,0.997908597748269,K-Means:K-Means++
Ceramic,K-Means (minibatch),K-Means++,ARI,0.9042176557228203,K-Means (minibatch):K-Means++
Ceramic,K-Means (minibatch),K-Means++,MI,0.8967900688947895,K-Means (minibatch):K-Means++
Ceramic,K-Means (minibatch),K-Means++,Fowlkes Mallows,0.9523927355845478,K-Means (minibatch):K-Means++
Ceramic,K-Means (minibatch),K-Means++,V Measure,0.8980628203302274,K-Means (minibatch):K-Means++
Ceramic,K-Means++,K-Means++,ARI,1.0,K-Means++:K-Means++
Ceramic,K-Means++,K-Means++,MI,1.0,K-Means++:K-Means++
Ceramic,K-Means++,K-Means++,Fowlkes Mallows,1.0,K-Means++:K-Means++
Ceramic,K-Means++,K-Means++,V Measure,1.0,K-Means++:K-Means++
Ceramic,Birch,K-Means++,ARI,0.5699014074891504,Birch:K-Means++
Ceramic,Birch,K-Means++,MI,0.5704001353606422,Birch:K-Means++
Ceramic,Birch,K-Means++,Fowlkes Mallows,0.789073149671884,Birch:K-Means++
Ceramic,Birch,K-Means++,V Measure,0.5757569817899134,Birch:K-Means++
Ceramic,Birch,Gaussian MM,ARI,0.6656088328053091,Birch:Gaussian MM
Ceramic,Birch,Gaussian MM,MI,0.6547788838035289,Birch:Gaussian MM
Ceramic,Birch,Gaussian MM,Fowlkes Mallows,0.836281392789846,Birch:Gaussian MM
Ceramic,Birch,Gaussian MM,V Measure,0.6590918773463114,Birch:Gaussian MM
Ceramic,Birch,K-Means,ARI,0.5688740377969588,Birch:K-Means
Ceramic,Birch,K-Means,MI,0.5696466432038334,Birch:K-Means
Ceramic,Birch,K-Means,Fowlkes Mallows,0.7885658302042353,Birch:K-Means
Ceramic,Birch,K-Means,V Measure,0.575012841392506,Birch:K-Means
Ceramic,Birch,Birch,ARI,1.0,Birch:Birch
Ceramic,Birch,Birch,MI,1.0,Birch:Birch
Ceramic,Birch,Birch,Fowlkes Mallows,1.0,Birch:Birch
Ceramic,Birch,Birch,V Measure,1.0,Birch:Birch
Ceramic,Gaussian MM,Spectral (NN),ARI,0.7627532057808818,Gaussian MM:Spectral (NN)
Ceramic,Gaussian MM,Spectral (NN),MI,0.7522121725634962,Gaussian MM:Spectral (NN)
Ceramic,Gaussian MM,Spectral (NN),Fowlkes Mallows,0.8834790934308743,Gaussian MM:Spectral (NN)
Ceramic,Gaussian MM,Spectral (NN),V Measure,0.75529893167039,Gaussian MM:Spectral (NN)
Ceramic,HC (average),Spectral (NN),ARI,0.6641889238341707,HC (average):Spectral (NN)
Ceramic,HC (average),Spectral (NN),MI,0.6709563985270983,HC (average):Spectral (NN)
Ceramic,HC (average),Spectral (NN),Fowlkes Mallows,0.835430415937028,HC (average):Spectral (NN)
Ceramic,HC (average),Spectral (NN),V Measure,0.6750583208724568,HC (average):Spectral (NN)
Ceramic,HC (complete),Spectral (NN),ARI,0.7158781418556598,HC (complete):Spectral (NN)
Ceramic,HC (complete),Spectral (NN),MI,0.7165060644640868,HC (complete):Spectral (NN)
Ceramic,HC (complete),Spectral (NN),Fowlkes Mallows,0.8610395494499105,HC (complete):Spectral (NN)
Ceramic,HC (complete),Spectral (NN),V Measure,0.7200477903429927,HC (complete):Spectral (NN)
Ceramic,HC (single),Spectral (NN),ARI,0.532716638785149,HC (single):Spectral (NN)
Ceramic,HC (single),Spectral (NN),MI,0.5326633891263212,HC (single):Spectral (NN)
Ceramic,HC (single),Spectral (NN),Fowlkes Mallows,0.8359830380607842,HC (single):Spectral (NN)
Ceramic,HC (single),Spectral (NN),V Measure,0.5443148091730807,HC (single):Spectral (NN)
Ceramic,HC (ward),Spectral (NN),ARI,0.7528965777458209,HC (ward):Spectral (NN)
Ceramic,HC (ward),Spectral (NN),MI,0.7501357723413291,HC (ward):Spectral (NN)
Ceramic,HC (ward),Spectral (NN),Fowlkes Mallows,0.879075877288245,HC (ward):Spectral (NN)
Ceramic,HC (ward),Spectral (NN),V Measure,0.7532577143427855,HC (ward):Spectral (NN)
Ceramic,K-Means,Spectral (NN),ARI,0.7496636857818576,K-Means:Spectral (NN)
Ceramic,K-Means,Spectral (NN),MI,0.7492936719533043,K-Means:Spectral (NN)
Ceramic,K-Means,Spectral (NN),Fowlkes Mallows,0.8772878771269847,K-Means:Spectral (NN)
Ceramic,K-Means,Spectral (NN),V Measure,0.7524202861687194,K-Means:Spectral (NN)
Ceramic,K-Means (minibatch),Spectral (NN),ARI,0.7764064266542409,K-Means (minibatch):Spectral (NN)
Ceramic,K-Means (minibatch),Spectral (NN),MI,0.7674169963801818,K-Means (minibatch):Spectral (NN)
Ceramic,K-Means (minibatch),Spectral (NN),Fowlkes Mallows,0.8903326776077226,K-Means (minibatch):Spectral (NN)
Ceramic,K-Means (minibatch),Spectral (NN),V Measure,0.7703166793670158,K-Means (minibatch):Spectral (NN)
Ceramic,K-Means++,Spectral (NN),ARI,0.7496636857818576,K-Means++:Spectral (NN)
Ceramic,K-Means++,Spectral (NN),MI,0.7492936719533043,K-Means++:Spectral (NN)
Ceramic,K-Means++,Spectral (NN),Fowlkes Mallows,0.8772878771269847,K-Means++:Spectral (NN)
Ceramic,K-Means++,Spectral (NN),V Measure,0.7524202861687194,K-Means++:Spectral (NN)
Ceramic,Birch,Spectral (NN),ARI,0.7727225578824046,Birch:Spectral (NN)
Ceramic,Birch,Spectral (NN),MI,0.7695138267840446,Birch:Spectral (NN)
Ceramic,Birch,Spectral (NN),Fowlkes Mallows,0.8886949993801865,Birch:Spectral (NN)
Ceramic,Birch,Spectral (NN),V Measure,0.7723925288968202,Birch:Spectral (NN)
Ceramic,Spectral (NN),Spectral (NN),ARI,1.0,Spectral (NN):Spectral (NN)
Ceramic,Spectral (NN),Spectral (NN),MI,1.0,Spectral (NN):Spectral (NN)
Ceramic,Spectral (NN),Spectral (NN),Fowlkes Mallows,1.0,Spectral (NN):Spectral (NN)
Ceramic,Spectral (NN),Spectral (NN),V Measure,1.0,Spectral (NN):Spectral (NN)
