data,method1,method2,criteria,value,methods
TCGA,Birch,HC (average),Fowlkes Mallows,0.5846488833614859,Birch:HC (average)
TCGA,Birch,HC (average),V Measure,0.4999195406459566,Birch:HC (average)
TCGA,Gaussian MM,HC (complete),ARI,0.3760661537401873,Gaussian MM:HC (complete)
TCGA,Gaussian MM,HC (complete),MI,0.4530090263111767,Gaussian MM:HC (complete)
TCGA,Gaussian MM,HC (complete),Fowlkes Mallows,0.5160903764020027,Gaussian MM:HC (complete)
TCGA,Gaussian MM,HC (complete),V Measure,0.4624404366141708,Gaussian MM:HC (complete)
TCGA,HC (average),HC (complete),ARI,0.32365533387886153,HC (average):HC (complete)
TCGA,HC (average),HC (complete),MI,0.4079015055073697,HC (average):HC (complete)
TCGA,HC (average),HC (complete),Fowlkes Mallows,0.505424980679861,HC (average):HC (complete)
TCGA,HC (average),HC (complete),V Measure,0.419025606004394,HC (average):HC (complete)
TCGA,HC (complete),HC (complete),ARI,1.0,HC (complete):HC (complete)
TCGA,HC (complete),HC (complete),MI,1.0,HC (complete):HC (complete)
TCGA,HC (complete),HC (complete),Fowlkes Mallows,1.0,HC (complete):HC (complete)
TCGA,HC (complete),HC (complete),V Measure,1.0,HC (complete):HC (complete)
TCGA,HC (complete),HC (single),ARI,0.0011079202403906632,HC (complete):HC (single)
TCGA,HC (complete),HC (single),MI,0.0017282090873824716,HC (complete):HC (single)
TCGA,HC (complete),HC (single),Fowlkes Mallows,0.4665574942886427,HC (complete):HC (single)
TCGA,HC (complete),HC (single),V Measure,0.026431199591020534,HC (complete):HC (single)
TCGA,HC (complete),K-Means,ARI,0.38453384440143024,HC (complete):K-Means
TCGA,HC (complete),K-Means,MI,0.460694315325235,HC (complete):K-Means
TCGA,HC (complete),K-Means,Fowlkes Mallows,0.5236572729572317,HC (complete):K-Means
TCGA,HC (complete),K-Means,V Measure,0.4700097980350125,HC (complete):K-Means
TCGA,HC (complete),K-Means (minibatch),ARI,0.3490820471559987,HC (complete):K-Means (minibatch)
TCGA,HC (complete),K-Means (minibatch),MI,0.4320240376224497,HC (complete):K-Means (minibatch)
TCGA,HC (complete),K-Means (minibatch),Fowlkes Mallows,0.5007737694246938,HC (complete):K-Means (minibatch)
TCGA,HC (complete),K-Means (minibatch),V Measure,0.44199134985982136,HC (complete):K-Means (minibatch)
TCGA,HC (complete),K-Means++,ARI,0.3912305435666043,HC (complete):K-Means++
TCGA,HC (complete),K-Means++,MI,0.4662331791190812,HC (complete):K-Means++
TCGA,HC (complete),K-Means++,Fowlkes Mallows,0.5283280073465094,HC (complete):K-Means++
TCGA,HC (complete),K-Means++,V Measure,0.47543999071874365,HC (complete):K-Means++
TCGA,Birch,HC (complete),ARI,0.35793841906645896,Birch:HC (complete)
TCGA,Birch,HC (complete),MI,0.43871085557953227,Birch:HC (complete)
TCGA,Birch,HC (complete),Fowlkes Mallows,0.5111274721482474,Birch:HC (complete)
TCGA,Birch,HC (complete),V Measure,0.4486650253605306,Birch:HC (complete)
TCGA,Gaussian MM,HC (single),ARI,0.002662354230689699,Gaussian MM:HC (single)
TCGA,Gaussian MM,HC (single),MI,0.0030925419804976916,Gaussian MM:HC (single)
TCGA,Gaussian MM,HC (single),Fowlkes Mallows,0.47149571365608706,Gaussian MM:HC (single)
TCGA,Gaussian MM,HC (single),V Measure,0.027745251500492653,Gaussian MM:HC (single)
TCGA,HC (single),HC (single),ARI,1.0,HC (single):HC (single)
TCGA,HC (single),HC (single),MI,1.0,HC (single):HC (single)
TCGA,HC (single),HC (single),Fowlkes Mallows,1.0,HC (single):HC (single)
TCGA,HC (single),HC (single),V Measure,1.0,HC (single):HC (single)
TCGA,HC (single),K-Means,ARI,0.0029490708709355457,HC (single):K-Means
TCGA,HC (single),K-Means,MI,0.0031579977519706225,HC (single):K-Means
TCGA,HC (single),K-Means,Fowlkes Mallows,0.4743677443122917,HC (single):K-Means
TCGA,HC (single),K-Means,V Measure,0.027812428789484513,HC (single):K-Means
TCGA,HC (single),K-Means (minibatch),ARI,0.003699959702043677,HC (single):K-Means (minibatch)
TCGA,HC (single),K-Means (minibatch),MI,0.004617423251370088,HC (single):K-Means (minibatch)
TCGA,HC (single),K-Means (minibatch),Fowlkes Mallows,0.4873272118319277,HC (single):K-Means (minibatch)
TCGA,HC (single),K-Means (minibatch),V Measure,0.029186175720096897,HC (single):K-Means (minibatch)
TCGA,HC (single),K-Means++,ARI,0.002712982676216774,HC (single):K-Means++
TCGA,HC (single),K-Means++,MI,0.0028590607298615363,HC (single):K-Means++
TCGA,HC (single),K-Means++,Fowlkes Mallows,0.4729369649904098,HC (single):K-Means++
TCGA,HC (single),K-Means++,V Measure,0.02752457925248129,HC (single):K-Means++
TCGA,Birch,HC (single),ARI,0.004141069168263095,Birch:HC (single)
TCGA,Birch,HC (single),MI,0.00500379444542546,Birch:HC (single)
TCGA,Birch,HC (single),Fowlkes Mallows,0.49811762477739563,Birch:HC (single)
TCGA,Birch,HC (single),V Measure,0.029556954240961972,Birch:HC (single)
TCGA,Gaussian MM,HC (ward),ARI,0.430281664342695,Gaussian MM:HC (ward)
TCGA,Gaussian MM,HC (ward),MI,0.5027756168874602,Gaussian MM:HC (ward)
TCGA,Gaussian MM,HC (ward),Fowlkes Mallows,0.5641239078969563,Gaussian MM:HC (ward)
TCGA,Gaussian MM,HC (ward),V Measure,0.5115079923476397,Gaussian MM:HC (ward)
TCGA,HC (average),HC (ward),ARI,0.3926528245435334,HC (average):HC (ward)
TCGA,HC (average),HC (ward),MI,0.47836360750052476,HC (average):HC (ward)
TCGA,HC (average),HC (ward),Fowlkes Mallows,0.5625345261250595,HC (average):HC (ward)
TCGA,HC (average),HC (ward),V Measure,0.48830211631493126,HC (average):HC (ward)
TCGA,HC (complete),HC (ward),ARI,0.4032670456905285,HC (complete):HC (ward)
TCGA,HC (complete),HC (ward),MI,0.48078264628614953,HC (complete):HC (ward)
TCGA,HC (complete),HC (ward),Fowlkes Mallows,0.5424050795056051,HC (complete):HC (ward)
TCGA,HC (complete),HC (ward),V Measure,0.48986116918285,HC (complete):HC (ward)
TCGA,HC (single),HC (ward),ARI,0.0013753533819592535,HC (single):HC (ward)
TCGA,HC (single),HC (ward),MI,0.0018634945836229339,HC (single):HC (ward)
TCGA,HC (single),HC (ward),Fowlkes Mallows,0.48612152404942177,HC (single):HC (ward)
TCGA,HC (single),HC (ward),V Measure,0.02652218205694799,HC (single):HC (ward)
TCGA,HC (ward),HC (ward),ARI,1.0,HC (ward):HC (ward)
TCGA,HC (ward),HC (ward),MI,1.0,HC (ward):HC (ward)
TCGA,HC (ward),HC (ward),Fowlkes Mallows,1.0,HC (ward):HC (ward)
TCGA,HC (ward),HC (ward),V Measure,1.0,HC (ward):HC (ward)
TCGA,HC (ward),K-Means,ARI,0.4808822881244945,HC (ward):K-Means
TCGA,HC (ward),K-Means,MI,0.5346740032874774,HC (ward):K-Means
TCGA,HC (ward),K-Means,Fowlkes Mallows,0.6035100393679176,HC (ward):K-Means
TCGA,HC (ward),K-Means,V Measure,0.5428647490064372,HC (ward):K-Means
TCGA,HC (ward),K-Means (minibatch),ARI,0.39776348177485304,HC (ward):K-Means (minibatch)
TCGA,HC (ward),K-Means (minibatch),MI,0.4781500388246584,HC (ward):K-Means (minibatch)
TCGA,HC (ward),K-Means (minibatch),Fowlkes Mallows,0.5441707202627017,HC (ward):K-Means (minibatch)
TCGA,HC (ward),K-Means (minibatch),V Measure,0.48747252986706585,HC (ward):K-Means (minibatch)
TCGA,HC (ward),K-Means++,ARI,0.48533187954816265,HC (ward):K-Means++
TCGA,HC (ward),K-Means++,MI,0.5380475441763045,HC (ward):K-Means++
TCGA,HC (ward),K-Means++,Fowlkes Mallows,0.606642101412412,HC (ward):K-Means++
TCGA,HC (ward),K-Means++,V Measure,0.5461685012985722,HC (ward):K-Means++
TCGA,Birch,HC (ward),ARI,0.48939345194287087,Birch:HC (ward)
TCGA,Birch,HC (ward),MI,0.5516253132918386,Birch:HC (ward)
TCGA,Birch,HC (ward),Fowlkes Mallows,0.6156033822041468,Birch:HC (ward)
TCGA,Birch,HC (ward),V Measure,0.5597128791127538,Birch:HC (ward)
TCGA,K-Means,K-Means,ARI,1.0,K-Means:K-Means
TCGA,K-Means,K-Means,MI,1.0,K-Means:K-Means
TCGA,K-Means,K-Means,Fowlkes Mallows,1.0,K-Means:K-Means
TCGA,K-Means,K-Means,V Measure,1.0,K-Means:K-Means
TCGA,Gaussian MM,K-Means (minibatch),ARI,0.46123857395189133,Gaussian MM:K-Means (minibatch)
TCGA,Gaussian MM,K-Means (minibatch),MI,0.5517479523447006,Gaussian MM:K-Means (minibatch)
TCGA,Gaussian MM,K-Means (minibatch),Fowlkes Mallows,0.5882963888571406,Gaussian MM:K-Means (minibatch)
TCGA,Gaussian MM,K-Means (minibatch),V Measure,0.559647507214663,Gaussian MM:K-Means (minibatch)
TCGA,K-Means,K-Means (minibatch),ARI,0.4938144464608737,K-Means:K-Means (minibatch)
TCGA,K-Means,K-Means (minibatch),MI,0.572786310557001,K-Means:K-Means (minibatch)
TCGA,K-Means,K-Means (minibatch),Fowlkes Mallows,0.6135958822342684,K-Means:K-Means (minibatch)
TCGA,K-Means,K-Means (minibatch),V Measure,0.5803262662617024,K-Means:K-Means (minibatch)
TCGA,K-Means (minibatch),K-Means (minibatch),ARI,1.0,K-Means (minibatch):K-Means (minibatch)
TCGA,K-Means (minibatch),K-Means (minibatch),MI,1.0,K-Means (minibatch):K-Means (minibatch)
TCGA,K-Means (minibatch),K-Means (minibatch),Fowlkes Mallows,1.0,K-Means (minibatch):K-Means (minibatch)
TCGA,K-Means (minibatch),K-Means (minibatch),V Measure,1.0,K-Means (minibatch):K-Means (minibatch)
TCGA,Birch,K-Means (minibatch),ARI,0.3926368069740161,Birch:K-Means (minibatch)
TCGA,Birch,K-Means (minibatch),MI,0.4797536733779669,Birch:K-Means (minibatch)
TCGA,Birch,K-Means (minibatch),Fowlkes Mallows,0.54337040207437,Birch:K-Means (minibatch)
TCGA,Birch,K-Means (minibatch),V Measure,0.4891538675913496,Birch:K-Means (minibatch)
TCGA,Gaussian MM,K-Means++,ARI,0.5986052225461802,Gaussian MM:K-Means++
TCGA,Gaussian MM,K-Means++,MI,0.6469616642788053,Gaussian MM:K-Means++
TCGA,Gaussian MM,K-Means++,Fowlkes Mallows,0.6894308586579464,Gaussian MM:K-Means++
TCGA,Gaussian MM,K-Means++,V Measure,0.6530709912680963,Gaussian MM:K-Means++
TCGA,K-Means,K-Means++,ARI,0.7106128635093333,K-Means:K-Means++
TCGA,K-Means,K-Means++,MI,0.7304598763792951,K-Means:K-Means++
TCGA,K-Means,K-Means++,Fowlkes Mallows,0.776901392591059,K-Means:K-Means++
TCGA,K-Means,K-Means++,V Measure,0.7351408326039056,K-Means:K-Means++
TCGA,K-Means (minibatch),K-Means++,ARI,0.4931513911503014,K-Means (minibatch):K-Means++
TCGA,K-Means (minibatch),K-Means++,MI,0.5740421273171633,K-Means (minibatch):K-Means++
TCGA,K-Means (minibatch),K-Means++,Fowlkes Mallows,0.6129271614593652,K-Means (minibatch):K-Means++
TCGA,K-Means (minibatch),K-Means++,V Measure,0.5815492103118929,K-Means (minibatch):K-Means++
TCGA,K-Means++,K-Means++,ARI,1.0,K-Means++:K-Means++
TCGA,K-Means++,K-Means++,MI,1.0,K-Means++:K-Means++
TCGA,K-Means++,K-Means++,Fowlkes Mallows,1.0,K-Means++:K-Means++
TCGA,K-Means++,K-Means++,V Measure,1.0,K-Means++:K-Means++
TCGA,Birch,K-Means++,ARI,0.48094480123238936,Birch:K-Means++
TCGA,Birch,K-Means++,MI,0.5396789959007556,Birch:K-Means++
TCGA,Birch,K-Means++,Fowlkes Mallows,0.6065580338113851,Birch:K-Means++
TCGA,Birch,K-Means++,V Measure,0.5478843504418828,Birch:K-Means++
TCGA,Birch,Gaussian MM,ARI,0.4373254734235343,Birch:Gaussian MM
TCGA,Birch,Gaussian MM,MI,0.5102210667031981,Birch:Gaussian MM
TCGA,Birch,Gaussian MM,Fowlkes Mallows,0.5729838646108234,Birch:Gaussian MM
TCGA,Birch,Gaussian MM,V Measure,0.5189438931872914,Birch:Gaussian MM
TCGA,Birch,K-Means,ARI,0.47973910997548913,Birch:K-Means
TCGA,Birch,K-Means,MI,0.5352218481091484,Birch:K-Means
TCGA,Birch,K-Means,Fowlkes Mallows,0.6059465498309524,Birch:K-Means
TCGA,Birch,K-Means,V Measure,0.5435229294133277,Birch:K-Means
TCGA,Birch,Birch,ARI,1.0,Birch:Birch
TCGA,Birch,Birch,MI,1.0,Birch:Birch
TCGA,Birch,Birch,Fowlkes Mallows,1.0,Birch:Birch
TCGA,Birch,Birch,V Measure,1.0,Birch:Birch
TCGA,Gaussian MM,Spectral (NN),ARI,0.5338947193315895,Gaussian MM:Spectral (NN)
TCGA,Gaussian MM,Spectral (NN),MI,0.584238560610396,Gaussian MM:Spectral (NN)
TCGA,Gaussian MM,Spectral (NN),Fowlkes Mallows,0.638303478747179,Gaussian MM:Spectral (NN)
TCGA,Gaussian MM,Spectral (NN),V Measure,0.5913724879116522,Gaussian MM:Spectral (NN)
TCGA,HC (average),Spectral (NN),ARI,0.4086307984053623,HC (average):Spectral (NN)
TCGA,HC (average),Spectral (NN),MI,0.4726336845182345,HC (average):Spectral (NN)
TCGA,HC (average),Spectral (NN),Fowlkes Mallows,0.5693532421333934,HC (average):Spectral (NN)
TCGA,HC (average),Spectral (NN),V Measure,0.4825118438537342,HC (average):Spectral (NN)
TCGA,HC (complete),Spectral (NN),ARI,0.4061055651074573,HC (complete):Spectral (NN)
TCGA,HC (complete),Spectral (NN),MI,0.4658984431681486,HC (complete):Spectral (NN)
TCGA,HC (complete),Spectral (NN),Fowlkes Mallows,0.5380384857913768,HC (complete):Spectral (NN)
TCGA,HC (complete),Spectral (NN),V Measure,0.4750252114902899,HC (complete):Spectral (NN)
TCGA,HC (single),Spectral (NN),ARI,0.00215341394026844,HC (single):Spectral (NN)
TCGA,HC (single),Spectral (NN),MI,0.002565110952782723,HC (single):Spectral (NN)
TCGA,HC (single),Spectral (NN),Fowlkes Mallows,0.4659129175007265,HC (single):Spectral (NN)
TCGA,HC (single),Spectral (NN),V Measure,0.027256742429173652,HC (single):Spectral (NN)
TCGA,HC (ward),Spectral (NN),ARI,0.5247084651742927,HC (ward):Spectral (NN)
TCGA,HC (ward),Spectral (NN),MI,0.5542523535348967,HC (ward):Spectral (NN)
TCGA,HC (ward),Spectral (NN),Fowlkes Mallows,0.6352500659455734,HC (ward):Spectral (NN)
TCGA,HC (ward),Spectral (NN),V Measure,0.5620081365896258,HC (ward):Spectral (NN)
TCGA,K-Means,Spectral (NN),ARI,0.6161946041716715,K-Means:Spectral (NN)
TCGA,K-Means,Spectral (NN),MI,0.6412059327114977,K-Means:Spectral (NN)
TCGA,K-Means,Spectral (NN),Fowlkes Mallows,0.7028025013540196,K-Means:Spectral (NN)
TCGA,K-Means,Spectral (NN),V Measure,0.6473731967634325,K-Means:Spectral (NN)
TCGA,K-Means (minibatch),Spectral (NN),ARI,0.45579632519459096,K-Means (minibatch):Spectral (NN)
TCGA,K-Means (minibatch),Spectral (NN),MI,0.5308596092591192,K-Means (minibatch):Spectral (NN)
TCGA,K-Means (minibatch),Spectral (NN),Fowlkes Mallows,0.5828223399269477,K-Means (minibatch):Spectral (NN)
TCGA,K-Means (minibatch),Spectral (NN),V Measure,0.5390603920395157,K-Means (minibatch):Spectral (NN)
TCGA,K-Means++,Spectral (NN),ARI,0.6207375115748271,K-Means++:Spectral (NN)
TCGA,K-Means++,Spectral (NN),MI,0.647712231632918,K-Means++:Spectral (NN)
TCGA,K-Means++,Spectral (NN),Fowlkes Mallows,0.705995056134076,K-Means++:Spectral (NN)
TCGA,K-Means++,Spectral (NN),V Measure,0.6537588916160252,K-Means++:Spectral (NN)
TCGA,Birch,Spectral (NN),ARI,0.49693077193079205,Birch:Spectral (NN)
TCGA,Birch,Spectral (NN),MI,0.5427363284862818,Birch:Spectral (NN)
TCGA,Birch,Spectral (NN),Fowlkes Mallows,0.6172335842559656,Birch:Spectral (NN)
TCGA,Birch,Spectral (NN),V Measure,0.5508073036871837,Birch:Spectral (NN)
TCGA,Spectral (NN),Spectral (NN),ARI,1.0,Spectral (NN):Spectral (NN)
TCGA,Spectral (NN),Spectral (NN),MI,1.0,Spectral (NN):Spectral (NN)
TCGA,Spectral (NN),Spectral (NN),Fowlkes Mallows,1.0,Spectral (NN):Spectral (NN)
TCGA,Spectral (NN),Spectral (NN),V Measure,1.0,Spectral (NN):Spectral (NN)
TCGA,Spectral (NN),Spectral (RBF),ARI,0.6999227433201467,Spectral (NN):Spectral (RBF)
TCGA,Spectral (NN),Spectral (RBF),MI,0.6926247564067235,Spectral (NN):Spectral (RBF)
TCGA,Spectral (NN),Spectral (RBF),Fowlkes Mallows,0.766566628958235,Spectral (NN):Spectral (RBF)
TCGA,Spectral (NN),Spectral (RBF),V Measure,0.6978652083747389,Spectral (NN):Spectral (RBF)
TCGA,Gaussian MM,Spectral (RBF),ARI,0.5391975868034831,Gaussian MM:Spectral (RBF)
TCGA,Gaussian MM,Spectral (RBF),MI,0.5933328093308173,Gaussian MM:Spectral (RBF)
TCGA,Gaussian MM,Spectral (RBF),Fowlkes Mallows,0.6428614094361991,Gaussian MM:Spectral (RBF)
TCGA,Gaussian MM,Spectral (RBF),V Measure,0.6003331298494148,Gaussian MM:Spectral (RBF)
TCGA,HC (average),Spectral (RBF),ARI,0.4000182566588614,HC (average):Spectral (RBF)
TCGA,HC (average),Spectral (RBF),MI,0.4639651182569122,HC (average):Spectral (RBF)
TCGA,HC (average),Spectral (RBF),Fowlkes Mallows,0.5631702245173041,HC (average):Spectral (RBF)
TCGA,HC (average),Spectral (RBF),V Measure,0.474025408751454,HC (average):Spectral (RBF)
TCGA,HC (complete),Spectral (RBF),ARI,0.40052569778287617,HC (complete):Spectral (RBF)
TCGA,HC (complete),Spectral (RBF),MI,0.4614847150182172,HC (complete):Spectral (RBF)
TCGA,HC (complete),Spectral (RBF),Fowlkes Mallows,0.534270414877837,HC (complete):Spectral (RBF)
TCGA,HC (complete),Spectral (RBF),V Measure,0.4707150813564313,HC (complete):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),ARI,0.0003820163748275736,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),MI,0.00016641508331872385,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Fowlkes Mallows,0.466396991762376,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),V Measure,0.02491167080179373,HC (single):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),ARI,0.5114886495403568,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),MI,0.5427929350230296,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Fowlkes Mallows,0.625471589274797,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),V Measure,0.5507745818374651,HC (ward):Spectral (RBF)
TCGA,K-Means,Spectral (RBF),ARI,0.6297065598438499,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),MI,0.6554996305671058,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Fowlkes Mallows,0.7135628796541679,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),V Measure,0.6614430694778057,K-Means:Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),ARI,0.4567740010519293,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),MI,0.5367028950555752,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Fowlkes Mallows,0.5839901765487341,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),V Measure,0.5448238732466062,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),ARI,0.6321641109800137,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),MI,0.6603960675149394,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Fowlkes Mallows,0.7152312716781131,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),V Measure,0.6662468210045864,K-Means++:Spectral (RBF)
TCGA,Birch,Spectral (RBF),ARI,0.4772708584057898,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),MI,0.5247304704177389,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Fowlkes Mallows,0.6025660645793889,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),V Measure,0.5331457298556826,Birch:Spectral (RBF)
TCGA,Spectral (RBF),Spectral (RBF),ARI,1.0,Spectral (RBF):Spectral (RBF)
TCGA,Spectral (RBF),Spectral (RBF),MI,1.0,Spectral (RBF):Spectral (RBF)
TCGA,Spectral (RBF),Spectral (RBF),Fowlkes Mallows,1.0,Spectral (RBF):Spectral (RBF)
TCGA,Spectral (RBF),Spectral (RBF),V Measure,1.0,Spectral (RBF):Spectral (RBF)
Author,Gaussian MM,Gaussian MM,ARI,1.0,Gaussian MM:Gaussian MM
Author,Gaussian MM,Gaussian MM,MI,1.0,Gaussian MM:Gaussian MM
Author,Gaussian MM,Gaussian MM,Fowlkes Mallows,1.0,Gaussian MM:Gaussian MM
Author,Gaussian MM,Gaussian MM,V Measure,1.0,Gaussian MM:Gaussian MM
Author,Gaussian MM,K-Means,ARI,0.8253859607516252,Gaussian MM:K-Means
Author,Gaussian MM,K-Means,MI,0.8394123760913926,Gaussian MM:K-Means
Author,Gaussian MM,K-Means,Fowlkes Mallows,0.8779864807142786,Gaussian MM:K-Means
Author,Gaussian MM,K-Means,V Measure,0.8403879096504544,Gaussian MM:K-Means
Author,Gaussian MM,HC (average),ARI,0.7991137646091055,Gaussian MM:HC (average)
Author,Gaussian MM,HC (average),MI,0.7877389678120477,Gaussian MM:HC (average)
Author,Gaussian MM,HC (average),Fowlkes Mallows,0.8638960054491562,Gaussian MM:HC (average)
Author,Gaussian MM,HC (average),V Measure,0.7890517253157671,Gaussian MM:HC (average)
Author,HC (average),HC (average),ARI,1.0,HC (average):HC (average)
Author,HC (average),HC (average),MI,1.0,HC (average):HC (average)
Author,HC (average),HC (average),Fowlkes Mallows,1.0,HC (average):HC (average)
Author,HC (average),HC (average),V Measure,1.0,HC (average):HC (average)
Author,HC (average),HC (single),ARI,0.0001556411915681716,HC (average):HC (single)
Author,HC (average),HC (single),MI,0.0020807716871087665,HC (average):HC (single)
Author,HC (average),HC (single),Fowlkes Mallows,0.5731091197411503,HC (average):HC (single)
Author,HC (average),HC (single),V Measure,0.01211297284235107,HC (average):HC (single)
Author,HC (average),K-Means,ARI,0.8614553059090572,HC (average):K-Means
Author,HC (average),K-Means,MI,0.826742152136275,HC (average):K-Means
Author,HC (average),K-Means,Fowlkes Mallows,0.906475061254275,HC (average):K-Means
Author,HC (average),K-Means,V Measure,0.8278297209411727,HC (average):K-Means
Author,HC (average),K-Means (minibatch),ARI,0.7881518185599325,HC (average):K-Means (minibatch)
Author,HC (average),K-Means (minibatch),MI,0.776083702337248,HC (average):K-Means (minibatch)
Author,HC (average),K-Means (minibatch),Fowlkes Mallows,0.856378087316593,HC (average):K-Means (minibatch)
Author,HC (average),K-Means (minibatch),V Measure,0.7774711000694684,HC (average):K-Means (minibatch)
Author,HC (average),K-Means++,ARI,0.8605365564879562,HC (average):K-Means++
Author,HC (average),K-Means++,MI,0.8251389267131376,HC (average):K-Means++
Author,HC (average),K-Means++,Fowlkes Mallows,0.9058000231729392,HC (average):K-Means++
Author,HC (average),K-Means++,V Measure,0.8262353271132623,HC (average):K-Means++
Author,Birch,HC (average),ARI,0.8870347447856378,Birch:HC (average)
Author,Birch,HC (average),MI,0.8632690438046074,Birch:HC (average)
Author,Birch,HC (average),Fowlkes Mallows,0.9238567627093236,Birch:HC (average)
Author,Birch,HC (average),V Measure,0.8641290791439775,Birch:HC (average)
Author,Gaussian MM,HC (complete),ARI,0.7397439380569237,Gaussian MM:HC (complete)
Author,Gaussian MM,HC (complete),MI,0.7588924790280975,Gaussian MM:HC (complete)
Author,Gaussian MM,HC (complete),Fowlkes Mallows,0.8158358201239824,Gaussian MM:HC (complete)
Author,Gaussian MM,HC (complete),V Measure,0.7603435621488239,Gaussian MM:HC (complete)
Author,HC (average),HC (complete),ARI,0.8223964848601614,HC (average):HC (complete)
Author,HC (average),HC (complete),MI,0.8139315763695634,HC (average):HC (complete)
Author,HC (average),HC (complete),Fowlkes Mallows,0.8793683269402887,HC (average):HC (complete)
Author,HC (average),HC (complete),V Measure,0.815086476412359,HC (average):HC (complete)
Author,HC (complete),HC (complete),ARI,1.0,HC (complete):HC (complete)
