data,method1,method2,criteria,value,methods
Religion,HC (ward),Spectral (RBF),V Measure,0.1140904558741636,HC (ward):Spectral (RBF)
Religion,K-Means,Spectral (RBF),ARI,0.10589394484798087,K-Means:Spectral (RBF)
Religion,K-Means,Spectral (RBF),MI,0.08320074363581406,K-Means:Spectral (RBF)
Religion,K-Means,Spectral (RBF),Fowlkes Mallows,0.8039585016595753,K-Means:Spectral (RBF)
Religion,K-Means,Spectral (RBF),V Measure,0.11118905775362437,K-Means:Spectral (RBF)
Religion,K-Means (minibatch),Spectral (RBF),ARI,0.1118617031603883,K-Means (minibatch):Spectral (RBF)
Religion,K-Means (minibatch),Spectral (RBF),MI,0.08534166498504718,K-Means (minibatch):Spectral (RBF)
Religion,K-Means (minibatch),Spectral (RBF),Fowlkes Mallows,0.8327059335877542,K-Means (minibatch):Spectral (RBF)
Religion,K-Means (minibatch),Spectral (RBF),V Measure,0.11271729780996059,K-Means (minibatch):Spectral (RBF)
Religion,K-Means++,Spectral (RBF),ARI,0.12035552863243104,K-Means++:Spectral (RBF)
Religion,K-Means++,Spectral (RBF),MI,0.09305042593936033,K-Means++:Spectral (RBF)
Religion,K-Means++,Spectral (RBF),Fowlkes Mallows,0.8277036862706855,K-Means++:Spectral (RBF)
Religion,K-Means++,Spectral (RBF),V Measure,0.12040299391688042,K-Means++:Spectral (RBF)
Religion,Birch,Spectral (RBF),ARI,0.11100534563070172,Birch:Spectral (RBF)
Religion,Birch,Spectral (RBF),MI,0.08611635332410489,Birch:Spectral (RBF)
Religion,Birch,Spectral (RBF),Fowlkes Mallows,0.8103063042011963,Birch:Spectral (RBF)
Religion,Birch,Spectral (RBF),V Measure,0.11393346575889102,Birch:Spectral (RBF)
Religion,Spectral (RBF),Spectral (RBF),ARI,1.0,Spectral (RBF):Spectral (RBF)
Religion,Spectral (RBF),Spectral (RBF),MI,1.0,Spectral (RBF):Spectral (RBF)
Religion,Spectral (RBF),Spectral (RBF),Fowlkes Mallows,1.0,Spectral (RBF):Spectral (RBF)
Religion,Spectral (RBF),Spectral (RBF),V Measure,1.0,Spectral (RBF):Spectral (RBF)
Spam base,Gaussian MM,Gaussian MM,ARI,1.0,Gaussian MM:Gaussian MM
Spam base,Gaussian MM,Gaussian MM,MI,1.0,Gaussian MM:Gaussian MM
Spam base,Gaussian MM,Gaussian MM,Fowlkes Mallows,1.0,Gaussian MM:Gaussian MM
Spam base,Gaussian MM,Gaussian MM,V Measure,1.0,Gaussian MM:Gaussian MM
Spam base,Gaussian MM,K-Means,ARI,0.03115105977734701,Gaussian MM:K-Means
Spam base,Gaussian MM,K-Means,MI,0.028333791224751426,Gaussian MM:K-Means
Spam base,Gaussian MM,K-Means,Fowlkes Mallows,0.7121799132832163,Gaussian MM:K-Means
Spam base,Gaussian MM,K-Means,V Measure,0.02875384391414691,Gaussian MM:K-Means
Spam base,Gaussian MM,HC (average),ARI,0.0002481437426180255,Gaussian MM:HC (average)
Spam base,Gaussian MM,HC (average),MI,0.005907971667625997,Gaussian MM:HC (average)
Spam base,Gaussian MM,HC (average),Fowlkes Mallows,0.7463381926931778,Gaussian MM:HC (average)
Spam base,Gaussian MM,HC (average),V Measure,0.006494043131342732,Gaussian MM:HC (average)
Spam base,HC (average),HC (average),ARI,1.0,HC (average):HC (average)
Spam base,HC (average),HC (average),MI,1.0,HC (average):HC (average)
Spam base,HC (average),HC (average),Fowlkes Mallows,1.0,HC (average):HC (average)
Spam base,HC (average),HC (average),V Measure,1.0,HC (average):HC (average)
Spam base,HC (average),HC (single),ARI,-0.000412462998810339,HC (average):HC (single)
Spam base,HC (average),HC (single),MI,-0.0003692266004434336,HC (average):HC (single)
Spam base,HC (average),HC (single),Fowlkes Mallows,0.9955518696619245,HC (average):HC (single)
Spam base,HC (average),HC (single),V Measure,5.6425163364045106e-05,HC (average):HC (single)
Spam base,HC (average),K-Means,ARI,-0.005433917538074635,HC (average):K-Means
Spam base,HC (average),K-Means,MI,0.0006944638940420585,HC (average):K-Means
Spam base,HC (average),K-Means,Fowlkes Mallows,0.9434148667057422,HC (average):K-Means
Spam base,HC (average),K-Means,V Measure,0.001465232751957859,HC (average):K-Means
Spam base,HC (average),K-Means (minibatch),ARI,-0.005010992932882564,HC (average):K-Means (minibatch)
Spam base,HC (average),K-Means (minibatch),MI,0.0012083813281020248,HC (average):K-Means (minibatch)
Spam base,HC (average),K-Means (minibatch),Fowlkes Mallows,0.9183560736610568,HC (average):K-Means (minibatch)
Spam base,HC (average),K-Means (minibatch),V Measure,0.0019546446102069372,HC (average):K-Means (minibatch)
Spam base,HC (average),K-Means++,ARI,-0.005352925972200202,HC (average):K-Means++
Spam base,HC (average),K-Means++,MI,0.0006493135876268118,HC (average):K-Means++
Spam base,HC (average),K-Means++,Fowlkes Mallows,0.9448353198161393,HC (average):K-Means++
Spam base,HC (average),K-Means++,V Measure,0.001429387833802133,HC (average):K-Means++
Spam base,Birch,HC (average),ARI,-0.00452647462863022,Birch:HC (average)
Spam base,Birch,HC (average),MI,0.0005468681747835229,Birch:HC (average)
Spam base,Birch,HC (average),Fowlkes Mallows,0.9268360433142264,Birch:HC (average)
Spam base,Birch,HC (average),V Measure,0.0013183044114565355,Birch:HC (average)
Spam base,Gaussian MM,HC (complete),ARI,0.0454555131682824,Gaussian MM:HC (complete)
Spam base,Gaussian MM,HC (complete),MI,0.07293942596518384,Gaussian MM:HC (complete)
Spam base,Gaussian MM,HC (complete),Fowlkes Mallows,0.6616132522924351,Gaussian MM:HC (complete)
Spam base,Gaussian MM,HC (complete),V Measure,0.0732820019906099,Gaussian MM:HC (complete)
Spam base,HC (average),HC (complete),ARI,-0.004826256319244709,HC (average):HC (complete)
Spam base,HC (average),HC (complete),MI,0.0018592767121615786,HC (average):HC (complete)
Spam base,HC (average),HC (complete),Fowlkes Mallows,0.8507444763522333,HC (average):HC (complete)
Spam base,HC (average),HC (complete),V Measure,0.0025580460564622576,HC (average):HC (complete)
Spam base,HC (complete),HC (complete),ARI,1.0,HC (complete):HC (complete)
Spam base,HC (complete),HC (complete),MI,1.0,HC (complete):HC (complete)
Spam base,HC (complete),HC (complete),Fowlkes Mallows,1.0,HC (complete):HC (complete)
Spam base,HC (complete),HC (complete),V Measure,1.0,HC (complete):HC (complete)
Spam base,HC (complete),HC (single),ARI,-0.00027870631237115773,HC (complete):HC (single)
Spam base,HC (complete),HC (single),MI,-0.00024988490125886996,HC (complete):HC (single)
Spam base,HC (complete),HC (single),Fowlkes Mallows,0.8547500158421832,HC (complete):HC (single)
Spam base,HC (complete),HC (single),V Measure,0.0003698409934028064,HC (complete):HC (single)
Spam base,HC (complete),K-Means,ARI,0.05695998971307433,HC (complete):K-Means
Spam base,HC (complete),K-Means,MI,0.06197705330560007,HC (complete):K-Means
Spam base,HC (complete),K-Means,Fowlkes Mallows,0.827494255023603,HC (complete):K-Means
Spam base,HC (complete),K-Means,V Measure,0.0625403449174083,HC (complete):K-Means
Spam base,HC (complete),K-Means (minibatch),ARI,0.06969489531508245,HC (complete):K-Means (minibatch)
Spam base,HC (complete),K-Means (minibatch),MI,0.06498274745390722,HC (complete):K-Means (minibatch)
Spam base,HC (complete),K-Means (minibatch),Fowlkes Mallows,0.8122562071105126,HC (complete):K-Means (minibatch)
Spam base,HC (complete),K-Means (minibatch),V Measure,0.06551964325729948,HC (complete):K-Means (minibatch)
Spam base,HC (complete),K-Means++,ARI,0.05428751151643481,HC (complete):K-Means++
Spam base,HC (complete),K-Means++,MI,0.06049668551289331,HC (complete):K-Means++
Spam base,HC (complete),K-Means++,Fowlkes Mallows,0.8281984454022375,HC (complete):K-Means++
Spam base,HC (complete),K-Means++,V Measure,0.061070256908690466,HC (complete):K-Means++
Spam base,Birch,HC (complete),ARI,0.07740672225335755,Birch:HC (complete)
Spam base,Birch,HC (complete),MI,0.0691388233065927,Birch:HC (complete)
Spam base,Birch,HC (complete),Fowlkes Mallows,0.8199753714217043,Birch:HC (complete)
Spam base,Birch,HC (complete),V Measure,0.0696949041819861,Birch:HC (complete)
Spam base,Gaussian MM,HC (single),ARI,0.03824934396454295,Gaussian MM:HC (single)
Spam base,Gaussian MM,HC (single),MI,0.03300504345605894,Gaussian MM:HC (single)
Spam base,Gaussian MM,HC (single),Fowlkes Mallows,0.7488942912847216,Gaussian MM:HC (single)
Spam base,Gaussian MM,HC (single),V Measure,0.03359453612907695,Gaussian MM:HC (single)
Spam base,HC (single),HC (single),ARI,1.0,HC (single):HC (single)
Spam base,HC (single),HC (single),MI,1.0,HC (single):HC (single)
Spam base,HC (single),HC (single),Fowlkes Mallows,1.0,HC (single):HC (single)
Spam base,HC (single),HC (single),V Measure,1.0,HC (single):HC (single)
Spam base,HC (single),K-Means,ARI,0.011277494776980234,HC (single):K-Means
Spam base,HC (single),K-Means,MI,0.008780336697123418,HC (single):K-Means
Spam base,HC (single),K-Means,Fowlkes Mallows,0.948000072393336,HC (single):K-Means
Spam base,HC (single),K-Means,V Measure,0.009403391803432517,HC (single):K-Means
Spam base,HC (single),K-Means (minibatch),ARI,0.02751484687393917,HC (single):K-Means (minibatch)
Spam base,HC (single),K-Means (minibatch),MI,0.024219441770284657,HC (single):K-Means (minibatch)
Spam base,HC (single),K-Means (minibatch),Fowlkes Mallows,0.922902773872638,HC (single):K-Means (minibatch)
Spam base,HC (single),K-Means (minibatch),V Measure,0.024828255060330554,HC (single):K-Means (minibatch)
Spam base,HC (single),K-Means++,ARI,0.0118937771912345,HC (single):K-Means++
Spam base,HC (single),K-Means++,MI,0.009279629506562647,HC (single):K-Means++
Spam base,HC (single),K-Means++,Fowlkes Mallows,0.9494150843540656,HC (single):K-Means++
Spam base,HC (single),K-Means++,V Measure,0.00990230102082779,HC (single):K-Means++
Spam base,Birch,HC (single),ARI,0.03421367438292906,Birch:HC (single)
Spam base,Birch,HC (single),MI,0.028410030813872434,Birch:HC (single)
Spam base,Birch,HC (single),Fowlkes Mallows,0.9313851506246991,Birch:HC (single)
Spam base,Birch,HC (single),V Measure,0.029013948974490843,Birch:HC (single)
Spam base,Gaussian MM,HC (ward),ARI,0.024971300874977242,Gaussian MM:HC (ward)
Spam base,Gaussian MM,HC (ward),MI,0.021233608530039208,Gaussian MM:HC (ward)
Spam base,Gaussian MM,HC (ward),Fowlkes Mallows,0.6992475215923318,Gaussian MM:HC (ward)
Spam base,Gaussian MM,HC (ward),V Measure,0.02164083061623607,Gaussian MM:HC (ward)
Spam base,HC (average),HC (ward),ARI,-0.0053672295320579474,HC (average):HC (ward)
Spam base,HC (average),HC (ward),MI,0.0009533138437036572,HC (average):HC (ward)
Spam base,HC (average),HC (ward),Fowlkes Mallows,0.9262257580658974,HC (average):HC (ward)
Spam base,HC (average),HC (ward),V Measure,0.0017126717446277505,HC (average):HC (ward)
Spam base,HC (complete),HC (ward),ARI,0.06743096516328762,HC (complete):HC (ward)
Spam base,HC (complete),HC (ward),MI,0.06321808543691133,HC (complete):HC (ward)
Spam base,HC (complete),HC (ward),Fowlkes Mallows,0.8156624078406136,HC (complete):HC (ward)
Spam base,HC (complete),HC (ward),V Measure,0.06374407906601275,HC (complete):HC (ward)
Spam base,HC (single),HC (ward),ARI,0.019718737112954843,HC (single):HC (ward)
Spam base,HC (single),HC (ward),MI,0.016002782334642144,HC (single):HC (ward)
Spam base,HC (single),HC (ward),Fowlkes Mallows,0.9308452016110131,HC (single):HC (ward)
Spam base,HC (single),HC (ward),V Measure,0.01662278949801713,HC (single):HC (ward)
Spam base,HC (ward),HC (ward),ARI,1.0,HC (ward):HC (ward)
Spam base,HC (ward),HC (ward),MI,1.0,HC (ward):HC (ward)
Spam base,HC (ward),HC (ward),Fowlkes Mallows,1.0,HC (ward):HC (ward)
Spam base,HC (ward),HC (ward),V Measure,1.0,HC (ward):HC (ward)
Spam base,HC (ward),K-Means,ARI,0.6573000010581089,HC (ward):K-Means
Spam base,HC (ward),K-Means,MI,0.5579525049138897,HC (ward):K-Means
Spam base,HC (ward),K-Means,Fowlkes Mallows,0.958995558462074,HC (ward):K-Means
Spam base,HC (ward),K-Means,V Measure,0.5582838164652026,HC (ward):K-Means
Spam base,HC (ward),K-Means (minibatch),ARI,0.5510297981010485,HC (ward):K-Means (minibatch)
Spam base,HC (ward),K-Means (minibatch),MI,0.47526371393874384,HC (ward):K-Means (minibatch)
Spam base,HC (ward),K-Means (minibatch),Fowlkes Mallows,0.9353573043010315,HC (ward):K-Means (minibatch)
Spam base,HC (ward),K-Means (minibatch),V Measure,0.47563742166042006,HC (ward):K-Means (minibatch)
Spam base,HC (ward),K-Means++,ARI,0.6471594596742818,HC (ward):K-Means++
Spam base,HC (ward),K-Means++,MI,0.5493995749844433,HC (ward):K-Means++
Spam base,HC (ward),K-Means++,Fowlkes Mallows,0.9582845402609366,HC (ward):K-Means++
Spam base,HC (ward),K-Means++,V Measure,0.5497411619322614,HC (ward):K-Means++
Spam base,Birch,HC (ward),ARI,0.6042683346984666,Birch:HC (ward)
Spam base,Birch,HC (ward),MI,0.5382667195238827,Birch:HC (ward)
Spam base,Birch,HC (ward),Fowlkes Mallows,0.9489818529718294,Birch:HC (ward)
Spam base,Birch,HC (ward),V Measure,0.5386045512053009,Birch:HC (ward)
Spam base,K-Means,K-Means,ARI,1.0,K-Means:K-Means
Spam base,K-Means,K-Means,MI,1.0,K-Means:K-Means
Spam base,K-Means,K-Means,Fowlkes Mallows,1.0,K-Means:K-Means
Spam base,K-Means,K-Means,V Measure,1.0,K-Means:K-Means
Spam base,Gaussian MM,K-Means (minibatch),ARI,0.03129788220389007,Gaussian MM:K-Means (minibatch)
Spam base,Gaussian MM,K-Means (minibatch),MI,0.02993775090660116,Gaussian MM:K-Means (minibatch)
Spam base,Gaussian MM,K-Means (minibatch),Fowlkes Mallows,0.6931315096651374,Gaussian MM:K-Means (minibatch)
Spam base,Gaussian MM,K-Means (minibatch),V Measure,0.030334106215724865,Gaussian MM:K-Means (minibatch)
Spam base,K-Means,K-Means (minibatch),ARI,0.6920348399498336,K-Means:K-Means (minibatch)
Spam base,K-Means,K-Means (minibatch),MI,0.6128137346944112,K-Means:K-Means (minibatch)
Spam base,K-Means,K-Means (minibatch),Fowlkes Mallows,0.9543165141240741,K-Means:K-Means (minibatch)
Spam base,K-Means,K-Means (minibatch),V Measure,0.6130921630579688,K-Means:K-Means (minibatch)
Spam base,K-Means (minibatch),K-Means (minibatch),ARI,1.0,K-Means (minibatch):K-Means (minibatch)
Spam base,K-Means (minibatch),K-Means (minibatch),MI,1.0,K-Means (minibatch):K-Means (minibatch)
Spam base,K-Means (minibatch),K-Means (minibatch),Fowlkes Mallows,1.0,K-Means (minibatch):K-Means (minibatch)
Spam base,K-Means (minibatch),K-Means (minibatch),V Measure,1.0,K-Means (minibatch):K-Means (minibatch)
Spam base,Birch,K-Means (minibatch),ARI,0.5513660279786233,Birch:K-Means (minibatch)
Spam base,Birch,K-Means (minibatch),MI,0.47955390062361575,Birch:K-Means (minibatch)
Spam base,Birch,K-Means (minibatch),Fowlkes Mallows,0.9365166696473622,Birch:K-Means (minibatch)
Spam base,Birch,K-Means (minibatch),V Measure,0.47994503680404443,Birch:K-Means (minibatch)
Spam base,Gaussian MM,K-Means++,ARI,0.03179147230174521,Gaussian MM:K-Means++
Spam base,Gaussian MM,K-Means++,MI,0.028601515788510848,Gaussian MM:K-Means++
Spam base,Gaussian MM,K-Means++,Fowlkes Mallows,0.7132619032539945,Gaussian MM:K-Means++
Spam base,Gaussian MM,K-Means++,V Measure,0.029024242251056105,Gaussian MM:K-Means++
Spam base,K-Means,K-Means++,ARI,0.9795826962818194,K-Means:K-Means++
Spam base,K-Means,K-Means++,MI,0.9675497700426576,K-Means:K-Means++
Spam base,K-Means,K-Means++,Fowlkes Mallows,0.99834319781622,K-Means:K-Means++
Spam base,K-Means,K-Means++,V Measure,0.9675799530093621,K-Means:K-Means++
Spam base,K-Means (minibatch),K-Means++,ARI,0.6759483639680404,K-Means (minibatch):K-Means++
Spam base,K-Means (minibatch),K-Means++,MI,0.5951574888947102,K-Means (minibatch):K-Means++
Spam base,K-Means (minibatch),K-Means++,Fowlkes Mallows,0.9530384471453743,K-Means (minibatch):K-Means++
Spam base,K-Means (minibatch),K-Means++,V Measure,0.5954535521987785,K-Means (minibatch):K-Means++
Spam base,K-Means++,K-Means++,ARI,1.0,K-Means++:K-Means++
Spam base,K-Means++,K-Means++,MI,1.0,K-Means++:K-Means++
Spam base,K-Means++,K-Means++,Fowlkes Mallows,1.0,K-Means++:K-Means++
Spam base,K-Means++,K-Means++,V Measure,1.0,K-Means++:K-Means++
Spam base,Birch,K-Means++,ARI,0.6130022075017817,Birch:K-Means++
Spam base,Birch,K-Means++,MI,0.5235506667457475,Birch:K-Means++
Spam base,Birch,K-Means++,Fowlkes Mallows,0.956081797974266,Birch:K-Means++
Spam base,Birch,K-Means++,V Measure,0.5239289158851043,Birch:K-Means++
Spam base,Birch,Gaussian MM,ARI,0.024747642354893826,Birch:Gaussian MM
Spam base,Birch,Gaussian MM,MI,0.024605310430989805,Birch:Gaussian MM
Spam base,Birch,Gaussian MM,Fowlkes Mallows,0.6983976385265105,Birch:Gaussian MM
Spam base,Birch,Gaussian MM,V Measure,0.025012018706095544,Birch:Gaussian MM
Spam base,Birch,K-Means,ARI,0.6186254894029435,Birch:K-Means
Spam base,Birch,K-Means,MI,0.5283968009983583,Birch:K-Means
Spam base,Birch,K-Means,Fowlkes Mallows,0.9562320992300403,Birch:K-Means
Spam base,Birch,K-Means,V Measure,0.528767076115229,Birch:K-Means
Spam base,Birch,Birch,ARI,1.0,Birch:Birch
Spam base,Birch,Birch,MI,1.0,Birch:Birch
Spam base,Birch,Birch,Fowlkes Mallows,1.0,Birch:Birch
Spam base,Birch,Birch,V Measure,1.0,Birch:Birch
Spam base,Gaussian MM,Spectral (NN),ARI,0.0007113058953599592,Gaussian MM:Spectral (NN)
Spam base,Gaussian MM,Spectral (NN),MI,0.012922822218431093,Gaussian MM:Spectral (NN)
Spam base,Gaussian MM,Spectral (NN),Fowlkes Mallows,0.7437872499293101,Gaussian MM:Spectral (NN)
Spam base,Gaussian MM,Spectral (NN),V Measure,0.013492515358803591,Gaussian MM:Spectral (NN)
Spam base,HC (average),Spectral (NN),ARI,-0.00234538580385596,HC (average):Spectral (NN)
Spam base,HC (average),Spectral (NN),MI,-0.0004626213707941456,HC (average):Spectral (NN)
Spam base,HC (average),Spectral (NN),Fowlkes Mallows,0.9880775753185657,HC (average):Spectral (NN)
Spam base,HC (average),Spectral (NN),V Measure,0.000464746552681011,HC (average):Spectral (NN)
Spam base,HC (complete),Spectral (NN),ARI,-0.009875098514864473,HC (complete):Spectral (NN)
Spam base,HC (complete),Spectral (NN),MI,0.0053386655130837546,HC (complete):Spectral (NN)
Spam base,HC (complete),Spectral (NN),Fowlkes Mallows,0.847061376215445,HC (complete):Spectral (NN)
Spam base,HC (complete),Spectral (NN),V Measure,0.006338104786432701,HC (complete):Spectral (NN)
Spam base,HC (single),Spectral (NN),ARI,-0.00013422175072337942,HC (single):Spectral (NN)
Spam base,HC (single),Spectral (NN),MI,-8.957203283579778e-05,HC (single):Spectral (NN)
Spam base,HC (single),Spectral (NN),Fowlkes Mallows,0.9918802758394033,HC (single):Spectral (NN)
Spam base,HC (single),Spectral (NN),V Measure,0.0005203668447146495,HC (single):Spectral (NN)
Spam base,HC (ward),Spectral (NN),ARI,-0.010061975232821178,HC (ward):Spectral (NN)
Spam base,HC (ward),Spectral (NN),MI,0.003982452886681159,HC (ward):Spectral (NN)
Spam base,HC (ward),Spectral (NN),Fowlkes Mallows,0.9225481776213781,HC (ward):Spectral (NN)
Spam base,HC (ward),Spectral (NN),V Measure,0.005295271335331495,HC (ward):Spectral (NN)
Spam base,K-Means,Spectral (NN),ARI,-0.009232917645550447,K-Means:Spectral (NN)
Spam base,K-Means,Spectral (NN),MI,0.004640521956345935,K-Means:Spectral (NN)
Spam base,K-Means,Spectral (NN),Fowlkes Mallows,0.9397820491506039,K-Means:Spectral (NN)
Spam base,K-Means,Spectral (NN),V Measure,0.006058489494763692,K-Means:Spectral (NN)
Spam base,K-Means (minibatch),Spectral (NN),ARI,-0.009695546346776648,K-Means (minibatch):Spectral (NN)
Spam base,K-Means (minibatch),Spectral (NN),MI,0.004369300873822861,K-Means (minibatch):Spectral (NN)
Spam base,K-Means (minibatch),Spectral (NN),Fowlkes Mallows,0.914647429034826,K-Means (minibatch):Spectral (NN)
Spam base,K-Means (minibatch),Spectral (NN),V Measure,0.005625314770380725,K-Means (minibatch):Spectral (NN)
Spam base,K-Means++,Spectral (NN),ARI,-0.009110774509285735,K-Means++:Spectral (NN)
Spam base,K-Means++,Spectral (NN),MI,0.004606775433033117,K-Means++:Spectral (NN)
Spam base,K-Means++,Spectral (NN),Fowlkes Mallows,0.9412059859942026,K-Means++:Spectral (NN)
Spam base,K-Means++,Spectral (NN),V Measure,0.006055460813454411,K-Means++:Spectral (NN)
Spam base,Birch,Spectral (NN),ARI,-0.009355223708218926,Birch:Spectral (NN)
Spam base,Birch,Spectral (NN),MI,0.004027885794310109,Birch:Spectral (NN)
Spam base,Birch,Spectral (NN),Fowlkes Mallows,0.9231004546173754,Birch:Spectral (NN)
Spam base,Birch,Spectral (NN),V Measure,0.005327417847449233,Birch:Spectral (NN)
Spam base,Spectral (NN),Spectral (NN),ARI,1.0,Spectral (NN):Spectral (NN)
Spam base,Spectral (NN),Spectral (NN),MI,1.0,Spectral (NN):Spectral (NN)
Spam base,Spectral (NN),Spectral (NN),Fowlkes Mallows,1.0,Spectral (NN):Spectral (NN)
Spam base,Spectral (NN),Spectral (NN),V Measure,1.0,Spectral (NN):Spectral (NN)
Spam base,Spectral (NN),Spectral (RBF),ARI,-0.0005954983937363061,Spectral (NN):Spectral (RBF)
Spam base,Spectral (NN),Spectral (RBF),MI,-0.000487214816152645,Spectral (NN):Spectral (RBF)
Spam base,Spectral (NN),Spectral (RBF),Fowlkes Mallows,0.9907185467462442,Spectral (NN):Spectral (RBF)
Spam base,Spectral (NN),Spectral (RBF),V Measure,0.00010368821577765307,Spectral (NN):Spectral (RBF)
Spam base,Gaussian MM,Spectral (RBF),ARI,-5.950374911022739e-05,Gaussian MM:Spectral (RBF)
Spam base,Gaussian MM,Spectral (RBF),MI,-4.279453687373985e-05,Gaussian MM:Spectral (RBF)
Spam base,Gaussian MM,Spectral (RBF),Fowlkes Mallows,0.7076508371473199,Gaussian MM:Spectral (RBF)
Spam base,Gaussian MM,Spectral (RBF),V Measure,0.000575968470892074,Gaussian MM:Spectral (RBF)
Spam base,HC (average),Spectral (RBF),ARI,-0.00031065548306927616,HC (average):Spectral (RBF)
Spam base,HC (average),Spectral (RBF),MI,-0.0003106554836958845,HC (average):Spectral (RBF)
Spam base,HC (average),Spectral (RBF),Fowlkes Mallows,0.9993786890338614,HC (average):Spectral (RBF)
Spam base,HC (average),Spectral (RBF),V Measure,3.422453784718003e-05,HC (average):Spectral (RBF)
Spam base,HC (complete),Spectral (RBF),ARI,-0.0005911581993386043,HC (complete):Spectral (RBF)
Spam base,HC (complete),Spectral (RBF),MI,-0.0004631559006063762,HC (complete):Spectral (RBF)
Spam base,HC (complete),Spectral (RBF),Fowlkes Mallows,0.9604388086127968,HC (complete):Spectral (RBF)
Spam base,HC (complete),Spectral (RBF),V Measure,0.00014856940585110615,HC (complete):Spectral (RBF)
Spam base,HC (single),Spectral (RBF),ARI,-0.00031065548306927616,HC (single):Spectral (RBF)
Spam base,HC (single),Spectral (RBF),MI,-0.0003106554836958845,HC (single):Spectral (RBF)
Spam base,HC (single),Spectral (RBF),Fowlkes Mallows,0.9993786890338614,HC (single):Spectral (RBF)
Spam base,HC (single),Spectral (RBF),V Measure,3.422453784718003e-05,HC (single):Spectral (RBF)
Spam base,HC (ward),Spectral (RBF),ARI,-0.0005995934774580617,HC (ward):Spectral (RBF)
Spam base,HC (ward),Spectral (RBF),MI,-0.00048015094595384335,HC (ward):Spectral (RBF)
Spam base,HC (ward),Spectral (RBF),Fowlkes Mallows,0.9793943979926144,HC (ward):Spectral (RBF)
Spam base,HC (ward),Spectral (RBF),V Measure,0.0001251662602816515,HC (ward):Spectral (RBF)
Spam base,K-Means,Spectral (RBF),ARI,-0.000585518962681482,K-Means:Spectral (RBF)
Spam base,K-Means,Spectral (RBF),MI,-0.00045516768173138513,K-Means:Spectral (RBF)
Spam base,K-Means,Spectral (RBF),Fowlkes Mallows,0.9512685275347526,K-Means:Spectral (RBF)
Spam base,K-Means,Spectral (RBF),V Measure,0.0001579753460826193,K-Means:Spectral (RBF)
Spam base,K-Means (minibatch),Spectral (RBF),ARI,-0.0005866495506825232,K-Means (minibatch):Spectral (RBF)
Spam base,K-Means (minibatch),Spectral (RBF),MI,-0.000456690725202383,K-Means (minibatch):Spectral (RBF)
Spam base,K-Means (minibatch),Spectral (RBF),Fowlkes Mallows,0.9530351130061262,K-Means (minibatch):Spectral (RBF)
Spam base,K-Means (minibatch),Spectral (RBF),V Measure,0.00015621870282250832,K-Means (minibatch):Spectral (RBF)
Spam base,K-Means++,Spectral (RBF),ARI,-0.000585518962681482,K-Means++:Spectral (RBF)
Spam base,K-Means++,Spectral (RBF),MI,-0.00045516768173138513,K-Means++:Spectral (RBF)
Spam base,K-Means++,Spectral (RBF),Fowlkes Mallows,0.9512685275347526,K-Means++:Spectral (RBF)
Spam base,K-Means++,Spectral (RBF),V Measure,0.0001579753460826193,K-Means++:Spectral (RBF)
Spam base,Birch,Spectral (RBF),ARI,-0.000571374982843224,Birch:Spectral (RBF)
Spam base,Birch,Spectral (RBF),MI,-0.00043805538780608224,Birch:Spectral (RBF)
Spam base,Birch,Spectral (RBF),Fowlkes Mallows,0.9309623799807979,Birch:Spectral (RBF)
Spam base,Birch,Spectral (RBF),V Measure,0.00017697257411992696,Birch:Spectral (RBF)
Spam base,Spectral (RBF),Spectral (RBF),ARI,1.0,Spectral (RBF):Spectral (RBF)
Spam base,Spectral (RBF),Spectral (RBF),MI,1.0,Spectral (RBF):Spectral (RBF)
Spam base,Spectral (RBF),Spectral (RBF),Fowlkes Mallows,1.0,Spectral (RBF):Spectral (RBF)
Spam base,Spectral (RBF),Spectral (RBF),V Measure,1.0,Spectral (RBF):Spectral (RBF)
Statlog,Gaussian MM,Gaussian MM,ARI,1.0,Gaussian MM:Gaussian MM
Statlog,Gaussian MM,Gaussian MM,MI,1.0,Gaussian MM:Gaussian MM
Statlog,Gaussian MM,Gaussian MM,Fowlkes Mallows,1.0,Gaussian MM:Gaussian MM
Statlog,Gaussian MM,Gaussian MM,V Measure,1.0,Gaussian MM:Gaussian MM
Statlog,Gaussian MM,K-Means,ARI,0.3005399168161014,Gaussian MM:K-Means
Statlog,Gaussian MM,K-Means,MI,0.43579337568913523,Gaussian MM:K-Means
Statlog,Gaussian MM,K-Means,Fowlkes Mallows,0.4486828817848648,Gaussian MM:K-Means
Statlog,Gaussian MM,K-Means,V Measure,0.439627623634186,Gaussian MM:K-Means
Statlog,Gaussian MM,HC (average),ARI,0.1621824649644813,Gaussian MM:HC (average)
Statlog,Gaussian MM,HC (average),MI,0.2890003467562308,Gaussian MM:HC (average)
Statlog,Gaussian MM,HC (average),Fowlkes Mallows,0.4101224441549617,Gaussian MM:HC (average)
Statlog,Gaussian MM,HC (average),V Measure,0.2943821246025513,Gaussian MM:HC (average)
Statlog,HC (average),HC (average),ARI,1.0,HC (average):HC (average)
Statlog,HC (average),HC (average),MI,1.0,HC (average):HC (average)
Statlog,HC (average),HC (average),Fowlkes Mallows,1.0,HC (average):HC (average)
Statlog,HC (average),HC (average),V Measure,1.0,HC (average):HC (average)
Statlog,HC (average),HC (single),ARI,0.011213168043036037,HC (average):HC (single)
