data,method1,method2,criteria,value,methods
Author,HC (average),Spectral (RBF),V Measure,0.009655244279258322,HC (average):Spectral (RBF)
Author,HC (complete),Spectral (RBF),ARI,-0.000570551574996392,HC (complete):Spectral (RBF)
Author,HC (complete),Spectral (RBF),MI,-0.0005043806262082174,HC (complete):Spectral (RBF)
Author,HC (complete),Spectral (RBF),Fowlkes Mallows,0.5332304045920081,HC (complete):Spectral (RBF)
Author,HC (complete),Spectral (RBF),V Measure,0.007558951467107515,HC (complete):Spectral (RBF)
Author,HC (single),Spectral (RBF),ARI,0.7397427814642253,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),MI,0.7272662280442929,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),Fowlkes Mallows,0.9976194034091124,HC (single):Spectral (RBF)
Author,HC (single),Spectral (RBF),V Measure,0.7285336886748954,HC (single):Spectral (RBF)
Author,HC (ward),Spectral (RBF),ARI,-0.0006248204043962974,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),MI,-0.000537328594919439,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),Fowlkes Mallows,0.5556561232057042,HC (ward):Spectral (RBF)
Author,HC (ward),Spectral (RBF),V Measure,0.00751165482861645,HC (ward):Spectral (RBF)
Author,K-Means,Spectral (RBF),ARI,-7.673733415893526e-05,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),MI,0.00011183657976114035,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),Fowlkes Mallows,0.5539848585435226,K-Means:Spectral (RBF)
Author,K-Means,Spectral (RBF),V Measure,0.008155676279498918,K-Means:Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),ARI,0.0007006591764573992,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),MI,0.001351801757396661,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),Fowlkes Mallows,0.5350551060131203,K-Means (minibatch):Spectral (RBF)
Author,K-Means (minibatch),Spectral (RBF),V Measure,0.009397080878647133,K-Means (minibatch):Spectral (RBF)
Author,K-Means++,Spectral (RBF),ARI,-0.00011093161148311872,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),MI,6.721115077577251e-05,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),Fowlkes Mallows,0.5542213979140166,K-Means++:Spectral (RBF)
Author,K-Means++,Spectral (RBF),V Measure,0.00811124661151145,K-Means++:Spectral (RBF)
Author,Birch,Spectral (RBF),ARI,-0.0006248204043962974,Birch:Spectral (RBF)
Author,Birch,Spectral (RBF),MI,-0.000537328594919439,Birch:Spectral (RBF)
Author,Birch,Spectral (RBF),Fowlkes Mallows,0.5556561232057042,Birch:Spectral (RBF)
Author,Birch,Spectral (RBF),V Measure,0.00751165482861645,Birch:Spectral (RBF)
Author,Spectral (RBF),Spectral (RBF),ARI,1.0,Spectral (RBF):Spectral (RBF)
Author,Spectral (RBF),Spectral (RBF),MI,1.0,Spectral (RBF):Spectral (RBF)
Author,Spectral (RBF),Spectral (RBF),Fowlkes Mallows,1.0,Spectral (RBF):Spectral (RBF)
Author,Spectral (RBF),Spectral (RBF),V Measure,1.0,Spectral (RBF):Spectral (RBF)
Bean,Gaussian MM,Gaussian MM,ARI,1.0,Gaussian MM:Gaussian MM
Bean,Gaussian MM,Gaussian MM,MI,1.0,Gaussian MM:Gaussian MM
Bean,Gaussian MM,Gaussian MM,Fowlkes Mallows,1.0,Gaussian MM:Gaussian MM
Bean,Gaussian MM,Gaussian MM,V Measure,1.0,Gaussian MM:Gaussian MM
Bean,Gaussian MM,K-Means,ARI,0.42261911227242793,Gaussian MM:K-Means
Bean,Gaussian MM,K-Means,MI,0.5825701428734218,Gaussian MM:K-Means
Bean,Gaussian MM,K-Means,Fowlkes Mallows,0.5390090829480012,Gaussian MM:K-Means
Bean,Gaussian MM,K-Means,V Measure,0.5830343207079743,Gaussian MM:K-Means
Bean,Gaussian MM,HC (average),ARI,0.5153383794998194,Gaussian MM:HC (average)
Bean,Gaussian MM,HC (average),MI,0.6625794321409778,Gaussian MM:HC (average)
Bean,Gaussian MM,HC (average),Fowlkes Mallows,0.6514896562329864,Gaussian MM:HC (average)
Bean,Gaussian MM,HC (average),V Measure,0.6629808004599685,Gaussian MM:HC (average)
Bean,HC (average),HC (average),ARI,1.0,HC (average):HC (average)
Bean,HC (average),HC (average),MI,1.0,HC (average):HC (average)
Bean,HC (average),HC (average),Fowlkes Mallows,1.0,HC (average):HC (average)
Bean,HC (average),HC (average),V Measure,1.0,HC (average):HC (average)
Bean,HC (average),HC (single),ARI,0.07290332915686837,HC (average):HC (single)
Bean,HC (average),HC (single),MI,0.2189953549598399,HC (average):HC (single)
Bean,HC (average),HC (single),Fowlkes Mallows,0.5722972057343076,HC (average):HC (single)
Bean,HC (average),HC (single),V Measure,0.22013777224675718,HC (average):HC (single)
Bean,HC (average),K-Means,ARI,0.4075846103338953,HC (average):K-Means
Bean,HC (average),K-Means,MI,0.5740667857250581,HC (average):K-Means
Bean,HC (average),K-Means,Fowlkes Mallows,0.5651897111410238,HC (average):K-Means
Bean,HC (average),K-Means,V Measure,0.5745693168511342,HC (average):K-Means
Bean,HC (average),K-Means (minibatch),ARI,0.42764672441481444,HC (average):K-Means (minibatch)
Bean,HC (average),K-Means (minibatch),MI,0.5771568760052459,HC (average):K-Means (minibatch)
Bean,HC (average),K-Means (minibatch),Fowlkes Mallows,0.5848651753797266,HC (average):K-Means (minibatch)
Bean,HC (average),K-Means (minibatch),V Measure,0.5776618174660226,HC (average):K-Means (minibatch)
Bean,HC (average),K-Means++,ARI,0.43284358652655497,HC (average):K-Means++
Bean,HC (average),K-Means++,MI,0.5784067397356646,HC (average):K-Means++
Bean,HC (average),K-Means++,Fowlkes Mallows,0.5885394193428742,HC (average):K-Means++
Bean,HC (average),K-Means++,V Measure,0.578909533585282,HC (average):K-Means++
Bean,Birch,HC (average),ARI,0.42875992543602126,Birch:HC (average)
Bean,Birch,HC (average),MI,0.574281589328473,Birch:HC (average)
Bean,Birch,HC (average),Fowlkes Mallows,0.5877503991470477,Birch:HC (average)
Bean,Birch,HC (average),V Measure,0.5747930251714316,Birch:HC (average)
Bean,Gaussian MM,HC (complete),ARI,0.4542290210807991,Gaussian MM:HC (complete)
Bean,Gaussian MM,HC (complete),MI,0.607365898103542,Gaussian MM:HC (complete)
Bean,Gaussian MM,HC (complete),Fowlkes Mallows,0.5687452360770144,Gaussian MM:HC (complete)
Bean,Gaussian MM,HC (complete),V Measure,0.60780836400862,Gaussian MM:HC (complete)
Bean,HC (average),HC (complete),ARI,0.4418953189846259,HC (average):HC (complete)
Bean,HC (average),HC (complete),MI,0.6214549553388821,HC (average):HC (complete)
Bean,HC (average),HC (complete),Fowlkes Mallows,0.5951162329269426,HC (average):HC (complete)
Bean,HC (average),HC (complete),V Measure,0.6219061794622582,HC (average):HC (complete)
Bean,HC (complete),HC (complete),ARI,1.0,HC (complete):HC (complete)
Bean,HC (complete),HC (complete),MI,1.0,HC (complete):HC (complete)
Bean,HC (complete),HC (complete),Fowlkes Mallows,1.0,HC (complete):HC (complete)
Bean,HC (complete),HC (complete),V Measure,1.0,HC (complete):HC (complete)
Bean,HC (complete),HC (single),ARI,0.03982742785706414,HC (complete):HC (single)
Bean,HC (complete),HC (single),MI,0.16678667971619196,HC (complete):HC (single)
Bean,HC (complete),HC (single),Fowlkes Mallows,0.46957450461283096,HC (complete):HC (single)
Bean,HC (complete),HC (single),V Measure,0.16804333449456985,HC (complete):HC (single)
Bean,HC (complete),K-Means,ARI,0.3946361173348786,HC (complete):K-Means
Bean,HC (complete),K-Means,MI,0.5624674732413615,HC (complete):K-Means
Bean,HC (complete),K-Means,Fowlkes Mallows,0.5161655026279727,HC (complete):K-Means
Bean,HC (complete),K-Means,V Measure,0.5629474859709255,HC (complete):K-Means
Bean,HC (complete),K-Means (minibatch),ARI,0.40206337775138146,HC (complete):K-Means (minibatch)
Bean,HC (complete),K-Means (minibatch),MI,0.5605371335876788,HC (complete):K-Means (minibatch)
Bean,HC (complete),K-Means (minibatch),Fowlkes Mallows,0.5303949522469398,HC (complete):K-Means (minibatch)
Bean,HC (complete),K-Means (minibatch),V Measure,0.5610370355798014,HC (complete):K-Means (minibatch)
Bean,HC (complete),K-Means++,ARI,0.403670096623428,HC (complete):K-Means++
Bean,HC (complete),K-Means++,MI,0.5614615816493229,HC (complete):K-Means++
Bean,HC (complete),K-Means++,Fowlkes Mallows,0.5303777544733084,HC (complete):K-Means++
Bean,HC (complete),K-Means++,V Measure,0.5619582651370867,HC (complete):K-Means++
Bean,Birch,HC (complete),ARI,0.3849751184970291,Birch:HC (complete)
Bean,Birch,HC (complete),MI,0.5545533506961813,Birch:HC (complete)
Bean,Birch,HC (complete),Fowlkes Mallows,0.520421175395462,Birch:HC (complete)
Bean,Birch,HC (complete),V Measure,0.5550642197181009,Birch:HC (complete)
Bean,Gaussian MM,HC (single),ARI,0.041127450544523124,Gaussian MM:HC (single)
Bean,Gaussian MM,HC (single),MI,0.17610768168189186,Gaussian MM:HC (single)
Bean,Gaussian MM,HC (single),Fowlkes Mallows,0.47360709901691783,Gaussian MM:HC (single)
Bean,Gaussian MM,HC (single),V Measure,0.17734551894227615,Gaussian MM:HC (single)
Bean,HC (single),HC (single),ARI,1.0,HC (single):HC (single)
Bean,HC (single),HC (single),MI,1.0000000000000004,HC (single):HC (single)
Bean,HC (single),HC (single),Fowlkes Mallows,1.0,HC (single):HC (single)
Bean,HC (single),HC (single),V Measure,1.0000000000000004,HC (single):HC (single)
Bean,HC (single),K-Means,ARI,0.03742620689457122,HC (single):K-Means
Bean,HC (single),K-Means,MI,0.16753467133865496,HC (single):K-Means
Bean,HC (single),K-Means,Fowlkes Mallows,0.45630456042645157,HC (single):K-Means
Bean,HC (single),K-Means,V Measure,0.16878684194406116,HC (single):K-Means
Bean,HC (single),K-Means (minibatch),ARI,0.04409443578774296,HC (single):K-Means (minibatch)
Bean,HC (single),K-Means (minibatch),MI,0.1792785875306338,HC (single):K-Means (minibatch)
Bean,HC (single),K-Means (minibatch),Fowlkes Mallows,0.48659551358283915,HC (single):K-Means (minibatch)
Bean,HC (single),K-Means (minibatch),V Measure,0.18051549749623233,HC (single):K-Means (minibatch)
Bean,HC (single),K-Means++,ARI,0.043063451328935506,HC (single):K-Means++
Bean,HC (single),K-Means++,MI,0.17821831416986483,HC (single):K-Means++
Bean,HC (single),K-Means++,Fowlkes Mallows,0.48317856351127497,HC (single):K-Means++
Bean,HC (single),K-Means++,V Measure,0.17945509427014958,HC (single):K-Means++
Bean,Birch,HC (single),ARI,0.04674522962771216,Birch:HC (single)
Bean,Birch,HC (single),MI,0.18202019574473877,Birch:HC (single)
Bean,Birch,HC (single),Fowlkes Mallows,0.49838018847775295,Birch:HC (single)
Bean,Birch,HC (single),V Measure,0.18325642287990532,Birch:HC (single)
Bean,Gaussian MM,HC (ward),ARI,0.44010242771584585,Gaussian MM:HC (ward)
Bean,Gaussian MM,HC (ward),MI,0.5885179457106784,Gaussian MM:HC (ward)
Bean,Gaussian MM,HC (ward),Fowlkes Mallows,0.5643320622264472,Gaussian MM:HC (ward)
Bean,Gaussian MM,HC (ward),V Measure,0.5889979711613251,Gaussian MM:HC (ward)
Bean,HC (average),HC (ward),ARI,0.4302154712990642,HC (average):HC (ward)
Bean,HC (average),HC (ward),MI,0.5751649248989036,HC (average):HC (ward)
Bean,HC (average),HC (ward),Fowlkes Mallows,0.5895308014377069,HC (average):HC (ward)
Bean,HC (average),HC (ward),V Measure,0.5756754948776849,HC (average):HC (ward)
Bean,HC (complete),HC (ward),ARI,0.39349483399075774,HC (complete):HC (ward)
Bean,HC (complete),HC (ward),MI,0.5569391713178381,HC (complete):HC (ward)
Bean,HC (complete),HC (ward),Fowlkes Mallows,0.527463822088156,HC (complete):HC (ward)
Bean,HC (complete),HC (ward),V Measure,0.5574480136731911,HC (complete):HC (ward)
Bean,HC (single),HC (ward),ARI,0.047113109237617315,HC (single):HC (ward)
Bean,HC (single),HC (ward),MI,0.1824577938313107,HC (single):HC (ward)
Bean,HC (single),HC (ward),Fowlkes Mallows,0.4997431384383283,HC (single):HC (ward)
Bean,HC (single),HC (ward),V Measure,0.18369326809153225,HC (single):HC (ward)
Bean,HC (ward),HC (ward),ARI,1.0,HC (ward):HC (ward)
Bean,HC (ward),HC (ward),MI,1.0,HC (ward):HC (ward)
Bean,HC (ward),HC (ward),Fowlkes Mallows,1.0,HC (ward):HC (ward)
Bean,HC (ward),HC (ward),V Measure,1.0,HC (ward):HC (ward)
Bean,HC (ward),K-Means,ARI,0.6212316957322659,HC (ward):K-Means
Bean,HC (ward),K-Means,MI,0.7544738185430603,HC (ward):K-Means
Bean,HC (ward),K-Means,Fowlkes Mallows,0.7050119640015836,HC (ward):K-Means
Bean,HC (ward),K-Means,V Measure,0.7547527038963742,HC (ward):K-Means
Bean,HC (ward),K-Means (minibatch),ARI,0.6116300563532553,HC (ward):K-Means (minibatch)
Bean,HC (ward),K-Means (minibatch),MI,0.7375280104932753,HC (ward):K-Means (minibatch)
Bean,HC (ward),K-Means (minibatch),Fowlkes Mallows,0.7001663735450253,HC (ward):K-Means (minibatch)
Bean,HC (ward),K-Means (minibatch),V Measure,0.7378372983911154,HC (ward):K-Means (minibatch)
Bean,HC (ward),K-Means++,ARI,0.6213228955427068,HC (ward):K-Means++
Bean,HC (ward),K-Means++,MI,0.7435837969404981,HC (ward):K-Means++
Bean,HC (ward),K-Means++,Fowlkes Mallows,0.7072458518050482,HC (ward):K-Means++
Bean,HC (ward),K-Means++,V Measure,0.7438851401582589,HC (ward):K-Means++
Bean,Birch,HC (ward),ARI,0.690935453609768,Birch:HC (ward)
Bean,Birch,HC (ward),MI,0.8080243317725704,Birch:HC (ward)
Bean,Birch,HC (ward),Fowlkes Mallows,0.7632723247013509,Birch:HC (ward)
Bean,Birch,HC (ward),V Measure,0.8082524954778308,Birch:HC (ward)
Bean,K-Means,K-Means,ARI,1.0,K-Means:K-Means
Bean,K-Means,K-Means,MI,1.0,K-Means:K-Means
Bean,K-Means,K-Means,Fowlkes Mallows,1.0,K-Means:K-Means
Bean,K-Means,K-Means,V Measure,1.0,K-Means:K-Means
Bean,Gaussian MM,K-Means (minibatch),ARI,0.453323135213316,Gaussian MM:K-Means (minibatch)
Bean,Gaussian MM,K-Means (minibatch),MI,0.5935649100742648,Gaussian MM:K-Means (minibatch)
Bean,Gaussian MM,K-Means (minibatch),Fowlkes Mallows,0.5710236793117244,Gaussian MM:K-Means (minibatch)
Bean,Gaussian MM,K-Means (minibatch),V Measure,0.5940347597060021,Gaussian MM:K-Means (minibatch)
Bean,K-Means,K-Means (minibatch),ARI,0.6333638774849495,K-Means:K-Means (minibatch)
Bean,K-Means,K-Means (minibatch),MI,0.753624462793849,K-Means:K-Means (minibatch)
Bean,K-Means,K-Means (minibatch),Fowlkes Mallows,0.7110915160464605,K-Means:K-Means (minibatch)
Bean,K-Means,K-Means (minibatch),V Measure,0.7539014333374443,K-Means:K-Means (minibatch)
Bean,K-Means (minibatch),K-Means (minibatch),ARI,1.0,K-Means (minibatch):K-Means (minibatch)
Bean,K-Means (minibatch),K-Means (minibatch),MI,1.0,K-Means (minibatch):K-Means (minibatch)
Bean,K-Means (minibatch),K-Means (minibatch),Fowlkes Mallows,1.0,K-Means (minibatch):K-Means (minibatch)
Bean,K-Means (minibatch),K-Means (minibatch),V Measure,1.0,K-Means (minibatch):K-Means (minibatch)
Bean,Birch,K-Means (minibatch),ARI,0.5934207172847067,Birch:K-Means (minibatch)
Bean,Birch,K-Means (minibatch),MI,0.7302679811908616,Birch:K-Means (minibatch)
Bean,Birch,K-Means (minibatch),Fowlkes Mallows,0.686134477329339,Birch:K-Means (minibatch)
Bean,Birch,K-Means (minibatch),V Measure,0.730585590371782,Birch:K-Means (minibatch)
Bean,Gaussian MM,K-Means++,ARI,0.46902327786620157,Gaussian MM:K-Means++
Bean,Gaussian MM,K-Means++,MI,0.5991383471571606,Gaussian MM:K-Means++
Bean,Gaussian MM,K-Means++,Fowlkes Mallows,0.5822282217921645,Gaussian MM:K-Means++
Bean,Gaussian MM,K-Means++,V Measure,0.5995998069821638,Gaussian MM:K-Means++
Bean,K-Means,K-Means++,ARI,0.6629117997798943,K-Means:K-Means++
Bean,K-Means,K-Means++,MI,0.7689601454753918,K-Means:K-Means++
Bean,K-Means,K-Means++,Fowlkes Mallows,0.7318354284341817,K-Means:K-Means++
Bean,K-Means,K-Means++,V Measure,0.7692162514519352,K-Means:K-Means++
Bean,K-Means (minibatch),K-Means++,ARI,0.6881996956773319,K-Means (minibatch):K-Means++
Bean,K-Means (minibatch),K-Means++,MI,0.7763917041499444,K-Means (minibatch):K-Means++
Bean,K-Means (minibatch),K-Means++,Fowlkes Mallows,0.7567744930680204,K-Means (minibatch):K-Means++
Bean,K-Means (minibatch),K-Means++,V Measure,0.7766519325502661,K-Means (minibatch):K-Means++
Bean,K-Means++,K-Means++,ARI,1.0,K-Means++:K-Means++
Bean,K-Means++,K-Means++,MI,1.0,K-Means++:K-Means++
Bean,K-Means++,K-Means++,Fowlkes Mallows,1.0,K-Means++:K-Means++
Bean,K-Means++,K-Means++,V Measure,1.0,K-Means++:K-Means++
Bean,Birch,K-Means++,ARI,0.6225649022792358,Birch:K-Means++
Bean,Birch,K-Means++,MI,0.7454386894115227,Birch:K-Means++
Bean,Birch,K-Means++,Fowlkes Mallows,0.7077340663194508,Birch:K-Means++
Bean,Birch,K-Means++,V Measure,0.745737325844969,Birch:K-Means++
Bean,Birch,Gaussian MM,ARI,0.44084586188918284,Birch:Gaussian MM
Bean,Birch,Gaussian MM,MI,0.5905842475735534,Birch:Gaussian MM
Bean,Birch,Gaussian MM,Fowlkes Mallows,0.5644892672619758,Birch:Gaussian MM
Bean,Birch,Gaussian MM,V Measure,0.5910614047988347,Birch:Gaussian MM
Bean,Birch,K-Means,ARI,0.6200753638372982,Birch:K-Means
Bean,Birch,K-Means,MI,0.7513954107195399,Birch:K-Means
Bean,Birch,K-Means,Fowlkes Mallows,0.7034513705849652,Birch:K-Means
Bean,Birch,K-Means,V Measure,0.7516769433746934,Birch:K-Means
Bean,Birch,Birch,ARI,1.0,Birch:Birch
Bean,Birch,Birch,MI,1.0,Birch:Birch
Bean,Birch,Birch,Fowlkes Mallows,1.0,Birch:Birch
Bean,Birch,Birch,V Measure,1.0,Birch:Birch
Bean,Gaussian MM,Spectral (NN),ARI,0.3805773697366005,Gaussian MM:Spectral (NN)
Bean,Gaussian MM,Spectral (NN),MI,0.5486053827208597,Gaussian MM:Spectral (NN)
Bean,Gaussian MM,Spectral (NN),Fowlkes Mallows,0.49817341349444105,Gaussian MM:Spectral (NN)
Bean,Gaussian MM,Spectral (NN),V Measure,0.5490913362415596,Gaussian MM:Spectral (NN)
Bean,HC (average),Spectral (NN),ARI,0.3591087776327846,HC (average):Spectral (NN)
Bean,HC (average),Spectral (NN),MI,0.5453439668948901,HC (average):Spectral (NN)
Bean,HC (average),Spectral (NN),Fowlkes Mallows,0.5211184334771299,HC (average):Spectral (NN)
Bean,HC (average),Spectral (NN),V Measure,0.5458722596943434,HC (average):Spectral (NN)
Bean,HC (complete),Spectral (NN),ARI,0.3784606160015751,HC (complete):Spectral (NN)
Bean,HC (complete),Spectral (NN),MI,0.5523104992289631,HC (complete):Spectral (NN)
Bean,HC (complete),Spectral (NN),Fowlkes Mallows,0.4956642906315263,HC (complete):Spectral (NN)
Bean,HC (complete),Spectral (NN),V Measure,0.5527865034568881,HC (complete):Spectral (NN)
Bean,HC (single),Spectral (NN),ARI,0.029650545820600414,HC (single):Spectral (NN)
Bean,HC (single),Spectral (NN),MI,0.14252435137039876,HC (single):Spectral (NN)
Bean,HC (single),Spectral (NN),Fowlkes Mallows,0.4204739996484513,HC (single):Spectral (NN)
Bean,HC (single),Spectral (NN),V Measure,0.1438101104085458,HC (single):Spectral (NN)
Bean,HC (ward),Spectral (NN),ARI,0.5059489851054292,HC (ward):Spectral (NN)
Bean,HC (ward),Spectral (NN),MI,0.6935416757460104,HC (ward):Spectral (NN)
Bean,HC (ward),Spectral (NN),Fowlkes Mallows,0.6102456809360663,HC (ward):Spectral (NN)
Bean,HC (ward),Spectral (NN),V Measure,0.6938777126075513,HC (ward):Spectral (NN)
Bean,K-Means,Spectral (NN),ARI,0.561784036619107,K-Means:Spectral (NN)
Bean,K-Means,Spectral (NN),MI,0.7261181537075183,K-Means:Spectral (NN)
Bean,K-Means,Spectral (NN),Fowlkes Mallows,0.6421119770892326,K-Means:Spectral (NN)
Bean,K-Means,Spectral (NN),V Measure,0.7264064391169572,K-Means:Spectral (NN)
Bean,K-Means (minibatch),Spectral (NN),ARI,0.5262503031172359,K-Means (minibatch):Spectral (NN)
Bean,K-Means (minibatch),Spectral (NN),MI,0.7006629776436416,K-Means (minibatch):Spectral (NN)
Bean,K-Means (minibatch),Spectral (NN),Fowlkes Mallows,0.6222538860209793,K-Means (minibatch):Spectral (NN)
Bean,K-Means (minibatch),Spectral (NN),V Measure,0.700988721175714,K-Means (minibatch):Spectral (NN)
Bean,K-Means++,Spectral (NN),ARI,0.5212627025338137,K-Means++:Spectral (NN)
Bean,K-Means++,Spectral (NN),MI,0.697870637149443,K-Means++:Spectral (NN)
Bean,K-Means++,Spectral (NN),Fowlkes Mallows,0.61649996664606,K-Means++:Spectral (NN)
Bean,K-Means++,Spectral (NN),V Measure,0.6981976217307357,K-Means++:Spectral (NN)
Bean,Birch,Spectral (NN),ARI,0.5113207500625626,Birch:Spectral (NN)
Bean,Birch,Spectral (NN),MI,0.6967035688582718,Birch:Spectral (NN)
Bean,Birch,Spectral (NN),Fowlkes Mallows,0.6140215857326841,Birch:Spectral (NN)
Bean,Birch,Spectral (NN),V Measure,0.6970356865593458,Birch:Spectral (NN)
Bean,Spectral (NN),Spectral (NN),ARI,1.0,Spectral (NN):Spectral (NN)
Bean,Spectral (NN),Spectral (NN),MI,1.0,Spectral (NN):Spectral (NN)
Bean,Spectral (NN),Spectral (NN),Fowlkes Mallows,1.0,Spectral (NN):Spectral (NN)
Bean,Spectral (NN),Spectral (NN),V Measure,1.0,Spectral (NN):Spectral (NN)
Bean,Spectral (NN),Spectral (RBF),ARI,0.0,Spectral (NN):Spectral (RBF)
Bean,Spectral (NN),Spectral (RBF),MI,-5.533735699720206e-16,Spectral (NN):Spectral (RBF)
Bean,Spectral (NN),Spectral (RBF),Fowlkes Mallows,0.40309695364556297,Spectral (NN):Spectral (RBF)
Bean,Spectral (NN),Spectral (RBF),V Measure,0.0,Spectral (NN):Spectral (RBF)
Bean,Gaussian MM,Spectral (RBF),ARI,0.0,Gaussian MM:Spectral (RBF)
Bean,Gaussian MM,Spectral (RBF),MI,1.0645132988014213e-15,Gaussian MM:Spectral (RBF)
Bean,Gaussian MM,Spectral (RBF),Fowlkes Mallows,0.4357356110080236,Gaussian MM:Spectral (RBF)
Bean,Gaussian MM,Spectral (RBF),V Measure,2.5725130501635915e-16,Gaussian MM:Spectral (RBF)
Bean,HC (average),Spectral (RBF),ARI,0.0,HC (average):Spectral (RBF)
Bean,HC (average),Spectral (RBF),MI,-1.1776178514447956e-15,HC (average):Spectral (RBF)
Bean,HC (average),Spectral (RBF),Fowlkes Mallows,0.6708184640348643,HC (average):Spectral (RBF)
Bean,HC (average),Spectral (RBF),V Measure,0.0,HC (average):Spectral (RBF)
Bean,HC (complete),Spectral (RBF),ARI,0.0,HC (complete):Spectral (RBF)
Bean,HC (complete),Spectral (RBF),MI,-8.684666522826562e-16,HC (complete):Spectral (RBF)
Bean,HC (complete),Spectral (RBF),Fowlkes Mallows,0.4371060245310888,HC (complete):Spectral (RBF)
Bean,HC (complete),Spectral (RBF),V Measure,0.0,HC (complete):Spectral (RBF)
Bean,HC (single),Spectral (RBF),ARI,0.0,HC (single):Spectral (RBF)
Bean,HC (single),Spectral (RBF),MI,-1.9900650987708908e-14,HC (single):Spectral (RBF)
Bean,HC (single),Spectral (RBF),Fowlkes Mallows,0.961599359439033,HC (single):Spectral (RBF)
Bean,HC (single),Spectral (RBF),V Measure,0.0,HC (single):Spectral (RBF)
Bean,HC (ward),Spectral (RBF),ARI,0.0,HC (ward):Spectral (RBF)
Bean,HC (ward),Spectral (RBF),MI,-1.1996403288703823e-16,HC (ward):Spectral (RBF)
Bean,HC (ward),Spectral (RBF),Fowlkes Mallows,0.4639069642759152,HC (ward):Spectral (RBF)
Bean,HC (ward),Spectral (RBF),V Measure,0.0,HC (ward):Spectral (RBF)
Bean,K-Means,Spectral (RBF),ARI,0.0,K-Means:Spectral (RBF)
Bean,K-Means,Spectral (RBF),MI,-3.1395529668638177e-16,K-Means:Spectral (RBF)
Bean,K-Means,Spectral (RBF),Fowlkes Mallows,0.4293840969891471,K-Means:Spectral (RBF)
Bean,K-Means,Spectral (RBF),V Measure,0.0,K-Means:Spectral (RBF)
Bean,K-Means (minibatch),Spectral (RBF),ARI,0.0,K-Means (minibatch):Spectral (RBF)
Bean,K-Means (minibatch),Spectral (RBF),MI,1.0406971798080305e-15,K-Means (minibatch):Spectral (RBF)
Bean,K-Means (minibatch),Spectral (RBF),Fowlkes Mallows,0.4770282872998431,K-Means (minibatch):Spectral (RBF)
Bean,K-Means (minibatch),Spectral (RBF),V Measure,0.0,K-Means (minibatch):Spectral (RBF)
Bean,K-Means++,Spectral (RBF),ARI,0.0,K-Means++:Spectral (RBF)
Bean,K-Means++,Spectral (RBF),MI,-6.895284634645794e-16,K-Means++:Spectral (RBF)
Bean,K-Means++,Spectral (RBF),Fowlkes Mallows,0.4602035251017078,K-Means++:Spectral (RBF)
Bean,K-Means++,Spectral (RBF),V Measure,0.0,K-Means++:Spectral (RBF)
Bean,Birch,Spectral (RBF),ARI,0.0,Birch:Spectral (RBF)
Bean,Birch,Spectral (RBF),MI,1.2373963481183096e-15,Birch:Spectral (RBF)
Bean,Birch,Spectral (RBF),Fowlkes Mallows,0.4552024501215241,Birch:Spectral (RBF)
Bean,Birch,Spectral (RBF),V Measure,0.0,Birch:Spectral (RBF)
Bean,Spectral (RBF),Spectral (RBF),ARI,1.0,Spectral (RBF):Spectral (RBF)
Bean,Spectral (RBF),Spectral (RBF),MI,1.0,Spectral (RBF):Spectral (RBF)
Bean,Spectral (RBF),Spectral (RBF),Fowlkes Mallows,1.0,Spectral (RBF):Spectral (RBF)
Bean,Spectral (RBF),Spectral (RBF),V Measure,1.0,Spectral (RBF):Spectral (RBF)
Call,Gaussian MM,Gaussian MM,ARI,1.0,Gaussian MM:Gaussian MM
Call,Gaussian MM,Gaussian MM,MI,1.0,Gaussian MM:Gaussian MM
Call,Gaussian MM,Gaussian MM,Fowlkes Mallows,1.0,Gaussian MM:Gaussian MM
Call,Gaussian MM,Gaussian MM,V Measure,1.0,Gaussian MM:Gaussian MM
Call,Gaussian MM,K-Means,ARI,0.532953170853278,Gaussian MM:K-Means
Call,Gaussian MM,K-Means,MI,0.6726145727558334,Gaussian MM:K-Means
Call,Gaussian MM,K-Means,Fowlkes Mallows,0.5999589192434731,Gaussian MM:K-Means
Call,Gaussian MM,K-Means,V Measure,0.673861442513519,Gaussian MM:K-Means
Call,Gaussian MM,HC (average),ARI,0.0687156479349687,Gaussian MM:HC (average)
Call,Gaussian MM,HC (average),MI,0.22500924625606736,Gaussian MM:HC (average)
Call,Gaussian MM,HC (average),Fowlkes Mallows,0.40280595688887993,Gaussian MM:HC (average)
Call,Gaussian MM,HC (average),V Measure,0.22940970586258044,Gaussian MM:HC (average)
Call,HC (average),HC (average),ARI,1.0,HC (average):HC (average)
