data,method1,method2,criteria,K,value
Bean,RF,Epsilon-LRP (MLP),Jaccard,30,1.0
Bean,RF,Epsilon-LRP (MLP),RBO,1,0.05
Bean,RF,Epsilon-LRP (MLP),RBO,2,0.08
Bean,RF,Epsilon-LRP (MLP),RBO,3,0.11555555555555547
Bean,RF,Epsilon-LRP (MLP),RBO,4,0.16916666666666672
Bean,RF,Epsilon-LRP (MLP),RBO,5,0.21533333333333327
Bean,RF,Epsilon-LRP (MLP),RBO,6,0.2563888888888889
Bean,RF,Epsilon-LRP (MLP),RBO,7,0.2962925170068026
Bean,RF,Epsilon-LRP (MLP),RBO,8,0.3344122023809523
Bean,RF,Epsilon-LRP (MLP),RBO,9,0.37083553791887114
Bean,RF,Epsilon-LRP (MLP),RBO,10,0.40715198412698406
Bean,RF,Epsilon-LRP (MLP),RBO,11,0.44245221697494436
Bean,RF,Epsilon-LRP (MLP),RBO,12,0.47738675444925455
Bean,RF,Epsilon-LRP (MLP),RBO,13,0.511433927183927
Bean,RF,Epsilon-LRP (MLP),RBO,14,0.5446988507524222
Bean,RF,Epsilon-LRP (MLP),RBO,15,0.5741633718133717
Bean,RF,Epsilon-LRP (MLP),RBO,16,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,17,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,18,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,19,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,20,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,21,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,22,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,23,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,24,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,25,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,26,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,27,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,28,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,29,0.6007781610750362
Bean,RF,Epsilon-LRP (MLP),RBO,30,0.6007781610750362
Bean,RF,Guided Backpropagation (MLP),Jaccard,1,0.01
Bean,RF,Guided Backpropagation (MLP),Jaccard,2,0.04333333333333333
Bean,RF,Guided Backpropagation (MLP),Jaccard,3,0.09799999999999998
Bean,RF,Guided Backpropagation (MLP),Jaccard,4,0.14980952380952375
Bean,RF,Guided Backpropagation (MLP),Jaccard,5,0.17773809523809508
Bean,RF,Guided Backpropagation (MLP),Jaccard,6,0.20560606060606046
Bean,RF,Guided Backpropagation (MLP),Jaccard,7,0.2366449106449108
Bean,RF,Guided Backpropagation (MLP),Jaccard,8,0.30285980685980646
Bean,RF,Guided Backpropagation (MLP),Jaccard,9,0.366132867132867
Bean,RF,Guided Backpropagation (MLP),Jaccard,10,0.44222027972028016
Bean,RF,Guided Backpropagation (MLP),Jaccard,11,0.5394157509157512
Bean,RF,Guided Backpropagation (MLP),Jaccard,12,0.6333846153846161
Bean,RF,Guided Backpropagation (MLP),Jaccard,13,0.7243571428571433
Bean,RF,Guided Backpropagation (MLP),Jaccard,14,0.8438333333333325
Bean,RF,Guided Backpropagation (MLP),Jaccard,15,0.94625
Bean,RF,Guided Backpropagation (MLP),Jaccard,16,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,17,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,18,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,19,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,20,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,21,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,22,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,23,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,24,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,25,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,26,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,27,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,28,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,29,1.0
Bean,RF,Guided Backpropagation (MLP),Jaccard,30,1.0
Bean,RF,Guided Backpropagation (MLP),RBO,1,0.01
Bean,RF,Guided Backpropagation (MLP),RBO,2,0.0375
Bean,RF,Guided Backpropagation (MLP),RBO,3,0.07944444444444435
Bean,RF,Guided Backpropagation (MLP),RBO,4,0.12083333333333339
Bean,RF,Guided Backpropagation (MLP),RBO,5,0.15426666666666658
Bean,RF,Guided Backpropagation (MLP),RBO,6,0.1832777777777779
Bean,RF,Guided Backpropagation (MLP),RBO,7,0.21015646258503398
Bean,RF,Guided Backpropagation (MLP),RBO,8,0.24091815476190484
Bean,RF,Guided Backpropagation (MLP),RBO,9,0.27291490299823634
Bean,RF,Guided Backpropagation (MLP),RBO,10,0.3064234126984127
Bean,RF,Guided Backpropagation (MLP),RBO,11,0.3419551685688048
Bean,RF,Guided Backpropagation (MLP),RBO,12,0.3779033489658489
Bean,RF,Guided Backpropagation (MLP),RBO,13,0.4133900736016119
Bean,RF,Guided Backpropagation (MLP),RBO,14,0.4491683336504766
Bean,RF,Guided Backpropagation (MLP),RBO,15,0.4839793336293336
Bean,RF,Guided Backpropagation (MLP),RBO,16,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,17,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,18,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,19,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,20,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,21,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,22,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,23,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,24,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,25,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,26,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,27,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,28,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,29,0.5162306252775004
Bean,RF,Guided Backpropagation (MLP),RBO,30,0.5162306252775004
Bean,RF,Integrated Gradients (MLP),Jaccard,1,0.06060606060606061
Bean,RF,Integrated Gradients (MLP),Jaccard,2,0.08754208754208752
Bean,RF,Integrated Gradients (MLP),Jaccard,3,0.12020202020202013
Bean,RF,Integrated Gradients (MLP),Jaccard,4,0.19807599807599788
Bean,RF,Integrated Gradients (MLP),Jaccard,5,0.26607343274009926
Bean,RF,Integrated Gradients (MLP),Jaccard,6,0.32850146486510085
Bean,RF,Integrated Gradients (MLP),Jaccard,7,0.3882511988572596
Bean,RF,Integrated Gradients (MLP),Jaccard,8,0.45815934906844025
Bean,RF,Integrated Gradients (MLP),Jaccard,9,0.510586383313656
Bean,RF,Integrated Gradients (MLP),Jaccard,10,0.5884284066102251
Bean,RF,Integrated Gradients (MLP),Jaccard,11,0.6676841676841678
Bean,RF,Integrated Gradients (MLP),Jaccard,12,0.7662337662337657
Bean,RF,Integrated Gradients (MLP),Jaccard,13,0.8498316498316497
Bean,RF,Integrated Gradients (MLP),Jaccard,14,0.9624579124579121
Bean,RF,Integrated Gradients (MLP),Jaccard,15,0.9747474747474747
Bean,RF,Integrated Gradients (MLP),Jaccard,16,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,17,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,18,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,19,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,20,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,21,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,22,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,23,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,24,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,25,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,26,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,27,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,28,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,29,1.0
Bean,RF,Integrated Gradients (MLP),Jaccard,30,1.0
Bean,RF,Integrated Gradients (MLP),RBO,1,0.06060606060606061
Bean,RF,Integrated Gradients (MLP),RBO,2,0.09343434343434344
Bean,RF,Integrated Gradients (MLP),RBO,3,0.12626262626262616
Bean,RF,Integrated Gradients (MLP),RBO,4,0.17297979797979804
Bean,RF,Integrated Gradients (MLP),RBO,5,0.2191919191919192
Bean,RF,Integrated Gradients (MLP),RBO,6,0.26234567901234573
Bean,RF,Integrated Gradients (MLP),RBO,7,0.3032020889163745
Bean,RF,Integrated Gradients (MLP),RBO,8,0.34247985810485815
Bean,RF,Integrated Gradients (MLP),RBO,9,0.37875002226854076
Bean,RF,Integrated Gradients (MLP),RBO,10,0.41451138367805035
Bean,RF,Integrated Gradients (MLP),RBO,11,0.4493721486145728
Bean,RF,Integrated Gradients (MLP),RBO,12,0.48410460424349305
Bean,RF,Integrated Gradients (MLP),RBO,13,0.5175130899489877
Bean,RF,Integrated Gradients (MLP),RBO,14,0.5505334392239155
Bean,RF,Integrated Gradients (MLP),RBO,15,0.5796000090444533
Bean,RF,Integrated Gradients (MLP),RBO,16,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,17,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,18,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,19,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,20,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,21,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,22,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,23,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,24,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,25,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,26,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,27,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,28,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,29,0.6058750084791751
Bean,RF,Integrated Gradients (MLP),RBO,30,0.6058750084791751
Bean,RF,Occlusion (MLP),Jaccard,1,0.06060606060606061
Bean,RF,Occlusion (MLP),Jaccard,2,0.06397306397306395
Bean,RF,Occlusion (MLP),Jaccard,3,0.12222222222222215
Bean,RF,Occlusion (MLP),Jaccard,4,0.19518999518999508
Bean,RF,Occlusion (MLP),Jaccard,5,0.2490780824114156
Bean,RF,Occlusion (MLP),Jaccard,6,0.29747256110892434
Bean,RF,Occlusion (MLP),Jaccard,7,0.34407713498622605
Bean,RF,Occlusion (MLP),Jaccard,8,0.4037661552813067
Bean,RF,Occlusion (MLP),Jaccard,9,0.47421669239851066
Bean,RF,Occlusion (MLP),Jaccard,10,0.5607792880520157
Bean,RF,Occlusion (MLP),Jaccard,11,0.6428571428571428
Bean,RF,Occlusion (MLP),Jaccard,12,0.742257742257742
Bean,RF,Occlusion (MLP),Jaccard,13,0.8558922558922559
Bean,RF,Occlusion (MLP),Jaccard,14,0.9757575757575756
Bean,RF,Occlusion (MLP),Jaccard,15,0.98989898989899
Bean,RF,Occlusion (MLP),Jaccard,16,1.0
Bean,RF,Occlusion (MLP),Jaccard,17,1.0
Bean,RF,Occlusion (MLP),Jaccard,18,1.0
Bean,RF,Occlusion (MLP),Jaccard,19,1.0
Bean,RF,Occlusion (MLP),Jaccard,20,1.0
Bean,RF,Occlusion (MLP),Jaccard,21,1.0
Bean,RF,Occlusion (MLP),Jaccard,22,1.0
Bean,RF,Occlusion (MLP),Jaccard,23,1.0
Bean,RF,Occlusion (MLP),Jaccard,24,1.0
Bean,RF,Occlusion (MLP),Jaccard,25,1.0
Bean,RF,Occlusion (MLP),Jaccard,26,1.0
Bean,RF,Occlusion (MLP),Jaccard,27,1.0
Bean,RF,Occlusion (MLP),Jaccard,28,1.0
Bean,RF,Occlusion (MLP),Jaccard,29,1.0
Bean,RF,Occlusion (MLP),Jaccard,30,1.0
Bean,RF,Occlusion (MLP),RBO,1,0.06060606060606061
Bean,RF,Occlusion (MLP),RBO,2,0.07828282828282829
Bean,RF,Occlusion (MLP),RBO,3,0.11728395061728387
Bean,RF,Occlusion (MLP),RBO,4,0.1649831649831651
Bean,RF,Occlusion (MLP),RBO,5,0.20915824915824904
Bean,RF,Occlusion (MLP),RBO,6,0.24865319865319868
Bean,RF,Occlusion (MLP),RBO,7,0.2848690991548133
Bean,RF,Occlusion (MLP),RBO,8,0.32012536075036074
Bean,RF,Occlusion (MLP),RBO,9,0.35526294692961363
Bean,RF,Occlusion (MLP),RBO,10,0.39104978354978354
Bean,RF,Occlusion (MLP),RBO,11,0.4263738327787915
Bean,RF,Occlusion (MLP),RBO,12,0.4617601884647339
Bean,RF,Occlusion (MLP),RBO,13,0.49718632183667144
Bean,RF,Occlusion (MLP),RBO,14,0.532173940777837
Bean,RF,Occlusion (MLP),RBO,15,0.5630031977001672
Bean,RF,Occlusion (MLP),RBO,16,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,17,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,18,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,19,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,20,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,21,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,22,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,23,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,24,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,25,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,26,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,27,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,28,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,29,0.5903154978439069
Bean,RF,Occlusion (MLP),RBO,30,0.5903154978439069
Bean,RF,RF,Jaccard,1,1.0
Bean,RF,RF,Jaccard,2,1.0
Bean,RF,RF,Jaccard,3,1.0
Bean,RF,RF,Jaccard,4,1.0
Bean,RF,RF,Jaccard,5,1.0
Bean,RF,RF,Jaccard,6,1.0
Bean,RF,RF,Jaccard,7,1.0
Bean,RF,RF,Jaccard,8,1.0
Bean,RF,RF,Jaccard,9,1.0
Bean,RF,RF,Jaccard,10,1.0
Bean,RF,RF,Jaccard,11,1.0
Bean,RF,RF,Jaccard,12,1.0
Bean,RF,RF,Jaccard,13,1.0
Bean,RF,RF,Jaccard,14,1.0
Bean,RF,RF,Jaccard,15,1.0
Bean,RF,RF,Jaccard,16,1.0
Bean,RF,RF,Jaccard,17,1.0
Bean,RF,RF,Jaccard,18,1.0
Bean,RF,RF,Jaccard,19,1.0
Bean,RF,RF,Jaccard,20,1.0
Bean,RF,RF,Jaccard,21,1.0
Bean,RF,RF,Jaccard,22,1.0
Bean,RF,RF,Jaccard,23,1.0
Bean,RF,RF,Jaccard,24,1.0
Bean,RF,RF,Jaccard,25,1.0
Bean,RF,RF,Jaccard,26,1.0
Bean,RF,RF,Jaccard,27,1.0
Bean,RF,RF,Jaccard,28,1.0
Bean,RF,RF,Jaccard,29,1.0
Bean,RF,RF,Jaccard,30,1.0
Bean,RF,RF,RBO,1,1.0
Bean,RF,RF,RBO,2,1.0
Bean,RF,RF,RBO,3,1.0
Bean,RF,RF,RBO,4,1.0
Bean,RF,RF,RBO,5,1.0
Bean,RF,RF,RBO,6,1.0
Bean,RF,RF,RBO,7,1.0
Bean,RF,RF,RBO,8,1.0
Bean,RF,RF,RBO,9,1.0
Bean,RF,RF,RBO,10,1.0
Bean,RF,RF,RBO,11,1.0
Bean,RF,RF,RBO,12,1.0
Bean,RF,RF,RBO,13,1.0
Bean,RF,RF,RBO,14,1.0
Bean,RF,RF,RBO,15,1.0
Bean,RF,RF,RBO,16,1.0
Bean,RF,RF,RBO,17,1.0
Bean,RF,RF,RBO,18,1.0
Bean,RF,RF,RBO,19,1.0
Bean,RF,RF,RBO,20,1.0
Bean,RF,RF,RBO,21,1.0
Bean,RF,RF,RBO,22,1.0
Bean,RF,RF,RBO,23,1.0
Bean,RF,RF,RBO,24,1.0
Bean,RF,RF,RBO,25,1.0
Bean,RF,RF,RBO,26,1.0
Bean,RF,RF,RBO,27,1.0
Bean,RF,RF,RBO,28,1.0
Bean,RF,RF,RBO,29,1.0
Bean,RF,RF,RBO,30,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,1,0.11627906976744186
Bean,RF,Saliency Maps (MLP),Jaccard,2,0.07751937984496123
Bean,RF,Saliency Maps (MLP),Jaccard,3,0.12558139534883717
Bean,RF,Saliency Maps (MLP),Jaccard,4,0.16090808416389799
Bean,RF,Saliency Maps (MLP),Jaccard,5,0.1989664082687337
Bean,RF,Saliency Maps (MLP),Jaccard,6,0.24302325581395323
Bean,RF,Saliency Maps (MLP),Jaccard,7,0.27853309481216476
Bean,RF,Saliency Maps (MLP),Jaccard,8,0.33713418364581116
Bean,RF,Saliency Maps (MLP),Jaccard,9,0.4087308040796411
Bean,RF,Saliency Maps (MLP),Jaccard,10,0.4984821380170222
Bean,RF,Saliency Maps (MLP),Jaccard,11,0.5975253428741798
Bean,RF,Saliency Maps (MLP),Jaccard,12,0.7033478149757226
Bean,RF,Saliency Maps (MLP),Jaccard,13,0.8240310077519374
Bean,RF,Saliency Maps (MLP),Jaccard,14,0.9193798449612396
Bean,RF,Saliency Maps (MLP),Jaccard,15,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,16,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,17,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,18,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,19,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,20,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,21,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,22,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,23,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,24,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,25,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,26,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,27,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,28,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,29,1.0
Bean,RF,Saliency Maps (MLP),Jaccard,30,1.0
Bean,RF,Saliency Maps (MLP),RBO,1,0.11627906976744186
Bean,RF,Saliency Maps (MLP),RBO,2,0.11337209302325581
Bean,RF,Saliency Maps (MLP),RBO,3,0.14276485788113683
Bean,RF,Saliency Maps (MLP),RBO,4,0.17320736434108533
Bean,RF,Saliency Maps (MLP),RBO,5,0.20228682170542633
Bean,RF,Saliency Maps (MLP),RBO,6,0.23187984496124042
Bean,RF,Saliency Maps (MLP),RBO,7,0.2595040341718082
Bean,RF,Saliency Maps (MLP),RBO,8,0.28920265780730914
Bean,RF,Saliency Maps (MLP),RBO,9,0.3209507403305853
Bean,RF,Saliency Maps (MLP),RBO,10,0.35501845699520124
Bean,RF,Saliency Maps (MLP),RBO,11,0.39058952557895477
Bean,RF,Saliency Maps (MLP),RBO,12,0.42675809870577314
Bean,RF,Saliency Maps (MLP),RBO,13,0.46335397359547653
Bean,RF,Saliency Maps (MLP),RBO,14,0.49860087771217343
Bean,RF,Saliency Maps (MLP),RBO,15,0.5320274858646952
Bean,RF,Saliency Maps (MLP),RBO,16,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,17,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,18,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,19,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,20,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,21,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,22,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,23,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,24,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,25,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,26,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,27,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,28,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,29,0.5612757679981517
Bean,RF,Saliency Maps (MLP),RBO,30,0.5612757679981517
Bean,RF,Shapley Value (MLP),Jaccard,1,0.11
Bean,RF,Shapley Value (MLP),Jaccard,2,0.09666666666666666
Bean,RF,Shapley Value (MLP),Jaccard,3,0.15299999999999986
Bean,RF,Shapley Value (MLP),Jaccard,4,0.22019047619047602
Bean,RF,Shapley Value (MLP),Jaccard,5,0.2767857142857141
Bean,RF,Shapley Value (MLP),Jaccard,6,0.3344372294372292
Bean,RF,Shapley Value (MLP),Jaccard,7,0.393459595959596
Bean,RF,Shapley Value (MLP),Jaccard,8,0.46181196581196565
Bean,RF,Shapley Value (MLP),Jaccard,9,0.5326223776223774
Bean,RF,Shapley Value (MLP),Jaccard,10,0.6108891108891111
Bean,RF,Shapley Value (MLP),Jaccard,11,0.685457875457876
Bean,RF,Shapley Value (MLP),Jaccard,12,0.7643956043956038
Bean,RF,Shapley Value (MLP),Jaccard,13,0.8601904761904762
Bean,RF,Shapley Value (MLP),Jaccard,14,0.9706666666666665
Bean,RF,Shapley Value (MLP),Jaccard,15,0.98625
Bean,RF,Shapley Value (MLP),Jaccard,16,1.0
Bean,RF,Shapley Value (MLP),Jaccard,17,1.0
Bean,RF,Shapley Value (MLP),Jaccard,18,1.0
Bean,RF,Shapley Value (MLP),Jaccard,19,1.0
Bean,RF,Shapley Value (MLP),Jaccard,20,1.0
Bean,RF,Shapley Value (MLP),Jaccard,21,1.0
Bean,RF,Shapley Value (MLP),Jaccard,22,1.0
Bean,RF,Shapley Value (MLP),Jaccard,23,1.0
Bean,RF,Shapley Value (MLP),Jaccard,24,1.0
Bean,RF,Shapley Value (MLP),Jaccard,25,1.0
Bean,RF,Shapley Value (MLP),Jaccard,26,1.0
Bean,RF,Shapley Value (MLP),Jaccard,27,1.0
Bean,RF,Shapley Value (MLP),Jaccard,28,1.0
Bean,RF,Shapley Value (MLP),Jaccard,29,1.0
Bean,RF,Shapley Value (MLP),Jaccard,30,1.0
Bean,RF,Shapley Value (MLP),RBO,1,0.11
Bean,RF,Shapley Value (MLP),RBO,2,0.1275
Bean,RF,Shapley Value (MLP),RBO,3,0.1649999999999999
Bean,RF,Shapley Value (MLP),RBO,4,0.209375
Bean,RF,Shapley Value (MLP),RBO,5,0.2514999999999999
Bean,RF,Shapley Value (MLP),RBO,6,0.2909722222222222
Bean,RF,Shapley Value (MLP),RBO,7,0.3287925170068026
Bean,RF,Shapley Value (MLP),RBO,8,0.36566220238095243
Bean,RF,Shapley Value (MLP),RBO,9,0.40157627865961204
Bean,RF,Shapley Value (MLP),RBO,10,0.4368186507936507
Bean,RF,Shapley Value (MLP),RBO,11,0.4708268726223271
Bean,RF,Shapley Value (MLP),RBO,12,0.5036746332371331
Bean,RF,Shapley Value (MLP),RBO,13,0.5360546910354603
Bean,RF,Shapley Value (MLP),RBO,14,0.5680711926961926
Bean,RF,Shapley Value (MLP),RBO,15,0.5963775576275576
Bean,RF,Shapley Value (MLP),RBO,16,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,17,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,18,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,19,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,20,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,21,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,22,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,23,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,24,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,25,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,26,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,27,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,28,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,29,0.6216039602758354
Bean,RF,Shapley Value (MLP),RBO,30,0.6216039602758354
Bean,RF,deepLIFT (MLP),Jaccard,1,0.06060606060606061
Bean,RF,deepLIFT (MLP),Jaccard,2,0.0909090909090909
Bean,RF,deepLIFT (MLP),Jaccard,3,0.1272727272727272
Bean,RF,deepLIFT (MLP),Jaccard,4,0.17027417027417016
Bean,RF,deepLIFT (MLP),Jaccard,5,0.23436748436748425
Bean,RF,deepLIFT (MLP),Jaccard,6,0.30329703966067567
Bean,RF,deepLIFT (MLP),Jaccard,7,0.3649541255601862
Bean,RF,deepLIFT (MLP),Jaccard,8,0.41962997720573464
Bean,RF,deepLIFT (MLP),Jaccard,9,0.48977688977688977
Bean,RF,deepLIFT (MLP),Jaccard,10,0.5602579238942881
Bean,RF,deepLIFT (MLP),Jaccard,11,0.6346505346505349
Bean,RF,deepLIFT (MLP),Jaccard,12,0.7241425241425242
Bean,RF,deepLIFT (MLP),Jaccard,13,0.8125060125060127
Bean,RF,deepLIFT (MLP),Jaccard,14,0.915151515151514
Bean,RF,deepLIFT (MLP),Jaccard,15,0.9861111111111112
Bean,RF,deepLIFT (MLP),Jaccard,16,1.0
Bean,RF,deepLIFT (MLP),Jaccard,17,1.0
Bean,RF,deepLIFT (MLP),Jaccard,18,1.0
Bean,RF,deepLIFT (MLP),Jaccard,19,1.0
Bean,RF,deepLIFT (MLP),Jaccard,20,1.0
Bean,RF,deepLIFT (MLP),Jaccard,21,1.0
Bean,RF,deepLIFT (MLP),Jaccard,22,1.0
Bean,RF,deepLIFT (MLP),Jaccard,23,1.0
Bean,RF,deepLIFT (MLP),Jaccard,24,1.0
Bean,RF,deepLIFT (MLP),Jaccard,25,1.0
Bean,RF,deepLIFT (MLP),Jaccard,26,1.0
Bean,RF,deepLIFT (MLP),Jaccard,27,1.0
Bean,RF,deepLIFT (MLP),Jaccard,28,1.0
Bean,RF,deepLIFT (MLP),Jaccard,29,1.0
Bean,RF,deepLIFT (MLP),Jaccard,30,1.0
Bean,RF,deepLIFT (MLP),RBO,1,0.06060606060606061
Bean,RF,deepLIFT (MLP),RBO,2,0.09343434343434344
Bean,RF,deepLIFT (MLP),RBO,3,0.13075196408529732
Bean,RF,deepLIFT (MLP),RBO,4,0.16687710437710443
Bean,RF,deepLIFT (MLP),RBO,5,0.20663299663299656
Bean,RF,deepLIFT (MLP),RBO,6,0.24739057239057244
Bean,RF,deepLIFT (MLP),RBO,7,0.2866728509585652
Bean,RF,deepLIFT (MLP),RBO,8,0.3234397546897548
Bean,RF,deepLIFT (MLP),RBO,9,0.3595808169882245
Bean,RF,deepLIFT (MLP),RBO,10,0.3948348565015232
Bean,RF,deepLIFT (MLP),RBO,11,0.4291469728108846
Bean,RF,deepLIFT (MLP),RBO,12,0.46317989903848467
Bean,RF,deepLIFT (MLP),RBO,13,0.49640489873590093
Bean,RF,deepLIFT (MLP),RBO,14,0.5291292241508692
Bean,RF,deepLIFT (MLP),RBO,15,0.5600267820469839
Bean,RF,deepLIFT (MLP),RBO,16,0.5875251081690476
Bean,RF,deepLIFT (MLP),RBO,17,0.5875251081690476
