data,method1,method2,criteria,K,value
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,9,0.2839778918560429
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,10,0.31154822477799016
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,11,0.33622621563245153
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,12,0.3428191670538263
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,13,0.3349723862223622
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,14,0.33171176599632624
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,15,0.3247378367760845
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,16,0.3178210479302789
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,17,0.3111351318511448
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,18,0.3026923025358742
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,19,0.29601522434091415
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,20,0.2937462882667325
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,21,0.28923524534348993
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,22,0.2856603216871473
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,23,0.2831919755455504
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,24,0.27740594255490963
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,25,0.2694172593046798
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,26,0.2661205924017861
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,27,0.26165873830739605
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,28,0.2576087564441628
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,29,0.2546497578654386
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),Jaccard,30,0.25339542131013093
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,1,0.7261904761904762
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,2,0.5982142857142857
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,3,0.5138888888888894
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,4,0.46205357142857145
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,5,0.4339285714285714
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,6,0.4191468253968256
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,7,0.4100461613216718
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,8,0.4088275935374148
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,9,0.41116832535483316
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,10,0.4165991118669691
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,11,0.42368907847803944
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,12,0.43021366585354687
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,13,0.43501830637819644
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,14,0.43887025436770327
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,15,0.4417815495791686
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,16,0.44388560451618486
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,17,0.44529157571205275
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,18,0.4460528608944223
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,19,0.44635294116129043
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,20,0.4464757702937021
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,21,0.44632505064144834
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,22,0.44603459674570384
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,23,0.44565790125302407
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,24,0.44502863684896304
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,25,0.44406558661309975
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,26,0.44301178199977514
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,27,0.44184007382851176
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,28,0.44057659208585115
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,29,0.4392708254486118
Blog,deepLIFT (MLP),Guided Backpropagation (MLP),RBO,30,0.4380014804733408
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,1,0.9887640449438202
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,2,0.5056179775280902
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,3,0.38539325842696626
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,4,0.29523809523809497
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,5,0.2499999999999999
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,6,0.22679605039155587
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,7,0.2075753210584672
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,8,0.20537440088001854
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,9,0.21488909306159787
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,10,0.22714626950721137
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,11,0.2505654006132315
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,12,0.26413447599023093
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,13,0.26946883240432207
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,14,0.28537607063357207
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,15,0.28880120856183383
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,16,0.2956314820897137
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,17,0.2925476979719521
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,18,0.29077023337862484
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,19,0.2930289671114371
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,20,0.29028410817514066
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,21,0.2947897127696394
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,22,0.2986760582102085
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,23,0.29819675011096103
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,24,0.299254888652637
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,25,0.29942762671816464
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,26,0.2957156172106161
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,27,0.2968997104505127
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,28,0.29416711612872304
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,29,0.29378618227475684
Blog,deepLIFT (MLP),Integrated Gradients (MLP),Jaccard,30,0.2931428346119494
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,1,0.9887640449438202
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,2,0.8089887640449438
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,3,0.7166042446941323
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,4,0.6477059925093631
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,5,0.595468164794007
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,6,0.5558364544319601
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,7,0.5241267293434224
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,8,0.5002190342429111
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,9,0.4832020490260191
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,10,0.47128633850543955
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,11,0.4642857511345764
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,12,0.4599273567672444
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,13,0.45679352578661137
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,14,0.455522903616804
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,15,0.45471775623461025
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,16,0.45451945545871103
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,17,0.4541816794737559
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,18,0.45377943746664834
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,19,0.45358207593170785
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,20,0.4532344328092797
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,21,0.4531810517060531
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,22,0.45335914393280446
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,23,0.45350726806715924
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,24,0.4536888472534995
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,25,0.4538603944869551
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,26,0.45385652252294323
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,27,0.45390866068939195
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,28,0.4538349909112739
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,29,0.4537501786687323
Blog,deepLIFT (MLP),Integrated Gradients (MLP),RBO,30,0.4536438993048679
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,1,0.8539325842696629
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,2,0.5056179775280902
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,3,0.3696629213483144
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,4,0.2879614767255214
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,5,0.2406367041198501
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,6,0.22407218249914865
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,7,0.20909090909090916
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,8,0.22631825103735181
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,9,0.25071105365222995
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,10,0.2639281614479025
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,11,0.2723640727728109
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,12,0.27893699278539424
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,13,0.28380983910959817
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,14,0.2926630145852113
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,15,0.30129884770822724
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,16,0.30945346101183907
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,17,0.30916963799314756
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,18,0.3046115115215613
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,19,0.30719591201018753
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,20,0.30649370445185253
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,21,0.3067223464866031
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,22,0.30952667730283767
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,23,0.30737129791867046
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,24,0.3025137202170308
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,25,0.29704301352156426
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,26,0.29495771573757423
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,27,0.2950968188615415
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,28,0.29298233196323803
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,29,0.28941574406258386
Blog,deepLIFT (MLP),Occlusion (MLP),Jaccard,30,0.2901988004406417
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,1,0.8539325842696629
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,2,0.7415730337078652
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,3,0.6666666666666667
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,4,0.6081460674157303
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,5,0.562022471910112
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,6,0.5273408239700375
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,7,0.5001605136436593
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,8,0.4827598314606745
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,9,0.47295394645581884
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,10,0.46689450686641687
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,11,0.46298609176545846
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,12,0.46037457912457896
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,13,0.4586025301885286
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,14,0.4577759564316549
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,15,0.45781935708901994
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,16,0.45843668659679887
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,17,0.45899596863011954
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,18,0.45922791682871
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,19,0.45958415551160253
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,20,0.45986337470231453
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,21,0.460131288602831
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,22,0.46055061576681233
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,23,0.46083210701647453
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,24,0.4608645395112621
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,25,0.46064119388586794
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,26,0.4603432794743943
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,27,0.4600781032197594
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,28,0.45975543305776034
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,29,0.4593061448545502
Blog,deepLIFT (MLP),Occlusion (MLP),RBO,30,0.45891479146177055
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,1,0.011235955056179775
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,2,0.5018726591760303
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,3,0.43483146067415723
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,4,0.47950775815944413
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,5,0.4131888710540395
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,6,0.36019261637239125
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,7,0.32992849846782435
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,8,0.29308893353837134
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,9,0.2732127423138657
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,10,0.2591901929311049
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,11,0.2529892974339349
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,12,0.25321246395445435
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,13,0.25421430587912985
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,14,0.25806446435402797
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,15,0.2551592385251398
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,16,0.2564695699820272
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,17,0.25538692898546683
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,18,0.25006594583171554
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,19,0.24608032767283122
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,20,0.2402432456259613
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,21,0.23450124722004984
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,22,0.22991858607145804
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,23,0.22437781722920283
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,24,0.21761441629710884
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,25,0.21163758483702946
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,26,0.20507575969859704
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,27,0.20010059951421863
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,28,0.19579487401481455
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,29,0.18901875401090332
Blog,deepLIFT (MLP),Saliency Maps (MLP),Jaccard,30,0.1843315513985693
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,1,0.011235955056179775
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,2,0.31741573033707865
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,3,0.4063670411985021
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,4,0.4627808988764044
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,5,0.4839325842696629
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,6,0.48910736579275893
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,7,0.48848505694412586
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,8,0.48307751471375054
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,9,0.47642678794364196
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,10,0.46957062600321015
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,11,0.4632831672923603
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,12,0.4579939645248634
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,13,0.4536126722600361
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,14,0.45016154925866003
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,15,0.4468673835527769
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,16,0.44413129005825625
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,17,0.4416441922837476
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,18,0.43906013083144596
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,19,0.43649389219233575
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,20,0.43379841106586503
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,21,0.43102714988004864
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,22,0.428242509721605
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,23,0.42538334323405935
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,24,0.42238672141079275
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,25,0.41931597165548445
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,26,0.4161363765751906
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,27,0.41294629453406634
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,28,0.40976379387511647
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,29,0.4064825162095273
Blog,deepLIFT (MLP),Saliency Maps (MLP),RBO,30,0.4032077556816943
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,1,0.9887640449438202
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,2,0.5056179775280902
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,3,0.3820224719101123
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,4,0.3025147137506685
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,5,0.25490458355626877
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,6,0.24402451481103146
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,7,0.2252673668404007
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,8,0.22244197749815695
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,9,0.2328477371934079
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,10,0.24986347781769905
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,11,0.26567470670507487
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,12,0.2701937031722672
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,13,0.2759152344154787
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,14,0.27871254209669866
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,15,0.2766781636102593
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,16,0.28527672187931935
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,17,0.28583561788133655
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,18,0.28424978813581636
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,19,0.28788086904705246
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,20,0.2890744233897784
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,21,0.28937513892461264
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,22,0.2954887102389447
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,23,0.298595660434287
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,24,0.2980789665325145
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,25,0.2984747503245952
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,26,0.2989451912843928
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,27,0.29779084329570243
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,28,0.2980602191581833
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,29,0.2954375442455339
Blog,deepLIFT (MLP),Shapley Value (MLP),Jaccard,30,0.29477984154668385
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,1,0.9887640449438202
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,2,0.8089887640449438
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,3,0.7153558052434458
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,4,0.648876404494382
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,5,0.5977528089887636
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,6,0.5611735330836455
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,7,0.5319116410609186
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,8,0.5098398207597651
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,9,0.4943894536591166
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,10,0.4842763509898343
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,11,0.4778591769143354
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,12,0.4729938834573665
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,13,0.46945329950947917
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,14,0.46670514477496833
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,15,0.4642057006663749
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,16,0.462668265723041
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,17,0.46138460311120777
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,18,0.46016605219623535
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,19,0.459321307751533
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,20,0.4586305232628326
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,21,0.4580399235538405
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,22,0.4578114397039375
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,23,0.45776598576128635
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,24,0.4576920909113701
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,25,0.45764957581424115
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,26,0.4576329359891936
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,27,0.4575606198229503
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,28,0.4574998386861872
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,29,0.45734209331017633
Blog,deepLIFT (MLP),Shapley Value (MLP),RBO,30,0.45716602103629156
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,1,0.12121212121212122
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,2,0.2895622895622893
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,3,0.3464646464646463
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,4,0.30312650312650286
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,5,0.2861552028218693
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,6,0.2665967029603391
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,7,0.24716394716394738
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,8,0.2357877812423264
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,9,0.22669585316644134
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,10,0.22071431797953966
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,11,0.21574961368563
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,12,0.21689085289227225
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,13,0.21939122202973518
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,14,0.2193728917839589
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,15,0.22071907256360465
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,16,0.22034030904080715
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,17,0.22125199323351588
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,18,0.21742376729334909
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,19,0.2157623269604993
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,20,0.21400347555204635
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,21,0.21132571636802483
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,22,0.21580601588341505
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,23,0.21754618492107997
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,24,0.2198078864032665
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,25,0.2187091152361297
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,26,0.22158467652000347
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,27,0.22354385545728597
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,28,0.22469283211694055
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,29,0.22542623750238266
Blog,deepLIFT (MLP),Shapley Value (RF),Jaccard,30,0.22675976536923292
Blog,deepLIFT (MLP),Shapley Value (RF),RBO,1,0.12121212121212122
Blog,deepLIFT (MLP),Shapley Value (RF),RBO,2,0.255050505050505
Blog,deepLIFT (MLP),Shapley Value (RF),RBO,3,0.3316498316498317
Blog,deepLIFT (MLP),Shapley Value (RF),RBO,4,0.3592171717171715
Blog,deepLIFT (MLP),Shapley Value (RF),RBO,5,0.37222222222222223
