data,model,mse
Word,Ridge,0.8657974244027296
Word,Ridge,0.8540821742745828
Word,Ridge,0.7933584957194082
Word,Ridge,1.0139564456684025
Word,Ridge,0.9752759681683282
Word,Ridge,0.8927798200780724
Word,Ridge,0.8874111776210759
Word,Ridge,0.9877023933271751
Word,Ridge,0.8803341659848216
Word,Ridge,0.8707124344861019
Word,Ridge,0.9001624132860367
Word,Ridge,0.8369943636352932
Word,Ridge,0.895719009337289
Word,Ridge,0.7791909944327099
Word,Ridge,0.8308115579062992
Word,Ridge,0.9254562832107271
Word,Ridge,0.9592444597955
Word,Ridge,0.7824849319560218
Word,Ridge,0.7638661793816277
Word,Ridge,1.0011879002197304
Word,Ridge,0.7204302216373423
Word,Ridge,0.8169923042846541
Word,Ridge,0.7819515605700216
Word,Ridge,0.7264290838534171
Word,Ridge,0.9597502681939091
Word,Ridge,0.7556759343877327
Word,Ridge,0.788019116681682
Word,Ridge,1.1176235202181284
Word,Ridge,0.7592931037234384
Word,Ridge,0.8482962543120051
Word,Ridge,1.1674820380732025
Word,Ridge,1.0524341501733232
Word,Ridge,0.9745490615794664
Word,Ridge,1.0474560299383917
Word,Ridge,0.8517616690047061
Word,Ridge,0.9394127948876384
Word,Ridge,0.5805264153215999
Word,Ridge,0.6521041479762261
Word,Ridge,0.9044888322893824
Word,Ridge,0.8036422150818913
Word,Ridge,0.9401111484159912
Word,Ridge,1.3417789220168248
Word,Ridge,1.0196789343192307
Word,Ridge,0.925967039619603
Word,Ridge,0.8128858553693475
Word,Ridge,0.8847373613112819
Word,Ridge,0.9320748275038504
Word,Ridge,1.0214656146773031
Word,MLP,1.0686971969451455
Word,MLP,1.000567627121098
Word,MLP,1.077978745985834
Word,MLP,1.0026181507236225
Word,MLP,1.0322399280558905
Word,MLP,1.0001889827525536
Word,MLP,1.0389183301792215
Word,MLP,1.100757484499802
Word,MLP,1.0494498941827273
Word,MLP,1.0035432298300513
Word,MLP,1.7004548791691303
Word,MLP,1.0658167016644753
Word,MLP,2.745062363817749
Word,MLP,1.8767780893897577
Word,MLP,1.589948711669651
Word,MLP,1.0004858102978929
Word,MLP,1.181800521555582
Word,MLP,1.4420465211027007
Word,MLP,2.2593636362186227
Word,MLP,1.3399559358513211
Word,MLP,4.722282016388031
Word,MLP,1.0126562074199674
Word,MLP,1.0003132399459422
Word,MLP,1.3532255426803348
Word,MLP,1.000080388067233
Word,MLP,1.0430272502780942
Word,MLP,1.000584909719596
Word,MLP,1.1456087512995197
Word,MLP,1.1268124052384714
Word,MLP,1.0445403618379636
Word,MLP,2.2457528170444343
Word,MLP,2.8441090678834398
Word,MLP,1.0500573523117611
Word,MLP,1.0015713448172343
Word,MLP,1.0092773377862558
Word,MLP,1.5649741915477509
Word,MLP,1.0105493841334647
Word,MLP,1.4275511038324562
Word,MLP,1.7198811666072842
Word,MLP,1.6698310903066738
Word,MLP,1.1066305081890884
Word,MLP,1.011842774815254
Word,MLP,1.1091275859132854
Word,MLP,5.69372367976581
Word,MLP,1.0343569539268394
Word,MLP,1.0690741202681275
Word,MLP,1.1929883397008323
Word,MLP,1.0025407747524608
Word,MLP,1.0397066483961777
Word,MLP,1.7414744560054618
Word,MLP,1.4606632621738669
Word,MLP,1.0272627906063916
Word,MLP,1.0174982643850148
Word,MLP,1.0547774869836872
Word,MLP,2.9515645766077787
Word,MLP,1.8871064729033258
Word,MLP,1.0003780583423936
Word,MLP,1.2339228564068647
Word,MLP,1.9200266105264956
Word,MLP,1.002060411607289
Word,MLP,1.5525719240320248
Word,MLP,3.980927093648584
Word,MLP,1.2737677162988352
Word,MLP,3.3045969155777053
Word,MLP,1.4770064600820798
Word,MLP,1.0107206341127208
Word,MLP,1.8727762818439389
Word,MLP,1.0013975873856364
Word,MLP,1.145081015177212
Word,MLP,1.5139491010593005
Word,MLP,1.2925081311632347
Word,MLP,1.1618344518501549
Word,MLP,3.263151615333765
Word,MLP,1.0341918346145342
Word,MLP,1.0491928733602585
Word,MLP,1.064267591235993
Word,MLP,1.2824512384771398
Word,MLP,1.0014704348591663
Word,MLP,1.1117489060060324
Word,MLP,3.2839807509502785
Word,MLP,1.1319077303523757
Word,MLP,1.0769520920641755
Word,MLP,1.6255338284443068
Word,MLP,2.1735995743293306
Word,MLP,2.3623847098126727
Word,MLP,6.475619682711173
Word,MLP,2.458095933087463
Word,MLP,1.1097226611126554
Word,MLP,1.3803007973074886
Word,MLP,1.4106176876241852
Word,MLP,1.3485382845105154
Word,MLP,4.889127236707068
Word,MLP,1.6619432202570343
Word,MLP,1.043966111060346
Word,MLP,1.7788015032840565
Word,MLP,3.7144268512352623
Word,MLP,1.0214123595743634
Word,MLP,1.33278610799448
Word,MLP,1.0001554244792874
Word,MLP,1.8444957618094264
Word,RF,0.4435910117812147
Word,RF,0.4431795094644836
Word,RF,0.3188711029716361
Word,RF,0.3957180709700847
Word,RF,0.3424603059701752
Word,RF,0.32684245551062563
Word,RF,0.6339809359501857
Word,RF,0.4371778404999576
Word,RF,0.3174765559013095
Word,RF,0.6254593867123447
Word,RF,0.3901266434165995
Word,RF,0.4385533030326805
Word,RF,0.3667540575274072
Word,RF,0.4011779147263185
Word,RF,0.5724042590809774
Word,RF,0.40245044922834267
Word,RF,0.4217161302742653
Word,RF,0.5388313087824549
Word,RF,0.4370556310646669
Word,RF,0.5881149410959062
Word,RF,0.35649126287727634
Word,RF,0.33496051046396
Word,RF,0.3766270019482567
Word,RF,0.4378087792231238
Word,RF,0.5361529339451411
Word,RF,0.4745490312154012
Word,RF,0.28936737710587324
Word,RF,0.5942420563680438
Word,RF,0.4090195378640758
Word,RF,0.42382640070572897
Word,RF,0.3284502347729704
Word,RF,0.39667303348125627
Word,RF,0.36066101892481933
Word,RF,0.5538774158703547
Word,RF,0.4561723362662884
Word,RF,0.5561165371555135
Word,RF,0.4212032492677511
Word,RF,0.4250396568798571
Word,RF,0.4365563373607424
Word,RF,0.4351544005437045
Word,RF,0.4711055480254806
Word,RF,0.5014924539712342
Word,RF,0.5165913047206872
Word,RF,0.3152710300697126
Word,RF,0.4342844669363535
